ID	log2fc	sterr	pval	padj	method
b9d40a7bf9c96766a8df6b89c76fb573	0.368	0.506	0.467	0.995	DESeq2
8c755ffee870ae73370176b717822a9f	-0.051	0.552	0.926	0.995	DESeq2
2bd6c779391db228fd8a5313ec1909e1	-0.263	0.526	0.617	NA	DESeq2
d3639507d143e9e331c2391f415a7a8b	0.136	0.390	0.728	0.995	DESeq2
ea5c5b1a1cd50e03f286ff0448bc42ae	-0.702	0.544	0.195	NA	DESeq2
cbc9f8171ef37a84be300238318ea252	-0.174	0.521	0.738	0.995	DESeq2
5482be279de92a718e63dbc813b9a106	-0.206	0.424	0.630	NA	DESeq2
f05a0f0ede5e3e5c0a11be89d042a09d	1.148	0.541	0.037	NA	DESeq2
06f6a68aa07b0ca0c6a8cba3c8ec588a	-0.022	0.369	0.952	NA	DESeq2
50fcf3f7be62f350690c5553656e45c9	0.148	0.540	0.783	NA	DESeq2
bd825f7d9c9bf7a9bb136f11a22e3f0a	0.149	0.538	0.781	0.995	DESeq2
d5a91d583358bcf60bf0d0ad8fbd21cf	-0.379	0.453	0.402	0.995	DESeq2
f9c373e479ad909ae3c5107182e9afbe	0.906	0.556	0.101	NA	DESeq2
b85395cda0487fb7df31427ba5b96b93	0.149	0.528	0.777	NA	DESeq2
2e990ad391947dccab029e43fb30d06d	-0.227	0.369	0.574	NA	DESeq2
82da6beb4a87542494751a735b9bcda6	-0.073	0.549	0.894	NA	DESeq2
bb7ee05288ef77283b417bfca127dcf8	-0.772	0.468	0.099	0.972	DESeq2
9ff325170b53c24292ee33f92d47d020	-0.569	0.519	0.273	0.995	DESeq2
3e59d7257ca9bb68fd9126d80541f697	-0.137	0.370	0.890	NA	DESeq2
6e4d582d5d913e6d5fe05a0273c87f1d	0.622	0.472	0.188	0.995	DESeq2
dc0e1bd156ea58b71fc326648ee7d4d2	0.173	0.448	0.698	NA	DESeq2
c5ccea3404c481e8a7624c96c0b8edd3	0.100	0.369	0.786	NA	DESeq2
0c57b867fa577e6e20c5dbccb6c56af9	-0.022	0.369	0.952	NA	DESeq2
e2af6a2051e58011b8f1896885e59b4a	-0.465	0.517	0.335	NA	DESeq2
78a95646b3f7cc8247c49302a1f98fa8	-0.316	0.485	0.511	NA	DESeq2
98faf1a7ea00b51e9d662d7f1ec8a050	0.495	0.363	0.173	NA	DESeq2
c03b379fb66598377a4403a22d274b09	-0.122	0.370	0.438	NA	DESeq2
939ec2d069d71a9c03d8dfe623395f90	-0.098	0.533	0.854	NA	DESeq2
e5e9e5a73452532000c6dbacb77dead6	0.060	0.467	0.688	NA	DESeq2
907c0996d275e3efecd0ceb5c48ee83e	-0.200	0.473	0.251	NA	DESeq2
384309c310819d707f949254fc50f1d8	0.558	0.470	0.171	0.995	DESeq2
da4215f1b2dfc97b0cfc241a4a847d8b	0.532	0.503	0.273	NA	DESeq2
0ed5b99a4aeca8b560ae63673cb7db5b	-1.827	0.434	0.000	0.006	DESeq2
c554be39938cea829fd5e8dfcb599889	0.685	0.556	0.214	0.995	DESeq2
e800c9370973d349fa902430c5572822	0.001	0.369	0.997	NA	DESeq2
5c2a12030868a63166804bf494c6faf6	-0.235	0.510	0.643	NA	DESeq2
add30d3de0d1b7c1ca17944b7164872f	-0.343	0.553	0.535	NA	DESeq2
94604e680e291d4f5bca72a158542f1c	-0.429	0.372	0.339	NA	DESeq2
ddeba0e5b22a16a9994e7ce52398c3a1	0.141	0.553	0.798	NA	DESeq2
3491f47a40088f24ea2610b0d261b9dc	-0.555	0.410	0.188	NA	DESeq2
9a1f369991382f5b97db77bfe334c09d	-0.405	0.556	0.464	NA	DESeq2
f038855821b76bf00a2382eca08d4cdb	-0.492	0.556	0.374	NA	DESeq2
8f5c502a1a42a0e2ffad3db774e0518b	-0.222	0.532	0.681	NA	DESeq2
93ee6cdeaa03d040e9cfd0a44d5d44c0	0.286	0.545	0.599	NA	DESeq2
2c13c2cd58d66a8d042adc46f393b2cc	-0.122	0.369	0.728	NA	DESeq2
970736aa293c2d5f5c6082d1ee997fa8	0.007	0.506	0.988	NA	DESeq2
547d423c945599210bd037774be16e1b	-0.174	0.400	0.666	NA	DESeq2
6ed3b34ad371795164c21187309c1749	0.553	0.529	0.281	NA	DESeq2
79378cdfb687a2d6f3566d20218e7401	0.082	0.476	0.863	0.995	DESeq2
f8b92bee33ca2fae79626655479ae890	-0.353	0.370	0.703	NA	DESeq2
2d792fd023cbffff7a9110ed6733e841	0.277	0.556	0.618	0.995	DESeq2
780c9907bb21b5146586880209c665e6	-0.170	0.535	0.751	NA	DESeq2
5bb4488f11e81fb4793dafb70a2eb45b	-0.157	0.514	0.759	NA	DESeq2
75c07e4916890620681a58c00fa9ee7e	-0.212	0.541	0.695	0.995	DESeq2
122793f8ae27c9f90991a11b97385678	-0.087	0.369	0.811	NA	DESeq2
d39e8ae93798a044bc8b8500006c8735	0.192	0.484	0.692	0.995	DESeq2
0b82382fc1c0475abb02afdfa9e1518d	-0.067	0.432	0.877	0.995	DESeq2
530f12aac3b7a2bc52f713acb3435ab8	-0.694	0.555	0.208	NA	DESeq2
956cdd1f79b519d4a5359480b9157cef	0.071	0.556	0.898	NA	DESeq2
b29a0b12292fb1903bd70ea1b52212c7	0.287	0.369	0.439	NA	DESeq2
3c8f65cf1d65d3aac56375e195bf71d3	-0.331	0.550	0.546	0.995	DESeq2
bb665ef0437313e56a09b07e6ae8fdd8	0.332	0.554	0.550	NA	DESeq2
182c038ffacddf1cbf8a7c966f6c21ea	-0.114	0.531	0.830	NA	DESeq2
c2a2809a18fbfb1d5e936db45558046c	0.032	0.467	0.945	NA	DESeq2
97bc31627ff456e405f5a3a6def81e86	0.100	0.369	0.786	NA	DESeq2
c6f1eb39a3f8f942cc0a88342da81c8b	-0.153	0.406	0.698	NA	DESeq2
067d479bd5b3fbc18c70382e18adc63f	0.696	0.555	0.202	0.995	DESeq2
3ea1ea1ed3f260d47b64e27a464efb0a	-0.158	0.496	0.746	NA	DESeq2
90e4812b58aa5a2680c9a2bf4f035472	-0.251	0.537	0.159	NA	DESeq2
e113b3c6e7ee6b48df3dc82fe01731f3	-0.056	0.381	0.875	NA	DESeq2
cce72e22edaadc4f3f2a07ca7ed5725a	0.130	0.556	0.815	NA	DESeq2
06076f56f2c84efff8fb1d12868a92ae	-0.084	0.554	0.880	NA	DESeq2
db41be90b4c1a6d2effc0b36aff2bd2e	-0.058	0.546	0.915	0.995	DESeq2
fd43d6caf52c01e0932b28bd6f909bcd	-0.379	0.550	0.488	NA	DESeq2
0904ced6a18033c35ff0556e54d33bfa	-0.072	0.369	0.845	NA	DESeq2
4983958ea697600d795816a11c00f06a	-0.603	0.366	0.099	0.972	DESeq2
fc98c99f3815b54076495b3d516f11d1	0.254	0.459	0.606	NA	DESeq2
dbaa2be4daa5f1572a4d26d7b4c87213	-1.097	0.502	0.029	0.654	DESeq2
e4daf94eba4884348990a62328654c6e	-0.508	0.440	0.206	NA	DESeq2
e0b73df7b3dcac96ffe8179672fe3824	-0.259	0.369	0.502	NA	DESeq2
559a057a04f03ce27680ea23b988a9ad	-0.325	0.374	0.279	0.995	DESeq2
6b6b29a70cb8de7bbc7a1f04328df5d8	0.039	0.553	0.944	NA	DESeq2
6b00565d7a78afda4ecc5aae2d449daa	-0.339	0.555	0.541	0.995	DESeq2
63f6b989c6ce721cefdaf029eca375e2	0.392	0.543	0.465	NA	DESeq2
1794815fc36aec69155cbf6bc3551fa4	0.359	0.465	0.429	NA	DESeq2
3220a86c7e1f1382cc266f85abb7aa7f	0	0	1	NA	DESeq2
c7a43f13fd6114f6839d40d81f37fd14	-0.122	0.369	0.729	NA	DESeq2
7f43591a8e80f378f7c8aed0531b50f7	0.083	0.510	0.872	NA	DESeq2
21620754fb0296a086f1d85a8b4e26de	0.068	0.546	0.901	NA	DESeq2
2a32f53b9e6aa78cfc5fd5c03503dca3	0.100	0.369	0.790	NA	DESeq2
f5d9c3262e0fd4f244d0bd20b1e1c3b4	-0.050	0.518	0.922	NA	DESeq2
28789faf5e61602da3dbdfd21e6367dd	0.437	0.556	0.430	NA	DESeq2
fe4ff83f6f46083c5d7d8c05620aef8e	-0.282	0.556	0.612	NA	DESeq2
a9d1b9821dc7c8e10f9ca7c8416fafda	0.146	0.543	0.788	0.995	DESeq2
3a48cad176e007f276d49435f3195535	-0.482	0.544	0.374	NA	DESeq2
06c967c789b2fe22ddd16316df94bc26	0.195	0.552	0.723	NA	DESeq2
194620a073afca8740c20dcfb50c901c	-0.009	0.438	0.983	0.996	DESeq2
03a422343cbb9f7960637bd8c82de86d	-0.085	0.369	0.817	NA	DESeq2
f54483455a179173f4bff3a9496e9b2d	-0.036	0.370	0.547	NA	DESeq2
2cd8a309a359191753f8651ea7d46c48	-0.117	0.527	0.825	NA	DESeq2
ba0a4eee7ed2554f501d6598fb9a8823	-0.500	0.521	0.324	NA	DESeq2
a70fe8681686c5bda104c7afd8c477ca	-0.276	0.394	0.788	NA	DESeq2
1857e00d58f7388daa9622696988aa1f	-0.636	0.556	0.249	NA	DESeq2
1aad69cf183ba93b622f77b67979cb6f	-0.326	0.388	0.401	0.995	DESeq2
bacb29e8750bedfa658573a425243b82	-0.148	0.369	0.685	NA	DESeq2
ac847d951ccaaefb610e17f43089b0d7	0.015	0.369	0.967	NA	DESeq2
445bb6acd0ca33ccbd69bb7b04ee2466	-0.152	0.483	0.753	NA	DESeq2
7920492890b0675da0ef905b0bd85fa5	0.067	0.369	0.858	NA	DESeq2
7a998c6ef4ed9c09bbc97027f685599c	-0.064	0.422	0.610	NA	DESeq2
6650b45eaf62f1bc1cde86adc2d7f76b	0.267	0.537	0.619	NA	DESeq2
83aad81a857c9847cb9ee8244218acf9	0.076	0.369	0.838	NA	DESeq2
e09c2bcb01ba370bbf08356df779ce59	0.511	0.485	0.252	0.995	DESeq2
aa221ba5b8d558d8d38c26a6a5dc6b80	0.146	0.426	0.728	NA	DESeq2
59b1c718c98b994e7c54c2b757ea74ce	0.273	0.556	0.622	NA	DESeq2
423db2d0f2f27d9231c8218fdfa4a97e	-0.569	0.499	0.255	NA	DESeq2
3df36af3bc6bfdeb92f9d30397186086	0.428	0.509	0.400	0.995	DESeq2
fef95dcc942f32d917629c8b9ebadb34	-0.425	0.510	0.394	NA	DESeq2
aee586db6a171bbd416ecf7e9e571da3	0.683	0.556	0.214	NA	DESeq2
f48fc4ce06eb0f11b272c2a986fbd91a	0.030	0.549	0.956	NA	DESeq2
33a8b0f3d89ec63625246c7f9ea0580f	0.017	0.507	0.974	NA	DESeq2
75a5efc31369bcae602981ba9e4ff909	-0.406	0.427	0.539	NA	DESeq2
0c8b2126c48970fd6095587af877e265	0.086	0.544	0.874	NA	DESeq2
76985882a156ddf0400ca1b59331d8b9	0.649	0.491	0.193	NA	DESeq2
2a9c736d702ed007045af9d74099374d	-0.144	0.406	0.774	NA	DESeq2
170e22ea39f64fb1ab09a524c42d32b8	-0.133	0.485	0.784	0.995	DESeq2
c79ac46d6494079a0fc246fca84be47a	0.230	0.556	0.678	NA	DESeq2
a05b04f0c021e1c599338e0571b9306d	0.044	0.524	0.933	NA	DESeq2
a5e59d3c7a5f72470cc2fcd562020c05	0.112	0.369	0.759	NA	DESeq2
52be8e17ded422b873c4ecd1b83be06b	-0.214	0.369	0.617	NA	DESeq2
9aae0ddfef898954a589c6fd8314d2c1	-0.041	0.528	0.939	NA	DESeq2
3d97d4ec48fc6a296a935dfef73b3231	-0.024	0.431	0.512	NA	DESeq2
7d5de1f8f58ef9e896b00cf8ecda4fc0	-0.144	0.496	0.772	NA	DESeq2
837d60a0642ffef847ffcdb3d05ce3da	0.001	0.517	0.998	NA	DESeq2
7a2d0ab070a174cf823dfed886330c49	-0.164	0.482	0.734	0.995	DESeq2
9f9e1aa71214c4c8ccee5d8fee940a55	0.195	0.556	0.726	0.995	DESeq2
dcf7f49bca21a163196b72a5a968a463	0.162	0.497	0.750	NA	DESeq2
46e9e5177a35c9bf3375c31cf977bd89	-0.060	0.556	0.914	NA	DESeq2
b15abce0d00f804a09949ef17b09a0cd	-0.175	0.477	0.714	NA	DESeq2
aec20934a58c0880732c990b5b2f6e21	-0.348	0.484	0.460	NA	DESeq2
b33dc20bc689ce7b8b10ecc32b7ef9c5	0.113	0.398	0.776	0.995	DESeq2
549fdfcc946870df5e2e338a66cf24e9	-0.410	0.370	0.692	NA	DESeq2
4e8a2d75b05a109adb6e3845c00672d1	0.103	0.375	0.795	NA	DESeq2
73309259542515b52084a2f1eaa05934	-0.548	0.409	0.196	NA	DESeq2
e0e1cdb5acc72e7078baaaad58cdd13d	0.173	0.428	0.685	0.995	DESeq2
ee950e116ebdb173138b7b51f19262f0	-0.063	0.406	0.869	NA	DESeq2
45da1c71464153c1cbe77329755eb2c1	0.011	0.548	0.984	0.996	DESeq2
e57fbd10e6b7b27c9c0d9745a219648e	0.500	0.475	0.293	0.995	DESeq2
e9f9037db76f8ceaefdc62dd0e273a5f	0	0	1	NA	DESeq2
8cc0017fdd037507e66f746dc496b576	-0.393	0.373	0.300	NA	DESeq2
4aee70a92c241ae50d6d4da0c29e6675	-0.399	0.524	0.442	NA	DESeq2
879f7c508b28703cb97dfd0af8f69cb4	-0.433	0.373	0.351	NA	DESeq2
a0f53a67f1ea92a63cc5df4bd8696c2a	0.046	0.369	0.788	NA	DESeq2
0ab4ca1d1040b291a084e09b3dd4c7fd	-0.320	0.548	0.559	NA	DESeq2
c22193f297c4537cbc40783152268c2e	-0.207	0.214	0.333	0.995	DESeq2
49cf6d42ff35494fd9dbc77040ebe2a6	0.755	0.514	0.143	NA	DESeq2
57dcdeb95ec98067f64bf1f7c47a5010	0.023	0.546	0.966	NA	DESeq2
aaa5affa00785387e0fa2c7b09aa3182	0.081	0.556	0.885	NA	DESeq2
92e543dd7bdb710948ac4bbca17dd11c	0.345	0.484	0.980	NA	DESeq2
f4497921fdb40a510db0ced7d823fc0d	-0.230	0.545	0.671	NA	DESeq2
d24094e694a8fa85ee4a4a29879d7052	-0.363	0.370	0.711	NA	DESeq2
cf177197181b35784804501b0dc275a7	-0.762	0.544	0.148	NA	DESeq2
cab397cfb37266a2639f9b8bb141f6cc	0.157	0.540	0.773	NA	DESeq2
a03638b18bb15f268d693eb4bb7cf540	-0.149	0.394	0.701	NA	DESeq2
00cd3c98e49c833ce4627c1a330b075d	-0.315	0.552	0.568	NA	DESeq2
c916bde669c2b9795a19195812f39e26	-0.176	0.541	0.746	NA	DESeq2
3b369dedb9d6fa6f6a11d9d168c0df54	0.028	0.382	0.939	NA	DESeq2
14a32df01766f4f8fdfd54f2339ebf36	-0.227	0.551	0.680	0.995	DESeq2
96ef9b25c43907adb87bbe48ede96a9e	-0.525	0.530	0.311	NA	DESeq2
bae94a98fa616a08f6a6ef1a2fdfdfe2	0.083	0.392	0.708	NA	DESeq2
a0612255b827355377e212d2824ef425	-0.175	0.533	0.743	NA	DESeq2
348d23109c91d0bbf30170e189680ab6	-0.201	0.369	0.616	NA	DESeq2
4b4a5848be599b3939543551c9d4352e	0.063	0.519	0.903	NA	DESeq2
1700b029dd5579bded308c660f4a2293	-0.375	0.397	0.412	NA	DESeq2
e6936315b36e521a7ee74f0ddff6060a	0.072	0.414	0.850	NA	DESeq2
491fe3530d725e1dd68d294e312a07d2	0.273	0.512	0.594	NA	DESeq2
8f9a2d7a86621a0c56121899602b8ac6	-0.578	0.478	0.227	NA	DESeq2
7a36e01ffbfd96223b6b7192ae5a6b13	0.259	0.462	0.574	0.995	DESeq2
988576f1ecd796834ad296c71279cea0	-0.055	0.391	0.894	NA	DESeq2
f9358c4969d1582fcc2297d03dcb2750	0.030	0.378	0.763	NA	DESeq2
568d8f8b4d0c79e266a3a7d526cd7017	0.593	0.524	0.257	NA	DESeq2
520ee76c2430498bd0823fbbf2b3cc67	0.070	0.555	0.899	NA	DESeq2
1a84208fe0b8134baf1cb7c980fb7437	-0.173	0.548	0.753	NA	DESeq2
36b898893d831cc47a9c1ddb2828bae2	0	0	1	NA	DESeq2
944cf36a4bc144779d1ccbc857437f76	-0.113	0.370	0.677	NA	DESeq2
9b7787d5bd9878c7ebdbe2c02fdd1b00	-0.163	0.372	0.690	NA	DESeq2
53a97e2aff05c533f23e1a851dc714c3	-0.368	0.370	0.728	NA	DESeq2
f0901102187ed52f5f8ff35a1366db85	-0.177	0.441	0.919	NA	DESeq2
3cfa35f65098c2821d7b0a1840f659a7	-0.278	0.511	0.581	NA	DESeq2
35fbee5972298a0639c0e24e67868e41	-0.188	0.369	0.645	NA	DESeq2
67273bcfa5e37c216be89aec9313d298	-0.273	0.439	0.534	0.995	DESeq2
1088810df1e4f0a2c2516457e9ea23a3	-0.070	0.545	0.898	NA	DESeq2
b0f6bbce0962057e1db729e1d63aef9c	-0.053	0.370	0.548	NA	DESeq2
0d349f32b95ff31c5d9ea27f6a9a6418	-0.065	0.369	0.860	NA	DESeq2
b3391da63dfa093df3d9d3537716fb5b	-0.103	0.369	0.944	NA	DESeq2
93f19d36e75ef20d6168680f364006e1	0.175	0.313	0.576	0.995	DESeq2
75a26f1bf9f75a4c2e84ef8321b9b595	0.083	0.531	0.876	NA	DESeq2
9b65ca9dc41db3f74e5e674151815c6e	-0.009	0.369	0.979	NA	DESeq2
d6ac73279a2ff6d59de27969c91d4243	0.054	0.520	0.918	NA	DESeq2
e2afcf16b51ee429e9538dd955dd4bfa	0.019	0.466	0.967	NA	DESeq2
f29917f1356225365adf3d989fc44c37	-0.015	0.413	0.971	NA	DESeq2
d72aaf635c1d1a4cbe6d2284a2380379	-0.035	0.369	0.925	NA	DESeq2
f52f444bf99b8b3bf80fe5186d342738	0.348	0.551	0.527	0.995	DESeq2
1aec603fbfb3eea90bdcd895d3650b2c	-0.622	0.556	0.261	NA	DESeq2
d76cd84fcfd7790780c446c4fe5926b6	-0.450	0.446	0.339	NA	DESeq2
7732d75a602847054301fc48a166611d	-0.551	0.536	0.302	0.995	DESeq2
7e97aa9a729a2f05ec504b17d084a41a	-0.009	0.369	0.979	NA	DESeq2
920371ef528a15496d32a0ef8c1fe10c	0.107	0.383	0.768	NA	DESeq2
f41e65a58793b44aa543a50a12d79119	0.008	0.519	0.988	0.996	DESeq2
14db220ab3d1fccd1eedbad8b604640c	-0.378	0.373	0.169	NA	DESeq2
f63616cb620280fbf9893c3e1314109e	-0.072	0.369	0.845	NA	DESeq2
9417eebda6c95ae9e3cad41bf082bc54	0.155	0.390	0.868	NA	DESeq2
95d07150b35429374b126c7b9d1d730c	-0.266	0.466	0.559	NA	DESeq2
30c24bc40fed365a61ee427bc9ad535d	0.038	0.369	0.919	NA	DESeq2
b0b2e87aa1ff3b73ccc246a78e29390f	-1.094	0.544	0.043	0.722	DESeq2
1c1fc2434f70a4020a1eb4145d57cebf	0.112	0.370	0.450	NA	DESeq2
e3ff3375fbdeffa3aa2e70566a7b4a62	-0.840	0.540	0.105	NA	DESeq2
d160de01e961cceebd86993830422e4c	-0.036	0.376	0.923	NA	DESeq2
9eb5c3e616223eb1040f784ae579163b	0.519	0.475	0.232	NA	DESeq2
560a02c0d291d853bd69c128f8ccab23	0.623	0.532	0.241	NA	DESeq2
b2366d2eeff4d5dacc22ccfb560798d6	-0.754	0.535	0.158	NA	DESeq2
d4e8a2298e6201d2830d1e6fc9928ed0	-0.004	0.369	0.989	NA	DESeq2
16efbc9e7559538a8538554b2d12cd71	0.153	0.524	0.770	0.995	DESeq2
d1fe0a0b5318cc89876f0aed30826513	0.405	0.467	0.385	NA	DESeq2
ad025e074847c12af15604cca6af3d52	0.090	0.396	0.779	NA	DESeq2
bf30defa2f838e24b924aa54fdd9dcb2	-0.437	0.510	0.378	NA	DESeq2
895e42015336fb5623ec3d71b2cd26bf	0.098	0.372	0.845	NA	DESeq2
7de7f844d3a715cc9e1140b7170aba5e	0.087	0.542	0.873	NA	DESeq2
a0792cd9186571ee46eb4a8bcf612fab	-0.897	0.553	0.103	NA	DESeq2
269766960b0a374d15e7dc026b9bb79f	0.076	0.369	0.838	NA	DESeq2
e14eefbfc79fc0e5360db2120cb3a9ae	0.174	0.477	0.715	0.995	DESeq2
3c20833d2a8f9191d68deba63d726aba	-0.142	0.556	0.799	0.995	DESeq2
096767a93e637c19a3542b3093fefcb4	0.160	0.369	0.663	NA	DESeq2
990b83f42c81cd8935fe111b663a1706	-0.213	0.544	0.696	NA	DESeq2
a8b1f4a9912bc4f5beb9b7c229d5266c	-0.142	0.549	0.797	0.995	DESeq2
b6cf28c2e2f0ba45d2f619afa7b31638	0.145	0.556	0.794	NA	DESeq2
bb5b658d6bab3d0a8adc9f372a948e8a	-0.096	0.454	0.401	NA	DESeq2
1b4f76fb54531138eb42ccb82c10568f	-0.332	0.404	0.373	NA	DESeq2
b8d662a1913b93cbfad6c9de426ec57e	0.249	0.554	0.651	NA	DESeq2
e5991176bda1d017fbbeb44e4b1fab83	-0.037	0.430	0.930	NA	DESeq2
d10c510f60287dc7ce62435aa158a66e	0.292	0.551	0.594	NA	DESeq2
4afdfa9c1b24b14ab8c48b320a35bd49	-0.530	0.551	0.332	0.995	DESeq2
1be21e5991c5848241b958a5ca120d58	-0.001	0.520	0.421	NA	DESeq2
2659a62ea906dba16fd64de6651a4213	0.256	0.414	0.588	NA	DESeq2
c23b9f84cc585c36196063bd38c9f385	-0.240	0.462	0.604	0.995	DESeq2
5f04b2edae692e865f5ced6a20992d57	0.051	0.369	0.889	NA	DESeq2
f417a6a1d37ef6c0b9c4f6e18d20b0c2	-0.252	0.497	0.608	NA	DESeq2
548abdece2532f93a41e97da41d0d3f8	0.058	0.522	0.912	NA	DESeq2
2d2dde66cb19ab13e894f40bb4e54cd7	-0.260	0.514	0.617	NA	DESeq2
11565c6d986a0b8ed835064613add060	-0.447	0.556	0.420	NA	DESeq2
08203d6b42082b1eaa730562640601ea	0.208	0.369	0.942	NA	DESeq2
391cf14ffabe32bed28d7d678eb8f0c3	-0.320	0.529	0.545	NA	DESeq2
47de82515fd47f0d588ccf6be31d14d2	0.123	0.552	0.823	NA	DESeq2
61f1cb1058f885741677846652c3a624	-0.016	0.381	0.963	NA	DESeq2
7509a2dc01d8e6a8b68cbd310a13ec39	0.309	0.546	0.570	0.995	DESeq2
372e5c35d99f25ef7affcfd41eefd866	0.823	0.555	0.130	NA	DESeq2
bcf8d4f7b376a1e5fbf8a973aa37b91d	-0.984	0.512	0.059	NA	DESeq2
ceedec3fcefe69127eb7ecde17b51810	0.213	0.556	0.701	NA	DESeq2
9dbb6f4d28c6447d9d187aef4004d7dc	-0.163	0.481	0.733	NA	DESeq2
83572936fe3446a5368a3c7eff1993c1	0.170	0.479	0.723	0.995	DESeq2
534ab7bc419a160bc3c51390fbd5c604	-0.013	0.439	0.552	NA	DESeq2
e72094c509b607ab4064b5e0e9c7c293	0.206	0.556	0.709	NA	DESeq2
6f54c6e9c209e168166d8f684583a029	-0.372	0.370	0.369	NA	DESeq2
eb84120b5dedd6c99d5553276c9ad79d	0.181	0.524	0.730	NA	DESeq2
5dfabc14c128355dd6a667c38e588bfa	0.080	0.410	0.843	NA	DESeq2
11b6acb27338279aadc1ef35409ca8d2	-0.030	0.493	0.952	0.995	DESeq2
0b3753770700e697f28e631d2fd3ee45	0.161	0.456	0.725	0.995	DESeq2
cedad617fa8c6aae48a6ba546bd266ea	0.137	0.398	0.730	0.995	DESeq2
f054de76e4962bc58ce4cfb780abbf68	-0.500	0.524	0.328	NA	DESeq2
73bcc11b4fef441b0d1f2a304c3e3ddc	0.099	0.417	0.824	NA	DESeq2
91f1b8884f00aa1a1cbf18bc920addbb	-0.287	0.556	0.604	NA	DESeq2
3f5c943091a8d4eeb9a12be2f7887ab3	-0.113	0.463	0.808	NA	DESeq2
4dafbf03c03a1d9c04e5deadcf12cd7b	-0.091	0.533	0.864	NA	DESeq2
0a19c4b4f849907444d1f9f0d8451d1d	0.422	0.547	0.442	NA	DESeq2
9f6cbb9bb557ccbc10e13303644df154	0.800	0.512	0.114	NA	DESeq2
84cd0c5fe88f7d84dea45652ac868ed2	0.232	0.439	0.596	0.995	DESeq2
53963794c58da81987da8c78ddfcbbc2	0.019	0.556	0.973	NA	DESeq2
3dd8769af68225f3e132fc47e959c15a	0.020	0.463	0.967	NA	DESeq2
c04bfdb18372a3ceff1af8751d892617	0.112	0.556	0.839	NA	DESeq2
044fdcdcdc856591743ad8b94c367625	-0.170	0.450	0.960	NA	DESeq2
1ca9fb4a81ec1d735c9f4a8628fb24c7	0.051	0.369	0.889	NA	DESeq2
db8552ec57994b474025d1f081008cb2	-0.187	0.314	0.551	0.995	DESeq2
5c317d644c303a11536d4e4c61b552e1	-0.073	0.369	0.854	NA	DESeq2
b71880a36085b17806fdae0951e52ea5	0	0	1	NA	DESeq2
a24870f9a3348f029f46805e660e49cb	0.083	0.369	0.840	NA	DESeq2
59c067d2e5c7b235b84af54678eaaddd	-0.047	0.369	0.899	NA	DESeq2
e5f9399fa9a403269fe0476152189ea6	0.267	0.409	0.934	NA	DESeq2
b04e49c2715e61469168a0a025947940	-0.256	0.369	0.845	NA	DESeq2
9fe8812c32953afd66dc8968352a2e59	0.026	0.556	0.962	0.995	DESeq2
1a87c26ec9af9d52d7615c3aa47035bb	0	0	1	NA	DESeq2
bbc6d9ddfd33d2fde321c85676cb2c52	-0.001	0.371	0.915	NA	DESeq2
4572bb9ceb426b60c5f292403ae30b7f	0	0	1	NA	DESeq2
7a0d1b44f9904b03fc18bbfb9bbe0f29	0.704	0.517	0.173	NA	DESeq2
5e6251ec229f11c5e8381dba9209077d	-0.567	0.433	0.191	0.995	DESeq2
7d72106aa8e650fa59997c0aa12221e7	0.079	0.370	0.597	NA	DESeq2
6eea705e101eb144a49288d1f0fbc0b5	-0.175	0.369	0.640	NA	DESeq2
46c00160ed6952470fb68b925ae4efe5	-0.264	0.545	0.627	NA	DESeq2
24d4c925c52f7db5936cff5fdce29bf2	-0.908	0.522	0.081	0.938	DESeq2
ea7d2012c94372131887574c46e3c856	0.374	0.469	0.409	NA	DESeq2
edd39e8bd5f783a1ca0f1533899cdcdd	-0.102	0.524	0.845	NA	DESeq2
45d9305a2fa39a5d435e288d3d317811	0.335	0.463	0.484	NA	DESeq2
65781529afef9f63feddd016ea0bb1d3	-0.041	0.488	0.934	0.995	DESeq2
1a3e64135fa7794ace753a6ebee4bca8	0.558	0.551	0.304	0.995	DESeq2
ddc3f0dc85c1ef002b0d7defc0cb771c	-0.337	0.373	0.307	NA	DESeq2
4b599a98ad2e60d8be47f84e8a0e3279	-0.297	0.556	0.592	NA	DESeq2
fce963e5c03b247786dd6ebfdc90d4c9	-0.014	0.369	0.974	NA	DESeq2
14e5d53090f90c490f553380bece6ec2	0.359	0.424	0.397	NA	DESeq2
8fc4c36e7c0e781fb6cef1930c28277c	0	0	1	NA	DESeq2
341d7ce3b7ab5d7c4bc30e4a7a520b83	-0.697	0.509	0.170	NA	DESeq2
acc68155f1e442e514e3faa6068a33cc	-0.136	0.507	0.789	NA	DESeq2
60352f5fce1a540ff5f361d484d667cd	-0.726	0.556	0.186	0.995	DESeq2
026c0b0dd2fc3c0d0c245ab80326ad15	-0.074	0.371	0.506	NA	DESeq2
b8c9d28bce51717652562e9c709059ba	0.051	0.369	0.889	NA	DESeq2
58518d92f7391518a086dff685148873	-0.219	0.550	0.691	NA	DESeq2
271e8826706e6cc823424fb1f8f83eef	0.143	0.556	0.797	NA	DESeq2
199c6cff94d1675857ea768cd1efa825	-0.215	0.552	0.696	NA	DESeq2
333c63cacfc77120bd2c30346468fc40	0.252	0.531	0.635	NA	DESeq2
d7d3a77b4b1fac89c64ce5f1346cfc77	-0.072	0.369	0.845	NA	DESeq2
3067c23c5f179b67fafa665511bb7279	-0.166	0.553	0.764	NA	DESeq2
