"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b53ede99325c8616840fa8e938464d7e",7;08247975433769,0;537523882858742,0;3439936527383,1;56097063726977,0;118530679049091,0;20084365061096
"116156fee4dfb6a544121c9b98a23c74",2209;7996287258,1;37957656523301,0;334002322740437,5;49822882989726,3;83624905057283e-08,3;90018653474904e-07
"abb48f98cc76cbfd884b85cb99cf2af1",4;44574921219261,0;575442111303534,0;332491775956719,1;72744527937519,0;0840877246639123,0;146552891557104
"66784a97073d9affb5b9dd057c7d5195",1;22600016528686,8;08912516994497,0;224044098907273,0;282398319423911,0;777638103484062,NA
"d8fc54bcadbf7fcc5cd3d7c2bf678f8f",1;1708600239099,-4;33121622839135,0;2483157239895,-0;0148033474009473,0;988189069034944,NA
"04fee52d3a95545eea1c45e2e63ce362",2;14830357599045,-0;904517764493476,0;332486049820153,-2;6788424702024,0;00738771410570009,0;0265088564969239
"7c4c61a0c83567367786e514df40a21b",1;64603779292228,-0;296938216815611,0;316646558931846,-0;934867567467583,0;349856553108607,0;463940211730979
"fe69850846e2271a5906e8d2d8c09040",2;28369232674028,-0;295195899932021,0;331646798601906,-0;888804302768409,0;37410826303216,0;468642746666736
"71d1bd285cdf78ebfd3ef9d9c9a40241",1;1708600239099,-6;15263541183709,0;234861827939167,-0;0148033474009473,0;988189069034944,NA
"d9b3a569d44a34c6a764a5a298219d08",1;17082021886382,-3;15965984942844,0;198168296625629,0;277234915607391,0;781599731160149,NA
"ba01d82683535dedddbe18c540d309be",1;14291037178013,-0;942329575941672,0;300017031916132,0;12671284307143,0;899167680478501,NA
"890b0fb43b36350b30ca02829f3e91ad",1;36648535483498,0;301655443380916,0;320156247600222,0;940463224628002,0;346980004769213,NA
"543d211dd0ff4f6d0066ec3850ed5082",1;1708600239099,6;27970349032081,0;231795372566548,-0;0148033474009473,0;988189069034944,NA
"a767696bf9e2e1a5f9e63fd6d39e88f3",1;1708600239099,-2;84978436771863,0;264434777592796,-0;0148033474009473,0;988189069034944,NA
"461c2b20bd5c233dcac34fc89ce1a66f",1;1708600239099,5;41390118107417,0;237223232227822,-0;0148033474009473,0;988189069034944,NA
"b88919456fa9bc9afe13c91708403a1b",1;1708600239099,7;30246877378155,0;226250263917784,-0;0148033474009473,0;988189069034944,NA
"5ae1f1acc18efc7823c3415d779b0385",1;25357023597534,0;136545977498459,0;322022915671004,0;423956810531288,0;671597311365909,NA
"f8549988d995f078ce28eccc60deff7b",1;1708600239099,-4;93149789088292,0;243346546750016,-0;0148033474009473,0;988189069034944,NA
"d0663dc6e98d4272e5c13d317fed72cc",1;14291037178013,4;99270317705822,0;239941561795608,-0;170254746928156,0;864809798318006,NA
