"","average","sd","ratio","ava","avb","cumsum","p","padj"
"8e2824f6a1b188b220b9361c612674b6",0;0121533721328312,0;0530356229856571,0;22915488587959,0,0;0243067442656624,0;862770990391274,0;47,0;922941860465116
"e3eb7f52eef0ad7aec4db88af12eb3cd",0;0106644757338452,0;0299078955406766,0;356577269682546,0;010918377821918,0;0114539811866129,0;873926769210738,0;493,0;922941860465116
"78e3be9fa222d3a314799a1a883f6b66",0;0096943556008101,0;0303677162573943,0;31923228993058,0,0;0193887112016202,0;884067735309676,0;229,0;922941860465116
"66784a97073d9affb5b9dd057c7d5195",0;00902941060432057,0;0393941216710892,0;229207054791302,0,0;0180588212086411,0;893513122976718,0;235,0;922941860465116
"5bf5a35fbf5c2c129b31a4aaa02679bd",0;00867970019617642,0;0392259495094968,0;221274444716119,0;0171220724551073,0;000261060730970047,0;902592689382453,1,1
"2bc5d4320e54797a39359dc0676cf450",0;00774767299366165,0;0337963141290672,0;229246093644221,0,0;0154953459873233,0;910697290906232,0;215,0;922941860465116
"939f95ffa67d45b18f810411c9e35571",0;0062155837032616,0;0192048930815666,0;323645837384405,0;000350024071055991,0;0122211529638896,0;917199221123711,0;043,0;922941860465116
"8dcb1c66dadcbfce80141ab20ccf1ea1",0;00580619286418438,0;0266376055243542,0;217969774305573,0;0116123857283688,0,0;923272900223606,1,1
"1b0539acdc7399feee3aaebdd5e61067",0;00578209301879414,0;0216303183132621,0;267314282437027,0,0;0115641860375883,0;929321369219275,0;1,0;922941860465116
"33be679a5c7b7bff076243989c33712f",0;00420881009099074,0;0183666609369275,0;22915488587959,0,0;00841762018198149,0;933724075516333,0;481,0;922941860465116
"99bf847cdf4b42889ec796b79dff8c25",0;00351477808583363,0;0160938098773299,0;21839316560988,0;00702014591040812,1;06944246399544e-05,0;937400776359734,1,1
"ee297847e00487e7f148dc495efc4ebe",0;00328654570352619,0;0143420276242904,0;22915488587959,0,0;00657309140705238,0;940838730354251,0;47,0;922941860465116
"79a7291065adc3f595551e420369acde",0;00328526206431372,0;00996967591022011,0;329525462402036,0,0;00657052412862743,0;944275341573417,0;229,0;922941860465116
"4f59249301b989a2e45240235f71f3d2",0;002901624768342,0;0100035937154023,0;290058238158398,0;00149715185890435,0;00445581286367009,0;947310641661351,0;481,0;922941860465116
"d75885b537a312c667e41d5afe3bee27",0;00269731216455216,0;00988054040406671,0;272992372304047,0,0;00539462432910432,0;950132216642228,0;222,0;922941860465116
"8d3e983e728259a88863f948e5dbe94b",0;00251120117581945,0;00481802896503707,0;521209231833692,0;00399706565679255,0;00194956498032305,0;952759106663621,0;893,1
"79211df1215da97e2f8277d6b2222fe2",0;0023250823544318,0;0103801733919335,0;223992631591168,0;0046501647088636,0,0;955191303532029,0;627,1
"71d1bd285cdf78ebfd3ef9d9c9a40241",0;00196350972755896,0;00900817433891684,0;217969774305573,0;00392701945511792,0,0;957245270438344,1,1
"b0155a887805143545218ffe760eda06",0;00168911978562606,0;00567949364625577,0;29740675680474,0,0;00337823957125211,0;959012206497678,0;204,0;922941860465116
"59788ef0375e4756a83b5a60f29a3303",0;00163939378705005,0;00681651297686382,0;240503288501669,0;000159199593428731,0;00313550794001424,0;960727125725099,0;488,0;922941860465116
"8512a0ed11476e591ffa9a713b8d9df3",0;00160887074740225,0;00469493069352168,0;342682534083465,2;94355280733736e-05,0;00319713662515314,0;962410115743086,0;099,0;922941860465116
"872b2757f7ef15b1ef26b3f9936bcf31",0;00150481454225565,0;00227511208499697,0;661424354509397,0;00216348477202155,0;00177812012700779,0;96398425577741,0;967,1
"461c2b20bd5c233dcac34fc89ce1a66f",0;00149974436815983,0;00450982450182843,0;33255049449303,0,0;00299948873631965,0;965553092059144,0;234,0;922941860465116
"c1c7dac2c6665e89f90cda95c53e086e",0;00149107023857124,0;00650682281046682,0;22915488587959,0,0;00298214047714248,0;967112854601712,0;472,0;922941860465116
"9c7970c0800382fbe01230164e6149fb",0;00146850880810699,0;00673721305068785,0;217969774305573,0;00293701761621399,0,0;968649016328415,1,1
"7815ca3b2d75f9ff6a3589a9dea5b8c6",0;00144742263044374,0;00631635072884411,0;22915488587959,0,0;00289484526088748,0;970163120455659,0;485,0;922941860465116
"18922236506583e7320e776be6c2463a",0;00136935540259153,0;00566478983598591,0;241731016019804,0,0;00273871080518306,0;971595560866027,0;215,0;922941860465116
"643e1fe5e4374e56b15854c0ab8bd517",0;00132891666960604,0;00173772993022382,0;764742924946269,0;00193678782150709,0;00165030372061441,0;97298569956629,0;86,1
"c1f96ac17ac6c32cbf88341fce4c8d9d",0;00132856798166244,0;0057976855983797,0;22915488587959,0,0;00265713596332489,0;974375473514859,0;472,0;922941860465116
"45c35d69f417bd7d4cbe61dd5a0f083e",0;00120413383050292,0;00402055100124688,0;299494728491065,0;000735888201834341,0;00174596827935492,0;975635080739572,0;472,0;922941860465116
"a4e3412f19bae543184b7ee353711e30",0;00116604822302638,0;00288033375550778,0;404830940441072,0;000580316905547821,0;00187929466680132,0;976854847786125,0;145,0;922941860465116
"a294a6334e4208490c478e9073d7270c",0;000985348299203153,0;00452057310396526,0;217969774305573,0;00197069659840631,0,0;977885590221138,1,1
"9e6878f45a5eb2ea642bc92e840afdf7",0;000919251372263739,0;00401148493402301,0;22915488587959,0,0;00183850274452748,0;978847190701499,0;488,0;922941860465116
"b7b6c3fd8f90372ec9ab4e7bd7df8507",0;000846328135412502,0;0036932580868348,0;22915488587959,0,0;001692656270825,0;979732508435158,0;472,0;922941860465116
"9880373d82d00984bcfd9dddced13e34",0;000813793103448276,0;00355127973957267,0;22915488587959,0,0;00162758620689655,0;980583792276338,0;486,0;922941860465116
"371805a0d32985ff210ca9f1a7acad48",0;00073018678055126,0;00318643339306733,0;22915488587959,0,0;00146037356110252,0;981347618124324,0;488,0;922941860465116
"18ff3ee57c402652b7156ed14071d0ab",0;000717691622103387,0;00329261992581251,0;217969774305573,0;00143538324420677,0,0;982098373172822,1,1
"f8549988d995f078ce28eccc60deff7b",0;000683614764048867,0;00313628238698134,0;217969774305573,0;00136722952809773,0,0;982813481472168,1,1
"e36a239a30b387e78c09e274444e016c",0;000643716764623566,0;00280909028909734,0;22915488587959,0,0;00128743352924713,0;983486853706091,0;466,0;922941860465116
"d9b3a569d44a34c6a764a5a298219d08",0;000639217478240612,0;00250397436319387,0;255281159278834,0;00109313511149978,0;000203829829479587,0;984155519375437,0;715,1
"4673065a2d04c05374a89d2cfdcf68c2",0;000619386746284528,0;00104225123333496,0;594277777252071,0;000837834247549624,0;000741357467446233,0;984803440728319,0;78,1
"b84ffd3d3404ece823346fd8ed2df099",0;000600878738946387,0;0024019314041938,0;2501648206511,4;34971726837756e-05,0;00116695973974575,0;985432001426126,0;218,0;922941860465116
"2ffde79d725e60b058bde836132af683",0;000597921251005699,0;00236892205012308,0;252402248091968,0,0;0011958425020114,0;986057468387104,0;232,0;922941860465116
"b53ede99325c8616840fa8e938464d7e",0;00059665541216065,0;0010514278598749,0;567471564080148,0;000452939531129523,0;000879506406557309,0;986681611193147,0;121,0;922941860465116
"3afe92f292286577802cddba507f140e",0;000573705442761722,0;00250357063328415,0;22915488587959,0,0;00114741088552344,0;987281746744739,0;488,0;922941860465116
"5e317160f53054af730b0a3123e7e9b6",0;000563543870580675,0;00232363091018791,0;242527274064839,6;42921435000643e-05,0;00106922481201129,0;987871252589392,0;478,0;922941860465116
"ca8c1cc094272e70ff21f563a2af81c3",0;000562143806596709,0;00211870099672851,0;265324747316737,5;39248052153391e-05,0;00108884669517228,0;988459293870336,0;121,0;922941860465116
"0c0cca5bec99fb78e2bb61c3935b025d",0;000532489089051908,0;00244294921508433,0;217969774305573,0;00106497817810382,0,0;98901631426679,1,1
"399dce84cd757a93a8527510b06e307a",0;000525102863336455,0;00240906274738951,0;217969774305573,0;00105020572667291,0,0;989565608160559,1,1
"7d2ea1f51c60d58d0660446d4774a59a",0;000521496914736816,0;00227573988979156,0;22915488587959,0,0;00104299382947363,0;990111129982825,0;478,0;922941860465116
"0c5de29041b1bcfe2010ba9bde32f320",0;000506970849176172,0;0022123501632104,0;22915488587959,0,0;00101394169835234,0;990641456536373,0;468,0;922941860465116
"abb48f98cc76cbfd884b85cb99cf2af1",0;00049839532315624,0;00132413633909336,0;376392753859086,0;000627257487862594,0;000432579532540761,0;991162812496905,0;472,0;922941860465116
"3e0f023636975b57382d70fe0a52bf1e",0;000477154063304105,0;00208223386323443,0;22915488587959,0,0;000954308126608209,0;991661948631289,0;478,0;922941860465116
"d8fc54bcadbf7fcc5cd3d7c2bf678f8f",0;000417172484074364,0;00191390061031823,0;217969774305573,0;000834344968148729,0,0;99209833988746,1,1
"1760e66b93ff7aa728b6898fa572bc2d",0;000406991688801302,0;00186719323859435,0;217969774305573,0;000813983377602605,0,0;99252408132801,1,1
"0df685ffc0887a530be9364c346bad5e",0;000405356488809591,0;00185969128105495,0;217969774305573,0;000810712977619181,0,0;992948112236331,1,1
"542b8274cc0abe38ef023b02b57dbf9b",0;000381597994637718,0;00148524298736681,0;256926306256631,6;38406537282942e-05,0;000707843638855173,0;993347290117398,0;341,0;922941860465116
"04fee52d3a95545eea1c45e2e63ce362",0;000354795402213041,0;00156179138623522,0;227172082865878,0;000709590804426083,0,0;99371843063401,1,1
"e87dc9cc994d0c5c48a42ee91aae6eae",0;000339123745386768,0;00129935623650437,0;260993664292639,9;03668895716609e-05,0;000596917290159042,0;994073177514249,0;468,0;922941860465116
"a692aae1c416358d582103d64b3774f2",0;000311730564093439,0;0007467955194747,0;417424255990063,0;000169508040974255,0;000488119636788927,0;99439926923325,0;233,0;922941860465116
"af7a6845c73f4a26d0abf34aef9a2a64",0;000304001768737564,0;00132662137039182,0;22915488587959,0,0;000608003537475127,0;994717276098041,0;469,0;922941860465116
"2ea15125b3c28f70f4e9b2011fb1b32e",0;000298226859238354,0;0011628992018648,0;256451168562266,2;60732360841707e-05,0;000580074507526494,0;995029242008294,0;126,0;922941860465116
"e5750ae962ff61732a057356b169fd21",0;000293004751694851,0;0012717973843853,0;230386345570658,0;000556935995201782,3;19808590067115e-05,0;995335745233069,0;748,1
"a135d244d0364d5d06535e56882a84a5",0;000287560968340167,0;000728831995742352,0;394550417682022,2;40500240500241e-05,0;000565501927060324,0;995636553884144,0;006,0;322
"760b5cda1cd383fa43af2dd6f6b06672",0;000260509736216015,0;000875077406594858,0;297699076964771,0;00041818068391153,0;000120613422664415,0;995909065076449,1,1
"76dc3809d214159c017b2f987364f7e0",0;000241600415426385,0;000613561445158247,0;393767270308311,0;000173837081517194,0;00034204640121395,0;996161795812067,0;411,0;922941860465116
"bdf8ede33b2c7001840621a6f72229dd",0;000227419867046415,0;000370275442445666,0;614191061508991,7;73710266092922e-05,0;000419953104934726,0;996399692713821,0;018,0;7245
"e74ee435c566d594cc9526383adf5792",0;00021392320657964,0;000781264535195658,0;273816610050097,0;000354066314499496,8;27586206896552e-05,0;996623471175746,1,1
"2e3c54c72de596f4c4009971b90895d7",0;0001786205001374,0;000779474980216031,0;22915488587959,0,0;000357241000274801,0;996810320566367,0;478,0;922941860465116
"369977194325fa77afd733d37c92c63d",0;000158351668550235,0;000476143397256103,0;332571383878841,0,0;00031670333710047,0;996975967358026,0;255,0;922941860465116
"bb33b229f3d1ca9a24f2615fab635d38",0;000148491003142508,0;000416196000364188,0;356781427530713,0;000120358374030831,0;000188659469657269,0;997131299212032,0;449,0;922941860465116
"92e7c471bf50233a39a459ff5b204b3e",0;000135712580286025,0;00058836228340862,0;230661590848053,0;00027142516057205,0,0;997273263952397,0;594,1
"ee0d28cca895e4a213be07178c2fefba",0;000132275132275132,0;000606850801660669,0;217969774305573,0;000264550264550265,0,0;997411632884523,1,1
"a767696bf9e2e1a5f9e63fd6d39e88f3",0;000125768707010955,0;000577000675491084,0;217969774305573,0;00025153741402191,0,0;997543195646054,1,1
"8886b2b13e2ddffa6f24c3ba02bde095",0;000119630432017736,0;000300830005687141,0;397667884706122,4;12000936760025e-05,0;000209099557636511,0;997668337347622,0;143,0;922941860465116
"5d5ed43144a7e9922f567567cca6edb7",0;000111100324869152,0;00037236986384673,0;298360140429843,2;27139116028005e-05,0;000204767542591579,0;997784555967454,0;235,0;922941860465116
"9bfd7d6705ff77f170d74bd7d21e15c7",0;000109092297097481,0;000246381237577183,0;442778428139465,8;82030619437352e-05,0;000147702112117154,0;997898674051427,0;471,0;922941860465116
"325f464ad49685c1e5420d17aa147d15",0;00010719457116325,0;000442742160209013,0;242115119808433,0,0;000214389142326499,0;998010806982889,0;223,0;922941860465116
"fe1557e7eea603d3e9a1356de4c894f1",0;000107103076000343,0;000491366641735355,0;217969774305573,0;000214206152000685,0,0;998122844204086,1,1
"22aea799615e8e1467f7b56605053545",9;87974355973173e-05,0;000387563685156583,0;254919228455064,0;000186668115819467,1;49059093490895e-05,0;998226193151279,1,1
"135cd9f50ac1631b9e504edeb830d683",9;54595965039073e-05,0;000303808433211182,0;314209831158807,0;000135014675158396,6;28489380660014e-05,0;998326050488045,1,1
"3a12705bdb700b87026ea27254e8fa89",9;03925779458575e-05,0;000245726962303553,0;367857792643012,0;000121702165614198,6;86655985351339e-05,0;998420607373133,1,1
"a418705a2b62c68553ceec65922142a4",8;97575444738854e-05,0;000240498723084266,0;373214224686074,5;92279635457123e-05,0;000131309157056771,0;998514499969311,0;426,0;922941860465116
"fe69850846e2271a5906e8d2d8c09040",8;95039331662491e-05,0;000313973892618012,0;285068074991642,0;000162967988729103,1;96042948485945e-05,0;99860812727053,1,1
"273881ea7601aa7c034c59b7f40b5736",8;86203904698633e-05,0;00032924034525269,0;269166254220296,2;80723300546102e-05,0;000151975683890578,0;998700830325012,0;449,0;922941860465116
"481b5086d4014f57b2ff1517825ee7d1",8;70838413712661e-05,0;000335165515943579,0;259823392409873,0,0;000174167682742532,0;99879192604292,0;223,0;922941860465116
"fd6ff46f1b85f9ed17f80fe98868119c",8;06595365418895e-05,0;000370049181354899,0;217969774305573,0;000161319073083779,0,0;998876301493885,1,1
"bd26e97e57ceb47cf6ab7d5b5e947f62",7;37109121102677e-05,0;000308623838285907,0;238837390266602,6;12306128572041e-06,0;000141911069063387,0;998953408203357,0;492,0;922941860465116
"17211eba768f47a1041935f3ee102e20",7;06368218585195e-05,0;000156744194603412,0;45065032256692,8;35328139611285e-05,7;28770977691256e-05,0;999027299201923,0;52,0;951363636363636
"54936af7fc659bb8a76615f1ae6f6993",6;08610975864228e-05,0;000279218060303633,0;217969774305573,0;000121722195172846,0,0;999090964117136,1,1
"c0c4bc43d1ba371268726299b45b754a",5;65860339864426e-05,0;000259604957461277,0;217969774305573,0;000113172067972885,0,0;999150157020302,1,1
"97e3be015d0ad3c9c56ccbd57f9c0feb",4;70925993598792e-05,9;04749102108778e-05,0;520504516115201,4;84281570135856e-05,5;73288034439294e-05,0;999199419134596,0;599,1
"7c4c61a0c83567367786e514df40a21b",4;68143157419608e-05,0;00016267146472967,0;287784436070318,8;93269822277578e-05,5;25757131308923e-06,0;99924839014499,1,1
"579e5bbf5706c28209744c33484c4b8c",4;61796809403862e-05,0;000201521694652635,0;22915488587959,0,9;23593618807725e-05,0;99929669728351,0;466,0;922941860465116
"1cc1bac06496093e1f4903bb981b67a4",4;54065729082296e-05,0;000198147958896624,0;22915488587959,0,9;08131458164593e-05,0;999344195697586,0;488,0;922941860465116
"62da65200185b257193a5e6d38677242",4;27304775130862e-05,0;000196038545478246,0;217969774305573,8;54609550261724e-05,0,0;99938889473089,1,1
"41155fc81ea0571a02817ce0e39861e2",4;13306636786128e-05,0;000189616490682195,0;217969774305573,8;26613273572255e-05,0,0;999432129462157,1,1
"633743f58b6a9fabc8612a844746d9aa",4;06917504607246e-05,0;000134871191025417,0;301708245855529,8;13835009214493e-05,0,0;999474695846032,0;585,1
"31415f8d3595a43846a89317548511ce",4;04977542154481e-05,0;000176726557934827,0;22915488587959,0,8;09955084308961e-05,0;999517059296425,0;488,0;922941860465116
"a992aa1cc0c433a9e86e33cbc0489c4b",3;7555673748787e-05,0;000172297621853466,0;217969774305573,7;51113474975741e-05,0,0;999556345127272,1,1
"ea4f3d7471d698fb962e28a5f213caf2",3;44827586206896e-05,0;000150477955066638,0;22915488587959,0,6;89655172413793e-05,0;999592416476475,0;486,0;922941860465116
"3123b5aa3c0f158260f64b2832af8167",3;28656050173759e-05,0;000128464560942544,0;255834019719067,7;36617243157352e-06,5;91016548463357e-05,0;99962679617122,0;447,0;922941860465116
"223bd77c5c34f4e9e40c3dfd53dffafc",3;25724589058116e-05,0;000139486874553508,0;23351630044099,6;51449178116232e-05,0,0;999660869214867,1,1
"511bd796069111a3a3e99c2d13907211",3;04980941597539e-05,0;00011221449875102,0;271783900469248,5;22371292601845e-05,9;99275525244198e-06,0;999692772329596,1,1
"6a7a5b8592e878c6065ab49055907e1a",2;95141872293622e-05,0;000101429578686311,0;290982054856406,5;90283744587244e-05,0,0;999723646209662,0;726,1
"ba01d82683535dedddbe18c540d309be",2;67065484456789e-05,0;000122524090923904,0;217969774305573,5;34130968913578e-05,0,0;999751583105476,1,1
"08d77d3861ee0c24205b9a999144495f",2;06896551724138e-05,9;02867730399831e-05,0;22915488587959,0,4;13793103448276e-05,0;999773225914998,0;486,0;922941860465116
"d61038bd0af574cc1fb1f9ecef204bbf",1;96220787630242e-05,9;00220171605804e-05,0;217969774305573,3;92441575260483e-05,0,0;999793751965797,1,1
"86a9b8a55479938e1b6b804cd653155b",1;60416369599316e-05,7;00034690439053e-05,0;22915488587959,0,3;20832739198631e-05,0;999810532626965,0;47,0;922941860465116
"2c18fa52b1be278e8fbf731b531e3174",1;45501105808404e-05,6;6752881802972e-05,0;217969774305573,2;91002211616808e-05,0,0;999825753048436,1,1
"319412737efae4ec36f93f4db011de0e",1;43022384069729e-05,3;51530556985926e-05,0;406856192804471,1;91653273212121e-05,1;11950741673664e-05,0;999840714178479,1,1
"3d6595ba0dd3b1779363e84e947fc1c4",1;35357277655497e-05,4;06535706427434e-05,0;332952986700709,0,2;70714555310994e-05,0;999854873485404,0;229,0;922941860465116
"4446d2a211e0a41b6b526dd4940fe073",1;27033736705102e-05,4;54635173345159e-05,0;27941906863563,5;34130968913578e-06,2;05995686207983e-05,0;999868162092408,0;485,0;922941860465116
"7ff01134216b54c40a3d44f59c565338",1;24684494019481e-05,5;72026531736851e-05,0;217969774305573,2;49368988038962e-05,0,0;999881204952387,1,1
"b2b2ae51b868a14c0e2efb9693ed8f75",1;22828997469723e-05,5;36008634501746e-05,0;22915488587959,0,2;45657994939445e-05,0;999894053714601,0;469,0;922941860465116
"db7d937668dd436e5a4c657b8cd5329f",1;14520387104862e-05,3;79711933710185e-05,0;301598071953855,0,2;29040774209723e-05,0;999906033338736,0;223,0;922941860465116
"da513503b2ff56009fc8a578c819ebcb",9;66728125779416e-06,2;49496977729441e-05,0;387470876231516,8;9126559714795e-06,1;14640971985197e-05,0;9999161459832,0;603,1
"a4bbfb428c8d35739d668a60656037fc",8;66093523182125e-06,2;77518119093766e-05,0;312085396805927,0,1;73218704636425e-05,0;999925205920156,0;206,0;922941860465116
"96e8d503a1148ba899683ec5ab9b05d9",6;8785953963783e-06,2;86017161151241e-05,0;240495897822754,1;37571907927566e-05,0,0;999932401406437,1,1
"cca78c21045111a15b3ccadddf52b971",6;1706973056178e-06,1;8958845630129e-05,0;325478535244332,0,1;23413946112356e-05,0;999938856382379,0;237,0;922941860465116
"cf16828665dee40dfa4b6bade4cf21ef",5;38477003737979e-06,1;64006443534943e-05,0;328326736518284,0,1;07695400747596e-05,0;999944489224071,0;203,0;922941860465116
"f159675a1296aa9d383e4ab3f9407619",4;96879596136264e-06,2;27958026620556e-05,0;217969774305573,9;93759192272529e-06,0,0;999949686928124,1,1
"6915ce702b5bac12f5018e69a2bca72e",4;35277184511097e-06,1;9969612112406e-05,0;217969774305573,8;70554369022193e-06,0,0;999954240228367,1,1
"890b0fb43b36350b30ca02829f3e91ad",4;29901491144029e-06,1;87603022075611e-05,0;22915488587959,0,8;59802982288059e-06,0;999958737295142,0;469,0;922941860465116
"ea16290abb78a15048ba32ff78200ec5",4;01069518716578e-06,1;84002355369839e-05,0;217969774305573,8;02139037433155e-06,0,0;999962932759555,1,1
"3595b98686ee678c017f6a39f2ba8e7e",3;95428842579778e-06,1;81414530450182e-05,0;217969774305573,7;90857685159556e-06,0,0;999967069218596,1,1
"de7864dafea9b68a565a62c31bc8339e",3;79474547015812e-06,1;74095031398172e-05,0;217969774305573,7;58949094031624e-06,0,0;999971038784676,1,1
"1eff341aa2b49ec383d0a118f73f9cb6",3;68308621578676e-06,1;68972336991248e-05,0;217969774305573,7;36617243157352e-06,0,0;999974891547458,1,1
"da230b788ed11070ab619cf95eec6577",3;63521799190558e-06,1;58635849196587e-05,0;22915488587959,0,7;27043598381116e-06,0;999978694236769,0;485,0;922941860465116
"dfaaa901a526111d492d3d2f61435275",3;31253064090843e-06,1;51972017747037e-05,0;217969774305573,6;62506128181686e-06,0,0;999982159372804,1,1
"2b59d468bbdb1f86c22fcebd61f5d5cb",3;25263897442125e-06,1;49224312627005e-05,0;217969774305573,6;50527794884249e-06,0,0;999985561858016,1,1
"9e58e4736ae679b38ae8de9b3fc3d7ee",3;01604536132223e-06,1;31616018124397e-05,0;22915488587959,0,6;03209072264447e-06,0;999988716849954,0;472,0;922941860465116
"5ae1f1acc18efc7823c3415d779b0385",2;92888663256141e-06,1;27812532616058e-05,0;22915488587959,0,5;85777326512282e-06,0;999991780667836,0;481,0;922941860465116
"983cf9a4e7016105283f24743d919f25",2;20835376060562e-06,1;01314678498025e-05,0;217969774305573,4;41670752121124e-06,0,0;999994090758527,1,1
"7f6f04cff14b6c730f64324e546e2d6b",2;10237147502383e-06,9;17445625020852e-06,0;22915488587959,0,4;20474295004765e-06,0;99999628998442,0;458,0;922941860465116
"e71fb4db708f786a39f0bf2bd9b6e50b",1;57846552105147e-06,7;2416715853392e-06,0;217969774305573,3;15693104210294e-06,0,0;999997941168469,1,1
"450fb80a8aa341cdf33eee2dac5fe23b",1;52252731414002e-06,6;98503872378918e-06,0;217969774305573,3;04505462828003e-06,0,0;999999533837287,1,1
"1c9a25f511df933eb3476dbbbb46a199",4;45632798573975e-07,2;04447061522044e-06,0;217969774305573,8;9126559714795e-07,0,1,1,1
