"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"62da65200185b257193a5e6d38677242",1;37875291449046,7;54839698828157,0;222465217674001,-0;629718512274856,0;528878768394838,NA
"0df685ffc0887a530be9364c346bad5e",1;44439557172242,-0;0873274147999841,0;319221424194786,-0;273557907075203,0;784424385664514,NA
"ccba5d69de041201ee8e163c1c4b23bb",1;18425156869923,4;13452525918689,0;24553329729217,-0;0200635236134085,0;983992698223924,NA
"da230b788ed11070ab619cf95eec6577",1;3567004334217,-0;319878283132784,0;323789479267781,-0;986416970939898,0;323928540531011,NA
"68f6f56543e7b4195061892a90ea0315",1;48303618114637,0;541329957772432,0;290645548846174,-1;55271579557077,0;120491047009107,0;210859332265938
"bd26e97e57ceb47cf6ab7d5b5e947f62",1;44355463688383,-0;453380929976772,0;319359383058187,-1;41530874086384,0;156977993305365,NA
"e5c7942ab79294bf4c19761c8bbbf920",1;74439723577588,-1;91130150496108,0;287577735552672,-0;0630231723304417,0;949748052146157,0;958880244955254
"76dc3809d214159c017b2f987364f7e0",2;75385248118038,-0;159141029785697,0;343467137378593,-0;463271694718404,0;643169631976064,0;718434163377518
"f5a2b8967fd8d135803af8c0601cd4e0",1;16264024312233,1;67520591398756,0;27882900612013,-0;149428796241269,0;881215290694908,NA
"92e7c471bf50233a39a459ff5b204b3e",1;35292935573037,0;296234749291854,0;32322973748079,0;914707279354425,0;360345321847566,NA
"526fa77d5328b0a41df33317dfe135e2",1;18425156869923,-4;67612533554258,0;106727852767595,-0;0200635236134085,0;983992698223924,NA
"2c18fa52b1be278e8fbf731b531e3174",1;78732637405239,-0;856943067554181,0;328602758564944,-2;5849851652058,0;00973831873022807,0;0327106109931301
"071be45c44bec0f49b498f73b15dd3d2",1;16259142068107,5;50998801737769,0;235793447472248,-0;149446827181079,0;881201063831336,NA
"b4b232f214f775bcc3308653d7741f1a",14;0682249197332,4;12893313618159,0;417915587890582,6;4747139595759,9;49917189792589e-11,9;06739135711107e-10
"4be810915c915c3f6f34bb4fedab9ad0",6580;85502068642,1;17651431310487,0;423893532854798,2;8016659392571,0;00508394876531852,0;0190648078699445
"e87dc9cc994d0c5c48a42ee91aae6eae",4;57253732888187,3;54520418716153,0;389761379873588,4;70773784006966,2;50480947768949e-06,1;31502497578698e-05
"3d0a205de99f5295bc4b374649c57575",1;16259142068107,-2;69955036024379,0;258978987569616,0;114401169419022,0;908919787020722,NA
"9c7970c0800382fbe01230164e6149fb",1;91884727747165,-5;35473156996973,0;291787336762383,1;1424769361861,0;253255827536571,0;340921306299231
"c1f96ac17ac6c32cbf88341fce4c8d9d",1;18425156869923,8;42092695676785,0;222346466811624,-0;0200635236134085,0;983992698223924,NA
"a135d244d0364d5d06535e56882a84a5",2;28007984494239,-0;766382752147894,0;348853968523087,-2;18716296793666,0;0287306292188059,0;0754179016993655
"c8d5fdc244ae17e9558f5025b812d6eb",64;8379313670253,-3;42989186199502,0;433676453090245,-7;87494135835888,3;40902712726837e-15,5;11354069090256e-14
"2e3c54c72de596f4c4009971b90895d7",1;49557681131669,-1;80732691871723,0;268206370274887,1;72660951784626,0;0842378154283279,0;166886238112725
"5ae8bbf464d292ab3b75086ef4ff2fb1",1;16264024312233,-1;95080207679404,0;111350309750328,-0;149428796241269,0;881215290694908,NA
"2130ca17584e2024351e25847b07de48",1;16263530376154,-0;894076433106714,0;298745346744612,0;114384364024425,0;908933108340421,NA
"97e3be015d0ad3c9c56ccbd57f9c0feb",1;89007310594367,-0;218797943771986,0;317990137523675,-0;687731262425003,0;491622029255268,0;567256187602232
"1760e66b93ff7aa728b6898fa572bc2d",1;7050277991582,0;733486216823683,0;330546319733011,2;20173246066762,0;0276842123605143,0;0751152266365131
"4a8dbbec00787fa2cc2ee08274f8ce4c",1;37923678394316,0;76246211779032,0;167762648212576,1;23961717191968,0;215117026128389,NA
"b47360a961b32fd49a797faf00c4d3de",1;22643129363903,-1;5222518547718,0;276144369204732,0;230205944992409,0;817931742474075,NA
"ee121b5310faf3d1c9e119e3ac6048ba",1;18425156869923,-9;61509999418442,0;216256422687507,-0;0200635236134085,0;983992698223924,NA
"c0c4bc43d1ba371268726299b45b754a",1;4862200810086,0;483475591639287,0;322618409491489,1;49220393002792,0;135645692408199,0;219987086982327
"9b05f9d3b68356c051503c00d6b3d333",1;16263530376154,-7;33224283531415,0;224823986038085,0;114384364024425,0;908933108340421,NA
"d6992915e0c28999e8d466f1592d8b7a",37;503201611271,-4;41227387803845,0;426123117241388,-7;7819855684531,7;13950142859015e-15,9;37059562502457e-14
