"","average","sd","ratio","ava","avb","cumsum","p","padj"
"c8d5fdc244ae17e9558f5025b812d6eb",0;0124188997873033,0;0509431400187718,0;243779629263667,0;000174236816752434,0;0246893756195952,0;642637399383934,0;235,0;940410256410256
"f9714344beb252703d97bed4752ae788",0;0120568552624302,0;0626907335275446,0;192322765806094,0;0241137105248604,0,0;655917965104747,1,1
"a4977746f215ec32e61883e81da46126",0;0118103866445371,0;0478444640169488,0;246849596650374,0;00581013670071027,0;0182410170847129,0;668927046876651,0;495,0;940410256410256
"fd7880a6988b84aaaf0c433708c2efa6",0;0116254135732193,0;0484959393945411,0;239719319150417,6;29992692084772e-06,0;0232468605257847,0;681732381736385,0;021,0;940410256410256
"ee121b5310faf3d1c9e119e3ac6048ba",0;0114040324954447,0;0581878810108366,0;195986385778868,0,0;0228080649908894,0;694293866447076,0;507,0;940410256410256
"18ff3ee57c402652b7156ed14071d0ab",0;0101945923063759,0;0530077251314827,0;192322765806094,0;0203891846127519,0,0;705523158843377,1,1
"62da65200185b257193a5e6d38677242",0;0101461636917709,0;0527426440155511,0;19237116153637,0;0202888321311129,3;86700165949614e-06,0;7166991073631,1,1
"6915ce702b5bac12f5018e69a2bca72e",0;00989137176965012,0;0384081168031281,0;257533370364166,0;0138479013489785,0;00639254358168344,0;727594403855973,0;822,1
"526fa77d5328b0a41df33317dfe135e2",0;00971888612587645,0;0477632101172593,0;203480588972484,0;000730708358509146,0;0187611904383185,0;738299708275607,0;48,0;940410256410256
"3afe92f292286577802cddba507f140e",0;0088264892373887,0;0457485042466157,0;192935034330476,0;0176529784747774,0,0;748022041989478,0;751,1
"99d56121b201885e2327e1aaefee27e0",0;00807419382253722,0;0389926678734618,0;207069540579768,0;00080060264142045,0;0154199627243537,0;756915726069514,0;428,0;940410256410256
"1a3bb25b7d08acf0c021cca6623e477e",0;00805826434160037,0;0411164495410029,0;195986385778868,0,0;0161165286832007,0;765791863906034,0;478,0;940410256410256
"071be45c44bec0f49b498f73b15dd3d2",0;00763064741418284,0;03747859038272,0;203600171091308,0;0152612948283657,0,0;774196983837446,0;757,1
"1b0539acdc7399feee3aaebdd5e61067",0;00721199857437774,0;0207254899158012,0;347977230148817,0;00366676444705192,0;0113124157236975,0;782140964167365,0;255,0;940410256410256
"79211df1215da97e2f8277d6b2222fe2",0;0069982092512583,0;0356019053917392,0;196568390771638,3;68949232585596e-05,0;0139625970240226,0;789849456627993,0;366,0;940410256410256
"78e3be9fa222d3a314799a1a883f6b66",0;00697326162312368,0;0252778465236409,0;275864544734932,0;0111425588542556,0;00316567532872505,0;797530469401107,0;998,1
"8512a0ed11476e591ffa9a713b8d9df3",0;00692066498552263,0;0241765825399417,0;286254890412618,0;0134669093951143,0;000445044009586098,0;805153547241176,0;406,0;940410256410256
"539265e101086f2e7d8aa51c05152c1b",0;00640512290661909,0;0326814685681586,0;195986385778868,0,0;0128102458132382,0;812208758061886,0;507,0;940410256410256
"78974ea98df25e5c1ba04801cfcee414",0;00591073075942615,0;0304621522453981,0;194035231385171,0;0117241639996976,0;000104781943705056,0;81871939840715,1,1
"579e5bbf5706c28209744c33484c4b8c",0;00583062799286837,0;0261189705425552,0;223233453377063,0;0110451058160068,0;000747847919229618,0;825141805956006,0;859,1
"c1f96ac17ac6c32cbf88341fce4c8d9d",0;00562418117162643,0;0292434499267597,0;192322765806094,0;0112483623432529,0,0;831336813364636,1,1
"149b57f90ba9fdc1aa38b84570147bd9",0;0055519053163862,0;0259848883930417,0;213659001817107,0;000966137666698343,0;0102092387191628,0;837452209280497,0;481,0;940410256410256
"92c359d5fc0b3cd4cf326768b8132a41",0;00532907330505087,0;0268086338166033,0;198781979772145,0,0;0106581466101017,0;843322156851261,0;242,0;940410256410256
"45c35d69f417bd7d4cbe61dd5a0f083e",0;00492278500467284,0;0236480021413832,0;208169171130872,0;00984557000934569,0,0;84874457989284,0;74,1
"542b8274cc0abe38ef023b02b57dbf9b",0;0048249895011612,0;0180317311337769,0;267583265598003,0;00613282319322409,0;00378820527120778,0;854059281676818,1,1
"cf16828665dee40dfa4b6bade4cf21ef",0;00479259263311346,0;0175665020523082,0;272825666649082,0;00412772628680588,0;00576321648214739,0;859338298472804,0;738,1
"299a98fef4b37a7f125b41049760c6d7",0;00474385836948406,0;023190195687413,0;20456310215868,0;000407271147554337,0;00911061382456596,0;864563634721343,0;481,0;940410256410256
"7ff01134216b54c40a3d44f59c565338",0;00453985537342174,0;0230936991796799,0;196584156487859,2;76533377578674e-05,0;00905410580447508,0;869564262690858,0;501,0;940410256410256
"22c4ee4deafd2a50e123031f9e973ddd",0;00434663888329434,0;0226007506967572,0;192322765806094,0;00869327776658869,0,0;874352063663646,1,1
"4f59249301b989a2e45240235f71f3d2",0;00432218313369712,0;0198682462664794,0;217542256912189,0;00864436626739423,0,0;879112926750666,0;734,1
"f5f092fdfbb1dcc0827bf409ad96e634",0;0040411414299503,0;0203126453057351,0;198947077996253,2;69828057114565e-05,0;00805929750688715,0;883564223807768,0;245,0;940410256410256
"9c7970c0800382fbe01230164e6149fb",0;00384710866528077,0;0179067575224481,0;214841165993229,0;000701553776246307,0;00704588833385983,0;887801794745819,0;504,0;940410256410256
"5e317160f53054af730b0a3123e7e9b6",0;00375274155148222,0;0186943611514134,0;200741898644581,0;000180101321517654,0;00733872262007773,0;891935420780377,0;519,0;940410256410256
"71d1bd285cdf78ebfd3ef9d9c9a40241",0;00366067640986093,0;0180750185790665,0;202526840780154,0;00721123278888826,0;000128473369305877,0;895967637522273,0;875,1
"317082b6c8a20c520c8e26de3ce89caa",0;00357022967176533,0;0165234620221929,0;216070316678799,0;0005247358180235,0;00666661330418168,0;899900227634889,0;354,0;940410256410256
"5ae8bbf464d292ab3b75086ef4ff2fb1",0;00303550564743683,0;0122857338345814,0;247075647926916,0;00135237229186695,0;0048188147283302,0;903243821911275,0;481,0;940410256410256
"8dcb1c66dadcbfce80141ab20ccf1ea1",0;00299828344207102,0;0123176537904715,0;243413517953427,0;00473859248640127,0;00136205165406155,0;906546416114767,1,1
"104d07a34368d9f652c61bbb84e59327",0;00296354031442071,0;0153639665740045,0;192889010799786,0;00591090094574415,1;74242741047408e-05,0;90981074093706,1,1
"399dce84cd757a93a8527510b06e307a",0;00295346447843428,0;0127243766185155,0;232110740430037,0;00590692895686857,0,0;913063967276448,0;739,1
"de3ca8116321fa3b3ecaa5fc40c08cc5",0;00289435194718985,0;00989763308017672,0;292428697219211,0;00578870389437969,0,0;916252081458559,0;401,0;940410256410256
"c1c7dac2c6665e89f90cda95c53e086e",0;00268821632766656,0;0115804357766336,0;232134297837972,0;00537643265533311,0,0;91921313828758,0;749,1
"1eff341aa2b49ec383d0a118f73f9cb6",0;00265512768611643,0;0134873445546243,0;196860670042428,2;36384266263237e-05,0;00528836794017146,0;922137748143559,0;432,0;940410256410256
"1c9a25f511df933eb3476dbbbb46a199",0;00252698465772122,0;00771123033773718,0;327701877267844,0;00369978610502971,0;00156099424814126,0;924921209095183,0;934,1
"08d77d3861ee0c24205b9a999144495f",0;00252479608508442,0;0102573441162864,0;246145206445361,0;0040382823874583,0;0011037494892576,0;927702259345002,0;928,1
"325f464ad49685c1e5420d17aa147d15",0;0025051910067829,0;00811757690438015,0;308613153443748,0;00135266755966716,0;0038379343982296,0;930461714699205,0;414,0;940410256410256
"4a1a4c83702a6c44562e2daa13bf3514",0;0025013996919747,0;0122919635093834,0;20349878927522,0;00500279938394941,0,0;933216993939125,0;61,1
"bc1d8d569b4547c1c5c74417dca42c12",0;00247327043137879,0;00924906444015453,0;267407633213275,0;00494654086275758,0,0;935941288939299,0;491,0;940410256410256
"2bf8231073721bfc54aa8ebeb6912a20",0;00230056494019031,0;011123910957505,0;206812599361756,0,0;00460112988038063,0;938475349705409,0;265,0;940410256410256
"b4b232f214f775bcc3308653d7741f1a",0;00222808755748786,0;00818047581043649,0;272366499103305,0;00445617511497571,0,0;940929576997259,0;477,0;940410256410256
"872b2757f7ef15b1ef26b3f9936bcf31",0;00222316574179239,0;00302034882882452,0;73606257680429,0;00345407839699882,0;0027772688373499,0;943378382933757,0;853,1
"175a157b503cdbac0149f491726d55a0",0;00216505716273009,0;00970621450917651,0;223058861998485,0;000570171920536884,0;00380217736200011,0;945763182561281,0;501,0;940410256410256
"8d3e983e728259a88863f948e5dbe94b",0;00191001994267494,0;00452969111689808,0;421666708255136,0;00364464184880156,0;000910255819915959,0;947867059967506,0;421,0;940410256410256
"b7b6c3fd8f90372ec9ab4e7bd7df8507",0;00180944436001659,0;0093687997793513,0;193135129646444,0;00361888872003317,0,0;949860153872866,0;729,1
"d8fc54bcadbf7fcc5cd3d7c2bf678f8f",0;0016879427390791,0;0087766143129459,0;192322765806094,0;00337588547815821,0,0;951719414350941,1,1
"9b05f9d3b68356c051503c00d6b3d333",0;0016246385887558,0;00828954818621372,0;195986385778868,0,0;0032492771775116,0;953508945624305,0;484,0;940410256410256
"b5f3ca43eee20152738a029642f31149",0;00161730632044894,0;00818792622688536,0;197523313673547,2;0213862667017e-05,0;00321626814264034,0;95529040044083,0;389,0;940410256410256
"d3ab276830b02edd6977f850f0ef8caa",0;00151668497913387,0;00620965421914528,0;244246285800859,0,0;00303336995826774,0;956961021353558,0;256,0;940410256410256
"b6d488bfbf30ff5ee3e75bbefccb6032",0;00146201130125419,0;00632381953239707,0;231191180229649,0;000497699350860613,0;00246318987023003,0;958571419483772,0;494,0;940410256410256
"adba26ac34bc5a82de3fd3fb5efbd33e",0;0014520236040904,0;00515215968257298,0;281828144613186,0;00269717614920001,0;000241349568810922,0;960170816215554,0;757,1
"034aaec3b477baaaad7676a87004e735",0;00143921258643664,0;00667843683280504,0;215501414847125,0;00287842517287327,0,0;961756101675515,0;761,1
"0420d390149c22d99f06f042f8e82022",0;00143786764065798,0;00441800148764979,0;325456576843045,0;00243799499354186,0;000510697002403114,0;963339905684434,0;48,0;940410256410256
"b0155a887805143545218ffe760eda06",0;00131523052038184,0;00364995012240525,0;360342052979925,0;000978007453903081,0;00178809924868731,0;96478862551923,0;561,0;999428571428572
"37e6c524ce699f13fe323a63bc20adf9",0;0012800490357154,0;0045753178308583,0;279772702801561,0,0;0025600980714308,0;966198593124767,0;099,0;940410256410256
"ee0d28cca895e4a213be07178c2fefba",0;00125257252876285,0;00382229124137892,0;327702011610966,0;00204820844713919,0;00053309271211759,0;967578295495431,0;767,1
"ea4f3d7471d698fb962e28a5f213caf2",0;00119724950467775,0;00610884016213558,0;195986385778868,0,0;0023944990093555,0;968897059831984,0;466,0;940410256410256
"9880373d82d00984bcfd9dddced13e34",0;00114934886738459,0;00461750267431111,0;248911359332577,0;00229869773476917,0,0;970163061856327,0;741,1
"9e6878f45a5eb2ea642bc92e840afdf7",0;00107021807107334,0;00556469779637202,0;192322765806094,0;00214043614214668,0,0;971341901704623,1,1
"fd6ff46f1b85f9ed17f80fe98868119c",0;000949487383686168,0;00319635437108528,0;297053227976028,0;00106546464980388,0;000897626280458333,0;972387757305081,0;873,1
"344a99c4890ae9d218c68b7173d0389c",0;00093238851297352,0;00475741470137388,0;195986385778868,0,0;00186477702594704,0;973414778585038,0;483,0;940410256410256
"e74ee435c566d594cc9526383adf5792",0;000907137863097019,0;00288789382720312,0;314117456310908,0;00181427572619404,0,0;974413986400548,0;287,0;940410256410256
"a692aae1c416358d582103d64b3774f2",0;000895042387723269,0;00417995249701429,0;21412740655847,0;00179008477544654,0,0;975399871110478,0;726,1
"d75885b537a312c667e41d5afe3bee27",0;000879329004329004,0;00457215244718129,0;192322765806094,0;00175865800865801,0,0;976368447607253,1,1
"99bf847cdf4b42889ec796b79dff8c25",0;000869098621779434,0;00443448466241956,0;195986385778868,0,0;00173819724355887,0;977325755388858,0;515,0;940410256410256
"348be596f79f125aafbe95efa903cbd9",0;000856205355584268,0;00431199580536978,0;198563587311014,2;23796336670546e-05,0;00169168882814349,0;978268861302287,0;466,0;940410256410256
"643e1fe5e4374e56b15854c0ab8bd517",0;000849402856932903,0;00104323195059038,0;814203261750382,0;00120772096390291,0;00121584187212958,0;979204474297501,0;825,1
"3e0f023636975b57382d70fe0a52bf1e",0;00075629888932106,0;00385893584554589,0;195986385778868,0,0;00151259777864212,0;980037533738423,0;51,0;940410256410256
"dc47c740766072a818fc135fbbb85402",0;000722586550742024,0;00255650088089527,0;282646705167173,0,0;00144517310148405,0;980833459207149,0;053,0;940410256410256
"e87dc9cc994d0c5c48a42ee91aae6eae",0;000719848672582566,0;00268275623774848,0;26832429366997,0;00143969734516513,0,0;981626368916786,0;479,0;940410256410256
"b53ede99325c8616840fa8e938464d7e",0;000688833759879319,0;0015056699872395,0;457493186234143,0;00134002373797306,0;000159428035465613,0;982385115855326,0;044,0;940410256410256
"7ef0412f12032fcc6224d8d98783f44f",0;000682506497368238,0;0033358052049392,0;204600225564034,0,0;00136501299473648,0;983136893345882,0;227,0;940410256410256
"b88919456fa9bc9afe13c91708403a1b",0;000623576618588006,0;00324234427460718,0;192322765806094,0;00124715323717601,0,0;983823759869935,1,1
"d9b3a569d44a34c6a764a5a298219d08",0;000619468986666189,0;00312104769225604,0;198481102420581,7;74629339860877e-06,0;00123233927895579,0;984506101857987,0;361,0;940410256410256
"53c621cb35a1c35186d82a7c60de1bf0",0;000591767244430109,0;00265559200563588,0;222838163081611,0;00015460729746444,0;00104037958380055,0;985157930515628,0;496,0;940410256410256
"ee297847e00487e7f148dc495efc4ebe",0;000589345665683722,0;0022829730184642,0;258148327166909,0;00081947215984086,0;000386851415490168,0;985807091816401,1,1
"0c0cca5bec99fb78e2bb61c3935b025d",0;0005651209225328,0;00219425424477446,0;257545780703679,0,0;0011302418450656,0;98642956968385,0;24,0;940410256410256
"a4e3412f19bae543184b7ee353711e30",0;000522632710350201,0;00207858069689724,0;251437296194634,0;000766738633051401,0;000299951925160462,0;987005246998255,0;794,1
"5f3b8380fd0ae0e537a43b002c4e7a67",0;000474734646265565,0;00170224213972655,0;278887847496143,0;000496367452526418,0;000489117326555011,0;987528164834826,1,1
"4673065a2d04c05374a89d2cfdcf68c2",0;000471415882789883,0;000721314192252419,0;65355137588214,0;000917523514937963,0;000431665266684416,0;988047427070041,0;329,0;940410256410256
"b84ffd3d3404ece823346fd8ed2df099",0;000389004174004497,0;00168974325507851,0;23021495889115,0;000778008348008994,0,0;988475913220541,0;74,1
"c50d9f53af04313b5497bb9c55275c7c",0;000382196883789622,0;00191713985429719,0;199357852236468,3;12926362168455e-06,0;000761925394571216,0;988896901174943,0;177,0;940410256410256
"ccba5d69de041201ee8e163c1c4b23bb",0;000369937959028523,0;00192352661671633,0;192322765806094,0;000739875918057045,0,0;989304385985084,1,1
"7815ca3b2d75f9ff6a3589a9dea5b8c6",0;000360628711665636,0;0018400702183086,0;195986385778868,0,0;000721257423331273,0;989701616705851,0;486,0;940410256410256
"0c5de29041b1bcfe2010ba9bde32f320",0;000348568965954318,0;00177853662931266,0;195986385778868,0,0;000697137931908637,0;990085563677083,0;515,0;940410256410256
"7d2ea1f51c60d58d0660446d4774a59a",0;00034059778224242,0;00127661097530083,0;266798413010791,0;000251281941025338,0;00044852710057249,0;990460730429356,0;74,1
"fb4b6d91dda35da5c766e6747c71efdb",0;000336949414072607,0;00175199962760691,0;192322765806094,0;000673898828145214,0,0;990831878522353,1,1
"b18075a005d898e4fefada059d7e1684",0;000328383385874675,0;00170745977210916,0;192322765806094,0;00065676677174935,0,0;991193591178166,1,1
"ca8c1cc094272e70ff21f563a2af81c3",0;000323522554660541,0;000923062813979299,0;350488124709351,0;000220068838763283,0;000465960613543653,0;991549949652728,0;311,0;940410256410256
"04fee52d3a95545eea1c45e2e63ce362",0;000316320383254094,0;00134233693371724,0;235649020233788,0;000110649598256843,0;000530779322797996,0;991898374971536,0;348,0;940410256410256
"5507ca21e75b9dee479d164ae91bf887",0;000302465174727948,0;00157269563725443,0;192322765806094,0;000604930349455897,0,0;992231538847505,1,1
"4a8dbbec00787fa2cc2ee08274f8ce4c",0;000301874064529441,0;000986739918561727,0;305930730936124,0;000417767785417002,0;000207274512268855,0;99256405161855,1,1
"3123b5aa3c0f158260f64b2832af8167",0;000272981525252059,0;000935094082766377,0;291929475635726,0;000516010532720392,4;17374491516415e-05,0;992864739402202,0;586,1
"645108570a0870b22f3289c5b82bf22e",0;000240097501757578,0;0010185847416187,0;23571676655594,0;000480195003515157,0,0;993129205598577,0;619,1
"bdf8ede33b2c7001840621a6f72229dd",0;000221815122163894,0;000610605373848869,0;363270831970757,0;000395816743283094,0;000155836951465093,0;993373533845342,0;848,1
"2b3c915c3bce80b053b118bfac9819c6",0;000219340543541156,0;00114048143297972,0;192322765806094,0;000438681087082312,0,0;99361513635614,1,1
"8886b2b13e2ddffa6f24c3ba02bde095",0;00021255868428834,0;000930688581343423,0;228388623809607,0;000397508436652756,3;52795867941301e-05,0;993849268682918,0;913,1
"135cd9f50ac1631b9e504edeb830d683",0;000200495322118778,0;00044555076387777,0;449994340428919,0;000187324583780956,0;000249633771790237,0;99407011327665,0;544,0;97735593220339
"96e8d503a1148ba899683ec5ab9b05d9",0;000198184357221619,0;000602458514295809,0;328959343289006,0;000380242643019285,2;36323881538622e-05,0;994288412354115,0;34,0;940410256410256
"17211eba768f47a1041935f3ee102e20",0;000190826151300606,0;000372594986320866,0;512154372190809,0;000361435462427124,8;00607472066029e-05,0;99449860640459,0;177,0;940410256410256
"5ae1f1acc18efc7823c3415d779b0385",0;000188338764497705,0;000979284816897832,0;192322765806094,0;00037667752899541,0,0;994706060610952,1,1
"a418705a2b62c68553ceec65922142a4",0;000168627650018877,0;000484215634097513,0;348249081905766,8;43087211903753e-05,0;000272850497860913,0;99489180312338,0;316,0;940410256410256
"e5c7942ab79294bf4c19761c8bbbf920",0;000168024592358925,0;000501808013334913,0;334838400132888,0;000156167411465091,0;000193718832733742,0;995076881370814,0;566,0;999933333333333
"481b5086d4014f57b2ff1517825ee7d1",0;000165073153345844,0;000420101395547819,0;392936455568269,0;000285634771426482,6;00625312064777e-05,0;995258708622948,0;492,0;940410256410256
"543d211dd0ff4f6d0066ec3850ed5082",0;00015527531518027,0;000748178227981773,0;207537869150682,1;78497929424019e-05,0;000294023044302761,0;995429743605386,0;483,0;940410256410256
"e71fb4db708f786a39f0bf2bd9b6e50b",0;00015337918563725,0;000782601225221368,0;195986385778868,0,0;0003067583712745,0;995598690010624,0;459,0;940410256410256
"efef4e897400bf9054e9c2a7eda09a78",0;000152671118615064,0;000634288434845396,0;240696677139127,0;000260368140604745,5;08972360676666e-05,0;995766856483581,0;974,1
"abb48f98cc76cbfd884b85cb99cf2af1",0;000146663380531331,0;000362655888879596,0;404414722133533,0;0001078116265145,0;000216411501177467,0;995928405463111,0;454,0;940410256410256
"af7a6845c73f4a26d0abf34aef9a2a64",0;000122778157814313,0;000528102638955916,0;232489195768936,4;33154200007508e-05,0;000205449445257561,0;996063644989376,0;495,0;940410256410256
"9a8798b380171e379eb66ee08e76ece1",0;000122196388632463,0;000559756580901853,0;218302728010068,0;000244392777264926,0,0;996198243699799,0;728,1
"d61038bd0af574cc1fb1f9ecef204bbf",0;000118388915788599,0;000529027018050255,0;223786142766251,0;000202922077922078,3;64600423978207e-05,0;996328648497943,1,1
"760b5cda1cd383fa43af2dd6f6b06672",0;000112778091383762,0;000317222230858968,0;355517616399028,0;000212678440598284,1;78755930227985e-05,0;996452873001089,0;346,0;940410256410256
"76dc3809d214159c017b2f987364f7e0",0;000111730835047089,0;000333072105530932,0;335455395968946,3;44069959776689e-05,0;000197938103713094,0;996575943956624,0;137,0;940410256410256
"211d2dbbc4c623c2e960bb29d37d40fa",0;000109763058145151,0;000570723167822043,0;192322765806094,0;000219526116290301,0,0;99669684741575,1,1
"fe69850846e2271a5906e8d2d8c09040",0;000107589016743791,0;000515482771649228,0;208715058312371,0;000198780811025709,1;76585472666335e-05,0;996815356179155,1,1
"59788ef0375e4756a83b5a60f29a3303",0;000100020100049462,0;000381119349501267,0;262437738153017,0;000200040200098924,0,0;996925527818707,0;481,0;940410256410256
"a992aa1cc0c433a9e86e33cbc0489c4b",9;97335275070879e-05,0;000518573696094006,0;192322765806094,0;000199467055014176,0,0;997035383800039,1,1
"97e3be015d0ad3c9c56ccbd57f9c0feb",9;80196385568573e-05,0;000426284060699658,0;229939722343778,1;86587442557643e-05,0;000180688015628738,0;997143351941271,0;381,0;940410256410256
"2ea15125b3c28f70f4e9b2011fb1b32e",9;4398416955183e-05,0;000209022466714143,0;451618519478488,0;000155412873401397,4;71245714947859e-05,0;997247331325034,0;517,0;940410256410256
"9bfd7d6705ff77f170d74bd7d21e15c7",8;95452357767308e-05,0;00024486510975261,0;365692098262587,5;16799315486479e-05,0;000136676225770721,0;997345964954022,0;381,0;940410256410256
"e0db0916d5f4bc79913c096d6f7f23e0",8;93927414560711e-05,0;000412567852929731,0;216674035122404,0,0;000178785482912142,0;99744443061128,0;215,0;940410256410256
"223bd77c5c34f4e9e40c3dfd53dffafc",8;69909016664325e-05,0;000423442780772745,0;205437205725132,0;000173981803332865,0,0;997540250654031,0;611,1
"f5a2b8967fd8d135803af8c0601cd4e0",8;66906248029759e-05,0;000450755917738726,0;192322765806094,0;000173381249605952,0,0;99763573994332,1,1
"825f13155fdb6aff8a51b2e23783d436",8;51759965972588e-05,0;000337819033136429,0;252134984244243,0;000123875451335241,5;00516604638359e-05,0;997729560877223,1,1
"450fb80a8aa341cdf33eee2dac5fe23b",8;47621815363751e-05,0;00043249015078023,0;195986385778868,0,0;00016952436307275,0;997822925995907,0;459,0;940410256410256
"ba01d82683535dedddbe18c540d309be",8;46103383693467e-05,0;000322847506915824,0;26207524158273,0,0;000169220676738693,0;997916123860102,0;242,0;940410256410256
"38bad4cf4a320d649be0d854b3cf98be",8;43757730757261e-05,0;000350073553623746,0;241022985604939,0;000131680971097029,3;99221577509167e-05,0;998009063351801,1,1
"68c4c822540f83dfe06bbc19f708d882",7;84448908069217e-05,0;000400256836693908,0;195986385778868,0,0;000156889781613843,0;998095470006368,0;487,0;940410256410256
"a158cb84cd379842d99cf6726247efcd",7;71923836358156e-05,0;00028603020711961,0;269874935284496,3;55528214852743e-05,0;000123534066910096,0;998180497030555,0;496,0;940410256410256
"0df685ffc0887a530be9364c346bad5e",7;56869310183195e-05,0;000352786556122039,0;214540292720614,0;000135899108501848,1;66651191913132e-05,0;99826386580622,1,1
"369977194325fa77afd733d37c92c63d",7;21922303480589e-05,0;000257318499694226,0;280555927513357,0;000133066512539328,1;44046612904597e-05,0;998343385186589,0;67,1
"9e58e4736ae679b38ae8de9b3fc3d7ee",7;07810194743653e-05,0;000300218821466662,0;235764763610016,1;56781202341594e-05,0;000127910788093101,0;998421350125245,0;353,0;940410256410256
"2e3c54c72de596f4c4009971b90895d7",6;87993747759722e-05,0;000308473154128521,0;223031968439328,1;81009398913039e-05,0;000120838620022959,0;998497132292184,0;432,0;940410256410256
"a135d244d0364d5d06535e56882a84a5",6;85640186059569e-05,0;00028121563870826,0;243812964744421,0;000108115900245063,3;12438398104551e-05,0;998572655215481,0;75,1
"fe1557e7eea603d3e9a1356de4c894f1",6;57557087487053e-05,0;000313216727417478,0;209936772186057,3;53823976087992e-06,0;000128497361404809,0;998645084799526,0;226,0;940410256410256
"4446d2a211e0a41b6b526dd4940fe073",6;37596908562326e-05,0;00021393927857307,0;298027044316015,6;31298512115809e-05,6;90658157758163e-05,0;998715315779855,0;603,1
"d40cb52e5d7086fee99ae0907fd334f9",6;36740380079104e-05,0;000221327697325773,0;287691232400021,0;000111329741554874,1;86880568711042e-05,0;998785452413999,0;818,1
"2c18fa52b1be278e8fbf731b531e3174",6;23399039461806e-05,0;000254095133416922,0;245340802509164,0,0;000124679807892361,0;998854119506152,0;101,0;940410256410256
"3a12705bdb700b87026ea27254e8fa89",5;60523568456576e-05,0;000178641264202107,0;313770489119706,9;7344343922705e-05,1;8362437797242e-05,0;998915860896647,0;765,1
"3d0a205de99f5295bc4b374649c57575",5;46900635967311e-05,0;000279050319640253,0;195986385778868,0,0;000109380127193462,0;998976101727947,0;495,0;940410256410256
"c2cf452e2e4b142723e0654f167ee870",5;33291096205004e-05,0;000273013769687779,0;195334871502958,0;000105119310417324,1;65728642549835e-06,0;999034843475254,1,1
"c10027370c67bc9ee9b945c53d20ab5c",4;97121441875929e-05,0;000165694231081151,0;300023385625572,8;15274781457874e-05,2;0985643196848e-05,0;999089601153242,0;879,1
"1760e66b93ff7aa728b6898fa572bc2d",4;691478338599e-05,0;000227716736621274,0;206022552764825,9;38295667719801e-05,0,0;999141277552309,0;724,1
"2b59d468bbdb1f86c22fcebd61f5d5cb",4;527373436495e-05,0;000231004486281167,0;195986385778868,0,9;05474687299e-05,0;999191146344094,0;486,0;940410256410256
"c0c4bc43d1ba371268726299b45b754a",4;48450751324101e-05,0;000227604164623823,0;197030995485204,8;96901502648202e-05,0,0;99924054296988,0;732,1
"7c4c61a0c83567367786e514df40a21b",4;36468440244491e-05,0;000150714586811135,0;289599334397169,8;72936880488982e-05,0,0;999288619750098,0;287,0;940410256410256
