ID	log2fc	sterr	pval	padj	method
de3ca8116321fa3b3ecaa5fc40c08cc5	4.205	0.271	0.900	NA	DESeq2
c1c7dac2c6665e89f90cda95c53e086e	-4.337	0.277	0.985	NA	DESeq2
2bf8231073721bfc54aa8ebeb6912a20	6.286	0.259	0.985	NA	DESeq2
18ff3ee57c402652b7156ed14071d0ab	2.423	0.292	0.985	NA	DESeq2
a4977746f215ec32e61883e81da46126	-5.518	0.212	0.900	NA	DESeq2
ea4f3d7471d698fb962e28a5f213caf2	-4.372	0.276	0.985	NA	DESeq2
53c621cb35a1c35186d82a7c60de1bf0	-4.995	0.272	0.878	NA	DESeq2
efef4e897400bf9054e9c2a7eda09a78	-10.791	0.250	0.985	NA	DESeq2
ee0d28cca895e4a213be07178c2fefba	6.656	0.258	0.985	NA	DESeq2
8e2824f6a1b188b220b9361c612674b6	3.779	0.275	0.985	NA	DESeq2
633743f58b6a9fabc8612a844746d9aa	0.111	0.371	0.764	NA	DESeq2
8c6d27c2bc40b12979bd9d5544237b81	-1.216	0.325	0.878	NA	DESeq2
344a99c4890ae9d218c68b7173d0389c	8.236	0.252	0.900	NA	DESeq2
9e6878f45a5eb2ea642bc92e840afdf7	-3.650	0.282	0.985	NA	DESeq2
c2cf452e2e4b142723e0654f167ee870	-0.989	0.333	0.878	NA	DESeq2
450fb80a8aa341cdf33eee2dac5fe23b	-4.349	0.277	0.985	NA	DESeq2
75e58ea69a10ad870d4811cf0d4fdb61	-2.292	0.113	0.985	NA	DESeq2
7ff01134216b54c40a3d44f59c565338	-5.546	0.263	0.664	NA	DESeq2
45c35d69f417bd7d4cbe61dd5a0f083e	-4.442	0.276	0.985	NA	DESeq2
0fa5da88bc26c3d497597b2ecbf33634	-0.067	0.093	0.985	NA	DESeq2
99bf847cdf4b42889ec796b79dff8c25	-4.396	0.276	0.878	NA	DESeq2
6b6c4cf41b7f49acaa5081bc5f234029	3.914	0.164	0.994	NA	DESeq2
f5dfda847d1a6546186467acbca7459a	0.161	0.368	0.663	NA	DESeq2
79a7291065adc3f595551e420369acde	-1.268	0.183	0.985	NA	DESeq2
b7b6c3fd8f90372ec9ab4e7bd7df8507	0.208	0.367	0.570	NA	DESeq2
66784a97073d9affb5b9dd057c7d5195	0.111	0.371	0.764	NA	DESeq2
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	-3.606	0.283	0.985	NA	DESeq2
f342e124ffe9a9d3e0e492ff00ed674e	8.430	0.202	0.900	NA	DESeq2
d3ab276830b02edd6977f850f0ef8caa	2.227	0.134	0.985	NA	DESeq2
d9b3a569d44a34c6a764a5a298219d08	1.960	0.301	0.900	NA	DESeq2
a767696bf9e2e1a5f9e63fd6d39e88f3	-8.795	0.257	0.911	NA	DESeq2
461c2b20bd5c233dcac34fc89ce1a66f	3.520	0.277	0.900	NA	DESeq2
5ae1f1acc18efc7823c3415d779b0385	9.556	0.248	0.900	NA	DESeq2
