"","average","sd","ratio","ava","avb","cumsum","p","padj"
"8ca2078b9edcb6be8283e8528b424af5",0;000128654522574531,0;000155724369422027,0;826168203808009,0;000226739162715297,0;000153610235934008,0;64059820256637,0;53,1
"e09f3625b6490fb98adb6475dca71a54",0;000128648509741729,0;000113207208768626,1;13639856631976,0;000220067118594144,0;000233820005425945,0;640817079886416,0;847,1
"734bb842b725492698eb131c8b1c6c82",0;000128505702178824,0;000100262323719452,1;2816948322323,0;000238538733449029,0;000239827332503954,0;641035714239507,0;87,1
"e93bf0e3f047d38b276688d1358a3a32",0;000128490160598341,9;63880247571425e-05,1;33305108100392,0;000348088656090831,0;000327727121093057,0;641254322150788,0;864,1
"4a2de802ca79ef8676d103080952ee2c",0;000128456970430636,0;000120737113569725,1;06393938560121,0;000230138315166696,0;000145639633604757,0;641472873593673,0;202,1
"c0a8298ec9e469004ed0f012aeb1ca4b",0;000128448113487104,0;000122654976348377,1;04723116265803,5;93644436934575e-05,0;000267956502465059,0;641691409967716,0;002,0;8236
"4de20badbc9b6dff93b6b8d9aee93847",0;000128324374256171,0;000101381063201265,1;26576275888345,0;000327559360278129,0;000301123337871295,0;641909735816885,0;926,1
"1c0f6312abdeeef8e2f5cd4b935f6cd8",0;000128316873121378,0;000106908977122014,1;20024413829095,0;000246046382022739,0;000216713026451546,0;64212804890393,0;561,1
"98a9b3a60c3d399ebbd250ecce2fb2df",0;00012801668564173,0;000382197446824435,0;334949086409088,0;00023543074406902,3;10240071334642e-05,0;642345851264258,0;214,1
"649de67415bc0d5bc6cfb86113d92cd9",0;000127959363722293,0;00027339651718504,0;468035822254779,0;000185257955750667,9;20114549920755e-05,0;642563556099413,0;579,1
"0679e5f2949f8a5d9426b1059c9a02f9",0;000127955435129672,0;00013635373325341,0;938408007442452,0;000231420768220841,0;000111204271197601,0;642781254250621,0;134,1
"fb7d61ee28faf41b81e3e75d908f3e43",0;000127918060321141,0;000153571694868416,0;832953367029936,0;000216373341450673,8;98335391361017e-05,0;642998888813856,0;047,1
"9809d3daf862e4a237304d3ed231252a",0;000127743301674756,0;000244306852657109,0;522880550772134,0;00015712514720896,0;000144715095738363,0;643216226049869,0;932,1
"58e2dc66b76cc0684061079e03e71b25",0;000127563566515935,0;000112226618735237,1;13666051738475,0;000207403460473675,0;000198856728834253,0;643433257491823,0;995,1
"9c1872c3ce4b71130336fb5e9eaa207a",0;000127309974303392,9;9249575201739e-05,1;28272563428726,0;000270938312931811,0;000235939918380846,0;643649857482344,0;553,1
"5a982b2c0e5a8d4c5c3fb5520b42bf39",0;000127276364374046,0;000130375464335035,0;976229423405733,0;000239996597987917,0;000211245578451985,0;643866400290304,0;95,1
"4e45c4ec9c03dabfe40d372c8f01e035",0;000127195404501984,0;000329134555188483,0;386454118830348,0;000216349085075594,5;11468895092115e-05,0;644082805356444,0;407,1
"9a186d0058684ccfe23ec74214d28f63",0;000126489798887033,0;000143829614065705,0;879441968253135,9;7959238844458e-05,0;000227339337520556,0;644298009934011,0;08,1
"82da6beb4a87542494751a735b9bcda6",0;000126222433134464,0;000132352066298616,0;953686909954836,0;000171228654299901,0;00021741116519079,0;644512759626406,0;808,1
"0b3a1697f63954fffb01a13612509022",0;000126152495086631,0;000173472641801495,0;727218388885709,0;000158506685274444,0;000150899990091735,0;644727390329063,0;988,1
"e607e573d3b270fae8b399170cefa793",0;000126123678939356,9;98172404083682e-05,1;26354604097813,0;000292559468742069,0;000300070723115316,0;644941972005104,0;695,1
"db41be90b4c1a6d2effc0b36aff2bd2e",0;000125906329890364,0;000149624262098111,0;841483380601774,0;000211162095802213,0;000139813621890767,0;64515618389235,0;66,1
"65ad559709b36c9897d83eaa1b611eaf",0;000125885846658312,0;000126378750563868,0;996099788110285,0;000197609675105009,0;000256787694583597,0;645370360930262,0;331,1
"597b7c2fe258247eea38b7ce514d1aad",0;000125767619582948,0;000117363929913628,1;07160368330802,0;000217556170339064,0;000280983214426574,0;645584336821456,0;263,1
"a12f32f31f409bdb5fa5bf2885543e06",0;000125726722521209,0;000100225958415361,1;25443272889611,0;000241790680482071,0;000241805455071397,0;64579824313206,0;983,1
"a3311253d98991cbd77a225a6ee3368e",0;000125651252818638,0;000271973569494625,0;461998028161783,0;000116888343523539,0;000152811371589091,0;646012021041595,0;291,1
"00302fa1f841da5a81ad09be76ca7c3f",0;000125629930049008,9;32216759832184e-05,1;34764719389537,0;000295680108297239,0;00026065911329824,0;64622576267344,0;732,1
"60c60e7ab966cb4b4a9301d54972cb47",0;000125237719790785,0;000102456766344162,1;22234698848585,0;00031995882575946,0;000250698752397969,0;646438837014771,0;366,1
"6fc76beee738b44543b5a95e958798ca",0;00012520777697232,0;000230002431317331,0;544375884442598,8;42844694199195e-05,0;000194845316931869,0;646651860412614,0;38,1
"53e31d1ed0d5ad7b27adb6e57d6396b5",0;000125125442110941,0;00011677599015106,1;07149973165785,0;000193867133215718,0;00018578970618919,0;646864743729286,0;971,1
"fd5e178a1eb8c7da0ce0f236f0ecfe97",0;000124893402803494,9;53805795431e-05,1;30942172297305,0;000477612302112626,0;00033331278414749,0;647077232263758,0;012,1
"85ba8d31e9d952e3fd7bbd415a5f1f60",0;000124853553635437,0;000140880265328909,0;886238774067789,0;000192637468664008,0;00013253930785183,0;647289653000483,0;277,1
"b7d9bc37ebee27f83e09a6b72c170965",0;000124772098592239,0;000113905650991727,1;09539866991588,0;000200508010255032,0;000187385843622921,0;647501935152925,0;888,1
"79378cdfb687a2d6f3566d20218e7401",0;000124732729357658,0;000106664205000844,1;16939632519336,0;000190353775119777,0;000218613867410732,0;647714150324158,0;748,1
"d39e8ae93798a044bc8b8500006c8735",0;000124667843977072,0;000128798028234615,0;967932861130302,0;000132636165232003,0;00024768024400067,0;647926255102055,0;149,1
"e9111082594cc8e74245d81a81f73c0f",0;000124457256320547,0;000158667854018081,0;784388602787586,0;000189371911822103,0;000122230143831213,0;648138001594715,0;532,1
"a6a7d898d2bb9a4596b1c2108b5bb663",0;000124427376549538,0;000124444936475982,0;999858894006127,0;000260594654299615,0;000303363065715182,0;648349697251153,0;94,1
"7f841643b8c54db4b727de647155c5ec",0;000124335748767829,0;000129314474073478,0;961499087079613,0;000147825019669851,0;000198592646167971,0;648561237015825,0;295,1
"81bb7e37b43d1cfdeb758ad5f46d39b2",0;000124328851946747,0;000131211172635782,0;947547754121978,0;000212961583489816,0;000143295963411245,0;648772765046527,0;546,1
"e81d663066e43dfcc6ea3744a1ee82b2",0;000124009823820893,0;000106828921009513,1;16082632539038,0;000203773762476401,0;00019281817737009,0;648983750295806,0;564,1
"38fa6923a130811f93b7f8838ab50914",0;000123925707670597,0;000138901779284862,0;89218229103061,0;000178256531003059,0;000153902565460757,0;649194592433303,0;903,1
"ee79dce064f56678953ed9ef08979220",0;000123913886820831,9;87472311198455e-05,1;25485935570631,0;000248302897423892,0;000178005096447033,0;649405414459289,0;232,1
"8dd044c3bee77a170a7984008cebb5a5",0;000123905304292998,0;000129658604275667,0;955627318257746,0;000211928714566666,0;000121855658919081,0;649616221883312,0;162,1
"b387a77348fcee5e238fd722418cea65",0;000123651183484137,0;000113076510307937,1;09351785925655,0;000206198034051856,0;000171698894171763,0;64982659695657,0;84,1
"5913990f2ae9760ed16929c5e05c2376",0;000123647291756729,0;000112271233688675,1;10132656152689,0;00022088253115023,0;000212976257266,0;650036965408602,0;974,1
"a88bf049bf3ca86afe53f563685c0f25",0;000123592792963812,0;000148168682052638,0;834135738076586,0;000225468926976835,8;62209736368533e-05,0;650247241138614,0;084,1
"f4726d77f142e859f704213dcceac962",0;000123464399516234,0;000144476821520679,0;854561985906939,3;89842284756641e-05,0;000250032818093696,0;650457298425258,0;001,0;561545454545455
"46e9e5177a35c9bf3375c31cf977bd89",0;000123462592171916,0;000111237829300117,1;10989753170045,0;000219010294814725,0;000167177636067729,0;650667352636961,0;557,1
"df27d1817d37fb803b5db79abfc5f7b1",0;000123417582357257,0;000103186352072968,1;19606498221763,0;000252011350826905,0;000206551261157741,0;650877330270803,0;875,1
"21adfda92d4b12244d52acb808935b00",0;000123336347804296,0;000156174147893807,0;789736006039616,0;000227916575072315,6;0448731461361e-05,0;651087169695495,0;025,1
"9b68f5820ced9e6e3969367bdfc1ca3e",0;000123214216896546,8;81628627300015e-05,1;39757504555959,0;000285511291648039,0;000365413013099396,0;651296801331648,0;129,1
"6276160d64a1ae6be00d138c67b6c5c7",0;000122894879615591,0;000116976982298179,1;05059027170257,0;000183939009097061,0;000196448209757365,0;651505889660394,0;994,1
"fba3a60a3f73617002e914e874e85b55",0;000122892037838085,0;000105358442835659,1;16641850933366,0;000192976951241744,0;000259387808475916,0;651714973154256,0;229,1
"59a32c673c8d5795ccfc2443863cf87f",0;000122579332050515,0;000244443362169465,0;50146312406526,0;000211186741830818,8;00692382876812e-05,0;651923524623263,0;421,1
"47af377e19c90df461e6f1cc57528ae7",0;000122491698925734,0;000102693209592127,1;19279258494542,0;000222957331751714,0;000177604381388987,0;652131926996851,0;436,1
"e727ce13a229c2728ddb449f1137cf69",0;000122465003034121,0;000119866954923558,1;02167443155805,0;000222379888988564,0;000113599553589667,0;652340283951139,0;069,1
"942b1abd7fa903c92e26ec644a30a04c",0;000122325842017879,0;000142441225963811,0;858781165285379,0;000162045417973011,0;00016037726284971,0;652548404142558,0;715,1
"224c2a6453539618bab688c897aac9d8",0;000122218427300269,9;36427205479821e-05,1;30515673386107,0;000274498380879269,0;000305817999701805,0;652756341582964,0;264,1
"5680565cc789c31641a675377bfe1a34",0;000122185919246028,9;4810394307837e-05,1;28873970135918,0;000263300906007037,0;000223894681214291,0;652964223715494,0;779,1
"feebddf6198a76a6fb49a82a2641ce5d",0;0001219927321486,0;000182667253986468,0;667841276891574,0;000167281187706735,0;000143720334052195,0;653171777167386,0;298,1
"b8e0d8f256f1ea14758cf44a362d1c30",0;000121976886847987,0;000111201466458176,1;09689998462263,0;000196908172040895,0;000282045303384804,0;653379303660731,0;407,1
"7ec0aa019e29bbb5b7b0032599cf78dd",0;000121920924367559,9;84984831634014e-05,1;23779494314955,0;000341862550947316,0;00028766116004781,0;653586734941798,0;625,1
"acbc9dac88e069c54524e4e043c02fe7",0;000121859611206182,0;000114429067768995,1;06493580330644,0;000189048484000776,0;000177502091898347,0;653794061907157,0;985,1
"53450247995a096071283e5cb652b2b5",0;000121823073398411,0;000159073221222887,0;765830178466791,0;000183442582651936,0;000164948578205058,0;654001326708581,0;584,1
"6e7f61e4a6ec0bc48aece34201266529",0;000121784380102156,0;000195943384102448,0;621528410668265,9;20771184469265e-05,0;000181476847549084,0;654208525678812,0;059,1
"4c3c3c4d63400f1fea1e76c8c2b29bdd",0;000121779584510667,0;0001013475216396,1;20160397156751,0;000192057879737044,0;000225626435133599,0;654415716490019,0;767,1
"211858c13f708719273426c606dc1652",0;00012174742220232,0;000120072244751614,1;01395141278629,0;000130594067293104,0;000216215287131096,0;654622852581588,0;142,1
"c291d50446632acdb620e8959c9eb895",0;000121508725766488,0;000161103726542328,0;754226661135385,0;000176112551065529,0;000130708541042005,0;654829582564791,0;712,1
"ba3377c405400ac57550bad798a86b4f",0;000121474655861568,0;000137967755917834,0;88045685061306,0;000201588780932906,0;000134311684329718,0;655036254582849,0;511,1
"967cc9ec36d63ae72d0ed07f2ffb6782",0;000121154902440316,9;75520409115621e-05,1;24195148874591,0;000233189040952094,0;00025379902076615,0;655242382585495,0;774,1
"ac94f2abd0dc40ca0241ba04157ee4fa",0;000120925218578772,0;000162048640301922,0;74622791251731,0;00019774456792956,0;000104549729242095,0;655448119813401,0;329,1
"3479588db00fc4afe20244d7225dee4e",0;000120762270429916,9;34616100806984e-05,1;29210560705776,0;000387818131784797,0;000301563314943025,0;655653579807981,0;256,1
"b30a1832deb3b17fea698a4ba38ebd4c",0;000120559593976404,0;000142376125624692,0;846768328941628,0;000185914041204535,0;000130352627536301,0;655858694977122,0;64,1
"84dc92d6d60b53c69d02b3b9b5fb08cd",0;000120416063995305,0;000200030778736315,0;601987677876514,0;000166484971232912,0;000111518501177441,0;656063565950215,0;6,1
"3e2230483c1547c913371b0068472385",0;000120204355335277,0;000135612250782716,0;886382717206529,0;000112569075539966,0;000202915110982376,0;656268076730841,0;138,1
"ce2009b0d64003dce2381a97377b295f",0;00012019708840448,0;000111716023506369,1;07591627979515,0;000180712158800551,0;000192562070598969,0;656472575147807,0;948,1
"175441802bec5a497735a6511e492f60",0;000120083962183507,0;000144390095669576,0;831663429729334,0;00020767401272938,9;86626483900283e-05,0;656676881096441,0;187,1
"8a4867307e0f6756fcb87a483c04243d",0;000120060655307768,0;000100248765767057,1;19762726642188,0;0002198688123518,0;000185398224941841,0;656881147391709,0;615,1
"5d74c471f71c347ab08cc372cbb67f86",0;000119944319907509,0;000106905847978445,1;12196219547965,0;000345106508784384,0;000379499524923378,0;657085215758679,0;911,1
"aef3a08f22142f4351950bcd34f1c886",0;000119891047544486,0;000142755531433468,0;839834690401204,0;000179891726543539,0;000138623065746093,0;657289193490226,0;667,1
"67d5d9b7a2902349e2222f86334b8e65",0;000119850147679811,0;000215074182897925,0;557250275532572,0;000158199142621128,0;000113676279899438,0;657493101636414,0;641,1
"8ea33d7285c5565713f1351a8bcbadd9",0;000119631180094259,9;07175274854718e-05,1;31872178850353,0;000372309094175831,0;000373239608366779,0;657696637240095,0;471,1
"7fb6f1246bbd1191b9e8960f870c7a22",0;000119625978334364,0;000163859221488616,0;73005337903839,0;000193207544771002,9;11870184428651e-05,0;657900163993714,0;197,1
"2734f75014397917cd858548a44c8ccb",0;000119513528430299,0;000164244143281804,0;727657778489195,0;000155459125160221,0;00013693903983934,0;658103499429659,0;876,1
"aceaa3aebda540a0db2a8c12a729206a",0;000119497657572749,0;000120318850512119,0;993174860498791,0;00010463636789954,0;000223274542047213,0;658306807863575,0;026,1
"ef5180abe0c0c94a35eb9503a0f4c9e3",0;000119461267553354,0;000176618576578694,0;676379970145024,7;39022680259423e-05,0;000211361666101099,0;658510054384999,0;117,1
"b80923d6b13f6a77ec2df6188d14ef78",0;00011941553001721,9;23774881861161e-05,1;29269080987155,0;000253053512262609,0;000299820306447704,0;658713223090446,0;666,1
"320308330d1c7b96c4722fb8c7c21048",0;00011937590261182,0;000121439190392094,0;983009704086368,0;000192516882710789,0;000136203629114918,0;658916324375445,0;214,1
"a8fe3f567ce5a022dbc64b7d7878e308",0;000119332145121583,9;0453777033662e-05,1;31926105282672,0;000433523987496483,0;000318418733677068,0;659119351213237,0;046,1
"865206fbb45f7791076eb6603d446d20",0;000119271357254673,9;77592064782718e-05,1;22005242832226,0;000247042440173065,0;000231301511066079,0;659322274629035,0;956,1
"b34c36e4fcb96b35f0782dd6552e9c2d",0;000119167609043458,0;000110332709850338,1;08007506753985,0;000149548140338837,0;000206376574732434,0;659525021531864,0;236,1
"efb38024b5809c80f6a448338c25b324",0;000119122462798897,0;000150725312522912,0;790328185790224,0;000182604654491461,0;000126667097386588,0;659727691624716,0;716,1
"dff158695f8e4e7773c3331efbd0a47b",0;000119035211317898,0;000131970819315817,0;901981301131711,0;000160211022038258,0;000158383169120886,0;659930213271463,0;614,1
"832a2524b48db66e0b03f8270948d018",0;000119002853987298,0;000130374798387864,0;912774979971708,0;000219090816435972,0;000156328323830813,0;660132679866768,0;272,1
"9da6a8fa40e10fb5605c13229d31e700",0;00011868227956337,0;00037619042665255,0;315484582155475,2;39148786748455e-05,0;000224174926109536,0;660334601049842,0;122,1
"d62d58ae488a4632f6c72b7384540ded",0;000118322134344459,0;000113105176848832,1;04612483390217,0;00022564789523868,0;000134698433490161,0;66053590949655,0;269,1
"be3adf3e28663eb1dbb7464813ad1a9c",0;00011783484303074,8;90609903505512e-05,1;32308031346757,0;00034349715132243,0;000278971575831953,0;660736388885719,0;233,1
"256a4d25be7df42c825f5c7e96c75f6c",0;000117633527515147,0;000145734892220085,0;807174765927021,0;000189685748391633,0;000102749850555063,0;660936525764893,0;278,1
"38a76c31c45d33aeb13392bc7f4ed01a",0;000117623421758826,0;000138621934900783,0;848519549543249,0;000186848138980929,0;000121241004486918,0;661136645450545,0;569,1
"0dc934052e3ef5f255e2872e133a18fa",0;000117541079613125,8;34873384655724e-05,1;40789108592311,0;00034758719614566,0;000386095156639575,0;661336625042634,0;622,1
"3efa9e0bc4379e26e3d64032ed6bede8",0;000117422705554896,0;00015590525212896,0;753167093163525,0;000157521312968377,0;000135347581925404,0;661536403237935,0;753,1
"f6d2852496c5662c70833a780e481ce9",0;00011729504174373,0;000124429991646224,0;94265892163057,0;000208075556708235,0;000180306231856556,0;661735964231242,0;475,1
"ffffe5000530f72ead6822c108a73bfd",0;000117288195755952,0;000100512267506222,1;16690428607325,0;000153709124817649,0;000223634792105997,0;661935513577065,0;182,1
"b09fa9187d4addd0921bae3960982efd",0;000117176712909996,9;78414227835169e-05,1;19761865247258,0;000184943942221855,0;000251056565065071,0;662134873250527,0;415,1
"0f4933969649805fff9cd47b326018ff",0;000116947550146267,0;000168501623823705,0;694044054249726,0;000137429079810237,0;000151199068434519,0;662333843035823,0;701,1
"d4dfcf82d0f187bbe29c48dfafeec222",0;000116944051992104,9;76851096255683e-05,1;19715330658231,0;000173631158296322,0;000245231145526926,0;662532806869502,0;385,1
"80837c53563c6967cc81306e11df9838",0;00011684975514578,0;000159975894726028,0;730421013402647,0;00015744664993125,0;000176132954266836,0;662731610270378,0;997,1
"1e5c97c0302c9de060fd6aa8c76078df",0;000116805984699411,0;000176157163991506,0;663078253831579,4;37837110909476e-05,0;000220402144434513,0;662930339202005,0;006,1
"798a9965b356892e026e2824876f1676",0;00011676257878812,9;6620425927675e-05,1;20846681917468,0;000210549565248748,0;000193020827211435,0;663128994284586,0;968,1
"c8acada85f86179e0be7fa5d7643df85",0;000116578494579655,0;000121727021302556,0;957704323429521,0;000175450928436728,0;000148824984870009,0;663327336173815,0;858,1
"ab3afe86162312955a4694712908b56e",0;000116457073899417,0;000152503323764991,0;763636300011916,0;000139114039508268,0;000155222008478221,0;663525471482857,1,1
"1a6885dcbe42e2ca654d9f05024ca22f",0;000116353016939168,0;000122473693299138,0;950024562866567,0;000176973686271033,0;000154823044842648,0;663723429753637,0;893,1
"4dafd4164819fbcba4e51ed87bb68a29",0;000116300200339784,0;000123814811394705,0;939307656569727,0;00014498243985958,0;000171512715782271,0;663921298164411,0;648,1
"edb9dd1e5d5643d9c8daf6ea59ff97fb",0;000116240268537165,0;000144091198466367,0;806713177309697,0;000132057556741647,0;000159150480341982,0;664119064609665,0;381,1
"fde1abc2e28733aa1d3c3321691e4b8b",0;000116135971926979,8;8850059950321e-05,1;30710065915447,0;000287930093421772,0;000180936680162825,0;664316653608926,0;073,1
"4f6780da5d88c874004d5dd5ab996106",0;000116084561727048,0;00036379231766977,0;319095693033361,0;000229270934618151,4;36854183898137e-06,0;664514155140973,0;082,1
"9c31fc9de8daeb6f18423bc348d3869e",0;000116066785836129,9;43331043003892e-05,1;23039294314467,0;000330748330937897,0;000323797668086065,0;664711626429844,0;762,1
"ecac0cbdc8dd2f8f9307f8cfb57992d9",0;000116063934036272,0;000107440789379678,1;08025950578343,0;000140545065631297,0;000217811670915335,0;66490909286678,0;332,1
"e3a753d7619d8a85cd94efe18e75db4f",0;000116004447932246,0;000132139281901118,0;877895250097197,0;00015868049374062,0;000157941346900939,0;665106458096488,0;86,1
"bccbd5dfbc57b2d7eab47fa54945353b",0;000115879835753996,0;000121555262839505,0;953309902402147,0;000177546103577932,0;000140267033367967,0;665303611316126,0;527,1
"4423fba6a87000965ab01632b76217b4",0;000115857741778676,8;49500211393215e-05,1;36383417243257,0;000319034016267833,0;000319874691788624,0;665500726945977,0;999,1
"9460adb6fb7f2d993e506453e227a0d3",0;00011579940669257,0;000309193196304769,0;374521199290646,0;000215837307588886,3;34250734490431e-05,0;665697743326894,0;186,1
"ae6b5ec3992de7c5a3aebfcaa489db89",0;000115716034326256,0;000101592363952158,1;13902295236234,0;00020763744603825,0;000170707737494031,0;665894617861473,0;571,1
"cbdae231ee5f154a2d4919e1a7014058",0;000115440851099598,0;000126439484504461,0;913012668092025,0;000178861177149939,0;000130783369605369,0;666091024210549,0;572,1
"1120fd532b0bfe0e452e434ba2744ac3",0;000115395786544534,0;000124550112140119,0;926500864284356,0;000206316842558573,0;000151801968973714,0;666287353888632,0;388,1
"b61e7eee8694b816a9c94fe2b1eacd78",0;000115387090309207,9;40682395429558e-05,1;22663176083481,0;000214636983150722,0;000177027290663782,0;666483668771295,0;549,1
"3b7355b48aa7cdea6d101e3905b9aa07",0;000115382947587908,0;000121520896689047,0;949490587476118,0;000125525240929004,0;000259526986059223,0;666679976605702,0;014,1
"a04beed0f14e795812ce3ce01ef10ddf",0;000115262012943159,0;000207792713268153,0;554697087931162,0;000175835365416276,0;000107625845963779,0;666876078686843,0;932,1
"a22f3b2af9547a6b06f16c93b5383087",0;000115250264053659,0;00010948166307098,1;05269011102744,0;000181369284148419,0;000166264345294201,0;667072160778903,0;896,1
"9f954376e9d237edd3c90f748d3a1c76",0;000115169271028143,9;9802473065754e-05,1;15397211602426,0;000292480526029009,0;000292848949837341,0;667268105072738,0;978,1
"c5b50b821ef842fe5745458c4fecdbb3",0;000115103752856733,8;40292758024906e-05,1;36980536554049,0;000247101531738432,0;000241718683608554,0;667463937896632,0;545,1
"33ed97f3d09fc78390021e9b24bd628d",0;000114856135922457,0;000107724427600368,1;06620326030923,0;000228965115662885,0;000248691832642597,0;667659349435188,0;773,1
"83e56b34a4186f069a03d2c1e44fcfe4",0;000114855267508075,0;000143736202627706,0;799069861373506,0;000191304650160665,9;83944243605854e-05,0;667854759496259,0;223,1
"a117b034f6f33744d89ff0ac72632eee",0;000114764162638355,9;347694816425e-05,1;22772688766754,0;000208443129046355,0;000224161497124227,0;668050014555225,0;544,1
"0953da9d8934ae8cc89085be18a2623d",0;000114662288945692,0;000112486972420805,1;01933838628662,0;00024151621206918,0;000198516228369395,0;668245096290452,0;782,1
"b75ba3f582a36e6b40ae3c7d0624ea5b",0;000114596394482162,0;000154959398088493,0;739525294340126,6;64515130416125e-05,0;000212153174335012,0;66844006591553,0;044,1
"a5a00a5dfcb501650e534180c20d2a55",0;000114533209784518,0;000116513891269099,0;983000469188637,0;0001356857380332,0;000189174779052431,0;668634928040744,0;371,1
"75edb5e540aa19d5eeece34de65a2d73",0;000114461100372024,0;000159714378473915,0;716661214010347,0;000143087465675422,0;000142645626650953,0;668829667481948,0;772,1
"2ce4d566eae8d5eed7df4e8c7e59db47",0;000114447178728217,0;000116893864920186,0;979069165061493,0;00022150998353537,0;000119389311148455,0;669024383237437,0;186,1
"1ec2e01e8cd48d9704b9ec3ef9d8f5b4",0;000114430352488557,8;76352956691733e-05,1;30575644909713,0;000215493578828003,0;000291755522360849,0;669219070365448,0;281,1
"ff12d801bac2da02f261c893e51a526b",0;000114279240820723,0;000157126312208936,0;727308107815589,0;000171979252649509,0;000103175156794372,0;66941350039824,0;418,1
"09237b794497083a67dab1f90edd5c0e",0;000114267160825325,0;000146490000608702,0;780033861359253,0;000132286226276824,0;000155993373260034,0;669607909878621,0;826,1
"0843284bcbb3a080ec46853f7dcbebca",0;000114218992329604,8;83410977710837e-05,1;29293154841224,0;000204046294218679,0;000224534212842322,0;669802237407091,0;757,1
"e8173313bced88ba28254f9187b13956",0;000114211711746884,0;000114691545593578,0;995816310223992,0;000193706069976701,0;000131471226530649,0;669996552548674,0;395,1
"37a3356f7a1c94ea89474feb9d17b60f",0;000114210354768449,9;95267102093851e-05,1;14753471232167,0;000208654238324669,0;000159109372931307,0;67019086538155,0;617,1
"2de0bb5316c5eb9301d94e1a730fef29",0;000114186345796006,0;000133805384110399,0;853376316320676,0;000154520553125379,0;000149504112648023,0;670385137366541,0;51,1
"24fc5f886142a5f1a95bd878f01f3f52",0;000114158330958064,8;7303317040329e-05,1;30760588289365,0;000254295712393727,0;000172205552212208,0;670579361688231,0;106,1
"14a32df01766f4f8fdfd54f2339ebf36",0;000114132543676972,0;000145995819215734,0;781752137082236,0;000184685593040332,0;000101006435989998,0;670773542136494,0;267,1
"1bb7ccff1a51a640450cc7c8b2923e95",0;000114127699062676,0;000105131160160184,1;08557442806475,9;4839999368429e-05,0;000215346557556804,0;670967714342328,0;024,1
"ea066628d2c7c8e76ad74b357d320462",0;000114051224078218,0;000104091898333656,1;09567820266509,0;000190334236704573,0;000161064932398045,0;671161756436747,0;713,1
"92a78c1af56029044c717b34036d0344",0;00011404004901348,0;000130426771008854,0;874360747654621,0;000123334138451109,0;000196080202786333,0;671355779518367,0;231,1
"493fce71c6d806414e8c46338387c2ff",0;000113979730495291,0;000117930623457096,0;966498159290723,0;000151737368305752,0;000169262529522605,0;671549699976524,0;88,1
"3f4653e6c563389222565679a3a0b4cd",0;000113880059534203,0;000107263511119525,1;06168498817183,0;000191200171267685,0;000176601288442038,0;671743450858579,0;801,1
"caf8d206716c723d98e9977bdd391c3b",0;000113863623637918,0;000155963309037769,0;730066733903057,0;000127723030022054,0;000152542316586304,0;671937173777271,0;895,1
"f3d41e678f5e88a6e69315e941c83898",0;000113557124622473,9;8052236082043e-05,1;15812886232861,0;000191390535761476,0;000172785427742889,0;672130375231057,0;438,1
"6375a8223fd95a53d5cf295ef062a0fc",0;000113532884250674,0;000103708478165081,1;09473098303452,0;000182173215364279,0;00016247210579314,0;672323535443264,0;754,1
"f1fbdee4cd6e8c976e9ba044be173ed8",0;00011345213458959,0;000100991510234696,1;12338288957098,0;000228587210301293,8;89450463701649e-05,0;672516558271296,0;012,1
"f4d190691989011e2f38dfcf23eec2e6",0;000113424592461732,0;000146325655096878,0;775151783100759,0;000145362534327021,0;000148980660897385,0;672709534240276,0;61,1
"9c760cd5bd149a5461b0eea79764a4c3",0;000113319364324704,0;000115691512297152,0;979495920440946,0;000175091675221148,0;000150987652904788,0;672902331178402,0;905,1
"3528429406dcbe7d9117515a9e206d31",0;000113269476518809,0;000100991869230761,1;1215702549281,0;000195805830044038,0;000169635158405988,0;673095043239453,0;6,1
"fec7a09429f28d23f86e80a6901085e3",0;000113248364752307,9;69011679247455e-05,1;16869968832839,0;000225158604907824,0;000134625473269112,0;673287719381806,0;137,1
"230bda3eaf7a687c77fa8828a6c32db6",0;000112918559847276,0;000106967354225216,1;05563571862804,0;00020456965409735,0;000136228224902932,0;673479834407565,0;337,1
"14829bc7b0c418e78df2bd333dc11fe9",0;000112891550061828,0;000352085699222165,0;320636567492602,0;000202488770640376,3;34670212502429e-05,0;673671903479977,0;238,1
"210fbd0402f04f38a73ac7ad64a202d5",0;0001128874440994,9;7500312807187e-05,1;15781622488373,0;00020578373667815,0;000150048374914238,0;673863965566673,0;336,1
"ecf6b38d11fcea048b13d87e29971cd6",0;000112791461760544,0;000139504546487128,0;808514593973831,0;000160998844423572,0;000214732678893175,0;674055864352937,0;613,1
"b54d8d9b321cf52590e4a2a9670a1a01",0;000112766698713034,8;90166905907121e-05,1;26680398883308,0;000217979525416205,0;000219992807525434,0;674247721008364,0;798,1
"d6dc9e1efce73ca33ef791440b39f8f7",0;000112725616308376,0;000131888779413585,0;854702096793877,0;000192599977435973,0;000111695241474109,0;674439507767866,0;345,1
"cbbac1e1a5ae59bff338b46f0c1030ae",0;000112657377792282,0;000109574749103617,1;02813265568831,0;000199314075658861,0;000130451051626961,0;674631178429143,0;344,1
"721b5faa10228e45159fc3c5273abfee",0;000112433181638019,0;000170224165895047,0;660500705330759,0;000111949841522197,0;000183480244582075,0;674822467652241,0;21,1
"15437ebfa7b26884c1f4ffe268e79f53",0;000112411292795864,0;000102357503319808,1;09822230075937,0;00019931439421236,0;000155160001920195,0;675013719634556,0;67,1
