"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"154ab5f6ebe6741c2bb15b8f9c2f2d65","154ab5f6ebe6741c2bb15b8f9c2f2d65","-0;0597614303","0;20737828","-0;2881759313","0;77321207169","0;99933274","FALSE"
"61a6a18ead3820454451aac6cf21395a","61a6a18ead3820454451aac6cf21395a"," 0;0154410240","0;26980439"," 0;0572304409","0;95436162953","0;99933274","FALSE"
"241ae0a8f3ec3751c481eb7ff137398b","241ae0a8f3ec3751c481eb7ff137398b"," 0;1732458329","0;20365446"," 0;8506851947","0;39494424964","0;99933274","FALSE"
"4db24bfb11cda99933a003e018188ab5","4db24bfb11cda99933a003e018188ab5"," 0;2023169234","0;30129421"," 0;6714928993","0;50190658142","0;99933274","FALSE"
"1c0f6312abdeeef8e2f5cd4b935f6cd8","1c0f6312abdeeef8e2f5cd4b935f6cd8","-0;1399674214","0;40030064","-0;3496557501","0;72659706611","0;99933274","FALSE"
"cfec8cbb4d130d354b7821ed4d81b4e5","cfec8cbb4d130d354b7821ed4d81b4e5"," 0;1161248481","0;15845897"," 0;7328385948","0;46365687864","0;99933274","FALSE"
"4202750078cc0711ad9f83d0a9736fee","4202750078cc0711ad9f83d0a9736fee"," 0;0271293009","0;20799753"," 0;1304308789","0;89622553742","0;99933274","FALSE"
"76ab6aa58d1fc6f916a2295ea96a04b3","76ab6aa58d1fc6f916a2295ea96a04b3"," 0;0734685132","0;31952783"," 0;2299283702","0;81814743063","0;99933274","FALSE"
"887658f98256229c33269e0c99923a9e","887658f98256229c33269e0c99923a9e"," 0;1451806337","0;36520910"," 0;3975274268","0;69097856557","0;99933274","FALSE"
"129daaf4b6913c31311d7626883e4a2f","129daaf4b6913c31311d7626883e4a2f","-0;1468247271","0;32332808","-0;4541044660","0;64975363903","0;99933274","FALSE"
"1019b994bd2018cd084b5c8e38649d98","1019b994bd2018cd084b5c8e38649d98","-0;2242746766","0;12133769","-1;8483513458","0;06455153234","0;95754542","FALSE"
"0303d94539da3a68eeef69d6d3ac9437","0303d94539da3a68eeef69d6d3ac9437","-0;2237953359","0;31482581","-0;7108544803","0;47717441616","0;99933274","FALSE"
"4a4dad58b27b6e4caac5b4e1d3cf52a6","4a4dad58b27b6e4caac5b4e1d3cf52a6"," 0;1667373986","0;48687310"," 0;3424658280","0;73200035622","0;99933274","FALSE"
"825170374d5188e50bf4b0aadd11b3f7","825170374d5188e50bf4b0aadd11b3f7","-0;3866450212","0;51771572","-0;7468288254","0;45516689336","0;99933274","FALSE"
"359a21deda48272fd4022fbf7b58deda","359a21deda48272fd4022fbf7b58deda"," 0;2832509354","0;22658150"," 1;2501062005","0;21126075506","0;99933274","FALSE"
"ba25cc977941432f8ee81f43b985c9e1","ba25cc977941432f8ee81f43b985c9e1"," 0;8452983598","0;41120969"," 2;0556382180","0;03981740112","0;82857192","FALSE"
"4a02c4104ce7fc761bdc0dd5fe460203","4a02c4104ce7fc761bdc0dd5fe460203","-0;1508963671","0;38194115","-0;3950775314","0;69278567027","0;99933274","FALSE"
"8c29a39265d92a86f3aba39023bd9ddf","8c29a39265d92a86f3aba39023bd9ddf"," 0;2076111125","0;34156999"," 0;6078142714","0;54331066290","0;99933274","FALSE"
"c291d50446632acdb620e8959c9eb895","c291d50446632acdb620e8959c9eb895"," 0;2541391112","0;43313476"," 0;5867437391","0;55737582731","0;99933274","FALSE"
"159356bfda71c10d03aa07893bda7441","159356bfda71c10d03aa07893bda7441"," 0;0414607282","0;40482133"," 0;1024173515","0;91842541160","0;99933274","FALSE"
"d4cced8b1429e7a6936965727e051400","d4cced8b1429e7a6936965727e051400"," 0;2342500096","0;39663611"," 0;5905917335","0;55479400501","0;99933274","FALSE"
"4d5e42eca037d31c8ea14bd4b1041ceb","4d5e42eca037d31c8ea14bd4b1041ceb"," 0;0248122555","0;23029219"," 0;1077424962","0;91419995863","0;99933274","FALSE"
"458e3ffdc098b547adbfe43ea8b4e1b0","458e3ffdc098b547adbfe43ea8b4e1b0"," 0;0091712787","0;33586789"," 0;0273062082","0;97821550532","0;99933274","FALSE"
"c372df7db71f209709e5190e39265878","c372df7db71f209709e5190e39265878","-0;1783047546","0;34132040","-0;5223970047","0;60139394107","0;99933274","FALSE"
"00f6c1dd186ebce467b84e4876ffa9d0","00f6c1dd186ebce467b84e4876ffa9d0"," 0;3869509858","0;27418768"," 1;4112632291","0;15816701248","0;99933274","FALSE"
"61b810023ce472bbdf16ce4aac11eed3","61b810023ce472bbdf16ce4aac11eed3"," 0;0111143488","0;29585054"," 0;0375674446","0;97003256506","0;99933274","FALSE"
"b190beca7de14bda2427a740691f7f98","b190beca7de14bda2427a740691f7f98","-0;1086513119","0;29222407","-0;3718082188","0;71003564402","0;99933274","FALSE"
"293e555359b0a34eda443e6bebf89b5f","293e555359b0a34eda443e6bebf89b5f","-0;1362895798","0;18496805","-0;7368276771","0;46122714975","0;99933274","FALSE"
"0096a1d980072a26847a56ec1e66bc98","0096a1d980072a26847a56ec1e66bc98"," 0;1574947177","0;55192316"," 0;2853562412","0;77537122883","0;99933274","FALSE"
"4c1b49de8454306bd3fb9190a4388a2f","4c1b49de8454306bd3fb9190a4388a2f","-0;0364205403","0;33992502","-0;1071428635","0;91467564273","0;99933274","FALSE"
"98373522f3b6a70212c78e145216333f","98373522f3b6a70212c78e145216333f"," 0;3127773070","0;50232872"," 0;6226546350","0;53351149992","0;99933274","FALSE"
"191923d22d453259c71f2147c0a04200","191923d22d453259c71f2147c0a04200"," 0;0249189744","0;27149308"," 0;0917849338","0;92686891463","0;99933274","FALSE"
"7c06f4eaf645fea8de446dde6d4c4fda","7c06f4eaf645fea8de446dde6d4c4fda","-0;0522280064","0;31480056","-0;1659082371","0;86822916508","0;99933274","FALSE"
"04fdd8cb8783506e13d9257866fca81e","04fdd8cb8783506e13d9257866fca81e","-0;2487743119","0;22783860","-1;0918883553","0;27488217665","0;99933274","FALSE"
"afe648be9a3c7ebefdc85dbe26c20ac0","afe648be9a3c7ebefdc85dbe26c20ac0"," 0;2950557846","0;34393628"," 0;8578792049","0;39095916804","0;99933274","FALSE"
"c0def10eb00c7a00f311625a3ef2271c","c0def10eb00c7a00f311625a3ef2271c","-0;3095633415","0;31815769","-0;9729871359","0;33055969563","0;99933274","FALSE"
"4743c45e95ab5061d67b1afb121be38a","4743c45e95ab5061d67b1afb121be38a","-0;7042393993","0;33248749","-2;1180929153","0;03416719943","0;78454900","FALSE"
"0f3948f6d1f54f166f777fbf079b2710","0f3948f6d1f54f166f777fbf079b2710","-0;4811933035","0;35777649","-1;3449550654","0;17863974597","0;99933274","FALSE"
"485fca351e71c8847198f96bac3a5b86","485fca351e71c8847198f96bac3a5b86"," 0;6678287465","0;20926036"," 3;1913771864","0;00141596295","0;17514243","FALSE"
"b713d5cb19dd0f37bd05cb81aeb4cdc3","b713d5cb19dd0f37bd05cb81aeb4cdc3","-0;2246372911","0;32782565","-0;6852340219","0;49319625825","0;99933274","FALSE"
"412e60caa01b3d060fe936c59a8bb86f","412e60caa01b3d060fe936c59a8bb86f","-0;0148042935","0;43521002","-0;0340164351","0;97286404493","0;99933274","FALSE"
"73fe9c35b4f230c630d696631243e91f","73fe9c35b4f230c630d696631243e91f","-0;1386301847","0;34032548","-0;4073458890","0;68375396344","0;99933274","FALSE"
"13fe9878465106faf5245738e33b77a3","13fe9878465106faf5245738e33b77a3","-0;0840721830","0;49299056","-0;1705350773","0;86458935064","0;99933274","FALSE"
"95d65124eeeb5f20722ffe6a3271d0c2","95d65124eeeb5f20722ffe6a3271d0c2"," 0;0471008849","0;24543745"," 0;1919058605","0;84781594676","0;99933274","FALSE"
"8d4b0004ec4a74a82238ec7f01158cdd","8d4b0004ec4a74a82238ec7f01158cdd"," 0;0416660774","0;37821693"," 0;1101644945","0;91227892011","0;99933274","FALSE"
"ef7e355a7761decda31bc0581aedd8c8","ef7e355a7761decda31bc0581aedd8c8"," 0;1412650968","0;22207840"," 0;6361046352","0;52470822455","0;99933274","FALSE"
"902c4248091bfcc08cb8f76b2d92fb03","902c4248091bfcc08cb8f76b2d92fb03"," 0;0102795927","0;43769438"," 0;0234857773","0;98126278345","0;99933274","FALSE"
"b563d1cd28bddf4f98040a0476819f20","b563d1cd28bddf4f98040a0476819f20"," 0;1206105076","0;41672932"," 0;2894216989","0;77225869189","0;99933274","FALSE"
"123bac109b2f985bd3991f1b8359eb24","123bac109b2f985bd3991f1b8359eb24"," 0;1492825657","0;44244622"," 0;3374027365","0;73581332202","0;99933274","FALSE"
"e948eeb08995615246aef92a7736c3e1","e948eeb08995615246aef92a7736c3e1","-0;2768350284","0;29366940","-0;9426757652","0;34584677305","0;99933274","FALSE"
"6affd2bbd5d8897423badc2d0ee72ead","6affd2bbd5d8897423badc2d0ee72ead","-0;0666823736","0;33904836","-0;1966751113","0;84408178795","0;99933274","FALSE"
"ca6e171bc5d73043481132abccab8663","ca6e171bc5d73043481132abccab8663","-0;8686424426","0;37171849","-2;3368287355","0;01944809105","0;61951312","FALSE"
"af84f8798b6cfdcd7cd9c3cd52280938","af84f8798b6cfdcd7cd9c3cd52280938","-0;0145255031","0;22061406","-0;0658412385","0;94750422388","0;99933274","FALSE"
"ff12d801bac2da02f261c893e51a526b","ff12d801bac2da02f261c893e51a526b","-0;4074741153","0;40826212","-0;9980698491","0;31824548933","0;99933274","FALSE"
"3818eaf7f85c61d25ceb3bd3e6171e56","3818eaf7f85c61d25ceb3bd3e6171e56","-0;3489704468","0;43144791","-0;8088356441","0;41860969058","0;99933274","FALSE"
"036ea9603c37a47ea85e8694a471856c","036ea9603c37a47ea85e8694a471856c","-0;4446813016","0;36009228","-1;2349093007","0;21686426163","0;99933274","FALSE"
"5246130578e15b9ef98c145600410497","5246130578e15b9ef98c145600410497","-0;5754736253","0;48758462","-1;1802538463","0;23789926868","0;99933274","FALSE"
"e8d1e9a5cfd9c4fa4c9fc81f5cc1c2ff","e8d1e9a5cfd9c4fa4c9fc81f5cc1c2ff"," 0;2442205221","0;20805972"," 1;1738001018","0;24047510324","0;99933274","FALSE"
"f7d31538387fb6996327a919c919e009","f7d31538387fb6996327a919c919e009"," 0;3971646586","0;38522511"," 1;0309937033","0;30254377259","0;99933274","FALSE"
"a0e82d444f8a462fd368d2b45c2d976f","a0e82d444f8a462fd368d2b45c2d976f","-0;0435473710","0;24430430","-0;1782505327","0;85852622572","0;99933274","FALSE"
"7f93659a912ea107de0002c0e065c375","7f93659a912ea107de0002c0e065c375","-0;3384008665","0;26238513","-1;2897105184","0;19715118620","0;99933274","FALSE"
"f4b0dc68130b96cdf7675a4b923f08cc","f4b0dc68130b96cdf7675a4b923f08cc","-0;1116096674","0;54662275","-0;2041804273","0;83821250591","0;99933274","FALSE"
"d0cdfd303529d97f301d794f065c0b62","d0cdfd303529d97f301d794f065c0b62"," 0;1187352156","0;35926285"," 0;3304967818","0;74102462388","0;99933274","FALSE"
"5efb0f23047dccc6186a13e10a7c4465","5efb0f23047dccc6186a13e10a7c4465","-0;0603690924","0;39385100","-0;1532790117","0;87817825132","0;99933274","FALSE"
"262a671699bc2bc86e4744f295ede43b","262a671699bc2bc86e4744f295ede43b"," 0;4934145460","0;24963814"," 1;9765190997","0;04809601471","0;89221658","FALSE"
"b49220de0d99ccb45a0a0a79e1cede75","b49220de0d99ccb45a0a0a79e1cede75"," 0;3039477275","0;27987004"," 1;0860316839","0;27746497479","0;99933274","FALSE"
"e2d5c14d75f20a4ee343812f5d5dc3b6","e2d5c14d75f20a4ee343812f5d5dc3b6"," 0;4787381759","0;44154367"," 1;0842374274","0;27825954091","0;99933274","FALSE"
"c703e9ed4b70415d779a22a87d100a85","c703e9ed4b70415d779a22a87d100a85","-0;1559941663","0;28544693","-0;5464909607","0;58472849958","0;99933274","FALSE"
"e838f19055bb9bc2c962924d0e2137f1","e838f19055bb9bc2c962924d0e2137f1"," 0;3140562840","0;22531006"," 1;3938848423","0;16335238226","0;99933274","FALSE"
"c3a12716420d8365d7e5cc2619ea0cb4","c3a12716420d8365d7e5cc2619ea0cb4","-0;0349818508","0;10325728","-0;3387833989","0;73477290829","0;99933274","FALSE"
"76d6816e6b501754ad52b0df422853cc","76d6816e6b501754ad52b0df422853cc"," 0;4205455241","0;36912341"," 1;1393087434","0;25457440289","0;99933274","FALSE"
"be099bbb8144a5472151b3caec1806e5","be099bbb8144a5472151b3caec1806e5","-0;3928139805","0;25338302","-1;5502774194","0;12107494467","0;99933274","FALSE"
"1dabfc883ed53b00acbcace3dca44882","1dabfc883ed53b00acbcace3dca44882"," 0;1074910989","0;26010142"," 0;4132660975","0;67941166588","0;99933274","FALSE"
"26524e922aee9f37a5f2ecf28475b1de","26524e922aee9f37a5f2ecf28475b1de","-0;0091940834","0;23085814","-0;0398256842","0;96823209944","0;99933274","FALSE"
"dc50e88bfb8218bf5a87de950e1a89c9","dc50e88bfb8218bf5a87de950e1a89c9"," 0;4484297509","0;30931100"," 1;4497697944","0;14712272533","0;99933274","FALSE"
"1b9c38e8e061feaa259e2a949d96b26f","1b9c38e8e061feaa259e2a949d96b26f","-0;0811023634","0;41290921","-0;1964169415","0;84428383714","0;99933274","FALSE"
"2476f8ddbfec72756b348bba00e22aec","2476f8ddbfec72756b348bba00e22aec"," 0;1823105892","0;22164750"," 0;8225248887","0;41077822753","0;99933274","FALSE"
"75162643434ca55e7c592bccd77d0930","75162643434ca55e7c592bccd77d0930","-0;5709421818","0;22621485","-2;5238935026","0;01160630834","0;49720358","FALSE"
"849822dbb81177bb50c9c6f415efd6ee","849822dbb81177bb50c9c6f415efd6ee","-0;1721355316","0;25132181","-0;6849207801","0;49339391237","0;99933274","FALSE"
"49062f9522b7aa5182f6314ced310fcd","49062f9522b7aa5182f6314ced310fcd","-0;1495285670","0;39170214","-0;3817404904","0;70265386342","0;99933274","FALSE"
"b8674325f613e871029a68f22726cb46","b8674325f613e871029a68f22726cb46","-0;1695973626","0;20243725","-0;8377774469","0;40215570750","0;99933274","FALSE"
"06bf2b5144a18a621cd600a44e81567f","06bf2b5144a18a621cd600a44e81567f"," 0;1893400978","0;23799589"," 0;7955603582","0;42628761550","0;99933274","FALSE"
"4c3c3c4d63400f1fea1e76c8c2b29bdd","4c3c3c4d63400f1fea1e76c8c2b29bdd"," 0;2615543038","0;40956163"," 0;6386201411","0;52307007542","0;99933274","FALSE"
"70d32cc97f16dea0e427a37bc7916487","70d32cc97f16dea0e427a37bc7916487","-0;0502558259","0;22022510","-0;2282020781","0;81948914595","0;99933274","FALSE"
"74d1ba9611d234a9272e2f14ec2beb1f","74d1ba9611d234a9272e2f14ec2beb1f","-0;1941202816","0;25677840","-0;7559836730","0;44965898479","0;99933274","FALSE"
"20a09c16bcf8ad698529dd3a35ba2ada","20a09c16bcf8ad698529dd3a35ba2ada","-0;3269388665","0;46424054","-0;7042445478","0;48128049293","0;99933274","FALSE"
"3e01c127ce48540c01d7944924d0a176","3e01c127ce48540c01d7944924d0a176"," 0;3247490327","0;37995775"," 0;8546977482","0;39271849749","0;99933274","FALSE"
"ac8d3dde2172e8fbd40240c640980b92","ac8d3dde2172e8fbd40240c640980b92"," 0;1344735478","0;46757741"," 0;2875963298","0;77365575466","0;99933274","FALSE"
"b6c49c3218e534798be6ac806b5987e6","b6c49c3218e534798be6ac806b5987e6","-0;1724253173","0;35271088","-0;4888573863","0;62494266679","0;99933274","FALSE"
"3300684d1655d74ce566429b4593d79f","3300684d1655d74ce566429b4593d79f"," 0;0749669528","0;20723083"," 0;3617557933","0;71753452964","0;99933274","FALSE"
"082d9f2f1b2d226a26913973d1ccd0cb","082d9f2f1b2d226a26913973d1ccd0cb","-0;8019743436","0;29319416","-2;7353012244","0;00623232148","0;38078463","FALSE"
"65b3b85cb950dfd7419c635eb110a790","65b3b85cb950dfd7419c635eb110a790","-0;1356637816","0;28357450","-0;4784061437","0;63236116172","0;99933274","FALSE"
"4be1ea940dd9f39ed4842e6ad13f7495","4be1ea940dd9f39ed4842e6ad13f7495"," 0;1392848403","0;35636073"," 0;3908535088","0;69590552036","0;99933274","FALSE"
"eb488c44fc6d96790df0dd287aefaae5","eb488c44fc6d96790df0dd287aefaae5"," 0;3174858853","0;29182480"," 1;0879332027","0;27662459708","0;99933274","FALSE"
"368aca6e3a4f976d22c33241478a02cf","368aca6e3a4f976d22c33241478a02cf","-0;0914178814","0;14578487","-0;6270738827","0;53061080611","0;99933274","FALSE"
"dcd3fe4a40c9d1a62338b25359dab79e","dcd3fe4a40c9d1a62338b25359dab79e","-0;2784786796","0;31639115","-0;8801721574","0;37876605417","0;99933274","FALSE"
"dd7e4a3f9902b0fe09a681193f220635","dd7e4a3f9902b0fe09a681193f220635","-0;4372648093","0;33468244","-1;3065065955","0;19138033760","0;99933274","FALSE"
"34ed328c613f375007ac33114ba723ae","34ed328c613f375007ac33114ba723ae","-0;1582913694","0;64889076","-0;2439414745","0;80727614723","0;99933274","FALSE"
"e0a2979da4b496ee28020148c1b17c93","e0a2979da4b496ee28020148c1b17c93"," 0;0537809824","0;32930004"," 0;1633190871","0;87026720633","0;99933274","FALSE"
"f3d41e678f5e88a6e69315e941c83898","f3d41e678f5e88a6e69315e941c83898"," 0;2094442818","0;40538738"," 0;5166522004","0;60539896910","0;99933274","FALSE"
"0b29eca533e0baa35aa87a547231e5c8","0b29eca533e0baa35aa87a547231e5c8"," 0;0978646783","0;25853479"," 0;3785358174","0;70503259131","0;99933274","FALSE"
"2338d1271b4782cab23a6360de928f09","2338d1271b4782cab23a6360de928f09","-0;2150404282","0;31576065","-0;6810235120","0;49585661319","0;99933274","FALSE"
"507ff041d84810369f95c252d41dc41c","507ff041d84810369f95c252d41dc41c","-0;5996746258","0;37754033","-1;5883723455","0;11220216704","0;99933274","FALSE"
"30761f0217ee093684ad85e004cfaa06","30761f0217ee093684ad85e004cfaa06"," 0;8145764256","0;41247051"," 1;9748718965","0;04828268740","0;89221658","FALSE"
"10c5c452c5bbcb57a1f28f9fda894c4a","10c5c452c5bbcb57a1f28f9fda894c4a","-0;1028306032","0;38158415","-0;2694834216","0;78755769813","0;99933274","FALSE"
"be13dca23c82fdf6d8fce1ef0b84fb2c","be13dca23c82fdf6d8fce1ef0b84fb2c"," 0;0557208135","0;30857990"," 0;1805717558","0;85670372698","0;99933274","FALSE"
"4c7f89190d4dc540096af65ed855f82d","4c7f89190d4dc540096af65ed855f82d"," 0;1315506805","0;31186424"," 0;4218203474","0;67315615274","0;99933274","FALSE"
"02fabd8499b26acdff9b07fac7bcd7b4","02fabd8499b26acdff9b07fac7bcd7b4"," 0;0742308313","0;33976077"," 0;2184796991","0;82705537403","0;99933274","FALSE"
"c3b825b3bb133c7c1730742c80dffa0e","c3b825b3bb133c7c1730742c80dffa0e","-0;0339121656","0;15221613","-0;2227895613","0;82369929273","0;99933274","FALSE"
"5571d8842ad8d04452edd2e57b59d794","5571d8842ad8d04452edd2e57b59d794"," 0;1228587190","0;32354868"," 0;3797225209","0;70415140093","0;99933274","FALSE"
"0a6445df31335c59b3a312c305e84bad","0a6445df31335c59b3a312c305e84bad"," 0;1260205640","0;21519351"," 0;5856150725","0;55813421723","0;99933274","FALSE"
"4d67c16e46da0a0de2407f1c3aa655c1","4d67c16e46da0a0de2407f1c3aa655c1"," 0;6312067286","0;35513527"," 1;7773698658","0;07550740540","0;99933274","FALSE"
"a5c83d50874e577647bb79284f3b1d9a","a5c83d50874e577647bb79284f3b1d9a","-0;0553178358","0;25328478","-0;2184017350","0;82711611381","0;99933274","FALSE"
"c4c28ba47ba99530084b2629d0be0e0b","c4c28ba47ba99530084b2629d0be0e0b","-0;1218511833","0;48338516","-0;2520788678","0;80098010372","0;99933274","FALSE"
"4e5d280a7d335f532ec71db3e7ac9800","4e5d280a7d335f532ec71db3e7ac9800","-0;0475180604","0;29862770","-0;1591214092","0;87357322101","0;99933274","FALSE"
"a9c8f65c0feb0a6fda0ecdf3451790b9","a9c8f65c0feb0a6fda0ecdf3451790b9","-0;1948741563","0;33899291","-0;5748620445","0;56538460140","0;99933274","FALSE"
"568d21e5dd788e927361122f8060d1ad","568d21e5dd788e927361122f8060d1ad","-0;0291975360","0;23890630","-0;1222133350","0;90273006581","0;99933274","FALSE"
"133c7af4602527757d6598e6aff38fac","133c7af4602527757d6598e6aff38fac"," 0;1104796845","0;26085425"," 0;4235303274","0;67190837644","0;99933274","FALSE"
"9f7726694162b0a98f547913058f3f87","9f7726694162b0a98f547913058f3f87","-0;2180601343","0;18495638","-1;1789814426","0;23840556540","0;99933274","FALSE"
"84c86399f7c616e153bf9637cd901a01","84c86399f7c616e153bf9637cd901a01"," 0;1124687152","0;29706729"," 0;3785967689","0;70498732191","0;99933274","FALSE"
"17eae85940f67076f9325ae565eae562","17eae85940f67076f9325ae565eae562"," 0;0271976218","0;35352837"," 0;0769319363","0;93867769130","0;99933274","FALSE"
"595a907e774cd155f3e3906d6864e883","595a907e774cd155f3e3906d6864e883","-0;0080019273","0;26298978","-0;0304267610","0;97572670254","0;99933274","FALSE"
"023d740e5bf0375dfe24faf72549b220","023d740e5bf0375dfe24faf72549b220"," 0;2597855131","0;28387570"," 0;9151382457","0;36011905910","0;99933274","FALSE"
"58ad7268b1dbbfd98428f98967be93e6","58ad7268b1dbbfd98428f98967be93e6","-0;0739880950","0;24724312","-0;2992523879","0;76474747980","0;99933274","FALSE"
"0a1a2773e0c5cb9382f4af6ba836694c","0a1a2773e0c5cb9382f4af6ba836694c","-0;3404073534","0;23471656","-1;4502911707","0;14697734017","0;99933274","FALSE"
"e5908f3b2430abf4ab56e95e0869b2cc","e5908f3b2430abf4ab56e95e0869b2cc"," 0;1252133012","0;46592812"," 0;2687395230","0;78813013527","0;99933274","FALSE"
"29e31e943a0c719e885d253ae4793c7a","29e31e943a0c719e885d253ae4793c7a","-0;0150584054","0;24091776","-0;0625043385","0;95016120707","0;99933274","FALSE"
"bd022e1f922d2f479568ea91cef510b1","bd022e1f922d2f479568ea91cef510b1"," 0;0452223773","0;34370936"," 0;1315715630","0;89532317935","0;99933274","FALSE"
"858c0bfc065af7e7307edd912a29604e","858c0bfc065af7e7307edd912a29604e","-0;2051604938","0;29968709","-0;6845823620","0;49360750022","0;99933274","FALSE"
"4e7c900aa0822b184d75bfb4acda4485","4e7c900aa0822b184d75bfb4acda4485","-0;0746014669","0;53556097","-0;1392959361","0;88921630108","0;99933274","FALSE"
"ced7d01566c1c08b78c6214f6bd5236c","ced7d01566c1c08b78c6214f6bd5236c","-0;0899804047","0;57130582","-0;1574995421","0;87485116878","0;99933274","FALSE"
"c81c064b2882b2864ab6bf9f3a8ce092","c81c064b2882b2864ab6bf9f3a8ce092"," 0;1892172665","0;20777711"," 0;9106742656","0;36246702734","0;99933274","FALSE"
"07b397cbd8971b837083997ad38d64d6","07b397cbd8971b837083997ad38d64d6"," 0;0342636412","0;29531939"," 0;1160223223","0;90763485060","0;99933274","FALSE"
"57fa3ca9867e57733a12d071f88d3913","57fa3ca9867e57733a12d071f88d3913","-0;2520394249","0;33820009","-0;7452376033","0;45612809428","0;99933274","FALSE"
"af3fcad0063af1e6308b91022531033b","af3fcad0063af1e6308b91022531033b"," 0;7053146382","0;28399391"," 2;4835555392","0;01300780485","0;50882280","FALSE"
"4c81370bcec87bca2b53b76ed4c50d1f","4c81370bcec87bca2b53b76ed4c50d1f"," 0;0429480132","0;29844502"," 0;1439059467","0;88557473979","0;99933274","FALSE"
"b130b3a7560487adb2d088990a9d1a21","b130b3a7560487adb2d088990a9d1a21","-0;5178208761","0;33785032","-1;5326931457","0;12535147881","0;99933274","FALSE"
"433bd6c1eb135e4ffaaf8ce3bbe33c28","433bd6c1eb135e4ffaaf8ce3bbe33c28"," 0;0748128770","0;30855710"," 0;2424603959","0;80842344093","0;99933274","FALSE"
"ba3377c405400ac57550bad798a86b4f","ba3377c405400ac57550bad798a86b4f","-0;3042546353","0;39842216","-0;7636488764","0;44507651423","0;99933274","FALSE"
"85ba8d31e9d952e3fd7bbd415a5f1f60","85ba8d31e9d952e3fd7bbd415a5f1f60","-0;7217812432","0;36998319","-1;9508487576","0;05107503981","0;89498330","FALSE"
"78b7a1d555902d4ed0931aa8cea560a9","78b7a1d555902d4ed0931aa8cea560a9"," 0;4733694718","0;32355830"," 1;4630113628","0;14346426978","0;99933274","FALSE"
"c23e7c1e72704e21c5affcc352dc4a55","c23e7c1e72704e21c5affcc352dc4a55","-0;0783820695","0;24662609","-0;3178174271","0;75062343069","0;99933274","FALSE"
"71aed4c3091387286c7670e7298b4f19","71aed4c3091387286c7670e7298b4f19","-0;2951753368","0;31355788","-0;9413743273","0;34651306507","0;99933274","FALSE"
"1a6885dcbe42e2ca654d9f05024ca22f","1a6885dcbe42e2ca654d9f05024ca22f"," 0;0495349027","0;41455007"," 0;1194907590","0;90488656087","0;99933274","FALSE"
"18de2510b3bc1cf72ca70b617362f56a","18de2510b3bc1cf72ca70b617362f56a"," 0;2084137145","0;30338904"," 0;6869520229","0;49211296234","0;99933274","FALSE"
"7f5fd85b74c4074497c2738e2d1a0a57","7f5fd85b74c4074497c2738e2d1a0a57","-0;0617664922","0;47235210","-0;1307636653","0;89596226703","0;99933274","FALSE"
"5429930326100f668b45a0cf62e7ce69","5429930326100f668b45a0cf62e7ce69","-0;2228039213","0;29883210","-0;7455822774","0;45591979202","0;99933274","FALSE"
"9ed1f25f7f3a02c1e58a1b68b237cb9f","9ed1f25f7f3a02c1e58a1b68b237cb9f","-0;0128652094","0;38041075","-0;0338192585","0;97302127867","0;99933274","FALSE"
"631ff7535e66875b9bc05dab0b8276eb","631ff7535e66875b9bc05dab0b8276eb"," 0;3010545338","0;30874352"," 0;9750958864","0;32951269892","0;99933274","FALSE"
"04af1b64175014b2c8f7d16a041e8687","04af1b64175014b2c8f7d16a041e8687"," 0;3439431034","0;35006224"," 0;9825198684","0;32584379965","0;99933274","FALSE"
"4a2de802ca79ef8676d103080952ee2c","4a2de802ca79ef8676d103080952ee2c","-0;5782754536","0;42176491","-1;3710847815","0;17034852847","0;99933274","FALSE"
"89d232aa321289c94157ba869b4d00f3","89d232aa321289c94157ba869b4d00f3"," 0;0631033616","0;29285998"," 0;2154728090","0;82939870945","0;99933274","FALSE"
"af0c31bb25bbade0e80523e94a666e20","af0c31bb25bbade0e80523e94a666e20"," 0;2272843637","0;35840672"," 0;6341520766","0;52598157955","0;99933274","FALSE"
"0bf3fb03264047d40b5c114ab31f6315","0bf3fb03264047d40b5c114ab31f6315"," 0;2016491013","0;40814096"," 0;4940672996","0;62125865104","0;99933274","FALSE"
"bac14d7e5ca54f18dc57fd0c02d31f82","bac14d7e5ca54f18dc57fd0c02d31f82"," 0;0882292319","0;23880191"," 0;3694661924","0;71178026791","0;99933274","FALSE"
"ec9102208daddb9e6e9bab695a524334","ec9102208daddb9e6e9bab695a524334"," 0;2808532129","0;32084275"," 0;8753609366","0;38137754753","0;99933274","FALSE"
"72344355815d4558fc417318ea5610ca","72344355815d4558fc417318ea5610ca"," 0;8767475641","0;34230905"," 2;5612748480","0;01042888148","0;47309453","FALSE"
"e3b56b6cee44990ab2c539b310229350","e3b56b6cee44990ab2c539b310229350","-0;2988310757","0;40739299","-0;7335204097","0;46324108434","0;99933274","FALSE"
"6e5a13a2161eb36d5ac58b66d441a04d","6e5a13a2161eb36d5ac58b66d441a04d","-0;1062927008","0;28331236","-0;3751784847","0;70752773022","0;99933274","FALSE"
"1465d05c7bcf1849f7f2de3b6c3d7675","1465d05c7bcf1849f7f2de3b6c3d7675"," 0;0125229680","0;32469597"," 0;0385682884","0;96923458566","0;99933274","FALSE"
