"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"20cdc033dfdafa8718837b1fe0dcd48d","20cdc033dfdafa8718837b1fe0dcd48d"," 0;1798661261","0;33081459"," 0;5437067593","0;58664328032","0;99933274","FALSE"
"bfe833b06045bf94524c0d5a54c384e7","bfe833b06045bf94524c0d5a54c384e7","-0;3967116293","0;32318123","-1;2275206236","0;21962697523","0;99933274","FALSE"
"c1652123fa03275f18ba5607eac2be9f","c1652123fa03275f18ba5607eac2be9f"," 0;8506940423","0;38630023"," 2;2021577698","0;02765416593","0;71032786","FALSE"
"fab4b51d61b20f9cf27255bda2a97553","fab4b51d61b20f9cf27255bda2a97553"," 0;0473202593","0;29617299"," 0;1597723669","0;87306039240","0;99933274","FALSE"
"224ed599f551c8d487608c9db2f6f2ec","224ed599f551c8d487608c9db2f6f2ec"," 0;0412372251","0;37859553"," 0;1089215849","0;91326468620","0;99933274","FALSE"
"2e410795f1a280e699c09898f1b092a2","2e410795f1a280e699c09898f1b092a2","-0;5685343072","0;47687240","-1;1922147372","0;23317705634","0;99933274","FALSE"
"aef3a08f22142f4351950bcd34f1c886","aef3a08f22142f4351950bcd34f1c886","-0;4271048016","0;39376523","-1;0846686426","0;27806844094","0;99933274","FALSE"
"d773d87f3a2a6bdf452daeccc82e0cdd","d773d87f3a2a6bdf452daeccc82e0cdd"," 0;0982358071","0;42596578"," 0;2306190110","0;81761079702","0;99933274","FALSE"
"4aa85692ad14f033986797bbbae22581","4aa85692ad14f033986797bbbae22581"," 0;0725350403","0;36134990"," 0;2007335262","0;84090694316","0;99933274","FALSE"
"32cb5c6d68d8e5c4f474fca4b17ac07c","32cb5c6d68d8e5c4f474fca4b17ac07c","-0;3060500520","0;32106407","-0;9532366809","0;34047016518","0;99933274","FALSE"
"6f08680eaf16f39cc0305ea8450ef620","6f08680eaf16f39cc0305ea8450ef620","-0;2269254850","0;26415457","-0;8590632601","0;39030561572","0;99933274","FALSE"
"fbeb93167393066f8db924ccd37cb6e4","fbeb93167393066f8db924ccd37cb6e4"," 0;1124577434","0;34073524"," 0;3300443546","0;74136644798","0;99933274","FALSE"
"9401bf1d701c62fefa67cacbd087ea59","9401bf1d701c62fefa67cacbd087ea59","-0;1559134298","0;29208963","-0;5337862545","0;59348942479","0;99933274","FALSE"
"960f10601f0640eab69bbab9d43fcd09","960f10601f0640eab69bbab9d43fcd09","-0;0282991631","0;22330511","-0;1267286842","0;89915514218","0;99933274","FALSE"
"a4d51b92e8dd82551df70ef8e9e07ea4","a4d51b92e8dd82551df70ef8e9e07ea4"," 0;1547066354","0;25493262"," 0;6068530474","0;54394844010","0;99933274","FALSE"
"4dfe8b493493e5e9a18a4c3b44653a71","4dfe8b493493e5e9a18a4c3b44653a71","-0;0877134288","0;20765578","-0;4223982019","0;67273439015","0;99933274","FALSE"
"73bf2dfcf95177fec3da436a9817f1e3","73bf2dfcf95177fec3da436a9817f1e3"," 0;2189317429","0;31918630"," 0;6859058215","0;49277249891","0;99933274","FALSE"
"2b624be088e080309532f57b33da2ba0","2b624be088e080309532f57b33da2ba0","-0;0954418687","0;24691503","-0;3865373042","0;69909878048","0;99933274","FALSE"
"5cf31759b487a26e084333ba08da146d","5cf31759b487a26e084333ba08da146d","-0;0159544486","0;25338951","-0;0629641254","0;94979507138","0;99933274","FALSE"
"f922fe24bda317b6b3e05a2c4b4118d3","f922fe24bda317b6b3e05a2c4b4118d3","-0;9613378808","0;45423608","-2;1163838088","0;03431217799","0;78454900","FALSE"
"adb4e9587818ec4d869c6cb3f3a54ac4","adb4e9587818ec4d869c6cb3f3a54ac4","-0;6478327134","0;50041279","-1;2945966379","0;19545941280","0;99933274","FALSE"
"f7fee7197c9aba76b8cd3415e6060353","f7fee7197c9aba76b8cd3415e6060353"," 0;1221460506","0;37861278"," 0;3226147068","0;74698705441","0;99933274","FALSE"
"2da3895439e468e072a9590196c5232c","2da3895439e468e072a9590196c5232c"," 0;3451717848","0;27811924"," 1;2410927739","0;21457147870","0;99933274","FALSE"
"09dfa3f16a610b2816449743821233d7","09dfa3f16a610b2816449743821233d7"," 0;8079663882","0;23039889"," 3;5068154466","0;00045350356","0;08895830","FALSE"
"b2ad581006e6dedf99a491917aa6c9c8","b2ad581006e6dedf99a491917aa6c9c8"," 0;0924857539","0;23199317"," 0;3986572186","0;69014579471","0;99933274","FALSE"
"5739e46ea96d6952d229538657393906","5739e46ea96d6952d229538657393906","-0;0300147557","0;21436973","-0;1400139630","0;88864895815","0;99933274","FALSE"
"3b83fe967c2f7d5c1f333b0048c912f0","3b83fe967c2f7d5c1f333b0048c912f0"," 0;0756823175","0;42026235"," 0;1800835050","0;85708701197","0;99933274","FALSE"
"2d96d421f0f94876823c71ef8657eda5","2d96d421f0f94876823c71ef8657eda5"," 0;0569925037","0;32181931"," 0;1770947278","0;85943398310","0;99933274","FALSE"
"55b7bfa860745ab98dbd841b32a87d78","55b7bfa860745ab98dbd841b32a87d78"," 0;4208722322","0;41057704"," 1;0250749259","0;30532783560","0;99933274","FALSE"
"594a28c28db336a2c207a6764fe6b539","594a28c28db336a2c207a6764fe6b539"," 0;0113055426","0;37405085"," 0;0302246140","0;97588791839","0;99933274","FALSE"
"86eb7a66afa09254d4e833ff3f0c43c8","86eb7a66afa09254d4e833ff3f0c43c8","-0;0617369422","0;42108324","-0;1466145804","0;88343624456","0;99933274","FALSE"
"3345bd2bf165d2b5809f564b356a3e4e","3345bd2bf165d2b5809f564b356a3e4e"," 0;1707607996","0;23693306"," 0;7207132665","0;47108594835","0;99933274","FALSE"
"216bc16a1016a6c9d97bd619c427352a","216bc16a1016a6c9d97bd619c427352a"," 0;0308481593","0;28615092"," 0;1078038103","0;91415132033","0;99933274","FALSE"
"3b316ee384e936c0bfee0dfb7d4b41f2","3b316ee384e936c0bfee0dfb7d4b41f2"," 0;1757904879","0;29490781"," 0;5960862447","0;55111761286","0;99933274","FALSE"
"8ed7eec9c543d7b2fba3dd627585e1fd","8ed7eec9c543d7b2fba3dd627585e1fd","-0;4685542724","0;30272560","-1;5477854422","0;12167396261","0;99933274","FALSE"
"00c30f0b77058958057353b36eae3b17","00c30f0b77058958057353b36eae3b17","-0;0114083680","0;38382669","-0;0297227059","0;97628820321","0;99933274","FALSE"
"59786243d46a65a275eebd80d6b3c4c0","59786243d46a65a275eebd80d6b3c4c0","-0;3373481773","0;45552545","-0;7405693323","0;45895460845","0;99933274","FALSE"
"bba457babff8756b57007a1f562e9c3b","bba457babff8756b57007a1f562e9c3b"," 0;9589945691","0;50259324"," 1;9080928659","0;05637921462","0;91998836","FALSE"
"0bc5794ddd464b4c41c46375e8c4290b","0bc5794ddd464b4c41c46375e8c4290b"," 0;0838966718","0;33494762"," 0;2504769939","0;80221849396","0;99933274","FALSE"
"dc93d04c6c5dc4296e51be922d694139","dc93d04c6c5dc4296e51be922d694139","-0;5570553631","0;28176117","-1;9770480303","0;04803620133","0;89221658","FALSE"
"ab57e08e91af747df7c8a4a391e39fd5","ab57e08e91af747df7c8a4a391e39fd5","-0;1295721650","0;38938982","-0;3327569423","0;73931776278","0;99933274","FALSE"
"6b7c6bf7b10509177a47e234a2f742d5","6b7c6bf7b10509177a47e234a2f742d5"," 0;7432898017","0;41865663"," 1;7754162957","0;07582917528","0;99933274","FALSE"
"af36232a85eb08d22c146789a9233cec","af36232a85eb08d22c146789a9233cec","-0;2308433792","0;28961732","-0;7970634389","0;42541418865","0;99933274","FALSE"
"76ecbc0b21234c20a8501c72c6252c17","76ecbc0b21234c20a8501c72c6252c17","-0;2661911195","0;30542326","-0;8715482793","0;38345485673","0;99933274","FALSE"
"3599b299a26968966d8a1d0a2cbcde07","3599b299a26968966d8a1d0a2cbcde07","-0;3356398138","0;36563302","-0;9179690916","0;35863504767","0;99933274","FALSE"
"7d01f1def806199b432bd6647e531dd1","7d01f1def806199b432bd6647e531dd1"," 0;1452609130","0;29748416"," 0;4882979752","0;62533879549","0;99933274","FALSE"
"60f84dbd36b60a4aea1173bac14c1bec","60f84dbd36b60a4aea1173bac14c1bec","-0;3844418108","0;28752583","-1;3370687701","0;18120019005","0;99933274","FALSE"
"78596ea028ae138f6fe45031fbec9a0e","78596ea028ae138f6fe45031fbec9a0e","-0;1557147875","0;14067862","-1;1068830839","0;26834448050","0;99933274","FALSE"
"4d8153df9a357e3523769ccd12f7d36b","4d8153df9a357e3523769ccd12f7d36b"," 0;3207818872","0;15776514"," 2;0332874718","0;04202348816","0;84660292","FALSE"
"44a421cd2b317025b5d4385141b3d506","44a421cd2b317025b5d4385141b3d506","-0;1660977095","0;31041281","-0;5350865155","0;59259003389","0;99933274","FALSE"
"5937b7db549857e4e671b24ceba5eb93","5937b7db549857e4e671b24ceba5eb93"," 0;0841365822","0;18773229"," 0;4481732156","0;65402819148","0;99933274","FALSE"
"8dd044c3bee77a170a7984008cebb5a5","8dd044c3bee77a170a7984008cebb5a5","-0;6000694552","0;40206607","-1;4924648014","0;13557733807","0;99933274","FALSE"
"e3e79796db471d7ab73b14d839abcb6d","e3e79796db471d7ab73b14d839abcb6d"," 0;2285917065","0;36013073"," 0;6347464688","0;52559378141","0;99933274","FALSE"
"26b45efe150a6dc91c195c2bcd304a79","26b45efe150a6dc91c195c2bcd304a79","-0;4266079150","0;43222863","-0;9869959718","0;32364461336","0;99933274","FALSE"
"f1e117170e82cc1bcbe7f60ea640219f","f1e117170e82cc1bcbe7f60ea640219f"," 0;0731258193","0;16905350"," 0;4325602211","0;66533429350","0;99933274","FALSE"
"9c83a90af73af760277f5f3e83180b9b","9c83a90af73af760277f5f3e83180b9b"," 0;3331588834","0;27872440"," 1;1952986132","0;23197038143","0;99933274","FALSE"
"a12865e6d4425a546f1dbf7d536eb6d8","a12865e6d4425a546f1dbf7d536eb6d8","-0;1695430528","0;45197745","-0;3751139651","0;70757571148","0;99933274","FALSE"
"8f4b81696d1370a83ec73e5ae4989b2f","8f4b81696d1370a83ec73e5ae4989b2f"," 0;1297103413","0;43845194"," 0;2958370779","0;76735450562","0;99933274","FALSE"
"736b4971425f4903f92067663de211d3","736b4971425f4903f92067663de211d3"," 0;1343844126","0;32343168"," 0;4154955109","0;67777920074","0;99933274","FALSE"
"d44ddfccea63d10305bd1f1ae91fadd4","d44ddfccea63d10305bd1f1ae91fadd4"," 0;0269355298","0;36948374"," 0;0729004464","0;94188533872","0;99933274","FALSE"
"c08f451b1153cc7efb20ae681dc6ec62","c08f451b1153cc7efb20ae681dc6ec62","-0;3075066605","0;39303951","-0;7823810424","0;43399067164","0;99933274","FALSE"
"e9c0ace77e31edbcd726e2bd1eb49d2c","e9c0ace77e31edbcd726e2bd1eb49d2c"," 0;2418318865","0;35210464"," 0;6868182373","0;49219727583","0;99933274","FALSE"
"e84b828b9d7275832b0f4de783913b44","e84b828b9d7275832b0f4de783913b44","-0;4681075977","0;27822833","-1;6824584154","0;09247998216","0;99933274","FALSE"
"cf76c6a0e615cd2664a5d3d27391e6ce","cf76c6a0e615cd2664a5d3d27391e6ce","-0;1870859037","0;32335044","-0;5785855800","0;56286883697","0;99933274","FALSE"
"754a738aeee8ee53014d8f3c2ab9325b","754a738aeee8ee53014d8f3c2ab9325b","-0;5288689778","0;36480718","-1;4497219407","0;14713607478","0;99933274","FALSE"
"b45db95c25c2c4e3f8477655cfead658","b45db95c25c2c4e3f8477655cfead658"," 0;3113619408","0;14574447"," 2;1363550474","0;03265048516","0;76945595","FALSE"
"5b0d291f3f6d118ffeb2809860d7ea99","5b0d291f3f6d118ffeb2809860d7ea99"," 0;7355601277","0;34727622"," 2;1180837968","0;03416797153","0;78454900","FALSE"
"5a77806568cacec1131c77fa2b8d043c","5a77806568cacec1131c77fa2b8d043c"," 0;3820187420","0;29880635"," 1;2784826731","0;20107929032","0;99933274","FALSE"
"8359ced8347ef48636548cc9f2228500","8359ced8347ef48636548cc9f2228500","-0;1106730160","0;28180722","-0;3927259796","0;69452188027","0;99933274","FALSE"
"dd57f506304bf6ce2cccc4599c710760","dd57f506304bf6ce2cccc4599c710760","-0;1321448800","0;35683102","-0;3703290164","0;71113735633","0;99933274","FALSE"
"4129720fa7f2f16ce2a7ed1deef980aa","4129720fa7f2f16ce2a7ed1deef980aa","-0;0249228374","0;34079286","-0;0731319229","0;94170113890","0;99933274","FALSE"
"533bda351ed83f442fe26896a16db902","533bda351ed83f442fe26896a16db902"," 0;2143856750","0;44139243"," 0;4857031083","0;62717767956","0;99933274","FALSE"
"edb9dd1e5d5643d9c8daf6ea59ff97fb","edb9dd1e5d5643d9c8daf6ea59ff97fb"," 0;4333772473","0;40802489"," 1;0621343531","0;28817469663","0;99933274","FALSE"
"d68415bc11e6bb81a7fd018776f32271","d68415bc11e6bb81a7fd018776f32271"," 0;4049377128","0;31939294"," 1;2678355324","0;20485669017","0;99933274","FALSE"
"3de21db83c726a68ac6d80b6d889c830","3de21db83c726a68ac6d80b6d889c830","-0;2658059597","0;19830593","-1;3403832941","0;18012076415","0;99933274","FALSE"
"d269a6b76f323043c5b6c3a2ab38bb60","d269a6b76f323043c5b6c3a2ab38bb60"," 0;2069626837","0;24380684"," 0;8488797175","0;39594822597","0;99933274","FALSE"
"eefd62544e4e1de04197db3b1b1bb168","eefd62544e4e1de04197db3b1b1bb168","-0;2567620284","0;46621035","-0;5507428705","0;58180995192","0;99933274","FALSE"
"e9642769a98c0cf8cb07e76658a45258","e9642769a98c0cf8cb07e76658a45258"," 0;2663978781","0;28569961"," 0;9324404563","0;35110894525","0;99933274","FALSE"
"dab9c11ef0b796b2f588afbea4c52d41","dab9c11ef0b796b2f588afbea4c52d41","-0;2564514935","0;45204874","-0;5673093875","0;57050400022","0;99933274","FALSE"
"b509dc25c08334db004e1df933402728","b509dc25c08334db004e1df933402728","-0;2459944208","0;33076180","-0;7437207797","0;45704541543","0;99933274","FALSE"
"caba94981ba488066236e9060bf3cb39","caba94981ba488066236e9060bf3cb39","-0;2483171247","0;30670307","-0;8096336568","0;41815075827","0;99933274","FALSE"
"d9f186360b4c0929084f906697b3c638","d9f186360b4c0929084f906697b3c638"," 0;1213459950","0;24359798"," 0;4981403952","0;61838509037","0;99933274","FALSE"
"e2acb94317db957cde0b682454c927d5","e2acb94317db957cde0b682454c927d5","-0;3413632527","0;38447209","-0;8878752546","0;37460785685","0;99933274","FALSE"
"9db3c195c70942f027c05cdadba4b1a5","9db3c195c70942f027c05cdadba4b1a5","-0;2080324229","0;29260999","-0;7109546125","0;47711236201","0;99933274","FALSE"
"8de358e2d1fd42b61143d6eed839d2d8","8de358e2d1fd42b61143d6eed839d2d8"," 0;4002236584","0;25022945"," 1;5994266978","0;10972582406","0;99933274","FALSE"
"a397d048ebae3f4f37623e84c65db116","a397d048ebae3f4f37623e84c65db116","-0;2047757696","0;28576136","-0;7165971322","0;47362271454","0;99933274","FALSE"
"32b1b755456fc8df90721e6a866c8a99","32b1b755456fc8df90721e6a866c8a99"," 0;1935136274","0;29612108"," 0;6534949296","0;51343725718","0;99933274","FALSE"
"d4342ac6800e8a3bb3d2c75242b2f02d","d4342ac6800e8a3bb3d2c75242b2f02d"," 0;1191967008","0;35975729"," 0;3313253273","0;74039876227","0;99933274","FALSE"
"a88bf049bf3ca86afe53f563685c0f25","a88bf049bf3ca86afe53f563685c0f25","-0;5274612329","0;44014296","-1;1983861579","0;23076671872","0;99933274","FALSE"
"1d0d5d912f512dff73cdc59d5fbe439a","1d0d5d912f512dff73cdc59d5fbe439a"," 0;0685165322","0;29594115"," 0;2315207978","0;81691023001","0;99933274","FALSE"
"3352517f6bfa47a7e045529f25be1e21","3352517f6bfa47a7e045529f25be1e21"," 0;3187825651","0;36515559"," 0;8730047507","0;38266048831","0;99933274","FALSE"
"b9299cda54af0f2644ed24b674ec1c3b","b9299cda54af0f2644ed24b674ec1c3b"," 0;3212101250","0;42726137"," 0;7517883671","0;45217833878","0;99933274","FALSE"
"17a344002755d0a2adfbdfa7b4c5ce5d","17a344002755d0a2adfbdfa7b4c5ce5d"," 0;3290727923","0;26262895"," 1;2529951371","0;21020747644","0;99933274","FALSE"
"7e6b92fa6d5f0cfcffa9148fd0f24bd9","7e6b92fa6d5f0cfcffa9148fd0f24bd9"," 0;1114874637","0;33715215"," 0;3306740421","0;74089071166","0;99933274","FALSE"
"e2fce5f65d533486717e842a86938c55","e2fce5f65d533486717e842a86938c55","-0;1088291206","0;34619490","-0;3143579513","0;75324918854","0;99933274","FALSE"
"0b3e0aa4b41d3d90fd6f5201084fce08","0b3e0aa4b41d3d90fd6f5201084fce08"," 0;0322400454","0;23815315"," 0;1353752647","0;89231517997","0;99933274","FALSE"
"777c90a865e5efd9a8918dbe00a72a7a","777c90a865e5efd9a8918dbe00a72a7a"," 0;2167867743","0;25187705"," 0;8606849026","0;38941161038","0;99933274","FALSE"
"00302fa1f841da5a81ad09be76ca7c3f","00302fa1f841da5a81ad09be76ca7c3f","-0;0828670477","0;35733058","-0;2319058386","0;81661114961","0;99933274","FALSE"
"c7d1b051f152a6316582e250917e881d","c7d1b051f152a6316582e250917e881d","-0;0249101059","0;26648530","-0;0934764722","0;92552504029","0;99933274","FALSE"
"689697e69ccf8576e97a5dadc7228a55","689697e69ccf8576e97a5dadc7228a55","-0;2626268435","0;35833035","-0;7329182173","0;46360831136","0;99933274","FALSE"
"08da20204f464ca4fafa98ee9f1873d4","08da20204f464ca4fafa98ee9f1873d4"," 0;2992159199","0;57207857"," 0;5230329136","0;60095134902","0;99933274","FALSE"
"9fda26eccc626f9ebf43d031dea3a997","9fda26eccc626f9ebf43d031dea3a997"," 0;0956801524","0;39243718"," 0;2438101090","0;80737789068","0;99933274","FALSE"
"ba6754c254130bcee19a90a19eebc6fe","ba6754c254130bcee19a90a19eebc6fe","-0;1832050606","0;33706003","-0;5435383803","0;58675917288","0;99933274","FALSE"
"e1d15e9c994e29b99dc3ed54b7bb9a82","e1d15e9c994e29b99dc3ed54b7bb9a82","-0;0188937200","0;32594255","-0;0579664112","0;95377538350","0;99933274","FALSE"
"08bf8db35650acea93b4a92bd7a804a3","08bf8db35650acea93b4a92bd7a804a3","-0;1686678146","0;54210522","-0;3111348263","0;75569812657","0;99933274","FALSE"
"967cc9ec36d63ae72d0ed07f2ffb6782","967cc9ec36d63ae72d0ed07f2ffb6782"," 0;3204428626","0;36055510"," 0;8887486570","0;37413817481","0;99933274","FALSE"
"5e3e36ea7f5dedf2b65efcbc9ac4a063","5e3e36ea7f5dedf2b65efcbc9ac4a063"," 0;0132419955","0;33411841"," 0;0396326420","0;96838600333","0;99933274","FALSE"
"0405df6e8d3677c85bf097dc556ae744","0405df6e8d3677c85bf097dc556ae744","-0;1198256576","0;30575997","-0;3918945252","0;69513614838","0;99933274","FALSE"
"b9ddfe04022886ff82df033672f329f9","b9ddfe04022886ff82df033672f329f9","-0;0039202891","0;32626776","-0;0120155577","0;99041320268","0;99933274","FALSE"
"90fc7b5e2ab975d8d639430e12aaec4a","90fc7b5e2ab975d8d639430e12aaec4a","-0;1124382717","0;07235805","-1;5539152615","0;12020463086","0;99933274","FALSE"
"f6d2852496c5662c70833a780e481ce9","f6d2852496c5662c70833a780e481ce9","-0;2016157656","0;35236374","-0;5721807996","0;56719949385","0;99933274","FALSE"
"feebddf6198a76a6fb49a82a2641ce5d","feebddf6198a76a6fb49a82a2641ce5d","-0;5778163015","0;35826021","-1;6128397474","0;10677932824","0;99933274","FALSE"
"e2a9771b1677490a70654662fcb952cf","e2a9771b1677490a70654662fcb952cf","-0;0316169102","0;20517773","-0;1540952312","0;87753464830","0;99933274","FALSE"
"1a0d702d59054ecdb4b15f68a284c7cb","1a0d702d59054ecdb4b15f68a284c7cb"," 0;3316761683","0;45269746"," 0;7326662925","0;46376198743","0;99933274","FALSE"
"7a1a8d4a8d9e0809f2187687a6aa1ddf","7a1a8d4a8d9e0809f2187687a6aa1ddf"," 0;1374341720","0;30917493"," 0;4445191283","0;65666730238","0;99933274","FALSE"
"e7a4c32ecadd95d57b69b3c47f983c1c","e7a4c32ecadd95d57b69b3c47f983c1c","-0;3191544790","0;25185047","-1;2672379725","0;20507021191","0;99933274","FALSE"
"564a82da0c42193a5e42a4967d126d19","564a82da0c42193a5e42a4967d126d19"," 0;1903337447","0;34122858"," 0;5577895749","0;57698808233","0;99933274","FALSE"
"21a88c60d51d65970fbc22d019887afb","21a88c60d51d65970fbc22d019887afb"," 0;0157685273","0;30185076"," 0;0522394814","0;95833787424","0;99933274","FALSE"
"ed18b05b5479001825c5329109eb2011","ed18b05b5479001825c5329109eb2011","-0;0861237405","0;21516124","-0;4002753485","0;68895372265","0;99933274","FALSE"
"c76f83f576500eb855ee771b126df854","c76f83f576500eb855ee771b126df854","-0;3821165548","0;26526314","-1;4405188579","0;14972065866","0;99933274","FALSE"
"472b18467248aec1df8f0672312d623e","472b18467248aec1df8f0672312d623e","-0;0312776546","0;32669824","-0;0957386703","0;92372812746","0;99933274","FALSE"
"d1574108de6f378cc640c10dd5ede815","d1574108de6f378cc640c10dd5ede815"," 0;1671567250","0;33292217"," 0;5020894908","0;61560457229","0;99933274","FALSE"
"8e8a46f38f5ba195788d98faba0a844c","8e8a46f38f5ba195788d98faba0a844c"," 0;2261543273","0;26806669"," 0;8436494963","0;39886529690","0;99933274","FALSE"
"ae390f6e486b7a624d5aa147ff3037c4","ae390f6e486b7a624d5aa147ff3037c4","-0;3407330560","0;28069160","-1;2139054442","0;22478383373","0;99933274","FALSE"
"447144dc891451a450eb44e3fe34beb1","447144dc891451a450eb44e3fe34beb1"," 0;2741635510","0;21241558"," 1;2906941904","0;19680973996","0;99933274","FALSE"
"77cafc9ce1f58993b25d87e876af13df","77cafc9ce1f58993b25d87e876af13df","-0;4679499323","0;29762449","-1;5722830132","0;11588493075","0;99933274","FALSE"
"e309002f48f2079cb08c8dbca2b1081a","e309002f48f2079cb08c8dbca2b1081a","-0;1430757926","0;38124817","-0;3752825717","0;70745032632","0;99933274","FALSE"
"384096948b5774e516e7e10042eb907c","384096948b5774e516e7e10042eb907c"," 0;0029535350","0;40401830"," 0;0073103990","0;99416719744","0;99962037","FALSE"
"241cc2c9930d72dedda97fbca4788c20","241cc2c9930d72dedda97fbca4788c20","-0;2236545073","0;30603495","-0;7308136226","0;46489300160","0;99933274","FALSE"
"5caea827792cdf6aabe2c21be44f3b05","5caea827792cdf6aabe2c21be44f3b05","-0;3671717134","0;29080492","-1;2626048910","0;20673120928","0;99933274","FALSE"
"9940912d8ef0545809940e534c6cba7f","9940912d8ef0545809940e534c6cba7f","-0;3224826140","0;32797021","-0;9832680090","0;32547555068","0;99933274","FALSE"
"003125fbbb99d118c37e694c70f19297","003125fbbb99d118c37e694c70f19297","-0;1886954207","0;28026861","-0;6732663341","0;50077786668","0;99933274","FALSE"
"2b501362628ace91f3a5dfe4a94fe716","2b501362628ace91f3a5dfe4a94fe716","-0;0056428978","0;24514876","-0;0230182598","0;98163570759","0;99933274","FALSE"
"275fffc814ea6140cd3e54f1f2869e72","275fffc814ea6140cd3e54f1f2869e72"," 0;0066518566","0;25767651"," 0;0258147577","0;97940509085","0;99933274","FALSE"
"a88d59aa3e840983919624120d96f041","a88d59aa3e840983919624120d96f041","-0;0632428891","0;32557546","-0;1942495588","0;84598047948","0;99933274","FALSE"
"12741fa3609e8e8cbbe4f0399e538793","12741fa3609e8e8cbbe4f0399e538793","-0;3146242236","0;48279034","-0;6516787879","0;51460840938","0;99933274","FALSE"
"2ce4d566eae8d5eed7df4e8c7e59db47","2ce4d566eae8d5eed7df4e8c7e59db47","-0;3531304456","0;36992457","-0;9546012191","0;33977940044","0;99933274","FALSE"
"604e106cb385119472bfd59f88b3fcd8","604e106cb385119472bfd59f88b3fcd8"," 0;0184425470","0;21321568"," 0;0864971410","0;93107122873","0;99933274","FALSE"
"db971a2ee9551fc662114bc0af8dbd35","db971a2ee9551fc662114bc0af8dbd35","-0;1037121864","0;22356292","-0;4639060189","0;64271508033","0;99933274","FALSE"
"8287cb654d570010517a5e43e9bda7f4","8287cb654d570010517a5e43e9bda7f4","-0;5897948234","0;23918151","-2;4658880041","0;01366740606","0;51228523","FALSE"
"5c6ea2a35462f3465b7a43347b075bb1","5c6ea2a35462f3465b7a43347b075bb1","-0;1525007745","0;28368414","-0;5375724422","0;59087225984","0;99933274","FALSE"
"65e745a07bfc5f8a542a0032767f136c","65e745a07bfc5f8a542a0032767f136c"," 0;0859051982","0;33305927"," 0;2579276599","0;79646273738","0;99933274","FALSE"
"c6da8771babaf77a50401308f7bb0f60","c6da8771babaf77a50401308f7bb0f60","-0;1991360857","0;34514352","-0;5769660205","0;56396240997","0;99933274","FALSE"
"5d623871e5a0cfbb8bba21962d74305f","5d623871e5a0cfbb8bba21962d74305f"," 0;0280792943","0;38294722"," 0;0733241883","0;94154814399","0;99933274","FALSE"
"2fc0ed839b0c3b771fe51b4aec0b4b14","2fc0ed839b0c3b771fe51b4aec0b4b14"," 0;1608663826","0;16070053"," 1;0010320690","0;31681130466","0;99933274","FALSE"
"ca0ae60788cbee0742d0f7c25461aa85","ca0ae60788cbee0742d0f7c25461aa85"," 0;0311620598","0;29150141"," 0;1069019166","0;91486679272","0;99933274","FALSE"
"e1fcbb011d6b891631d109536f3aaa4b","e1fcbb011d6b891631d109536f3aaa4b"," 0;5977255889","0;23243820"," 2;5715462634","0;01012454871","0;47167741","FALSE"
"a94cc4bb460d82db0a44beca52cdf302","a94cc4bb460d82db0a44beca52cdf302","-0;2004782500","0;23125543","-0;8669126039","0;38598989710","0;99933274","FALSE"
"917f430f3e5287364bb26f11e9e28af4","917f430f3e5287364bb26f11e9e28af4"," 0;1036135797","0;39747473"," 0;2606796678","0;79433954686","0;99933274","FALSE"
"ee0e7b5985b43cf83f339464f97bc65a","ee0e7b5985b43cf83f339464f97bc65a"," 0;0405774250","0;42058845"," 0;0964777445","0;92314114874","0;99933274","FALSE"
"37a2539e3eb420519d6417974cc125e1","37a2539e3eb420519d6417974cc125e1","-0;2282812507","0;49208409","-0;4639069896","0;64271438487","0;99933274","FALSE"
"e76ccd321e94f6336d90382915d996a6","e76ccd321e94f6336d90382915d996a6","-0;3737241554","0;38077995","-0;9814701599","0;32636094262","0;99933274","FALSE"
"2cdeee0129b13fbc87459ff9e4ad300a","2cdeee0129b13fbc87459ff9e4ad300a"," 0;2944912696","0;36947190"," 0;7970599927","0;42541619002","0;99933274","FALSE"
"7e8259d6ee850491e449ac2819c6460f","7e8259d6ee850491e449ac2819c6460f","-0;0213512280","0;29317919","-0;0728265476","0;94194414514","0;99933274","FALSE"
"fe1c9195d0ab462d6a0e730e91455900","fe1c9195d0ab462d6a0e730e91455900","-0;1419115447","0;26534769","-0;5348135734","0;59277877616","0;99933274","FALSE"
"c6866b0aea7e86c6687e90ff8ebc6804","c6866b0aea7e86c6687e90ff8ebc6804"," 0;1973836498","0;28567372"," 0;6909408747","0;48960269789","0;99933274","FALSE"
"45f8a87d2a82a976e5407b85da7bf34d","45f8a87d2a82a976e5407b85da7bf34d","-0;1441329438","0;31599536","-0;4561236042","0;64830109734","0;99933274","FALSE"
"c50d5ec7a3eba8976955fde2cda618f7","c50d5ec7a3eba8976955fde2cda618f7","-0;1359096063","0;20151349","-0;6744441997","0;50002895022","0;99933274","FALSE"
"7c6b1480e277e8a0ac168e22033d252c","7c6b1480e277e8a0ac168e22033d252c"," 0;0464939326","0;39346463"," 0;1181654695","0;90593654956","0;99933274","FALSE"
"f6275d4ab9b65eb63adf1d242bb70651","f6275d4ab9b65eb63adf1d242bb70651"," 0;4744646983","0;33366937"," 1;4219606064","0;15503768732","0;99933274","FALSE"
