"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"d8e377a468c170625fd2e89d562f94ef",0;792170501081875,-0;278989544146733,0;306466986928598,-0;865385610541233,0;386827176185752,0;999863537933897
"3a4e076293ff3460e2e071ea8f5b8f8c",3;74654126460001,-0;225171068162105,0;415704370132502,-0;546435620052137,0;584766530728278,0;999863537933897
"f26325909c734ce6bceeb44ae0b3c90c",1;44531424474833,-0;449039774769735,0;445492701000254,-1;00898092951632,0;312983780212899,0;999863537933897
"9910a9070f53c3986bc41e029619d837",0;851350547249778,0;0900343470305216,0;292441645671185,1;28057169372658,0;200344147721691,0;999863537933897
"1a8214fa075e963a52df20b30bfc9a43",6;1706542415114,-0;220405038489329,0;450174274118136,-0;490571372683336,0;623729638003343,0;999863537933897
"71b58154ecac410866ec29feacb401e7",6;34273763346245,0;0757414024107004,0;321402840545297,0;237390874737676,0;812353568337115,0;999863537933897
"a6b78a7dfc20d23390d3bbc6f807a493",19;0761723578376,0;382529930380141,0;450221346049484,0;854979511436715,0;392562490419404,0;999863537933897
"caf8d206716c723d98e9977bdd391c3b",8;99850698012529,0;0944578949338307,0;41538666891944,0;227854007629748,0;81975973879809,0;999863537933897
"f46ff277d9d1e84b178d0e0689a4c6c0",0;120642679402672,-0;099697856338435,0;259854797884358,-0;239090063240065,0;811035746752152,0;999863537933897
"deaa91c3bc17834eaf58517f4ed950d3",3;97230452243141,0;219463932606832,0;452631618201944,0;485012346361035,0;627667587628099,0;999863537933897
"97e0df1ac5678a7e183d57c4a90e9a4e",7;70899400698764,-0;156730822722302,0;43607022223386,-0;360337653436808,0;718594644512883,0;999863537933897
"b2d285280c09d072a7b8648517cb0050",15;4356869469751,0;43289930444728,0;456069320320126,0;953780800001875,0;34019461014467,0;999863537933897
"6f4ed10434868c71d72c7511884ccfc2",2;56043134760561,0;0378177303716558,0;402489885531934,0;0937803975342415,0;925283603550394,0;999863537933897
"5320722c257bb5b7e0bf3bd9c0d2cd53",11;8619595165958,0;184102525913965,0;415409444241473,0;442998232137132,0;657767013421397,0;999863537933897
"b7cdbf98d4bd76b6de5017151f88d558",0;243716661366388,-0;0248292287740784,0;258602794535636,-0;0975879183740855,0;922259518451977,0;999863537933897
"2384478f1232c3a9ff47132669d3c1b1",5;62819367143131,-0;157871857512657,0;450461628998494,-0;350595115019903,0;725892121852384,0;999863537933897
"5b9948e2ee7aa2a963d440330e67d00f",3;46662861332428,-0;22760130662604,0;272761095524303,-0;772779472879606,0;439652903718292,0;999863537933897
"c220ba00ef5be7470f45fdefda038534",8;95587234577565,0;315463992428424,0;455112296985519,0;69415218339529,0;487586775944585,0;999863537933897
"8c7d1532784116f50a1a30692e683143",24;8181020055644,0;0834783385899281,0;189730544588322,0;439974014341518,0;659955928055538,0;999863537933897
"5d5ce7a3409ffba705c46ca21f8db5db",2;39850037152014,-0;0802557532641563,0;403102535176736,-0;199237708849581,0;842076803282493,0;999863537933897
"14829bc7b0c418e78df2bd333dc11fe9",2;467601471824,-0;208943650299265,0;262077739777584,-0;917173923630548,0;3590515088792,0;999863537933897
"00c8d1c8dd9832a2e9bf9ae7a0a04473",3;27629723239705,-0;184193258786711,0;388868244235492,-0;478561673899968,0;632250489240464,0;999863537933897
"c502cbe383b4a0f1d738c08848847aef",1;7387092621477,-0;0414721798512744,0;356253058306175,-0;116028775157434,0;907629736531745,0;999863537933897
"368236f72938685b95150b1285c038ac",15;4889647320416,-0;0523970280039919,0;406908496840504,-0;128720778809731,0;897578593079303,0;999863537933897
"78eb181db9a3ff2aa9b6262725f30692",10;7507325741182,-0;166955776105465,0;446980236917079,-0;373972312224065,0;708424915682119,0;999863537933897
"b4b7f8881b36637712f164cf578e010f",2;34281200194013,-0;0791182291373992,0;421905631352229,-0;187792337132685,0;851039442982125,0;999863537933897
"d5b070978cc48332b1e7e7549d865c8c",1;27209807699248,-0;338535380324325,0;401342864906269,-0;871771025093866,0;383333304466494,0;999863537933897
"4e39516b22d6eef55f4ced2f5b2393c1",4;7564682085163,-0;126667057524393,0;395259428309346,-0;321691709074179,0;747686259457917,0;999863537933897
"983320583ab23c4f8e4561ef33848707",1;2063370444055,0;107782768742042,0;428683410201306,0;251715856437435,0;801260699893157,0;999863537933897
"3b0cca20a06e4ce9dca3ca2cbcf27f7f",0;157434420759051,0;0928466161746321,0;258598854787193,0;371128795469935,0;710541604479118,0;999863537933897
"62286f18457339002ebe4e2547d6209a",0;224257933309303,-0;115718676995934,0;258600955540569,-0;481139143131376,0;630417609742301,0;999863537933897
"152342c4932247b49d12836088a46bac",0;8298309269517,-0;190572656843779,0;312604085200717,-1;25588668096227,0;209157058203811,0;999863537933897
"0252ecb31d1ae6a0ddfa5cb734879bc9",6;4617452663641,0;543804978349753,0;427991434607425,1;27389053666604,0;202702212670923,0;999863537933897
"7ac2516b1c09d0f6f0fe040866b6b894",15;5306067724482,0;209005504059114,0;444837593679234,0;470160208648305,0;638240560701856,0;999863537933897
"60cc7f205cb18fd371f8a7c96cfa88e5",0;125947536607241,0;0394923843285975,0;259960097294795,0;293631774216017,0;76903929321421,0;999863537933897
"01b8c2a6b83647c069fb02c418e47465",0;0151150546960782,-0;00737812549327745,0;25859310399342,-0;0285317952386895,0;977238009412632,0;999863537933897
"eda4b25808dc22fc87311c7b71cf7213",5;71911070627381,-0;247838767104303,0;394806700668869,-0;638584668570759,0;523093157619549,0;999863537933897
"e607e573d3b270fae8b399170cefa793",17;9979827292587,0;148844007890757,0;3798454531124,0;391879277863841,0;69514741476347,0;999863537933897
"7872ad82ea1fc63cfcc4d9b46a99ee55",4;20400498663271,0;26273552090184,0;430320113971972,0;614686569638611,0;538761730966782,0;999863537933897
"e89d2ed570f4b08b2c30248c37c262d8",1;61451883519076,0;236797889887202,0;408751054412513,0;5833665663817,0;559646559791869,0;999863537933897
"e42fd068d4fb4848fcc42fc81deeaa6a",2;31514468835016,0;580054054314398,0;44469667640134,1;33100519953993,0;183187300073676,0;999863537933897
"6bcae85bdeb6f23af94853cee38af90a",0;280619294531285,0;00631559268710062,0;25892710602572,0;523362700698095,0;600721875427015,0;999863537933897
"ca4b1247cd991855a24ee0431b499ad6",2;28258085169159,-0;272599555595083,0;38254828409178,-0;733831499103368,0;463051440285099,0;999863537933897
"611b7f9cd5c4491a90a2089afbeb7620",7;69149508550061,-0;577120382052421,0;450807909095912,-1;28268660159859,0;199601895829992,0;999863537933897
"7e904736efa16257914f1bde1fb4fedc",1;43647938005036,-0;477605257744047,0;337608615733225,-1;62727178081461,0;103679388454504,0;999863537933897
"658b95690306493ae958fef79023578d",2;98749123043822,-0;0807092865475414,0;446612059901286,-0;180651448396746,0;856641170207701,0;999863537933897
"99452eac47759fa1f7f9fea99e0779f5",4;98987528479301,0;197053436816184,0;265598759793742,0;877135633255288,0;380412972228203,0;999863537933897
"bdb1d09cf26cd9de649f05a5fd6dcad1",0;0410552148609977,0;180835350112745,0;258742430259407,-0;0636248399055854,0;949268952426143,0;999863537933897
"a93d53a65433079a855d6415a148181d",1;87099702011056,1;03144327089612,0;455445908196982,2;29410361516368,0;021784547763264,0;999863537933897
"96397427daa0bf67b17d2a72a118b3bf",2;29653491046548,-0;15035534193284,0;422242850656276,-0;357442707135727,0;720760409895391,0;999863537933897
"949b96e29d9d3d67f866b455e9465d0c",11;2207816906773,0;147152685979149,0;437967273241186,0;336025273201213,0;73685180820524,0;999863537933897
"43523c649f012566f8de1ef63833b100",4;16062021419637,-0;0117963262004943,0;405227213845175,-0;0291389025928788,0;97675380917802,0;999863537933897
"4014f73af7c6f0ef61e737d1f41a1e47",3;8337322192138,0;0279944914446661,0;436403152820297,0;0642021308760283,0;948809280703793,0;999863537933897
"d5ca0077234ad25daef25438fde3664c",0,0,0,0,1,NA
"8bd2cd707254d825f4c2fe78db32588c",6;97921937623346,-0;281481367928222,0;453009977629699,-0;622399000084761,0;533679537771931,0;999863537933897
"7f99c5e52504f31ff61be2c2d5cdd3b7",2;09668575360036,-0;293056267431364,0;431983326594413,-0;683862531792278,0;494061975666236,0;999863537933897
"725894d04dc8c2581d10e64c53032ce2",1;41520763408927,0;100298741638527,0;370667166846623,0;272546842489558,0;785201578817925,0;999863537933897
"4fe7b5ef47d04596846ebe12ebf22ac2",21;1844073371151,-0;0120146094469447,0;436076186129383,-0;0275522187393032,0;978019291103943,0;999863537933897
"1be30b15f8ad5265c0c7effc07352145",32;8846501809483,-0;17189710007217,0;443846701035246,-0;387998268535811,0;698017314940555,0;999863537933897
"0b1c6513335076fb633530a3e04a8d43",4;01512233549494,-0;547464533303715,0;404507958174258,-1;35311067952151,0;176020274379432,0;999863537933897
"e53b7980ac22740d8a6b27f3d7a1f83e",7;07135349703698,-0;29536123041251,0;452344005368351,-0;653674642305844,0;513321443606927,0;999863537933897
"9cad35b41f6fb10fe2fc4c84ae16458d",0;867563791059158,0;0952460538201381,0;323366526264792,0;293966811152174,0;768783264292424,0;999863537933897
"7375b1e645006708b5ca046524601149",1;10082928390359,-0;230786390831272,0;325740291458267,-0;726399871738965,0;467593669811905,0;999863537933897
"99afe9dea6c99dee450e431fbe35b1c3",12;5894169569548,-0;466745748983423,0;426449255852684,-1;1252996806763,0;260462065006982,0;999863537933897
"c82d60810957da740c2a493876c62602",18;8097732984895,-0;157195653072215,0;454576303748247,-0;346035512973126,0;729316025975617,0;999863537933897
"107bf055b5638044cfe40e41e7bf8e21",0;319481587256586,-0;0891822989098917,0;344858841881407,0;574891645462716,0;565364580525147,0;999863537933897
"072910e17990acd1b3360d822f310972",2;34141602260186,0;0157707869066479,0;366360183840725,0;0431423884924578,0;965588029606637,0;999863537933897
"7542e0ca87a3171739c651f3bf5cb015",8;41666615497216,0;314687891583672,0;38127442181812,0;825206086546024,0;40925459848611,0;999863537933897
"301e9397499ccceabbb37a0e4bffa9a5",2;59635981917938,-0;19207568483715,0;379806681803048,-0;512639621591452,0;60820343212409,0;999863537933897
"87ebf8d90ff6ea940b2976ea89a2067d",1;05193040956862,0;285433772913135,0;344620384938102,0;834791506907766,0;403835108639366,0;999863537933897
"ac5a5c88bfd116843df7122b4e229bb3",4;48546844710402,0;122349780863142,0;435079417732222,0;28168069960118,0;77818835496905,0;999863537933897
"5e58bd48c541ece90bc174cdd08f4866",0;157053114647442,-0;0485873911844878,0;258847361526906,0;404535440959932,0;685819021587265,0;999863537933897
"2a31a551e6dc3a74f995a26124254e80",0;934598270915773,0;0907252970091346,0;34116206878002,0;267192691622317,0;789320802905736,0;999863537933897
"68618d5a7182d9261ccfb928b45bf67c",3;51355404482365,0;616361490231552,0;440421378335645,1;43760036269476,0;150547477958071,0;999863537933897
"7f52e573a3f60437ee6c8e8ea9fc3b55",1;20855257941259,-0;105779912516977,0;398912891931517,-0;265932423356495,0;790291253674887,0;999863537933897
"bb76b3e2cd4033bbcd05c8ab58b60f97",0;507446589979283,0;254976108776991,0;344211197661758,0;75985083069658,0;44734375510649,0;999863537933897
"f7a9f52fd89c0315d4e74b999e3a89e3",1;69713798338729,-0;422803329623439,0;304981184153078,-1;76329889744657,0;0778500911754404,0;999863537933897
"ed5a97863098838fd4f1bb0a5d41f964",0;745507559388331,-0;176397424308011,0;36000878213457,-0;508039732139188,0;611425479451722,0;999863537933897
"9809d3daf862e4a237304d3ed231252a",8;56388375474438,-0;0625241641593537,0;444330144906318,-0;140870174903489,0;887972504131224,0;999863537933897
"a9d9b8285d7510c7a29863533aa6ef00",3;45343509960878,0;0757595465976219,0;349898757752128,0;217550189551093,0;827779597828788,0;999863537933897
"15feaa02937828462631ef1a1fa7514b",2;8574009372938,-0;229137734595879,0;339475416529276,-0;707668960960647,0;479150856985848,0;999863537933897
"fe76df7670e47fae044ddfd02f3c918d",1;39081078242346,-0;294694082651455,0;345639191669325,-0;907541493349446,0;364120517523858,0;999863537933897
"b5d2fba4c692025f5ec0fb0eb9141d59",0;898280767829836,0;0649539944500017,0;302792814970601,0;215222569020847,0;829593795678101,0;999863537933897
"0c11bd47fb660f5ffb8a6f1749a90d87",0;250773736976258,-0;0974883170616052,0;260126794473863,-0;437845850918739,0;661498030787501,0;999863537933897
"f52cf920fa91bc819e68978479642da7",4;80052903240852,0;215174217533201,0;405262930728538,0;535907716392391,0;592022331229493,0;999863537933897
"10393173a0443dd21ca4de1ef52b931e",5;64180903783646,0;171271147280468,0;456255536882896,0;375120974354712,0;707570498835445,0;999863537933897
"6fba66668be5f55dae6101a3362ab216",0;243001748941526,-0;117337104049939,0;322710209044732,-0;369862290283688,0;711485100059414,0;999863537933897
"ca803681a52449399e88709133063764",1;60445097433702,0;0223752080117946,0;308902727134048,-0;677630858622196,0;498005775214506,0;999863537933897
"052f0a09f6b5d0f590cb4215f67088fd",7;33803182219243,-0;286480773192361,0;423003529467448,-0;677215691883371,0;498269113040236,0;999863537933897
"2881d85eb601d6e0f738b690e42613e7",6;4082183358587,-0;232545535642133,0;454487960763115,-0;512347859007744,0;608407575818425,0;999863537933897
"c45c75ba111a5ca2145376e5c1992feb",1;5818231509081,0;202308068009492,0;438211206449048,0;463595635447256,0;642937481950085,0;999863537933897
"b0dc86484273a29a0db215b26bef911b",1;60798847231393,0;130795339548034,0;407902954454654,0;321420387470956,0;747891835159483,0;999863537933897
"c7c48443d241199cb68f0af82e1bd2dd",1;88648102313904,-0;136443407270083,0;369481611094837,-0;373008407678256,0;70914218641491,0;999863537933897
"d739f4168eb68a53ebdc38882fe6f541",0;900846744536071,-0;104713974265036,0;282389501005057,-0;373880064260127,0;708493549024793,0;999863537933897
"c1d1ad4fb0cfa750de1b7374e49ef863",2;76711834139192,-0;374195857180281,0;357859297257904,-1;14889670548553,0;250598576294595,0;999863537933897
"447d3eba7879c14aabe811b5b1c8d878",1;48983447099237,0;0415593231635932,0;322416871405774,0;129512211349036,0;896952363069587,0;999863537933897
"3c3e7b1630fda62d130ffeb5170e053f",7;29415426593236,-0;00729924580550319,0;452464434550807,-0;0161261053586883,0;987133787156679,0;999863537933897
"3d8d003144cb5f0a8e146674aaa5e35e",3;71590479219944,0;0575921631337814,0;442667019396898,0;130460264961402,0;896202289380914,0;999863537933897
"a5020426c80933bfc21106fd04caa794",1;25184307268833,-0;0672247690341887,0;340825275147421,-0;197357176137315,0;84354803898591,0;999863537933897
"5c3b9de054e82157e30ffeaeac93bef5",0;552984203729079,-0;0991546314075753,0;279640682643954,-0;383610523825168,0;701267138840569,0;999863537933897
"ec432f5d0e2d949bbb06d4be94fa2831",1;09297848779029,0;206845644921864,0;390209628025332,0;533592896610411,0;593623223878547,0;999863537933897
"38ba7660069b1696ed03889d20e69a70",35;4920011487201,-0;590102147436695,0;230168908157408,-2;56286687060791,0;0103811845900891,0;999863537933897
"125121b5e37a8336cb7632eacf802abc",0;339398302941574,-0;124647420295029,0;25860285889389,-0;58831377527248,0;556321701075811,0;999863537933897
"af27b9725baccae39f93ceab0c623d55",2;66524976520236,0;0127846174065433,0;445186521111098,0;028720326424289,0;977087644911455,0;999863537933897
"3ed51b3722caf402e6d0427d3b18c560",1;84214898287336,0;136679487954762,0;438366283273185,0;31206120745926,0;754994007341846,0;999863537933897
"18f54ffb4f818fc2774b77bc82084838",1;52838963950788,-0;264471019126435,0;441453583359786,-0;601632439001055,0;547418830930907,0;999863537933897
"c961eb10a9020d96569ff89af8d80c65",6;83082994704086,0;726669777579598,0;440317494602894,1;72325490866528,0;0848424380862457,0;999863537933897
"ed3a5fe69ac39c2857a7d294bd8ccc7e",2;23601703968234,0;382673645264821,0;347828420959385,1;23994335033172,0;214996348156357,0;999863537933897
"f77f60bea17f8acae32403a9ba3c93b8",51;774543914891,-0;269737191911665,0;359409336357406,-0;750526922750138,0;452937415139877,0;999863537933897
"40fd19c9be48faf8fce2e19d8475f7be",54;0703244293437,1;49747110901429,0;456147267222237,1;90775388044033,0;0564230341722522,0;999863537933897
"bfd675142e623353df7037f29b99368b",4;0108666744238,0;00939030870321482,0;405171757319393,0;0232236914503887,0;981471840657618,0;999863537933897
"fbc033f374a0d3a7052efc1b797500cc",4;86339289833699,0;215668905068235,0;397018315572335,0;54926055329272,0;582826654086627,0;999863537933897
"3301d717341f20fa4263962cc728e83b",1;13205973046429,0;143858426696508,0;324322597370281,0;45247840189457,0;650924377157508,0;999863537933897
"17c3bbebee60e4cf6ee89e4809218cf0",2;49293007772879,-0;16436248040486,0;40366317977792,-0;407621600240793,0;683551503680474,0;999863537933897
"4a2704cc26463d2612f6bb59eb8819cc",2;05320762689046,0;116428595902711,0;444904999068497,0;262331581572603,0;793065815778976,0;999863537933897
"e328e8fb5613e62430c67d8f484f6e0d",2;03062421801663,-0;475179826631145,0;40150517599509,-1;24868320488428,0;211780966139217,0;999863537933897
"89c5e22d2ecec0dfe3e559338ad31aea",2;56525361388046,0;419051836633497,0;452131126520957,0;932564002851519,0;351045126540832,0;999863537933897
"03f423866ad59b900123736e46681c98",1;56596767325169,-0;100972933429142,0;325850869255085,0;534530928383049,0;59297425719577,0;999863537933897
"c1ff63432fc6d5deaf05e574368f367b",12;9358576947623,-0;0781892540100302,0;449480799116244,-0;173979702022662,0;861881414381211,0;999863537933897
"30618f7af5c2dcaae7eedc4c8b3b4103",69;9658659199604,-0;202329128701758,0;455345705335502,-0;444604537106545,0;656605568074986,0;999863537933897
"340da637ea7f16328307eba1e6a5372c",6;99961170382039,-0;0466215139407611,0;451363849737116,-0;10333154695662,0;917699838771398,0;999863537933897
"107f0453546c82f8068c74fe43ff303b",5;75710686353227,-0;365508740486064,0;438783198428355,-0;832940650783602,0;404878201899196,0;999863537933897
"852005380fa0e5a22b200009fe0e1524",2;46249249871322,0;244989344051675,0;444282868393233,0;55361411569886,0;579842963504285,0;999863537933897
"fe666bcbd22d00047945d7dbc8897cb9",3;51412712259673,-0;417945431351239,0;411587114598475,-1;04976115684704,0;293827938072039,0;999863537933897
"53450247995a096071283e5cb652b2b5",10;3194012432453,-0;00521932860359333,0;45008787911104,-0;0116007493333991,0;990744148818311,0;999863537933897
"20915883ce0039ce060a6596400cc569",15;8805715582267,-0;0561802575693656,0;451160100073599,-0;124549324301818,0;9008803492295,0;999863537933897
"e915ff8f373b77ef2cd39c9357791a5d",1;35684966399759,-0;102939618566981,0;323615288341905,-0;321353116103159,0;747942808289417,0;999863537933897
"078a32008f31489f6d04bceb40abcbd0",0;801809864183169,0;0369945759075792,0;359011648672016,0;103142063922561,0;917850220845665,0;999863537933897
"5bd85d09ff38e15f1f8c360db11aef59",13;1161870971606,-0;00635472293091166,0;447955759376536,-0;0141829904693801,0;98868399026258,0;999863537933897
"7c2a48109e61c88954ec4f9b686312e1",17;6215267782539,0;0572357906598192,0;450131298847329,0;127160839812964,0;898813099015209,0;999863537933897
"38d76ed4e692e8b41531751bc18e9a4a",4;24771616631268,-0;0684749456822489,0;449397066645167,-0;152384631823979,0;878883577548384,0;999863537933897
"be521485c5a85e4c85a824d3e019907e",0,0,0,0,1,NA
"d81c784e8a24e738fd7df5723f9d1e47",20;4179809867029,0;0460277222273567,0;451425543850229,0;101964370228426,0;91878495608009,0;999863537933897
"89266dcf0da4ee3596482ff5b66e4512",0;140079285280202,0;121024145704901,0;259913430950596,0;377605861620626,0;705723409610641,0;999863537933897
"d8067d534b842ca4de6c1dd0ec9f460e",4;78351991784128,-0;126978338294127,0;440193312614317,-0;288864758096598,0;772684873532619,0;999863537933897
"c4b7560430ec74c3ecce00388affc61c",1;1279467408092,0;165863910343481,0;307091340057463,0;638709824230657,0;523011720454974,0;999863537933897
"2192defefc1a01c6cac85bfefdb4a807",4;79729950998255,-0;295288107050086,0;421678786599063,-0;708716470351263,0;47850044188233,0;999863537933897
"b6989c25ae75fb6c657a4257c412a908",98;0585214823545,0;221760521272488,0;313758000408019,0;706797500651031,0;47969232799744,0;999863537933897
"e8173313bced88ba28254f9187b13956",9;82311501345012,-0;18628599721384,0;447763096322983,-0;416861984202746,0;676779361321477,0;999863537933897
"ed6601c126684810a4cf99d3cfc4fbe1",10;7668464643943,-0;141492309258677,0;405227176471626,-0;349219707407652,0;726924372086342,0;999863537933897
"c30b03024640a5c869080292f1121a65",2;30384329107621,0;162783159005295,0;451957788960756,0;359476055062756,0;719238987638054,0;999863537933897
"5933541ddb4bc594df757f888d1a32c4",1;71551422278964,-0;160982084130557,0;356718190496453,-0;458294969356783,0;646740537857053,0;999863537933897
"5ae916c2e0f74eb1e8d33b93c8a66ec6",3;49776395251605,-0;148697176463044,0;452975329232555,-0;328048566195359,0;742874942078673,0;999863537933897
"45a687661ea9807b8c5593e46d157ce0",1;94380829350775,-0;2884524430931,0;370921740151287,-0;811068390255645,0;417326397220425,0;999863537933897
"31357f8a95959bab12007715eef8c923",3;01455868206497,-0;116251934575897,0;439945391697653,-0;264244983790177,0;791591150449588,0;999863537933897
"c64344f9c6120e1b5ad822d27e6bd76e",2;43026875531702,-0;288677144918694,0;456255619503843,-0;634275678596861,0;525900926109028,0;999863537933897
"214bb2770878383c6c1e6bbd2e917aab",1;36405680688189,-0;0582582810516567,0;37072510797166,-0;157765023231021,0;874641960852067,0;999863537933897
"a7091b2fb2bbf1774d560192a3ee83c8",3;07937595653634,-0;203789978220107,0;378286230411004,-0;547619838453219,0;583952964612227,0;999863537933897
"3552e211ab00ff29dadaa62292cb0586",0;54597847943699,-0;0741333206721591,0;27807541966013,-0;260313393459847,0;794622042158034,0;999863537933897
"c249c24fb80a92c9bc69a6762beff22e",2;53117253705103,-0;276403609504635,0;413371330937228,-0;676958199347656,0;498432476251541,0;999863537933897
"4d5cacc7a399cec034832b72ad80f210",2;58883518804154,-0;171230026309775,0;323753713967116,-0;547017963089724,0;584366391230443,0;999863537933897
"eb563a358752ae2857535f2bdf5876fa",2;67427533305082,0;120481207231835,0;337136654249033,0;362991247792113,0;71661142233138,0;999863537933897
"abba44b52db61e038da03b820b3faa9c",29;1065473801142,-0;146123570015578,0;42873020303456,-0;341675434701387,0;732595160965126,0;999863537933897
"98d2c733854b186fdfb344cf346e7f39",6;5045994770771,-0;00544304279199525,0;299147190725827,-0;0182073384276107,0;985473448389073,0;999863537933897
"75e36cf9ef56773934f4e8315fab6cca",6;58996546748644,-0;183607463820275,0;432539659862202,-0;42481467052972,0;670971782230624,0;999863537933897
"e497b94fc3edc2f17841026b8be42e76",0;115413028119001,-0;151631962321985,0;259221722283211,0;21951808282749,0;826246495302674,0;999863537933897
"92a78c1af56029044c717b34036d0344",9;41812640967764,0;408037071204668,0;455963045758762,0;897560379674344,0;369419969720258,0;999863537933897
"6077cec999cefa13b40c4a45034d889a",3;63197670571024,-0;554950752706819,0;45315681473545,-1;23694550470557,0;216107314763104,0;999863537933897
"9c96555d346a70937ed12a450a8cb264",6;18680509111627,0;0201863950630457,0;456220227619009,0;0442722188455324,0;964687416104184,0;999863537933897
"fbcbfb135d2676e86b468e106fe3ed1d",0;205009489079457,0;116101469715822,0;317036940069445,-0;308062998689199,0;758034395663902,0;999863537933897
"2529fd3e7802d3bd5d69ae2bbe967719",9;23641110181986,-0;150773594839124,0;455629338397714,-0;331135524331222,0;740542119318722,0;999863537933897
"a11a3178fccd9caac2134d7d2dd3d3b2",2;48275711590549,0;176756628258243,0;421519097991281,0;421244061806531,0;673576872640354,0;999863537933897
"863e2297944662454eb9d99d36e603f2",6;57594066430041,-0;108309428151013,0;455672075944013,-0;237767115845472,0;812061725060486,0;999863537933897
"02450fac293393924326e80cb7da4cb2",5;56955915047052,-0;182817617710885,0;450680100560114,-0;405715588913715,0;684951586786321,0;999863537933897
"0bbd3f4e7750572dd40ae23b516335c9",32;4561804964047,0;125654544496949,0;342869790330787,0;366537670289067,0;713963908598011,0;999863537933897
"346c0143c2f0c8e941277297b11e3960",3;21341149427164,0;426707266127396,0;392833295551443,1;15260803462957,0;249071303897919,0;999863537933897
"b22e879bd83a93d5afa7164154890bc4",1;32885551947102,0;0897898026864676,0;419489088879402,0;213826624497956,0;830682261750518,0;999863537933897
"4094e7aeae50ece39819b276f27e2a1c",5;52627620283448,0;365470686883097,0;328097255737258,1;11487966277073,0;264901992817932,0;999863537933897
"137d71b9b8d0aea7ef8cad4fdaff5d2a",2;15655094517601,-0;399488739324949,0;354772824466395,-0;660137396981399,0;509165661904454,0;999863537933897
"0b3a1697f63954fffb01a13612509022",8;90495675160705,0;0230414783810794,0;408428244169621,0;0564122711946081,0;955013381523605,0;999863537933897
"487a77b451fbd607693864d03dbcbd91",6;47656593724664,0;00151389001432875,0;450173948896238,0;003362841161802,0;997316846013731,0;999863537933897
"5d74c471f71c347ab08cc372cbb67f86",21;6700078019757,0;212857990146444,0;245864353660914,0;865794002052026,0;386603138990389,0;999863537933897
"0947660d6cc61a40db029181330e3cee",0,0,0,0,1,NA
"dc9dda227ac4ec31aba9e4fd31eba235",26;5414411994105,-0;116367617018907,0;371322093117128,-0;313294555531304,0;754056886143044,0;999863537933897
"2c487eb9aacf9e33f8186a8cf7a62b79",4;97604858695219,0;0569112668817379,0;420843366603384,0;135359502061087,0;892327642057297,0;999863537933897
"edb14d7aadc8646848f73b9be8d9923c",9;19761645331221,0;534888566130891,0;45170336956655,1;19766729284569,0;231046567204874,0;999863537933897
"63a7cfae673962d70a43e4ace998686d",1;38809223105509,0;0732042427708106,0;292076721556841,0;965750361353128,0;334169112546168,0;999863537933897
"e35d894c5302ccda4cc1bd449df9c8a0",2;39232952953729,0;46175619989516,0;375397747554262,1;36878279920498,0;171067179189773,0;999863537933897
"12107c0fac60b0bf18409be94272891f",13;8297638944702,-0;287206290881846,0;44826802379578,-0;641252573450069,0;521358597190202,0;999863537933897
"34570f7b579ea70ac3c921c4e9d2e30e",2;61477512528938,-0;108090733751402,0;440926655448708,-0;24550484229176,0;806065559277403,0;999863537933897
"84bed590a9f2c9ecd5f375c8f168e927",0;614926267747928,0;0188988565713809,0;305546198167831,0;80970474460394,0;418109890469144,0;999863537933897
"cd0e07891d59979bbacaa59576a07f6f",0;758977523640094,0;210488947088861,0;303111608769653,0;640695178455617,0;521720747381814,0;999863537933897
"39abd32dcaccccd394530cfe2e15ef37",74;747849014469,0;10213534831024,0;446345577867323,0;228867537989197,0;818971871867329,0;999863537933897
"6fc977e78cc7a6570fef573d5304b38f",0;998551709675773,-0;160998294210448,0;272063305262045,-1;24585894126925,0;21281618610405,0;999863537933897
"c6489b80378a1e2f27c0c2bb6d1e9323",3;44482773099531,0;133501097095366,0;38469134487388,0;346824076008277,0;728723488471183,0;999863537933897
"5e6a73520266d152d4489a45e32a8700",2;16039051528899,-0;10169425527525,0;412361523451911,-0;246745739521,0;805105005733437,0;999863537933897
"1efb8da7a4d8ecb047f71876b35684c8",14;0131532919194,0;383361922947813,0;281551167324818,1;36129407276892,0;173420775367069,0;999863537933897
"903c32cb119e381fae4cef56cd403243",5;52790787809985,-0;185694679563133,0;394489016382768,-0;475091211509709,0;634721962341741,0;999863537933897
"b977fe6e401b6fc6012c57052139f2c1",1;6452677862474,-0;459582943598218,0;365611285088654,-1;35684527757997,0;174830377473253,0;999863537933897
"69d869036ac001eae17437a07dc23b7b",0;242200968633942,-0;0611850242146477,0;258602065586934,-0;242370355337349,0;808493202685925,0;999863537933897
"4ccf9ca733dae8bdcddbac2c146b2826",0;975028742188111,-0;149507826576064,0;272268753652597,-1;23718298952126,0;216019155202585,0;999863537933897
"cb93989f593fef600205236bddd1dc06",3;19154074673233,-0;0559468878880584,0;455759943067063,-0;122791997253884,0;902271811568161,0;999863537933897
"5538f35f8f60ff7baeb7056f84edaa1d",11;0228431802092,0;17692389202146,0;431619309833341,0;411330654668533,0;680830094591235,0;999863537933897
"29fe3959ed925c1b935b0c84b1e68767",3;5904520695369,0;606417493551562,0;35266942916354,1;71755939723558,0;0858770116296415,0;999863537933897
"222a915249aeda02cf2b41b47fe62ea1",0,0,0,0,1,NA
