"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ac5ec38b7c55d53e9333ff12f4fd8a06",0;398973809532522,-0;112372956263456,0;372286096174531,-0;394712194430319,0;693055302168428,NA
"8efffbae180340697c979222d81f1b3e",0;881585136650853,0;145202003802193,0;497480379216972,0;288093915986034,0;773274849632875,NA
"f4e00103617787a31ef0c9e8b2c4890b",0;1131175418564,-0;109593148921055,0;369049654871368,-0;308006437557632,0;758077433859077,NA
"c5f84ce3cce82521d1afd1a858796357",0;257965256755454,0;184871216357949,0;369063737173263,0;535441383204009,0;59234468042125,NA
"22be92ccf641c31a8b009003b16d8d9b",2;06486988995195,0;357154721711775,0;520779676533123,0;694728526747762,0;48722544708286,NA
"ce4597108befaf77d315a9762db8f8f1",0,0,0,0,1,NA
"7faaec9a678ecf16287eed1e8c38f6b2",1;69323202502942,-0;0892151520317642,0;521486741543221,-0;170495626296139,0;864620373718551,NA
"a95dd7f4e0a228dd28c945576596dfc3",3;44099491716307,0;142860262791853,0;546254309172009,0;26174129641049,0;793520900149691,NA
"2a07965d3ca40965f4eeea29372e8056",0;381365680973068,-0;26660664985064,0;369212799532458,-0;727277795115377,0;467055797815722,NA
"6414f87858ee02c0b00dc7af64325d3a",0;849799311300989,-0;420262313580126,0;451176011345948,-1;00220804667394,0;316243122276061,NA
"dcfe3c0dffa3db7c6ffcfa369a70517f",2;14482472702803,-0;0119280366883633,0;541333036339735,-0;0220579125879662,0;982401759189193,NA
"1170b2876d683928e63c02699db119f4",2;45053010121935,-0;446874392013137,0;556077810703706,-0;805812020840986,0;420351245784156,NA
"1d2d667d23b401fac1bd99e8fc273aa2",4;10576902684896,-0;373168204286453,0;505690945688926,-0;737662233396487,0;460719727385425,NA
"0191c4275cb0e64769aa172c6db55c07",5;29530699907205,0;134356840709647,0;449903058402203,0;301911281227239,0;76271969564791,NA
"defb07a5d56bfd6d456eb4f584858810",0;168441238425913,-0;363017424320902,0;405995080956337,-0;148556607733952,0;881903514981252,NA
"c74108c4429932b58cfa79aefe3c77c4",7;6799734948533,-1;09895619869587,0;437269535980981,-0;672471408652226,0;501283635986516,0;994819859255315
"30edc8fa0efd6e2aea8662dbdd109f9e",1;98816747111119,-0;0700985895295766,0;549411928210909,-0;127270503284337,0;89872630540025,NA
"8a3de5238aac1b562b2ccb247e976c88",0;165134391394163,-0;17740172353671,0;369077629754411,-0;418546260810879,0;675547770922164,NA
"d49aa0e90950e95cbfe9a29822b9f689",11;3280482213448,0;000347599692832025,0;434508577446575,1;88072178969233,0;060009773996277,0;848616477925612
"1d5acd705a21a795dc37b84a8b99357f",5;26916187480008,0;816064382215705,0;556442619172293,-0;58022769174421,0;561761081757713,NA
"755a54668690013bed3c31a6da713d92",19;5033162755138,-0;334607134309858,0;445963480131879,-0;75093762946056,0;452690192692276,0;994819859255315
"a337ece8955ccdd750c0ffa79bb9aa54",4;13486078192309,0;594442103527309,0;542027903296476,1;12389797393809,0;261056310950303,NA
"73a3fc3a06c9b6afbb9ac21bbff19551",13;9616247777102,0;660559043084282,0;555615268449814,1;19797321780087,0;230927443582853,0;994819859255315
"237277b13ce2db74f21b3ad69156e791",12;5468585645482,0;753790248894552,0;556148611662183,1;37125956813333,0;170294054773679,0;994819859255315
"9232ec0184007f4746c62e56096ae5f9",0;196831997740706,0;0552565873687063,0;434093280721297,0;12897767032115,0;89737531773324,NA
"cffe65867696e3af70a4dbf5bd9d6996",1;14633657928746,0;356189226458757,0;526380287789361,0;69779280173175,0;485306781406758,NA
"1e36273c83b01756286c7d4ff1ed8e2c",3;70500421529661,0;179580016181384,0;540941571002993,0;332417020553826,0;73957438804674,NA
"3f1edacaeb80d778092b88b2eec0121b",3;86361854262863,-0;411626978183388,0;556153610933329,-0;743356435621543,0;457265912086934,NA
"5140628f2c7f001340d76913ff1ad8d6",31;1272450204084,-0;179622280779556,0;465345065574309,-0;386120617349211,0;699407341206293,0;994819859255315
"add590fb6792d53ca2b05b0bfda69a0f",1;31968059394278,0;725952743750018,0;484150870579904,1;50326220325587,0;132771442701878,NA
"114b8750e4ae2fae988e0641629d9918",3;05841330505131,0;0904031624453492,0;543060054358064,0;166510790989232,0;867754991735513,NA
"d7958fa719f85d0024292b9621a8d69e",0;931932918244541,-0;407660158357823,0;37017615643897,-1;15266438230583,0;249048166169851,NA
"d200486b06f0cb2dc67337e1c8164149",6;08882214348191,-0;26009534604328,0;475675107735452,-0;548366597934288,0;583440206867586,NA
"30833970dcc845c04d4feafd10d6f682",3;7920466309562,0;103035973200369,0;556480408530879,0;185319658434082,0;852978319881665,NA
"62f31a2812eab63805a834bdb7e0928b",0;206200056635878,0;136092415415093,0;369049654871368,0;378419981526333,0;705118626802536,NA
"708dc2cd27620abc1d4eee54a3e49121",2;24930552156133,0;492002326299701,0;531307653276911,0;941520565394198,0;346438155374842,NA
"017448f9922bf9770289ccecb01deb43",1;5483483240618,-0;0122352052604593,0;556483199081647,-0;0219191536735747,0;982512446023039,NA
"8da466ff20b831e816571e22378d4181",1;88944059867597,0;523168384683454,0;532048002388022,0;999633844592905,0;317487738082159,NA
"7e03aa9593bfbcfeebeb626c983cc85c",0;969384594756554,0;131176246567165,0;546800715819176,0;238463339952348,0;811521745764223,NA
"72d09415764be38cdc024bb1cf54c8e9",1;3687766980818,-0;302405173751385,0;427715510211332,-0;125852128932796,0;899848976857052,NA
"0944efb3f94f1cc0d02dd9ef57fa7280",9;59192419060405,0;14505578472732,0;547787501494949,0;265705827183482,0;790465775219946,0;994819859255315
"d22c8d80f6f971974e9ec29b91f9a8ff",137;650849987461,1;9901272579017,0;55623288016966,3;94225110223117,8;0720400888258e-05,0;00875143679630197
"f6c96f5177f162932e71b576c50161ee",12;3427605119121,0;276230814383159,0;456917348533399,0;604480629690738,0;545524143676959,0;994819859255315
"b9ea2627afccac60374d4597845acbc5",12;2308005304048,0;410945344226637,0;500034600407798,0;85420936168062,0;392988997001472,0;994819859255315
"f4ae2d04d55a4972917425171de9c226",0;411651758689365,-0;0204519296867903,0;390760663361979,0;526440168543636,0;598582412702477,NA
"17b120c1afd47e5df0e931dcd0e9d377",0;438316316070704,0;0793498463647309,0;370451904585835,0;773266188649106,0;439364861571598,NA
"0dfaf0e275c8b44ddbe9745da8b0d840",0;835485399752757,-0;351479139111078,0;446611798333127,-0;749718377723756,0;453424336683624,NA
"7c52f4cefb011ec309572d237426dd46",3;09371820062067,-0;326949235506769,0;53221744735249,-1;69258991154736,0;0905335526902231,NA
"0be795b70d97d534bf9d0f59fa396731",3;13170888089323,0;113383827493169,0;555636267751685,0;204172257615846,0;838218889921617,NA
"adfb2b595feb3cd1e7e61b793ddc58dd",48;6950916384706,0;256630795263256,0;400822549425548,0;640313444598697,0;521968841805257,0;994819859255315
"42cec0761fe8a7eb88963ce8d0502d42",3;13042274694713,-0;491502242310686,0;495215184568889,-0;994850228958612,0;319809112592427,NA
"f0c07c3ef1350bd60dfc3f74f67626d0",0;0125686157618222,-0;00948381848281018,0;369049654871368,-0;0256979470313173,0;979498261349222,NA
"779bcf7a3d742d7c20085c60eb3cfc2d",0;811210689168518,-0;0331676764750507,0;397304107550272,-0;262836036773673,0;79267695843699,NA
"f4e47fb3bcee201f39f1fed54ab4aebb",0;602332855852387,0;0381936008787424,0;479115210840471,0;0781810876434231,0;937684005838935,NA
"23ead3b292d42edae6fb724772281bec",0;250020416985315,-0;141883752650657,0;371795259435706,-0;553596531158833,0;579855000553508,NA
"0b28ddc2cfc2c4df7256c6caff0a2b22",0,0,0,0,1,NA
"c964077417801418834e18fa3f2f8d33",1;30931252696563,-0;345371826610554,0;451468334532052,-0;78922188547574,0;429982332743832,NA
"ebdb1494895701089f834d6cd8fd6aca",21;2707408212846,-0;765393797740681,0;415245697206435,-1;84308343325979,0;0653168297649336,0;874346302532354
"d8864cc700e7a72752519726668f3fa5",18;3747482190452,-0;185292146903168,0;38833042310592,-0;47695902326232,0;633391300906109,0;994819859255315
"8ed2171ff86eca8e5549df0f5f43be19",0;784243853165106,0;175837354005682,0;419423356321019,0;403264258276488,0;686753832278636,NA
"d5a4602308e9c1a2e25bfe20a115832a",1;69551899660168,-0;0196042283478764,0;468062739625796,0;494601408416493,0;620881507824215,NA
"47c54caf455da0bbb784d58d6daf3082",7;23806054383711,0;188913451867317,0;553017574710582,0;341881492555324,0;732440078135262,NA
"0e9ab402c4ae62ea4e7de328a0ae0998",28;9288771318445,0;0745980437728894,0;322639708319435,0;231313944477209,0;81707091429464,0;994819859255315
"f244ccf00362376c91bc8de530cfc091",0;915201388136157,-0;191516481388219,0;443830944582301,-0;423436284213246,0;671976976525668,NA
"d1aebf3b73580e37615825508327b95f",3;40700640990748,-0;398086550424637,0;550507470638135,-0;723102819007058,0;469616717506109,NA
"ef5f475eba57b7b4b2a06650b5859d04",26;8057171375303,0;503205147407617,0;553756572187587,0;918150731359382,0;358539958331704,0;994819859255315
"324a3e8c93b6f7141f68602c20f7cb0e",42;8199021601032,0;046565608148039,0;526205225532797,0;0885466619796249,0;929442199059368,0;994819859255315
"6685961a5aead52486a37af115eb125d",7;04770177272089,0;213189278209138,0;536186599562301,0;399542919654807,0;68949320563117,NA
"5c0155ad92bdb2f2cd6b1d09241aef73",8;78703186622961,-0;256491940076271,0;556009635614799,-0;461852562000537,0;644187054653806,0;994819859255315
"ff136555825ac4d71e000720a1058a4d",2;67085998578076,0;0739187645843247,0;496380766261114,0;715791840112282,0;474119891677489,NA
"e29c85ea8c590d3d7e3a509b7e8fce37",0;1131175418564,-0;109593148921055,0;369049654871368,-0;308006437557632,0;758077433859077,NA
"41676eff23cb8cd73e1d0683e1d0da3b",28;1520908176431,-0;0351240290396654,0;439821339989355,-0;0798619026620178,0;936347090281453,0;994819859255315
"4ad1a2c66293d2709554bca7e2fe4dd9",136;575571781387,0;635591113344484,0;373678023800277,1;70132646701715,0;0888817006977818,0;971581461463847
"a5de958206eaf98e64d97bd7bd77a86f",1;53532209524938,0;0577660367995789,0;482321370797676,0;118704840378214,0;905509201598723,NA
"bcf727e641a3478c28585563ee74ef7d",0;0979718838284503,0;0635128330915717,0;369049654871368,0;172098340299787,0;863360217546017,NA
"d2014500e4603112affb3e3592b75d07",2;9709382974913,0;573488010361364,0;52939627257578,1;11888159929427,0;263190653971449,NA
"4bfa87aa362797df6fc3a8ee63b85872",0,0,0,0,1,NA
"f5844f608c204d67bc5d56d4b98e3860",2;29474980034456,0;465880052201931,0;501554211770276,1;03134232098025,0;30238031874644,NA
"1fef5fa78c69dc828703e5e620adf4ea",25;1090353787791,-0;680017559072838,0;544494909584304,-1;25233689740971,0;21044712937553,0;994819859255315
"61ae3bd064b6a211af6548aecce704c6",1;6238573849963,0;298599630778184,0;539251617122363,0;552728031601016,0;580449655578409,NA
"62ca9da1788bc6b362e55c7ea0579cde",0;644183060533166,0;181704029843656,0;443197362868206,0;483985829400186,0;628395925965922,NA
"447b18b34a68ca910fb27e1b8f8e35d2",0;897999570064275,0;202979912724725,0;481950799872287,0;41240440377118,0;680043035905751,NA
"64218f60738a7d5e0e5f8e96e9020028",12;8583845562793,0;428179675749865,0;51417455920442,0;833215671317086,0;404723105818974,0;994819859255315
"31ba23dad4afc372e84cc9cd01f3dbb5",2;32082142677554,-0;399314009783489,0;373379413439949,-0;91030155107222,0;362663500780288,NA
"9ec6b888f04fe42bae28993aba316928",4;95708253081011,0;166074064455328,0;478051836331894,0;348337308875354,0;727586877811532,NA
"f05f325b1fb5e594f5546fdd119c6672",23;5430257485355,0;555571773082612,0;471100676139385,1;18022573266204,0;237910447064539,0;994819859255315
"993d54893b01a3528028b4b88fb0ea7a",2;13743863833705,-1;28762053156282,0;55348091014356,-2;36000097870719,0;0182748868476001,NA
"8e3bd3a40c0acb366b2ea5f8b39cb141",0;315702199958346,-0;0700288644519812,0;369862466355956,-0;645666449454685,0;518495393079105,NA
"b1868297a251c2bc0167d602e837cb22",0;985948536293966,-0;0300236548599092,0;398891427430999,-0;0735701088103081,0;941352456376498,NA
"471910cc7772c12364db030c05628a1a",7;40616363715874,-0;368231001124573,0;446154797268431,-0;884371230084662,0;376495848259515,0;994819859255315
"dfb6be04eab2b0b4cd944abac5e23753",4;65630007056717,-0;733941693702054,0;50378563243492,-1;61436712463864,0;106447818192574,NA
"4c4a81510567553f639ba82d763b06d6",3;61111779541809,-0;0189346043921204,0;534542739660212,-0;0353330411914129,0;971814176711248,NA
"dfd5c4440b0213771427f1fbe9bef256",2;26222668767499,-0;033428707496779,0;537007247460759,-0;0621350890317222,0;950455253965754,NA
"1fabcd2c06cedb2ac91717512d689186",22;471577090896,-0;0976210771886274,0;556249128795637,-0;175698838603258,0;860530547771638,0;994819859255315
"70eea8924f91af86fc4d6b3644e28cb2",0;817351601785229,-0;1046975819011,0;512351088664315,-0;197684445090496,0;843291960565478,NA
"00e7f31dd37ced43d2e12d9c9c047955",14;6758607867737,0;724752590573846,0;540068691335769,1;34612310150159,0;178262819526105,0;994819859255315
"dc7fc2523009e23c4e0ea7e3f68403c3",0;717469008204269,-0;527728154216139,0;468593919300065,-1;10194063860865,0;270487479582519,NA
"c37888d1804c5c567e86453deea67ce2",0;736950217636132,-0;551204664420897,0;449956703229956,-1;19424519622159,0;232382068334115,NA
"11596666117a02239f7a35b1e59b43c8",0;0652044930218886,-0;0595384837019326,0;369049654871368,-0;161329194909246,0;871834130214571,NA
"a48c6bba4c32539aa4295cd3601c38cb",2;86251186906133,-0;532804822907265,0;511579361295981,-1;08218942528662,0;279168366339129,NA
"b3713e53da7d4f045dc451fd77598d0b",4;85630457361305,-0;437021973086675,0;549147483283587,-0;801122056657937,0;423060988324697,NA
"8c58060961ed28e628792c6f9f8c0dcb",14;9241674952235,-0;59389242027589,0;556133695062692,-1;07352927291784,0;283033711884042,0;994819859255315
"a26023dff7fd774808262c75b2d7c7c7",0;740018968807182,-0;36199462714457,0;400099970120842,-0;870386876462375,0;384089016111872,NA
"847dce774d8de9468433751367d5f775",3;07685084723749,-1;42452745218064,0;53887868475864,-2;9228862821543,0;00346803150382177,NA
"b128b0b6c89250abd943108eae26cee3",0;535807237482051,-0;392303746053279,0;419328944731369,-0;547539077346496,0;584008431294052,NA
"9b7e49cf851c5a243d0625e3fb6855a1",40;1578142576036,-0;00703963260284761,0;383764837626344,-0;0183460748860517,0;985362771197689,0;995551540772915
"54836eb0890e2716a1631189af1273dd",0;261389582364332,0;121371596592495,0;369105284312817,0;345746144788379,0;729533501928827,NA
"8c86a72af9354c7998c67f374e1b3bef",0;151144133882308,-0;147748875390528,0;369057553771388,-0;393677721414235,0;693818991589885,NA
"852a68ea2af2909c327daf9f111558ab",0;348999991347331,-0;18450859823204,0;381127532664043,-0;379259567293883,0;704495121374271,NA
"286f1d7d0c92e9d2b5512f9f97056cf0",0,0,0,0,1,NA
"096022fc5da7ef471e241d082b34c705",9;66786198075384,-0;829112650810919,0;555251678353985,-1;5055346417895,0;132186677507173,0;994819859255315
"a3311253d98991cbd77a225a6ee3368e",9;49519900109869,-0;505147711297783,0;54050418993329,-2;02082949663751,0;043297418264668,0;722178732850425
"07e3022208e0a62b31d2ad13c7934aee",2;60870895628414,0;330974382134561,0;554078855788098,0;599989447679615,0;54851326810795,NA
"e8e70a6eec4ae50ae4a1d6e7ebd8c1a2",3;28767623204455,-0;149988874510278,0;49536653859499,-0;303467335999737,0;761533736597018,NA
"e11a1f338e6c300cdd643270ac0c19f8",5;15423186682472,0;547654661738354,0;554820327950031,0;996461612977078,0;319025909517404,NA
"57e45e1a4cca36765103a43cbea312a1",49;2741415094643,1;07898041544194,0;546811133889222,-0;991239048105904,0;321568867667779,0;994819859255315
"ba08e6cf6b8b3d5cb6e3c353577542a7",7;53788102304517,0;707332635339635,0;553043336129496,1;28608431753111,0;198413636632562,0;994819859255315
"8ac8160575b3c6b7078cdd817f616b8f",1;64544682569395,0;256257216720978,0;510212893342616,0;501968878221463,0;615689413001694,NA
"160429fb8a85f42593374368a078b001",1;02650766193008,-0;0430515294142896,0;372895014265473,-1;20179117511963,0;229444445429388,NA
"abf913646306275d44c2257d422fff3f",5;25277564607225,-0;816387157446474,0;489476190365832,-1;66969186230296,0;0949803446271577,NA
"fec7a09429f28d23f86e80a6901085e3",8;64039158205675,-0;19995319350192,0;548148555251069,-0;364787697467212,0;715269889222624,0;994819859255315
"bc493ddffa48c41f3f77c85dcbe352b5",2;88013483969506,-0;0199603737489686,0;553481559380416,-0;0362713534906417,0;971065991506504,NA
"26a4d8d2ba26cc3ac540734bf0771d61",0;752144865831167,0;189053529470842,0;464276737665867,0;426296079593116,0;669892114228368,NA
"c14fc21819e084d92e271bfd4ef2fc18",1;08095954506801,0;103660809404222,0;444525811402121,0;230148060507921,0;817976720195996,NA
"4e213617eb0e64edf83c3027badb8182",6;15493360554627,-0;299353109637643,0;554902993907869,-0;541915130178851,0;587876973217671,NA
"dff158695f8e4e7773c3331efbd0a47b",2;56376908987532,0;422127859267377,0;486582598634084,0;908625947587817,0;363547605166861,NA
"da7ce98c669e888b2ba3e1da02ee5b20",4;02800835302114,-0;181716918444073,0;552541183677989,-0;329085043904713,0;742091408466668,NA
"d64c86880e08b81b02bdfc5ea38d7379",0;43927413476772,0;111202609027138,0;370924834099516,-0;281469388593043,0;778350403751052,NA
"ab50ba2c1bb9d69c78021ec98557703b",0;734241970969776,-0;00753964689882798,0;533030142434505,-0;0137742360097516,0;98901009727033,NA
"afe366ef5f4f3ee4c2befbad7452d1b2",2;7586698895331,0;0240457238726848,0;541803007707211,0;044382985372877,0;964599123989024,NA
"2a03677b0dae0f185b896fde2e717fd6",0;292325972920276,-0;015001443903282,0;369096624325363,-0;0446588562789024,0;964379228889455,NA
"eb476ec99cc6a1e67283d5ea60812d27",0;265824617842121,-0;152795319503879,0;369119474663549,-0;404304024636467,0;685989166302296,NA
"4d2126c0e5189a2b8154f0b242be5176",0;101587224052777,-0;133185508799313,0;369050551594486,-0;303342530241278,0;761628837642825,NA
"948b265acdfd9af2f1192449d91ca6e8",0;38330911221002,-0;256561059235745,0;369187844415309,-0;729143880549818,0;465913655237281,NA
"383c9c0582d59ba08747105d33b11cfa",20;2041331797513,-0;437101644839,0;346643404184303,-1;26084548186799,0;207364523585127,0;994819859255315
"30625b8b1cc432d2af1a44f5bab080ca",7;72533949305264,-0;303918558844566,0;555984146685723,-0;54679552142625,0;584519220289259,0;994819859255315
"eacf813d3fe2547ca564a6b0298bc4b1",0;702611727013461,0;450356078587969,0;446893942514956,0;983155740496254,0;325530794088387,NA
"53870fcd313d6422afc424cb8c94bdba",0;0754116945709334,-0;0720521500067132,0;369049654871368,-0;195249238835392,0;845197833728971,NA
"6ae9dddc54cb493c1220970c3967b2d7",3;26661358951188,0;347032831591421,0;544890656936276,0;642503054116531,0;520546606938592,NA
"0c1aefaf3731ad289e370a23488323c8",6;27849378128179,0;254901674401106,0;477939040914571,0;533829231797521,0;593459687416096,NA
"5d5152e8593038745c657f6043c6badb",1;22159746370387,-0;0136166479331964,0;426739344997912,0;338394401115336,0;735065992798096,NA
"a30b00b3e720e6254c0392522c98fcbb",0;0754116945709334,-0;0720521500067132,0;369049654871368,-0;195249238835392,0;845197833728971,NA
"c597d13afb8131f969aaeb599a2fab56",7;90308029824127,0;669354834171705,0;54995119390351,1;22260707839104,0;221478138327684,0;994819859255315
"2b00c0b98a75aa104f354f1d20532195",0;0882609619806416,-0;0845658163114938,0;369049654871368,-0;231758804990393,0;816725354784243,NA
"022f57de4afb55022de16633bdac83d3",6;86288534786384,-0;347670786936027,0;555751156594156,-0;626087904967024,0;531257285032027,NA
"9af9c132f17076ac139cce2daa11b2fd",8;54076842943338,0;293031190041949,0;540448077800229,0;543091029416758,0;587067128717905,0;994819859255315
"f1a47ac90a98b9d9b640456feb14392b",12;0236795503405,-0;170984659967504,0;532930521276636,-0;321646826950611,0;747720264631083,0;994819859255315
"58e3d6aaf45e9c7d1d521e1f84444a0f",0;0251372315236445,-0;0219974847875908,0;369049654871368,-0;0596057590007993,0;952469631507276,NA
"9e50e90c9a300102650e2efc4d620563",4;13707657765865,-0;11129615706019,0;538491092808103,-0;207538728396459,0;835589150130221,NA
"bcc880633d858b038a738006b06b2578",4;38773481591531,0;0508851878572845,0;504760867336176,0;101031950054776,0;919525097455969,NA
"326e0542cf81293f7e55f3900bdf820f",67;1660107397766,-0;445199570444434,0;431978772331583,-1;03089460734349,0;302590245741709,0;994819859255315
"0266d402c302420e0dc2c86417ff3471",0;0792513608366634,0;0138752371233096,0;369049654871368,0;0375972093190161,0;970008832991247,NA
"a1d6247550cd259dc10d04958dfcecf6",0;478369167707792,-0;350370276979185,0;369555940741417,-0;835445160497214,0;403467111612963,NA
"a7af0d8ea76b005d72a8adcf24b1beb4",0;491370058535837,0;0267502236079387,0;387019931960864,0;0638133236021444,0;949118869182477,NA
"411cf9d2989028b255a78189abcd9596",0;210543509040266,-0;0465546158625065,0;371985458140108,-0;489833976214267,0;624251386151449,NA
"abb960cbc8676c358c47409e6b0ff250",3;54565387829369,0;0765776202611667,0;481178491694749,0;159604644452091,0;873192520143251,NA
"9411bbe3ce22b7626a00a899ce93d80f",0,0,0,0,1,NA
"54814d819ceba9f567e605d78822061b",34;1406733585187,0;00368281714424568,0;332622020953424,0;0110735016010635,0;991164804604387,0;995551540772915
"04b033906beeb2b1cf3e607322ab5baf",0;0915972016654116,0;284343642865332,0;369230222996513,0;172098340299787,0;863360217546017,NA
"8df742d793fa35ed0e1cca32ddd42fcb",1;30704685758695,0;335748470814987,0;49864531339032,0;677505586679093,0;498085226670432,NA
"3a79d429486ac0cc3de97ff6c520488f",1;13244804969665,0;0306364903491825,0;444556540920465,0;0676004033249027,0;946103734328729,NA
"ebc8f9a7e176c9c26985e0fee20363ac",1;31230436252621,0;0782559507225828,0;531253380560963,0;145678732238202,0;884175011451232,NA
"d90f84b477722d11724b4affc46b2239",4;78331525827464,-0;00414132906109528,0;548141579825494,-0;00756928444558324,0;993960642474491,NA
"a517484f77b3fbad19da288b23433880",2;28345452444939,0;222280739835224,0;54330712721585,1;82904719725877,0;0673925381011961,NA
"e70e90e80481116f8c8db85f31a8aa79",0;0502744630472889,-0;047024817397152,0;369049654871368,-0;127421382939764,0;898606893043385,NA
"96593a57af0fe410a5f2a6bdb55d8ed3",3;26080795923055,0;265850855415797,0;549805665224445,0;485691159604716,0;627186152489976,NA
"396167561312d5fe18c679440a4f1920",0;0763307332758961,-0;047024817397152,0;369049654871368,-0;127421382939764,0;898606893043385,NA
"c7fb10d9538d5090a1b43eb5afe2aa5a",0;100548926094578,-0;0970794826162744,0;369049654871368,-0;269466058012331,0;787571058287294,NA
"d76bebb22928bf7e27e82dbbfb4a8692",15;6232827219236,-0;180931760804001,0;307992717012096,-0;587637503319439,0;556775632551128,0;994819859255315
"3870965aa37f024de056714246b2bad3",0;187976271306785,0;0794088695682397,0;378613040981894,0;210856185079815,0;832999494641224,NA
"2ce123e0dd54d9ef2f23050dd553ab81",6;83580250766513,-0;287756554737825,0;537722076699974,-0;537047754446719,0;591234628044344,NA
"5f6ead0d7fd365d822de9f2bedbc8399",1;05549169174269,-0;158114065167927,0;401655554374945,-0;147081724611815,0;883067514636556,NA
"4c0a3e4d149a32be42acea5136799f79",0;428958569511756,-0;185873754796989,0;371131821563286,0;0200425853864623,0;984009401153264,NA
"ca5201fdab5e279bfcf6f48f5b4daeed",9;59217351923125,0;107761081556767,0;510019125995299,0;211228060766542,0;832709315379471,0;994819859255315
"053c00a37390fb8ce6b170b9bd7403a5",0;72285938992054,-0;120346723190535,0;461850723680872,-0;249590684048925,0;802903903677375,NA
"092a5eeb3ab18d13300f44795eb96ae3",11;5506066690837,-0;729118467150244,0;379040036812068,-1;92451455675799,0;0542901178836308,0;818575711688421
"ee025e69d4a05a4119c1c7bdb2cd1fb3",1;71631379881444,-0;509690915380409,0;501224066999712,-1;05801484460425,0;290048674744215,NA
"1805e393f56dc746e3f87437bc8216bb",11;0649922640565,0;0385136999562696,0;402311813830981,0;0959298095642334,0;923576319144332,0;994819859255315
"72f8a9adca3679ee48b76fb607b3e196",28;3155300497423,0;0212989782566542,0;484908174695917,0;0439453571076698,0;964947960458247,0;994819859255315
"154ab5f6ebe6741c2bb15b8f9c2f2d65",0;293373886914006,0;0370897832426591,0;36905152992746,0;101974994151867,0;918776523370642,NA
"61a6a18ead3820454451aac6cf21395a",4;21268270973067,-0;412031087064811,0;556456116080071,-0;742015524446955,0;458077929694555,NA
"241ae0a8f3ec3751c481eb7ff137398b",0;585242622769624,0;503628593849615,0;421721928791492,0;956020700565955,0;339061776231113,NA
"4db24bfb11cda99933a003e018188ab5",2;04602588137953,0;278392531627983,0;554427616199441,0;500258030253131,0;616893402162905,NA
"1c0f6312abdeeef8e2f5cd4b935f6cd8",20;7848653946747,-0;156606874969537,0;476788785787237,-0;328641655383758,0;742426558903715,0;994819859255315
"c59880778011333987f047776c5b6b5f",2;7334614233068,-0;18116655158178,0;496073143672103,-0;367294408605433,0;713399424368977,NA
"b115239cd81380e5edf33380f5d22278",1;59928023413075,-0;540012574810464,0;533515970469846,-1;03120340518355,0;302445444154042,NA
"cfec8cbb4d130d354b7821ed4d81b4e5",1;24082051849883,0;465185551321763,0;555905343280489,0;832510823837589,0;405120671233222,NA
"4202750078cc0711ad9f83d0a9736fee",0;986861549221296,-0;125158469464001,0;533055184892847,-0;231327278049936,0;817060556501937,NA
"76ab6aa58d1fc6f916a2295ea96a04b3",20;9019128862577,-0;0594280404814254,0;420109067826867,-0;141540361820148,0;887443076851132,0;994819859255315
"887658f98256229c33269e0c99923a9e",0;870675878231215,-0;00276470454221287,0;396052763414792,-0;00678577691262183,0;99458577491966,NA
"129daaf4b6913c31311d7626883e4a2f",0;794404998117005,0;0938033171974185,0;512066802298609,0;178454471931107,0;858366073353036,NA
"1019b994bd2018cd084b5c8e38649d98",150;314451037956,0;0957435916316968,0;321470518946866,0;297830822185177,0;765832288783906,0;994819859255315
"4da8bfb41f583ef79db82c615895750f",0;211539674733017,0;136092415415093,0;369049654871368,0;378419981526333,0;705118626802536,NA
"7cfb8c956ffcbd5e1a2e1bb47245f716",0;856816144634404,-0;077545519051864,0;463509484013945,-0;162163298355517,0;87117726087398,NA
"bc9f6b9596a1b0f45f182b73025b574c",5;83678952931856,-0;467134229021878,0;424796930411816,-0;554956487834923,0;578924422931866,NA
"0303d94539da3a68eeef69d6d3ac9437",2;50334572571399,0;448112449058159,0;556479517347668,0;808129278925895,0;419016164227376,NA
"f6956e967e7294d54b3857d826436948",4;49741433526233,0;0505386339679022,0;429785745692715,0;118009572451602,0;906060073165335,NA
"4a4dad58b27b6e4caac5b4e1d3cf52a6",2;64920972629521,0;223016244258457,0;528128461827738,0;424165975221568,0;671444772938574,NA
"70764ef088e9d88a777e7c4cc7e548d9",0;977050158248243,0;266362410768407,0;373313354672133,1;17181517438701,0;241271269030498,NA
"20684fe02bad6bdb0448255cc6dba3df",0;580462423398959,-0;0723011039269442,0;37290623675969,0;775822170080785,0;437853991838129,NA
"825170374d5188e50bf4b0aadd11b3f7",27;2623738516094,-0;242435484550099,0;554190087219577,-0;437716668535198,0;66159168483645,0;994819859255315
"93d0a970318e2faf1db29e06f93f84d4",8;98665454340687,0;532577598044659,0;55095739695823,0;969789307365647,0;332151523719978,0;994819859255315
"359a21deda48272fd4022fbf7b58deda",3;67093278700586,-0;424652082855652,0;547401697333074,-0;776105133561757,0;437686912847499,NA
"ba25cc977941432f8ee81f43b985c9e1",26;0550615334572,-0;671490388162429,0;455251940098979,-1;47493256022111,0;140230675469332,0;994819859255315
"4d33bba0631e3978d6490cda71f1ac4a",10;422917776366,-0;0309516770713995,0;552085391255101,-0;0560777664752783,0;955279855843865,0;994819859255315
