ID	padj	R2	method
4cec85aaf4a2ea3dd5da690813a24023	1	-0.133	Spearman
4983958ea697600d795816a11c00f06a	1	0.130	Spearman
3a93385c2f6627a4a1d23f3a25205c68	1	-0.126	Spearman
32578b2731941077780063453c44bb4a	1	0.126	Spearman
040663c64495e2c4fddd31067c486857	1	-0.128	Spearman
e8edbff8dcf149b0ebb2da8510b47738	1	-0.126	Spearman
cc09dd24c18e39a72688530d4fba5bf9	1	-0.128	Spearman
c7c138630577ec275a34a7f262b3d3cd	1	0.128	Spearman
bf183160f0cc84ee1de5b7597f9c4ce7	1	-0.130	Spearman
bafff4e2d2b8d5d25a07926f6164059b	1	-0.122	Spearman
76bd4bf144186da834faafb2ef355ba3	1	-0.128	Spearman
5c3b9de054e82157e30ffeaeac93bef5	1	-0.130	Spearman
42f61a43deb97ccfae541e1d17fea269	1	-0.124	Spearman
31e340d0aa71375b777130c5d3ec30a7	1	-0.130	Spearman
1dbb4a7acb10be4100df199b02ed4f82	1	-0.122	Spearman
e5c29f10c1cb864bcfbfd1c5dc1768e6	1	-0.128	Spearman
e29c85ea8c590d3d7e3a509b7e8fce37	1	-0.124	Spearman
cb80e891c483cf50bf946691c59afeb0	1	-0.130	Spearman
9eb5c3e616223eb1040f784ae579163b	1	0.117	Spearman
9a683d51b87d92387a7f39ceb67687d9	1	-0.122	Spearman
6c6bd331996b9a6f8492a90fee14d128	1	0.126	Spearman
2ad116e5be4979a0016d6de3965ce4bd	1	-0.124	Spearman
fed4215c25e2f497f1bc004727f11b1a	1	0.126	Spearman
fcea78d1d6b14711a04874871b7b021b	1	-0.128	Spearman
f3309c0c26144a4d3eb15b95bba2e4fd	1	-0.126	Spearman
851627138abfe5a212677381d67323a1	1	-0.130	Spearman
6f4b0919f3ae717b7abb44908578652e	1	0.124	Spearman
662f3eb9f08b19001b0309b788a14fbb	1	-0.119	Spearman
5280775a336011ae0bc47ae31d857cdb	1	-0.119	Spearman
07626e4dc83a1cc9674bad3f5be3622c	1	0.126	Spearman
dd0559af63c064b204da739e729a68b1	1	-0.124	Spearman
ca07469a0b8e1f95137429d1949128df	1	-0.119	Spearman
b24d32769e8a6fe349b62716b5fb0127	1	-0.122	Spearman
2f501542e2a8cc324c0e90b6263a5757	1	-0.117	Spearman
2e3f98149ef98cce1dee8a36fa6ede85	1	-0.119	Spearman
0405df6e8d3677c85bf097dc556ae744	1	-0.119	Spearman
e7d1c27aa84f0c390c28039f5bc22729	1	-0.128	Spearman
a8c11ee61236d0c87a9af2c73593326d	1	0.126	Spearman
911d5094504324bf0df7b2d2841347d6	1	-0.122	Spearman
7a5f9bea95c96500beaebc97808b1735	1	0.126	Spearman
345e595a0d05e06f5cb7ddc514b9fd79	1	-0.124	Spearman
24c890f26fca0d8476ffa963b2ad0a8e	1	-0.128	Spearman
0fb82256fefdfb45abedb98d2436c8fd	1	-0.128	Spearman
0bd5365fd82a062bb27053afd17b5216	1	-0.128	Spearman
f64c87bb014ce9dab832b67084b6a2dc	1	-0.119	Spearman
ca443cab58550a4b8d7439d1d33d65d2	1	-0.128	Spearman
ab3afe86162312955a4694712908b56e	1	-0.122	Spearman
85ce37fd2dd241f231fb8131c4e6140f	1	-0.130	Spearman
58ad7268b1dbbfd98428f98967be93e6	1	-0.119	Spearman
f6ba6ee000700afc8537f721d1acd943	1	-0.124	Spearman
afe366ef5f4f3ee4c2befbad7452d1b2	1	-0.122	Spearman
79351d6dc0481c7c1a5ec3002c5bb30b	1	-0.122	Spearman
78b1c0fa7bc88969d9e8ab1d86e7fd62	1	-0.124	Spearman
726b9ccbcd2fcbe34360dfc93fbf6497	1	0.128	Spearman
4f357052091f045c6f5803e8456d6ab4	1	-0.124	Spearman
45c4b2f02d7678f8ae104f94623989e0	1	-0.119	Spearman
3a073a0eaa55d5e7f3e1776e6777013c	1	-0.126	Spearman
332bec7d7149d255892dec859d98a719	1	-0.126	Spearman
31357f8a95959bab12007715eef8c923	1	-0.124	Spearman
08bf8db35650acea93b4a92bd7a804a3	1	-0.124	Spearman
0799d5be8ccb16cfab14ec62701319ef	1	0.126	Spearman
06e78a4f975d2ac6acbb6f64885e974f	1	0.126	Spearman
0063d20b9365b0623c9c60fd2ce1adaf	1	0.122	Spearman
ea8fea25da21f7da447075bf3c7c6107	1	-0.124	Spearman
b3713e53da7d4f045dc451fd77598d0b	1	-0.126	Spearman
b2e76e67d1a10896e4edc9ebf88ba58a	1	0.119	Spearman
7e2dcd21a3f9596210782cb761ace00e	1	-0.124	Spearman
6707368833e1d1faaa4157de73588ddc	1	-0.117	Spearman
49cd5fbe3cb7db3f8ca06cc23aea67b5	1	0.128	Spearman
0cb267c2973350492dae89a2eb3fbe6c	1	-0.130	Spearman
cd85f7b6fadb8c046bcf11eb17b2c32b	1	-0.126	Spearman
3076b1fa0e5c62bf78d51f3620f0c88c	1	-0.124	Spearman
2807135cccacfd31d7e7dc89b9daba4c	1	0.126	Spearman
18e04307d11f38e408a2fcb7bc40871b	1	-0.122	Spearman
9f69298ef21c745c92a93c18ed8ec02a	1	-0.124	Spearman
20915883ce0039ce060a6596400cc569	1	-0.122	Spearman
1a22585ff1b081b92dbe24cbfe9f8799	1	-0.119	Spearman
fcd17488b8fa533b5a524d7f120069aa	1	0.128	Spearman
f31df92b794801aef818862a0e32e254	1	0.117	Spearman
d5107809e1019bec762211f35eb22d80	1	-0.119	Spearman
ad7ec4cde0ca6ec8619c6bba6b211ebd	1	-0.124	Spearman
97f6c29ae34cb91a50e23068f733b1e2	1	-0.126	Spearman
89045195a30125e41627f6ef0bd4d4c8	1	-0.117	Spearman
85c9a8582fc3ea6164a5f30e91ca1224	1	-0.128	Spearman
1c54de42e5142ac7a06fc7998c9901c5	1	-0.122	Spearman
14829bc7b0c418e78df2bd333dc11fe9	1	-0.124	Spearman
eb738becc5172e513b062dafc7b02e8e	1	-0.124	Spearman
e7fdd95a6d0de94ef00757b3e0291d05	1	0.124	Spearman
d4cd0b2abc14b4718965c3f2933cd2a5	1	-0.124	Spearman
bc1989ea618b0f809b0865410472e5c6	1	-0.130	Spearman
a9d1b9821dc7c8e10f9ca7c8416fafda	1	-0.124	Spearman
a5a79ee2eaddcaecbf5c5c61a40024e2	1	-0.119	Spearman
98feb00aa44dd35d0e3d2c8083f26fde	1	-0.126	Spearman
889ebcfe2421b2b2548db53ad5964b79	1	-0.122	Spearman
6f4f743970845256aab8a2c3baa1107b	1	0.122	Spearman
3cc4f1cd221ebffc5f79ba76f6f27336	1	-0.122	Spearman
1fc8e1a41cee23027e9391644ff57a44	1	-0.122	Spearman
1d25f1a5fb99f70a93c273079c5508fa	1	-0.126	Spearman
fab13f84f56cdf4e7a635448959cd295	1	-0.115	Spearman
c663d464f47c99ea0f5047e7b142f59b	1	-0.126	Spearman
95f165eae1eb74516cce3f19a1c531d1	1	-0.113	Spearman
704391e7cf5b7c13d84a69e4b54b3983	1	-0.124	Spearman
664fbc85e68f785c124b7ac76e24f4d6	1	-0.119	Spearman
4a582b35bae2ff4dc1762811c809ffdf	1	-0.119	Spearman
fba3a60a3f73617002e914e874e85b55	1	0.117	Spearman
b055405ebe2956510dc628e429c55d43	1	-0.122	Spearman
aad1d0c281ef5b93c75983f0b5020328	1	-0.126	Spearman
9f7726694162b0a98f547913058f3f87	1	-0.126	Spearman
75f0b5795844c280e1f72599139254f5	1	0.124	Spearman
234c761f88b5035527e4b81dd3c7bf6e	1	-0.122	Spearman
e89d2ed570f4b08b2c30248c37c262d8	1	-0.122	Spearman
a9d960acc3383873c5582c00a7e703f6	1	-0.119	Spearman
a5c079cadb693a9f53a2a328fccfe02b	1	0.130	Spearman
5c73b4837e0d42e26344cbb5f66a4813	1	-0.126	Spearman
48c6aa7a617d107fe94ef40fc15a5309	1	-0.128	Spearman
44f0260c682d258eca77ebc5a852ecdb	1	-0.128	Spearman
fe7ea2688adf99ce72a6ed253d38476c	1	-0.126	Spearman
b4bb8d73d3b21f0ddd48dcefcf96f616	1	-0.130	Spearman
3fce61e78bd0c6c443e29ad185f7faf5	1	-0.126	Spearman
230bce8c8c1c61cfe29143c7c307995b	1	-0.122	Spearman
c1d1ad4fb0cfa750de1b7374e49ef863	1	-0.117	Spearman
be73b5fb23377d001d3d04b73646a639	1	0.122	Spearman
b770677520385311c532fda4805a3d3b	1	-0.124	Spearman
a2e5af4690d26741906330f13becff99	1	-0.128	Spearman
6609e1878a2c721abf44a9e504cd0786	1	-0.119	Spearman
5b16de4f952539d537d6aeb9f131fd45	1	-0.115	Spearman
4ccf9ca733dae8bdcddbac2c146b2826	1	-0.133	Spearman
4b6a940e7228e0068561f435ef7ac1fd	1	-0.117	Spearman
4a2739b3acd1eb053ab8838528cd30cf	1	0.124	Spearman
364d187b0e1479e54b8816d3404addb7	1	-0.117	Spearman
b09fa9187d4addd0921bae3960982efd	1	0.117	Spearman
af2e03417c3f1c9dfeb95a930389e2e7	1	0.130	Spearman
963e1f65618e2b8652736084d0702240	1	-0.119	Spearman
61769450694a045a526bb48b29d90552	1	-0.124	Spearman
5611691096fa71eff3fc017126906801	1	0.126	Spearman
224c2a6453539618bab688c897aac9d8	1	0.119	Spearman
d81e5a7b906274c6cd11451b7e1fc616	1	-0.122	Spearman
b5667ddf1481791de95fed113cea1197	1	-0.124	Spearman
b4268b15a519620fc014f65a42a80ffd	1	-0.126	Spearman
a19e9153a5fb57383bc3a5a90e6fddd2	1	-0.117	Spearman
80ff64feec7bcaf1718873333f4ec222	1	0.122	Spearman
5ce37c825206ce321c3438b2b9664eb0	1	-0.117	Spearman
5981e3cd80bfb7b11e237b903fc11f81	1	-0.119	Spearman
ff12d801bac2da02f261c893e51a526b	1	-0.110	Spearman
b1868297a251c2bc0167d602e837cb22	1	-0.117	Spearman
b0f6bbce0962057e1db729e1d63aef9c	1	-0.119	Spearman
92461342e761be2ad3057eb7afe75eb7	1	-0.117	Spearman
2ba8fee81b617fd11207d7c2624ce2a4	1	0.124	Spearman
0028e01743d647dceae841f1b8cf952b	1	-0.117	Spearman
bcd031dfd4cb83b3cf1ce91fccc6197e	1	-0.122	Spearman
339e727508bdb5378980202d3d787436	1	-0.122	Spearman
2d66b2dfaa4ada80b6f538f8f7d64304	1	-0.115	Spearman
150ae6e656147d9b05117458df45090e	1	-0.124	Spearman
c011280fcf1f7e843ad412e87bcaf88d	1	0.124	Spearman
849822dbb81177bb50c9c6f415efd6ee	1	-0.122	Spearman
2bbb1a92cb79c5b35cc28e921f345de8	1	-0.115	Spearman
0ffcace6a49155106d25b370671a4a17	1	-0.128	Spearman
cbbac1e1a5ae59bff338b46f0c1030ae	1	-0.115	Spearman
c8997a38ccca73ebf4b0d963b824250b	1	0.117	Spearman
a88bf049bf3ca86afe53f563685c0f25	1	-0.115	Spearman
2a03677b0dae0f185b896fde2e717fd6	1	-0.122	Spearman
2753924eb4af0f1cb0b8039b6f3e02c1	1	-0.115	Spearman
08ed8669b3037dd05dda28bd29a9e51f	1	-0.122	Spearman
d7d3a77b4b1fac89c64ce5f1346cfc77	1	-0.115	Spearman
d40e98adbfff66f4911b43c253ad01c7	1	0.126	Spearman
9411bbe3ce22b7626a00a899ce93d80f	1	-0.122	Spearman
74fab9a9ad55edbf3f2ebcb11c99c0b1	1	-0.119	Spearman
eed91eb62711acbdbcddbc0fe0f7ffb3	1	0.122	Spearman
e1350a4357d1b6e75df8b84425589d06	1	-0.115	Spearman
d472f9832838c4b0a1589c58e4ee3c2d	1	-0.117	Spearman
c961eb10a9020d96569ff89af8d80c65	1	0.128	Spearman
b692ba1ca13126ef834abad5007ba5fb	1	-0.122	Spearman
ae4b3c1381b858c580e367ae2723ecc0	1	-0.119	Spearman
8e88f71933cde1f50fc816f6c139c5a7	1	-0.124	Spearman
8a71bb43e70d4349d421ee32c29c3a41	1	-0.117	Spearman
78353b90fe463776e399dd3b77861232	1	-0.115	Spearman
382a49cd0601cc8af36f0d251f4fd41c	1	-0.115	Spearman
2f7a768a127229dddc9b749d380000a1	1	-0.126	Spearman
e76ccd321e94f6336d90382915d996a6	1	-0.135	Spearman
b9acaec8b8d544a61baabe1e7c9c3bfa	1	-0.117	Spearman
97e0df1ac5678a7e183d57c4a90e9a4e	1	-0.119	Spearman
7983f8572a7425540e38ef09479e55a9	1	-0.115	Spearman
ed663b29836534ab7f9ceb55e4a2242a	1	0.113	Spearman
bbd309ab809cd4b4c1032d2dabda989b	1	-0.124	Spearman
b3ddecdbd67b414e80848c7e9c744669	1	-0.113	Spearman
4e0c5ca96f2f141246b56601ac875ddf	1	-0.122	Spearman
3046d3d403e9d69874020830b235e78c	1	-0.122	Spearman
dbba8de1a7b5e9bb0b431d783e91a6ba	1	-0.119	Spearman
7b8b7b74cbd8538a336ed7022be76626	1	-0.113	Spearman
48a711432cd99c4fb0fc8d1b5a131a5e	1	-0.124	Spearman
2ee10f25dd48096ab127738b2e15f97a	1	-0.117	Spearman
ffa67ab353d0ef40887c95532ca694b8	1	-0.117	Spearman
b713d5cb19dd0f37bd05cb81aeb4cdc3	1	-0.122	Spearman
a76875db91d213788289bf14c7934e93	1	0.124	Spearman
5d5ce7a3409ffba705c46ca21f8db5db	1	-0.119	Spearman
36fa8cac2c7230127ed3729cd3f41bf9	1	0.122	Spearman
1d5530c51c3987289fcf6d3db038c00d	1	0.122	Spearman
082ca77cb9226b437bc24c297c250739	1	-0.124	Spearman
f63616cb620280fbf9893c3e1314109e	1	-0.117	Spearman
e5004ec02fe4a5c1182a9a4787bc5507	1	-0.119	Spearman
9460b4efc61a8b38280343d108f3b635	1	-0.117	Spearman
7ff7e2fae811a23a222032cea010d59e	1	-0.128	Spearman
0b8125827682bf91849fadd7fe90e747	1	-0.117	Spearman
0007347862927683dfa9de8b1460ce92	1	0.117	Spearman
de6c5909c4416e1e1e9a197f18701141	1	0.115	Spearman
53b3d0141dea5b0f90066a66a3e18024	1	-0.113	Spearman
47de82515fd47f0d588ccf6be31d14d2	1	-0.117	Spearman
2e3e2c0b725959db463d57248d1f6b62	1	0.119	Spearman
0944efb3f94f1cc0d02dd9ef57fa7280	1	-0.119	Spearman
f0d1fd54b02bb5b1f98fce6d68758493	1	-0.115	Spearman
d86aa5f2c320626768ce86bef9eb6dde	1	-0.117	Spearman
c4359cbac8cd162d826f417605d377dc	1	-0.122	Spearman
c1b5a744a0ffcbdd6626038c0f4b8fed	1	-0.122	Spearman
bec9898402872027b19d3caba4be113a	1	-0.115	Spearman
ba0a41613c07a3981421ea93fb1ab317	1	-0.119	Spearman
a88d59aa3e840983919624120d96f041	1	-0.113	Spearman
73a3fc3a06c9b6afbb9ac21bbff19551	1	0.115	Spearman
324a3e8c93b6f7141f68602c20f7cb0e	1	-0.122	Spearman
2476f8ddbfec72756b348bba00e22aec	1	0.119	Spearman
4d24a21acedcd255d86dc6174c46fb37	1	-0.117	Spearman
4b3e306b3b4fa0163b0439e7a54275a8	1	-0.119	Spearman
2d0fedba72f6290b81904bdbe1126f1e	1	-0.119	Spearman
236841b5fef9607099469aeecf537de8	1	-0.115	Spearman
ee025e69d4a05a4119c1c7bdb2cd1fb3	1	-0.117	Spearman
cf30b5e7a0d1f6b8c1dda0e94f6ede37	1	-0.119	Spearman
86eb7a66afa09254d4e833ff3f0c43c8	1	-0.119	Spearman
3e59d7257ca9bb68fd9126d80541f697	1	-0.122	Spearman
1150128d2b8434090abe1a9b8469d075	1	-0.117	Spearman
d7958fa719f85d0024292b9621a8d69e	1	-0.113	Spearman
cbf3542717a2d0d943fc442f4cc8c1a2	1	-0.115	Spearman
a0f53a67f1ea92a63cc5df4bd8696c2a	1	-0.122	Spearman
222a915249aeda02cf2b41b47fe62ea1	1	-0.115	Spearman
e9281d871a9888fec24fd4e7cf8946d6	1	-0.122	Spearman
8c29a39265d92a86f3aba39023bd9ddf	1	0.113	Spearman
75596191fd89c6d8ab02bcad4dffc0ee	1	-0.113	Spearman
58407be0b5d9847a50499b9f155b1675	1	-0.122	Spearman
5429930326100f668b45a0cf62e7ce69	1	-0.119	Spearman
496ac0f204f3a2e87a9749fc9e313a5f	1	0.113	Spearman
46bceb0b00b112af5500a89b195f888f	1	0.115	Spearman
46a68359fbe043298e7bee84d7d12505	1	-0.117	Spearman
3d5cef3845fffb0e3395a50e2a36df1e	1	0.115	Spearman
16cd88cae3dfe7272855ae0cf7d60bd7	1	0.115	Spearman
ff136555825ac4d71e000720a1058a4d	1	-0.119	Spearman
f6275d4ab9b65eb63adf1d242bb70651	1	0.117	Spearman
f0b99a12f8792817d315f2ba6ad756d2	1	-0.117	Spearman
db3bd008ebcf2285862b7a993d874e18	1	-0.122	Spearman
c504443cce16e44d7753bb7c5992b370	1	-0.117	Spearman
9c07292b048904b029f9f716603cce02	1	-0.115	Spearman
87c028132536788fce75cc537feb5c44	1	-0.113	Spearman
23952368daa772bb1c3539b75f51b741	1	-0.119	Spearman
1a5b111fa906f14553aebd8d9f6f1ca1	1	-0.122	Spearman
11a13e65565ebf83cc5956d0febb4a10	1	-0.113	Spearman
f8f02835ec2bba91ddbe7dfee484da05	1	-0.122	Spearman
e4fbf82fca1dd9f9032bdec4e8e1289b	1	-0.117	Spearman
c60d3121b2e9970b37c7af05f377d5ce	1	-0.122	Spearman
b52f4e070f6f3c3cbb156efaf1099352	1	-0.124	Spearman
a1b965e0f67291fa5aa9e2489a684160	1	-0.115	Spearman
8aac353297e304b7a27b7004eaddfffb	1	-0.113	Spearman
8512859fedb7b181aceb851e50e9ceee	1	0.113	Spearman
84cd0c5fe88f7d84dea45652ac868ed2	1	-0.124	Spearman
f2c60f5116687383c7686e7e74d2774a	1	-0.119	Spearman
dac9aa62f22fdd7aa1cd20058e4d5067	1	-0.122	Spearman
bd1dc55f015c97286c0a2a6722cf0deb	1	0.122	Spearman
bc0daf6436d8f5953a9006dd52e9a98c	1	-0.122	Spearman
966114f7815f726402d98992bd27c0cd	1	-0.115	Spearman
73e1f8ad976d588bcfb1a36a1bd7a485	1	-0.115	Spearman
5da34505a014e9d52f2b1053c2ef3375	1	-0.117	Spearman
5ba47360a89540916521cf6be8f3ef9e	1	-0.113	Spearman
51908df1120204199eb2f35c6d211f4b	1	0.115	Spearman
446dfb078923e2e12886667b7843dedc	1	-0.119	Spearman
3232805757f0f2946a81fc38eae14e11	1	-0.124	Spearman
14f8afb640ff016f60d4f6484c71bb4e	1	-0.117	Spearman
f0d1e9a51e706df2e055b36623756c7f	1	-0.115	Spearman
b837acad5018efbd5b5e1439b756ba9d	1	-0.115	Spearman
b5ec195eedb69df47546884cc23907b3	1	-0.115	Spearman
b0bffd57f4f53bd79e8f47547df7ca6e	1	0.117	Spearman
af3fcad0063af1e6308b91022531033b	1	0.124	Spearman
9166d17e8c1c76d5285ed26a3ea62418	1	0.110	Spearman
848be6fb60b978ae49a229d4cb96cc33	1	-0.119	Spearman
428ff0bf895fc17a12d80144d162a5b9	1	-0.113	Spearman
17c3bbebee60e4cf6ee89e4809218cf0	1	-0.115	Spearman
f0823586f83aaf28db8f46675076f82a	1	-0.115	Spearman
eacf813d3fe2547ca564a6b0298bc4b1	1	0.115	Spearman
cd73600edd829d831dbc749f8b6bad0c	1	-0.119	Spearman
b5e7911bedd7f86705df5d4a3d07250a	1	-0.119	Spearman
70d34fa5a9240375a8bf2968f059c5b5	1	-0.122	Spearman
484d427c713b02316af061e3bd4da57c	1	-0.113	Spearman
208e5f1eeafec231053533593171deea	1	-0.108	Spearman
137cf895f87aa2cba8866e8e2cadbc68	1	-0.115	Spearman
06e1fd40e0af694b28bda02c18d4c1f9	1	-0.117	Spearman
f244ccf00362376c91bc8de530cfc091	1	-0.115	Spearman
ece1da4aa642f11f00d41eeaf2e01570	1	-0.110	Spearman
bd403ecea67a22436a7047a179d48e21	1	-0.119	Spearman
90f1d47896eb1478e97dd48e56d2f5ab	1	-0.113	Spearman
7aba1934cba67c978e41c8437e9cab9f	1	-0.124	Spearman
73505264988d4f966b7cf166bbf110db	1	-0.117	Spearman
6cd351bfb03cee8306840757cfbc60fc	1	-0.115	Spearman
4c0a3e4d149a32be42acea5136799f79	1	-0.119	Spearman
4b9c2f711722254413c4b03f5e824b37	1	0.119	Spearman
40c1baac92c7397ec2a850e039d546bd	1	-0.117	Spearman
2bf436a5b505224cc0812fe19387c392	1	-0.119	Spearman
21c493eec12b3f5d2aa0a79afd267f1f	1	-0.122	Spearman
0bf98da788e330acb4d0d96f8d0b8b77	1	-0.119	Spearman
edb24fd6a1ae568a4a1f393bca2f777a	1	-0.113	Spearman
d0fc7214529aa50fbe261f20dba20a97	1	-0.115	Spearman
ca92d3e8fe6892959ad171176cf2c8f0	1	-0.124	Spearman
a990953103f85ffd3c62b217a0e51512	1	-0.115	Spearman
91f35622b28a66597f3f95a6ff38b530	1	-0.117	Spearman
8a3758c0ac0f3f1576425005fa123cd0	1	-0.115	Spearman
368bc08b520bebf6adbae7c3b40c99d9	1	-0.122	Spearman
fd60c5ab3966b07e697974479432e208	1	-0.117	Spearman
e5ec1d8e70cea5e5ebc178e78145b93a	1	0.115	Spearman
bacc1e945fa5025c4a574a6f030c7eac	1	-0.115	Spearman
9401bf1d701c62fefa67cacbd087ea59	1	-0.115	Spearman
8a3de5238aac1b562b2ccb247e976c88	1	-0.113	Spearman
507c45250ea0420923b403ee525ba5e8	1	0.119	Spearman
4d0885a94db9816bbf44837af99174f2	1	-0.113	Spearman
1a87c26ec9af9d52d7615c3aa47035bb	1	-0.113	Spearman
01b8c2a6b83647c069fb02c418e47465	1	-0.113	Spearman
eb5f2c4a5d30c559898f132166908069	1	-0.117	Spearman
ccd6b4abc5f5169079482f219720b720	1	-0.113	Spearman
bcd42a601bf5c031e73b473e75fb38f4	1	-0.117	Spearman
a720655c032f7e92213b0eb33e0e4149	1	-0.113	Spearman
5ea2c440a366ef4868c1060f0dd42706	1	0.117	Spearman
4d08011d27fefb35727798ae339258b4	1	0.117	Spearman
4c7cbe0c2c92c69f80c92097d8e800f1	1	-0.108	Spearman
0a16ca2511d1a15210d5430c883dc73a	1	-0.119	Spearman
fc98c99f3815b54076495b3d516f11d1	1	0.115	Spearman
e5240e086dd6f06aa906f4c007d403a3	1	-0.115	Spearman
b41ab1eb0f708bda59822d7ff38217fe	1	0.117	Spearman
a4919e1150ed4c7142fb2f4971bae16c	1	-0.124	Spearman
6706c97538a636a5e2ea92f3ed759727	1	-0.115	Spearman
1e9f34b230d44e6a94043ed39282ddcf	1	-0.113	Spearman
00d5fd789e7744134cfafd38ae4319fb	1	-0.113	Spearman
fd9edb5abe3ab9800b38d886ba002e1b	1	-0.119	Spearman
959d9e16ce6f2b8f7675f008c887bc33	1	-0.119	Spearman
9541ca8b95f6aba6e8120012f5c2f8f8	1	-0.117	Spearman
8497dbde832d10034802308ca707af6f	1	-0.115	Spearman
721409f4a011b50001e00f7266032566	1	-0.113	Spearman
118affa26a080cc461ccb8a26fb4a39b	1	-0.117	Spearman
e8bb15ab02b97195e3ad59f7d372f955	1	-0.119	Spearman
b465032e5c4dcc83f7f0f6e6180c7708	1	-0.115	Spearman
6375a8223fd95a53d5cf295ef062a0fc	1	-0.110	Spearman
41cbed3ebccb8ce732c2184341bc705b	1	-0.122	Spearman
1842a17f5eb14cc6cb8d556dbb7ae19e	1	-0.115	Spearman
fbcbfb135d2676e86b468e106fe3ed1d	1	-0.108	Spearman
e6574477bff022c2dd943260708e6975	1	-0.117	Spearman
b53f3c5684c839ab7b734be6079a1eca	1	-0.115	Spearman
a6c2ea013f66c15605d6c5c9d2d995ef	1	-0.117	Spearman
8ed2171ff86eca8e5549df0f5f43be19	1	0.115	Spearman
76cb8a80d659ef97153a4cac2d651631	1	-0.115	Spearman
3537a99f8fc065d48552077f86fb26b8	1	-0.110	Spearman
2d2c99cfa88d14267a71251d657be11e	1	-0.113	Spearman
0f321edc9b04ad1d3b49852331f35c7f	1	-0.113	Spearman
ee0e7b5985b43cf83f339464f97bc65a	1	-0.122	Spearman
ea9d4f93bd15b8e34462635e05f267d2	1	-0.113	Spearman
ac8320e8aad5773fa29da0826b7583e8	1	-0.108	Spearman
5b3aaed88a0e9b8436cae56f581e8b9e	1	-0.115	Spearman
4dafd4164819fbcba4e51ed87bb68a29	1	-0.119	Spearman
e56c456020260312e32ef85bd3930e41	1	-0.113	Spearman
d2db80186c5abdec4ff01f328ab049b6	1	0.122	Spearman
c6157a9943c8abfa7057fd44bcabaaa6	1	-0.113	Spearman
a6b0bc03bfb1173741acf42095f1e5aa	1	-0.115	Spearman
a4050e1eb380bf26b4f3457a328e0a42	1	-0.117	Spearman
6b060ec5e7d9eb89c70b2b2579fad78e	1	-0.119	Spearman
3ac80a581a106eb3e537f342ff5db6cf	1	-0.110	Spearman
1bd0355fba9ffa62ab6f4dcbeb3cdbba	1	-0.113	Spearman
ef1f35fe1d4885187c7cbd1dca4c7792	1	-0.115	Spearman
c6b965f1d038a5b2add80b537f229527	1	-0.115	Spearman
a72056b90062d2214372283c7832b1c7	1	-0.108	Spearman
a2d1d4817bda02590e58d53c6193d93a	1	-0.108	Spearman
9160645ae731e3bdf0631e67eafad815	1	-0.115	Spearman
8b5f4047f2cb13491c6604275887482c	1	-0.115	Spearman
807727c0db24db0d86bf834420b34b8a	1	-0.117	Spearman
5b47a77f7e016d0930ed16fe9ca1c311	1	-0.117	Spearman
25bd72ec7a5124f5f47bf3cf193857b5	1	0.110	Spearman
23ead3b292d42edae6fb724772281bec	1	-0.113	Spearman
e3032e56e58b36b8d115744ff43bed6a	1	-0.119	Spearman
cc0bf1dae0b2b620860c1d68b76b561b	1	-0.117	Spearman
b4ac8ea25ea07ce53b88c517c9d7ec15	1	-0.115	Spearman
b2013c0fba8a6cedb9661f00d3115455	1	0.117	Spearman
91f1b8884f00aa1a1cbf18bc920addbb	1	-0.115	Spearman
621f7c202a14d235864414bb7a42b87c	1	0.110	Spearman
3df8b8b124fa24581d3b9625c7f46fc8	1	-0.113	Spearman
32da550461e78890f9b869d63531a795	1	-0.108	Spearman
1794815fc36aec69155cbf6bc3551fa4	1	-0.113	Spearman
f5651be1508451ca50bb4b4e6d22a48a	1	-0.113	Spearman
b925f80f867c27f4396f6f9145f2a0b9	1	-0.113	Spearman
9e995c3dd41b8b4b1833da0da0fbc670	1	0.113	Spearman
684991f850f15c71841499c31f9bf317	1	-0.115	Spearman
657f9fb8e3c654fb1585426906427a54	1	-0.113	Spearman
4411c9b49b81697932af7fd84c217cde	1	-0.113	Spearman
ed1c6061f431529b10813452ef254688	1	-0.117	Spearman
c30b7f60a5d163920da0128d442520f5	1	-0.106	Spearman
b4657bc3b978d865b556c2ceb695d109	1	-0.113	Spearman
9b38cc5c21b0a8562432ef2d9b073914	1	-0.115	Spearman
8d7b60cbaca573906e2deac089bb885f	1	-0.108	Spearman
8d342624c0840afa5c905e5e690ade79	1	-0.110	Spearman
70e6334efc8ef255d795d0604ed0e79f	1	-0.104	Spearman
6457ce7701f8545b420b4e827004ff57	1	0.115	Spearman
d11d8d48650407757bd355a0184efd39	1	0.117	Spearman
b997092bdbfa514be44f001336b00c55	1	-0.122	Spearman
b4cba08c0e26fbd8996661d36d5a08cd	1	-0.110	Spearman
b40d0277a55a6ff1ea25d90358aadf17	1	-0.108	Spearman
9e7ba093cb5746ae366105e8705eefde	1	-0.117	Spearman
8f5cace13a2a61f1bd133d5aef93eaf5	1	-0.115	Spearman
5f088af894c021f33daa3dab17143652	1	-0.110	Spearman
429171a56b09deb4155198d0a4e1532f	1	-0.113	Spearman
4167bcd42c13d5d43be3970bf95e6ee3	1	-0.117	Spearman
f60e6ab15af59a7eaa61eb593e1b9eac	1	-0.108	Spearman
c6aff154bd68a14d36c7817b98c32b49	1	0.110	Spearman
b80cba458726fe3d384d78ae779ddb24	1	-0.119	Spearman
