"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"b4cba08c0e26fbd8996661d36d5a08cd","b4cba08c0e26fbd8996661d36d5a08cd"," 0;0911337301","0;38385555"," 0;2374167327","0;812333509978","0;997926688","FALSE"
"81413ec41cab45a601fd7229f6992adb","81413ec41cab45a601fd7229f6992adb","-0;1698438700","0;38962083","-0;4359209134","0;662894111050","0;997240708","FALSE"
"1fa510d5e683c357099e9e9b9305ca1e","1fa510d5e683c357099e9e9b9305ca1e","-0;2479461468","0;27213183","-0;9111251113","0;362229456777","0;970909426","FALSE"
"3fe5da8abc29f24a0d6fffa62a62d502","3fe5da8abc29f24a0d6fffa62a62d502"," 0;0836938703","0;27714678"," 0;3019839124","0;762664326807","0;997926688","FALSE"
"23d53cc42cd2d7ec69f9079fe63482df","23d53cc42cd2d7ec69f9079fe63482df"," 0;1388539904","0;32398543"," 0;4285809675","0;668228198681","0;997240708","FALSE"
"316d9f5649c6bef8c11608480bbf7301","316d9f5649c6bef8c11608480bbf7301","-0;1462228736","0;27022025","-0;5411247713","0;588421585312","0;997240708","FALSE"
"4127dd589bd99fd6254509753f90f24e","4127dd589bd99fd6254509753f90f24e"," 0;1820050350","0;36064985"," 0;5046585632","0;613798669466","0;997240708","FALSE"
"c9ef924196d997d0be81f4680ceed201","c9ef924196d997d0be81f4680ceed201","-0;0416979641","0;38091924","-0;1094666787","0;912832349446","0;997926688","FALSE"
"8ed0c770d92018036521b699ee7b5d50","8ed0c770d92018036521b699ee7b5d50","-0;0797543283","0;30619930","-0;2604654133","0;794504790997","0;997926688","FALSE"
"ff4bb7adb4383ed08a7c603dfd191bfd","ff4bb7adb4383ed08a7c603dfd191bfd"," 0;4713577643","0;35857760"," 1;3145209407","0;188670955812","0;856168279","FALSE"
"1087f531f28430a24baddb8e788a532e","1087f531f28430a24baddb8e788a532e","-0;4849661915","0;36409854","-1;3319641328","0;182871974879","0;844590537","FALSE"
"1bd0355fba9ffa62ab6f4dcbeb3cdbba","1bd0355fba9ffa62ab6f4dcbeb3cdbba"," 0;0945560982","0;20375209"," 0;4640742592","0;642594543112","0;997240708","FALSE"
"3caa2e8a411c4987e512e73465cadbd8","3caa2e8a411c4987e512e73465cadbd8"," 0;0166185147","0;34601308"," 0;0480285740","0;961693470147","0;997926688","FALSE"
"85984937c78681e105c87400df841dd4","85984937c78681e105c87400df841dd4"," 0;1105650717","0;33661243"," 0;3284640191","0;742560845123","0;997723954","FALSE"
"90f5cf15d62c183c1ecccc91cf80af1f","90f5cf15d62c183c1ecccc91cf80af1f","-0;6367099228","0;32557057","-1;9556740498","0;050503563575","0;592842968","FALSE"
"7e041780752fbf4c2f37c13f7041cc87","7e041780752fbf4c2f37c13f7041cc87","-0;4758544314","0;29834459","-1;5949825965","0;110716127614","0;735766328","FALSE"
"b06eacd8f6e5ddb7044798a0137a8746","b06eacd8f6e5ddb7044798a0137a8746","-0;1011481507","0;22267319","-0;4542448525","0;649652603633","0;997240708","FALSE"
"79c7dc6718d50cabc9e9ac454dfed17e","79c7dc6718d50cabc9e9ac454dfed17e"," 0;1443514850","0;22386420"," 0;6448172070","0;519045649768","0;990245474","FALSE"
"baa21df0ece5389a88ff4bc90e2437d5","baa21df0ece5389a88ff4bc90e2437d5","-0;3358946331","0;21218108","-1;5830564629","0;113408595617","0;735766328","FALSE"
"9cab07e5465a18a2a17e0f6466a3dd3d","9cab07e5465a18a2a17e0f6466a3dd3d"," 0;1272878865","0;28721744"," 0;4431760292","0;657638415813","0;997240708","FALSE"
"9c44102b3263ba5eec1c06ededc2d7f1","9c44102b3263ba5eec1c06ededc2d7f1"," 0;7155880993","0;40510849"," 1;7664110151","0;077326918447","0;668059321","FALSE"
"3efbf2ce3bbec65b726b77c56291a698","3efbf2ce3bbec65b726b77c56291a698","-0;0939192744","0;24554281","-0;3824965379","0;702093096410","0;997240708","FALSE"
"740ec895154083dca7a7bcf381a48908","740ec895154083dca7a7bcf381a48908"," 0;0296840586","0;22167169"," 0;1339100148","0;893473730961","0;997926688","FALSE"
"d3533567ec92f5e244234c5c760293a0","d3533567ec92f5e244234c5c760293a0","-0;5660110616","0;24494428","-2;3107747790","0;020845298297","0;437731050","FALSE"
"a26884287bf29630b42e7a709317f261","a26884287bf29630b42e7a709317f261","-0;4270167126","0;23115479","-1;8473193217","0;064700874241","0;644103484","FALSE"
"ca07469a0b8e1f95137429d1949128df","ca07469a0b8e1f95137429d1949128df","-0;4381608323","0;13696040","-3;1991790815","0;001378195305","0;124398446","FALSE"
"c87442cf0fd16bdc783fe01cd943c461","c87442cf0fd16bdc783fe01cd943c461","-0;2230049464","0;23474893","-0;9499721600","0;342126398805","0;959558392","FALSE"
"4411c9b49b81697932af7fd84c217cde","4411c9b49b81697932af7fd84c217cde"," 0;2662752617","0;31641122"," 0;8415480945","0;400040953570","0;981194343","FALSE"
"b074bb9f3eb6bdcf03d263f7684d1edb","b074bb9f3eb6bdcf03d263f7684d1edb"," 0;5512987011","0;22602267"," 2;4391300864","0;014722667293","0;380212883","FALSE"
"6b70b4d8dc6d50794db2ecbdd32ed32d","6b70b4d8dc6d50794db2ecbdd32ed32d","-0;1003192292","0;26160987","-0;3834688250","0;701372180963","0;997240708","FALSE"
"0cb267c2973350492dae89a2eb3fbe6c","0cb267c2973350492dae89a2eb3fbe6c","-0;1396393288","0;22257050","-0;6273936880","0;530401204252","0;991649568","FALSE"
"95d982548eddea9f3059ebf229c3c8a5","95d982548eddea9f3059ebf229c3c8a5"," 0;1979674427","0;30678206"," 0;6453031844","0;518730729518","0;990245474","FALSE"
"37a0d657100f3f8d35086328accd7e4d","37a0d657100f3f8d35086328accd7e4d"," 0;3224874187","0;21316415"," 1;5128595234","0;130315345310","0;773321810","FALSE"
"b2d6b78c8c7a7132c397e2f8ec28d8ca","b2d6b78c8c7a7132c397e2f8ec28d8ca"," 0;1328723033","0;32832557"," 0;4046967901","0;685700401969","0;997240708","FALSE"
"da36368dc5f3d4e9d78bf1e2c9d18f05","da36368dc5f3d4e9d78bf1e2c9d18f05","-0;5738645103","0;33761258","-1;6997723036","0;089173763074","0;689348798","FALSE"
"88c7d1f338ac8232fd1ec6cc9391fef0","88c7d1f338ac8232fd1ec6cc9391fef0","-0;2818687872","0;35850442","-0;7862351754","0;431729722081","0;981194343","FALSE"
"56c22ee94d2164107d189bf19393d3d4","56c22ee94d2164107d189bf19393d3d4","-0;2039235658","0;37310079","-0;5465642871","0;584678110061","0;997240708","FALSE"
"208e5f1eeafec231053533593171deea","208e5f1eeafec231053533593171deea","-0;2588660522","0;31630532","-0;8184056126","0;413125617968","0;981194343","FALSE"
"721b5faa10228e45159fc3c5273abfee","721b5faa10228e45159fc3c5273abfee"," 0;4801393942","0;33770100"," 1;4217884813","0;155087664500","0;831707022","FALSE"
"8689589c65ea8aef0d9a5d82d7c36484","8689589c65ea8aef0d9a5d82d7c36484","-0;5440732032","0;34236468","-1;5891627480","0;112023654327","0;735766328","FALSE"
"592ecbc4a115ffcf1f0bab5286e84eb6","592ecbc4a115ffcf1f0bab5286e84eb6","-0;0715294946","0;26835146","-0;2665515394","0;789814471867","0;997926688","FALSE"
"7ed797ff9e91b6b75cf8b131695874e5","7ed797ff9e91b6b75cf8b131695874e5","-0;2358019530","0;20662964","-1;1411816273","0;253794348333","0;904326166","FALSE"
"0cb938301881a370b70c4b0e01b1a5f5","0cb938301881a370b70c4b0e01b1a5f5","-0;0254400369","0;31595040","-0;0805190833","0;935824419204","0;997926688","FALSE"
"86c5368acb877751d84251166826f53c","86c5368acb877751d84251166826f53c","-0;2193447351","0;31739816","-0;6910712345","0;489520776282","0;984441847","FALSE"
"d32770b1933e3e1e53c769f13aac1539","d32770b1933e3e1e53c769f13aac1539","-0;3786631196","0;46167467","-0;8201947089","0;412105117794","0;981194343","FALSE"
"3987f04305f66790cf5390f5a0418c29","3987f04305f66790cf5390f5a0418c29"," 0;0686570420","0;38217529"," 0;1796480400","0;857428887683","0;997926688","FALSE"
"dd7fd494d7675fbc9e991d846e660a58","dd7fd494d7675fbc9e991d846e660a58","-0;0728875101","0;27482191","-0;2652172420","0;790842113192","0;997926688","FALSE"
"63b4cd4d1845288be1410b190e210ac3","63b4cd4d1845288be1410b190e210ac3","-0;1277504707","0;28222952","-0;4526474434","0;650802630021","0;997240708","FALSE"
"a7449445ba18fe39e5192dadc0e7494c","a7449445ba18fe39e5192dadc0e7494c"," 0;3555068999","0;31872446"," 1;1154051318","0;264676851426","0;914186962","FALSE"
"2db126fc615406969be3061587a87af8","2db126fc615406969be3061587a87af8","-0;4864749027","0;45819147","-1;0617284152","0;288358995679","0;936774404","FALSE"
"7e2dcd21a3f9596210782cb761ace00e","7e2dcd21a3f9596210782cb761ace00e"," 0;0057370821","0;39403355"," 0;0145598822","0;988383305189","0;997926688","FALSE"
"4131109ad63c7f9f9b1794252afe3fc3","4131109ad63c7f9f9b1794252afe3fc3","-0;1533516573","0;28855487","-0;5314471285","0;595108970345","0;997240708","FALSE"
"be4fcafc5b530a2ada2beeeab019511c","be4fcafc5b530a2ada2beeeab019511c"," 0;0624616394","0;19379286"," 0;3223113579","0;747216829492","0;997723954","FALSE"
"b09fa9187d4addd0921bae3960982efd","b09fa9187d4addd0921bae3960982efd"," 0;4771343708","0;40110034"," 1;1895636137","0;234217954298","0;893141862","FALSE"
"fbdb420e0bf9ccbf4a5334766d8e3265","fbdb420e0bf9ccbf4a5334766d8e3265","-0;9709705693","0;33053014","-2;9376157836","0;003307466426","0;169307927","FALSE"
"5d8a67aab17b04823ff2382c8da0cc88","5d8a67aab17b04823ff2382c8da0cc88"," 0;0024306147","0;22904203"," 0;0106120901","0;991532936076","0;997926688","FALSE"
"e80b2c841dbf1c2e0a921f55e08fcdc1","e80b2c841dbf1c2e0a921f55e08fcdc1","-0;5251314853","0;29614276","-1;7732375998","0;076189344064","0;668059321","FALSE"
"65f68fecacca3e56bbfc1641905acc04","65f68fecacca3e56bbfc1641905acc04","-0;2713642526","0;37077344","-0;7318869795","0;464237554037","0;981194343","FALSE"
"523439f3ca49b2071e0289ec4e7f3c40","523439f3ca49b2071e0289ec4e7f3c40","-0;4778091102","0;40862681","-1;1693043630","0;242281025932","0;893567110","FALSE"
"99dbbe68ccb03b627facc024fb7b3b4a","99dbbe68ccb03b627facc024fb7b3b4a"," 0;7767622781","0;28439671"," 2;7312632425","0;006309205458","0;254947895","FALSE"
"8b2eea220bc115a4c78db697365312fc","8b2eea220bc115a4c78db697365312fc","-0;5969961011","0;39107799","-1;5265397493","0;126875499015","0;767170866","FALSE"
"ab314b7cd8b9a6c51621edcea6aeb115","ab314b7cd8b9a6c51621edcea6aeb115","-0;2142905099","0;38026251","-0;5635330994","0;573071927844","0;997240708","FALSE"
"5a90db741a6f701926ecc05834a98b4d","5a90db741a6f701926ecc05834a98b4d","-0;0606545754","0;22862339","-0;2653034542","0;790775703785","0;997926688","FALSE"
"b6b140770c055bce58c2e00d4a93c4c0","b6b140770c055bce58c2e00d4a93c4c0","-0;2348651610","0;40949746","-0;5735448612","0;566275833304","0;997240708","FALSE"
"a0e127bab44ed30ec3f8733203e96825","a0e127bab44ed30ec3f8733203e96825"," 0;0407124320","0;20657866"," 0;1970795606","0;843765278037","0;997926688","FALSE"
"70d1519d1620f4d9a427bec48e02db87","70d1519d1620f4d9a427bec48e02db87"," 0;0085116808","0;21076787"," 0;0403841466","0;967786869132","0;997926688","FALSE"
"18900728cb61b3ca40192da76bc26ce1","18900728cb61b3ca40192da76bc26ce1"," 0;1597090079","0;23238108"," 0;6872720011","0;491911339227","0;986049961","FALSE"
"082a6b112af89e099ad4180380d2bcc5","082a6b112af89e099ad4180380d2bcc5","-0;1857627336","0;26282536","-0;7067915081","0;479696052578","0;981194343","FALSE"
"1e423970b22e4ae65f204648a6a08199","1e423970b22e4ae65f204648a6a08199","-0;2344266502","0;29551119","-0;7932919524","0;427607744460","0;981194343","FALSE"
"5d925c463ae0affd3daefd8f94e78f5f","5d925c463ae0affd3daefd8f94e78f5f","-0;5064571257","0;33369262","-1;5177354841","0;129081094920","0;773321810","FALSE"
"1dac0da52c88dff0ab9a838d53896b76","1dac0da52c88dff0ab9a838d53896b76"," 0;0091951173","0;23562483"," 0;0390243990","0;968870935877","0;997926688","FALSE"
"83ee03085e031076541a5265c7b609d0","83ee03085e031076541a5265c7b609d0","-0;2155831946","0;24711841","-0;8723882522","0;382996607208","0;981194343","FALSE"
"bd6a480114c7c59c78a8790c217d8fd3","bd6a480114c7c59c78a8790c217d8fd3"," 0;1700353441","0;30509739"," 0;5573149726","0;577312247613","0;997240708","FALSE"
"549903954161f8d9770af8577fde96e9","549903954161f8d9770af8577fde96e9"," 0;2200797814","0;32046761"," 0;6867457902","0;492242936156","0;986076832","FALSE"
"a4050e1eb380bf26b4f3457a328e0a42","a4050e1eb380bf26b4f3457a328e0a42","-0;6748481584","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"0b1d1119845da6b23a7f665cdeace7d2","0b1d1119845da6b23a7f665cdeace7d2","-1;1796892752","0;27380820","-4;3084512917","0;000016440167","0;006001118"," TRUE"
"d1c82034e8f89e5c1a848af71a5688d6","d1c82034e8f89e5c1a848af71a5688d6"," 1;0355996428","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"3e0cc877ffbbec1e698a30dfff8407d5","3e0cc877ffbbec1e698a30dfff8407d5","-0;5336498714","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"7853b29321816183d5cda073d5710b12","7853b29321816183d5cda073d5710b12"," 0;5587819030","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"a82e8a6ad13638f161e9ba8888a32f91","a82e8a6ad13638f161e9ba8888a32f91","-0;6091759372","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"f4d8a531a207ea148cc88cb996b45493","f4d8a531a207ea148cc88cb996b45493","-1;5252323793","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"648065772e3c508674681348644ecc5f","648065772e3c508674681348644ecc5f","-0;5136831861","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"cb17cc9b35e5f6cca2fe5c797932b1cb","cb17cc9b35e5f6cca2fe5c797932b1cb","-1;2227448571","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"eeef6c021ae3f4c83e3b5698502109ad","eeef6c021ae3f4c83e3b5698502109ad","-0;8962175351","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"9160645ae731e3bdf0631e67eafad815","9160645ae731e3bdf0631e67eafad815","-0;6078926392","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"aa78e7b32ebae83f1f83f828c843feed","aa78e7b32ebae83f1f83f828c843feed"," 1;4837636550","0;37708882"," 3;9347855548","0;000083271012","0;018432633"," TRUE"
"fa0f0d53737208ba9ae5e5a3316fb4b5","fa0f0d53737208ba9ae5e5a3316fb4b5","-0;2351381753","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"0564068f62952f801dd86d5075289e5f","0564068f62952f801dd86d5075289e5f","-0;4893194015","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"1be3768c4ce841d9fea4c21c51c52fa2","1be3768c4ce841d9fea4c21c51c52fa2"," 0;6555405992","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"5b3d1b3501de9f08dedd315bf71e4fb8","5b3d1b3501de9f08dedd315bf71e4fb8","-0;4345722604","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"f34d606ba4846337949b09d27df19ad2","f34d606ba4846337949b09d27df19ad2","-0;3609884768","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"1ed9a209b367fd8ef3ea6a16869fb522","1ed9a209b367fd8ef3ea6a16869fb522"," 0;4896537178","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"af43e4e2dedb301ca5163f13d85e965d","af43e4e2dedb301ca5163f13d85e965d"," 0;7911242881","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"520d823d6dab52809722d4018de0ddca","520d823d6dab52809722d4018de0ddca","-0;7939326959","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"79351d6dc0481c7c1a5ec3002c5bb30b","79351d6dc0481c7c1a5ec3002c5bb30b"," 0;4530333082","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"2c31f1aa3cb255c8bf9b4f9d4d8a3ac5","2c31f1aa3cb255c8bf9b4f9d4d8a3ac5","-0;5693715037","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"e7e82a83e8d2fa64adddb5667679957e","e7e82a83e8d2fa64adddb5667679957e"," 0;3981731229","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"b53f3c5684c839ab7b734be6079a1eca","b53f3c5684c839ab7b734be6079a1eca"," 0;5278401771","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"45f03a6963153cb5899a8b48fa50b685","45f03a6963153cb5899a8b48fa50b685","-0;7839526246","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"50235877ef1e1f29f86ff9f5116c64b3","50235877ef1e1f29f86ff9f5116c64b3","-0;5629723759","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"e6ceb9c7dcfdefce4d930288d9d165b9","e6ceb9c7dcfdefce4d930288d9d165b9"," 0;4210457400","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"4275d52aa7fa3ef66ec1cd01e726219c","4275d52aa7fa3ef66ec1cd01e726219c"," 0;6141615879","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"ed1b2654f3ecb1bba82a236889ef04e5","ed1b2654f3ecb1bba82a236889ef04e5"," 1;1305115711","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"d407d1b7c8fb9f21d4cef353ba0368ff","d407d1b7c8fb9f21d4cef353ba0368ff","-1;9742517574","0;43738342","-4;5137781790","0;000006368282","0;004933827"," TRUE"
"3a4e076293ff3460e2e071ea8f5b8f8c","3a4e076293ff3460e2e071ea8f5b8f8c"," 0;5086863693","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"deaa91c3bc17834eaf58517f4ed950d3","deaa91c3bc17834eaf58517f4ed950d3"," 0;4354808421","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"5b9948e2ee7aa2a963d440330e67d00f","5b9948e2ee7aa2a963d440330e67d00f"," 0;7490922034","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"b4b7f8881b36637712f164cf578e010f","b4b7f8881b36637712f164cf578e010f","-0;6601215006","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"4e39516b22d6eef55f4ced2f5b2393c1","4e39516b22d6eef55f4ced2f5b2393c1"," 0;5211357714","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"ca4b1247cd991855a24ee0431b499ad6","ca4b1247cd991855a24ee0431b499ad6"," 0;5068465686","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"7e904736efa16257914f1bde1fb4fedc","7e904736efa16257914f1bde1fb4fedc"," 0;5744486906","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"7f99c5e52504f31ff61be2c2d5cdd3b7","7f99c5e52504f31ff61be2c2d5cdd3b7","-0;6782398573","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"99afe9dea6c99dee450e431fbe35b1c3","99afe9dea6c99dee450e431fbe35b1c3","-0;9027291295","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"7f52e573a3f60437ee6c8e8ea9fc3b55","7f52e573a3f60437ee6c8e8ea9fc3b55","-0;7471205579","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"bb76b3e2cd4033bbcd05c8ab58b60f97","bb76b3e2cd4033bbcd05c8ab58b60f97"," 0;3545362989","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"fe76df7670e47fae044ddfd02f3c918d","fe76df7670e47fae044ddfd02f3c918d","-0;3874800165","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"f52cf920fa91bc819e68978479642da7","f52cf920fa91bc819e68978479642da7","-0;5978877853","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"fbcbfb135d2676e86b468e106fe3ed1d","fbcbfb135d2676e86b468e106fe3ed1d"," 0;1929918908","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"346c0143c2f0c8e941277297b11e3960","346c0143c2f0c8e941277297b11e3960"," 0;5865162493","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"84bed590a9f2c9ecd5f375c8f168e927","84bed590a9f2c9ecd5f375c8f168e927","-0;6240743359","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"b977fe6e401b6fc6012c57052139f2c1","b977fe6e401b6fc6012c57052139f2c1","-1;0173970299","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"3b9ed120f7d08f3b1b3131172d1efc8c","3b9ed120f7d08f3b1b3131172d1efc8c"," 0;3964849985","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"9a6cf6658bb77cfb161cbc04d3730948","9a6cf6658bb77cfb161cbc04d3730948"," 0;3249323037","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"defb07a5d56bfd6d456eb4f584858810","defb07a5d56bfd6d456eb4f584858810","-0;2260911317","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"9232ec0184007f4746c62e56096ae5f9","9232ec0184007f4746c62e56096ae5f9"," 0;1361669544","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"708dc2cd27620abc1d4eee54a3e49121","708dc2cd27620abc1d4eee54a3e49121"," 0;6441851126","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"8da466ff20b831e816571e22378d4181","8da466ff20b831e816571e22378d4181"," 0;5078493550","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"ff136555825ac4d71e000720a1058a4d","ff136555825ac4d71e000720a1058a4d"," 0;5159728114","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"f5844f608c204d67bc5d56d4b98e3860","f5844f608c204d67bc5d56d4b98e3860"," 0;6585958123","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"993d54893b01a3528028b4b88fb0ea7a","993d54893b01a3528028b4b88fb0ea7a","-0;6732500033","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"dfb6be04eab2b0b4cd944abac5e23753","dfb6be04eab2b0b4cd944abac5e23753","-0;6815890542","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"a48c6bba4c32539aa4295cd3601c38cb","a48c6bba4c32539aa4295cd3601c38cb","-0;5791379768","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"847dce774d8de9468433751367d5f775","847dce774d8de9468433751367d5f775","-0;9772178997","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"dff158695f8e4e7773c3331efbd0a47b","dff158695f8e4e7773c3331efbd0a47b"," 0;5963214757","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"8df742d793fa35ed0e1cca32ddd42fcb","8df742d793fa35ed0e1cca32ddd42fcb"," 0;4489206741","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"ee025e69d4a05a4119c1c7bdb2cd1fb3","ee025e69d4a05a4119c1c7bdb2cd1fb3","-0;4632787487","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"241ae0a8f3ec3751c481eb7ff137398b","241ae0a8f3ec3751c481eb7ff137398b"," 0;3071142320","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"b115239cd81380e5edf33380f5d22278","b115239cd81380e5edf33380f5d22278","-0;6595784538","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"129daaf4b6913c31311d7626883e4a2f","129daaf4b6913c31311d7626883e4a2f"," 0;3323704221","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"98373522f3b6a70212c78e145216333f","98373522f3b6a70212c78e145216333f","-1;5430272449","0;41683736","-3;7017488804","0;000214118485","0;034923852"," TRUE"
"123bac109b2f985bd3991f1b8359eb24","123bac109b2f985bd3991f1b8359eb24"," 0;7344588138","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"a0e82d444f8a462fd368d2b45c2d976f","a0e82d444f8a462fd368d2b45c2d976f","-0;4874945715","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"d0cdfd303529d97f301d794f065c0b62","d0cdfd303529d97f301d794f065c0b62"," 0;4347935326","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"70d32cc97f16dea0e427a37bc7916487","70d32cc97f16dea0e427a37bc7916487","-0;4990187814","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"ba0a41613c07a3981421ea93fb1ab317","ba0a41613c07a3981421ea93fb1ab317","-0;4666047380","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"34ed328c613f375007ac33114ba723ae","34ed328c613f375007ac33114ba723ae","-1;1390183478","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"10c5c452c5bbcb57a1f28f9fda894c4a","10c5c452c5bbcb57a1f28f9fda894c4a","-0;5728141664","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"a5c83d50874e577647bb79284f3b1d9a","a5c83d50874e577647bb79284f3b1d9a"," 0;5330498433","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"a6c05816ce983505db7deb6c5f067bf0","a6c05816ce983505db7deb6c5f067bf0","-0;5490864157","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"18e7ee9c7c59d942166241554330e826","18e7ee9c7c59d942166241554330e826","-0;4165208013","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"57fa3ca9867e57733a12d071f88d3913","57fa3ca9867e57733a12d071f88d3913"," 0;5210739858","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"5429930326100f668b45a0cf62e7ce69","5429930326100f668b45a0cf62e7ce69","-0;8987151735","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"37efce74f2b3002ca5cc6323d732cfe5","37efce74f2b3002ca5cc6323d732cfe5"," 0;9250012145","0;24805573"," 3;7290056441","0;000192236847","0;034923852"," TRUE"
"895403954f209f58a0bacf2fcdd76696","895403954f209f58a0bacf2fcdd76696","-0;4104741500","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"df659ab8d8e5080fc039c1e22fea0819","df659ab8d8e5080fc039c1e22fea0819","-0;5214146515","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"3bbd5d0c030065c2cd3b1dee4b13188e","3bbd5d0c030065c2cd3b1dee4b13188e"," 0;6075723564","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"93ea02edebe4b8e9f956f3034461c353","93ea02edebe4b8e9f956f3034461c353"," 0;2642679588","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"4cf0d4c76e91a60016f335b0cb8f868a","4cf0d4c76e91a60016f335b0cb8f868a"," 0;6030269638","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"8767bde81e605d41890d76a5687193a9","8767bde81e605d41890d76a5687193a9","-0;6106973487","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"9cfec83adc5f53e3b3384c03c833f670","9cfec83adc5f53e3b3384c03c833f670"," 0;5859994430","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"4ea40e51bdc8db9e3190e4cfca27633c","4ea40e51bdc8db9e3190e4cfca27633c"," 0;5522069961","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
"09bb63cf7380fb6db5f8cfd65c886c5d","09bb63cf7380fb6db5f8cfd65c886c5d"," 0;5125778364","0;00000000","          Inf","0;000000000000","0;000000000"," TRUE"
