"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"a6b738f4d51d80b07e859c7df81f9c3e","a6b738f4d51d80b07e859c7df81f9c3e","-0;0098034182","0;27555951","-0;0355764101","0;971620118463","0;997926688","FALSE"
"0b29eca533e0baa35aa87a547231e5c8","0b29eca533e0baa35aa87a547231e5c8"," 0;0957524669","0;27912014"," 0;3430510894","0;731560025757","0;997543052","FALSE"
"2338d1271b4782cab23a6360de928f09","2338d1271b4782cab23a6360de928f09"," 0;3768583979","0;36465616"," 1;0334623048","0;301387602241","0;946302107","FALSE"
"507ff041d84810369f95c252d41dc41c","507ff041d84810369f95c252d41dc41c","-0;4154162857","0;36340292","-1;1431286299","0;252985188973","0;904326166","FALSE"
"30761f0217ee093684ad85e004cfaa06","30761f0217ee093684ad85e004cfaa06","-0;7553263748","0;40058224","-1;8855713181","0;059352745488","0;621421172","FALSE"
"3e4e91f111838cfb6d13141847ecca64","3e4e91f111838cfb6d13141847ecca64"," 0;3733101792","0;21564361"," 1;7311441665","0;083426054666","0;678575704","FALSE"
"4c7f89190d4dc540096af65ed855f82d","4c7f89190d4dc540096af65ed855f82d","-0;1290102451","0;33901518","-0;3805441544","0;703541526896","0;997240708","FALSE"
"02fabd8499b26acdff9b07fac7bcd7b4","02fabd8499b26acdff9b07fac7bcd7b4"," 0;2261091734","0;32043803"," 0;7056252693","0;480421205492","0;981194343","FALSE"
"c3b825b3bb133c7c1730742c80dffa0e","c3b825b3bb133c7c1730742c80dffa0e","-0;1380988820","0;18791827","-0;7348880044","0;462407704500","0;981194343","FALSE"
"5571d8842ad8d04452edd2e57b59d794","5571d8842ad8d04452edd2e57b59d794","-0;7298628220","0;33747359","-2;1627257543","0;030562279030","0;498486856","FALSE"
"4d67c16e46da0a0de2407f1c3aa655c1","4d67c16e46da0a0de2407f1c3aa655c1"," 0;1339150304","0;38937754"," 0;3439207904","0;730905856084","0;997543052","FALSE"
"4e5d280a7d335f532ec71db3e7ac9800","4e5d280a7d335f532ec71db3e7ac9800"," 0;4571425477","0;28998185"," 1;5764522831","0;114921607342","0;735766328","FALSE"
"a9c8f65c0feb0a6fda0ecdf3451790b9","a9c8f65c0feb0a6fda0ecdf3451790b9","-0;4071810208","0;38015182","-1;0711010627","0;284123990441","0;933722425","FALSE"
"568d21e5dd788e927361122f8060d1ad","568d21e5dd788e927361122f8060d1ad","-0;2235100238","0;33384044","-0;6695115268","0;503169230257","0;990245474","FALSE"
"133c7af4602527757d6598e6aff38fac","133c7af4602527757d6598e6aff38fac","-0;0693043246","0;26553999","-0;2609939256","0;794097191591","0;997926688","FALSE"
"a19e9153a5fb57383bc3a5a90e6fddd2","a19e9153a5fb57383bc3a5a90e6fddd2"," 0;7487700189","0;38649927"," 1;9373128952","0;052707106914","0;601565053","FALSE"
"9f7726694162b0a98f547913058f3f87","9f7726694162b0a98f547913058f3f87","-0;0119724066","0;12542313","-0;0954561332","0;923952531765","0;997926688","FALSE"
"023d740e5bf0375dfe24faf72549b220","023d740e5bf0375dfe24faf72549b220"," 0;3483984774","0;25116510"," 1;3871293567","0;165402321730","0;835600380","FALSE"
"74d58cb782c991f0a3736c1dbd1fa10c","74d58cb782c991f0a3736c1dbd1fa10c","-0;2868808709","0;26046985","-1;1013976173","0;270723641988","0;918918474","FALSE"
"0a1a2773e0c5cb9382f4af6ba836694c","0a1a2773e0c5cb9382f4af6ba836694c","-0;1433743516","0;24715990","-0;5800874245","0;561855663726","0;997240708","FALSE"
"593a8d9b3e73634c9af1b79f3d68b960","593a8d9b3e73634c9af1b79f3d68b960"," 0;3953756193","0;35579072"," 1;1112589582","0;266456899892","0;914723939","FALSE"
"e5908f3b2430abf4ab56e95e0869b2cc","e5908f3b2430abf4ab56e95e0869b2cc","-0;0051090944","0;33012144","-0;0154764090","0;987652105102","0;997926688","FALSE"
"bd022e1f922d2f479568ea91cef510b1","bd022e1f922d2f479568ea91cef510b1","-0;9007821986","0;30599245","-2;9438052748","0;003242039113","0;169307927","FALSE"
"4e7c900aa0822b184d75bfb4acda4485","4e7c900aa0822b184d75bfb4acda4485","-0;2224006449","0;38569657","-0;5766207558","0;564195674864","0;997240708","FALSE"
"ced7d01566c1c08b78c6214f6bd5236c","ced7d01566c1c08b78c6214f6bd5236c"," 0;0785532297","0;30496032"," 0;2575850865","0;796727140682","0;997926688","FALSE"
"c81c064b2882b2864ab6bf9f3a8ce092","c81c064b2882b2864ab6bf9f3a8ce092"," 0;4489497671","0;18490280"," 2;4280312408","0;015181035529","0;382488042","FALSE"
"af3fcad0063af1e6308b91022531033b","af3fcad0063af1e6308b91022531033b","-1;0160508568","0;28463858","-3;5696175437","0;000357502781","0;052757196","FALSE"
"b130b3a7560487adb2d088990a9d1a21","b130b3a7560487adb2d088990a9d1a21","-0;5179955041","0;32558189","-1;5909837501","0;111613232859","0;735766328","FALSE"
"433bd6c1eb135e4ffaaf8ce3bbe33c28","433bd6c1eb135e4ffaaf8ce3bbe33c28"," 0;1374750115","0;21669028"," 0;6344309090","0;525799643282","0;991557018","FALSE"
"ba3377c405400ac57550bad798a86b4f","ba3377c405400ac57550bad798a86b4f","-0;1495706837","0;38572867","-0;3877613871","0;698192622686","0;997240708","FALSE"
"85ba8d31e9d952e3fd7bbd415a5f1f60","85ba8d31e9d952e3fd7bbd415a5f1f60"," 0;3191100788","0;40445561"," 0;7889866641","0;430119801012","0;981194343","FALSE"
"78b7a1d555902d4ed0931aa8cea560a9","78b7a1d555902d4ed0931aa8cea560a9"," 0;0582015698","0;25679094"," 0;2266496194","0;820696205480","0;997926688","FALSE"
"c23e7c1e72704e21c5affcc352dc4a55","c23e7c1e72704e21c5affcc352dc4a55"," 0;2384111124","0;27605496"," 0;8636364046","0;387787659080","0;981194343","FALSE"
"84dc92d6d60b53c69d02b3b9b5fb08cd","84dc92d6d60b53c69d02b3b9b5fb08cd","-0;4388349758","0;51253814","-0;8561996549","0;391887353446","0;981194343","FALSE"
"1a6885dcbe42e2ca654d9f05024ca22f","1a6885dcbe42e2ca654d9f05024ca22f"," 0;5174107215","0;37259606"," 1;3886639816","0;164934951664","0;835600380","FALSE"
"7f5fd85b74c4074497c2738e2d1a0a57","7f5fd85b74c4074497c2738e2d1a0a57"," 0;7304005094","0;42400581"," 1;7226190923","0;084957430088","0;680578812","FALSE"
"9ed1f25f7f3a02c1e58a1b68b237cb9f","9ed1f25f7f3a02c1e58a1b68b237cb9f","-0;0115010969","0;33809122","-0;0340177330","0;972863010024","0;997926688","FALSE"
"04af1b64175014b2c8f7d16a041e8687","04af1b64175014b2c8f7d16a041e8687","-0;5151793020","0;41497857","-1;2414600278","0;214435855758","0;873530968","FALSE"
"4a2de802ca79ef8676d103080952ee2c","4a2de802ca79ef8676d103080952ee2c","-0;1617070821","0;40903310","-0;3953398432","0;692592098615","0;997240708","FALSE"
"89d232aa321289c94157ba869b4d00f3","89d232aa321289c94157ba869b4d00f3"," 0;6110708928","0;31022136"," 1;9697898867","0;048862456117","0;589913341","FALSE"
"af0c31bb25bbade0e80523e94a666e20","af0c31bb25bbade0e80523e94a666e20"," 0;1765925660","0;37723166"," 0;4681276394","0;639693314785","0;997240708","FALSE"
"0bf3fb03264047d40b5c114ab31f6315","0bf3fb03264047d40b5c114ab31f6315","-0;1480041792","0;35368912","-0;4184583832","0;675612008033","0;997240708","FALSE"
"bac14d7e5ca54f18dc57fd0c02d31f82","bac14d7e5ca54f18dc57fd0c02d31f82"," 0;2917403168","0;30623558"," 0;9526662847","0;340759181018","0;959558392","FALSE"
"72344355815d4558fc417318ea5610ca","72344355815d4558fc417318ea5610ca"," 0;3280495193","0;35737478"," 0;9179425552","0;358648940950","0;970909426","FALSE"
"60f590e6e5d0e1316935d41000a9f2a7","60f590e6e5d0e1316935d41000a9f2a7","-0;1816497137","0;27684206","-0;6561492540","0;511728096112","0;990245474","FALSE"
"e3b56b6cee44990ab2c539b310229350","e3b56b6cee44990ab2c539b310229350","-0;0594045390","0;36218157","-0;1640186673","0;869716448418","0;997926688","FALSE"
"6e5a13a2161eb36d5ac58b66d441a04d","6e5a13a2161eb36d5ac58b66d441a04d","-0;0517029449","0;26085627","-0;1982047248","0;842884891000","0;997926688","FALSE"
"1465d05c7bcf1849f7f2de3b6c3d7675","1465d05c7bcf1849f7f2de3b6c3d7675","-0;4513194595","0;35513708","-1;2708317069","0;203788526223","0;864127410","FALSE"
"93096f61db3cc510f96ec127a5099276","93096f61db3cc510f96ec127a5099276"," 0;8779176843","0;33251972"," 2;6401973281","0;008285776731","0;275909864","FALSE"
"fd5e178a1eb8c7da0ce0f236f0ecfe97","fd5e178a1eb8c7da0ce0f236f0ecfe97","-0;1277938692","0;16671765","-0;7665287221","0;443361768522","0;981194343","FALSE"
"10d47a7a299d3f30377ee29f98c7b5c2","10d47a7a299d3f30377ee29f98c7b5c2","-0;3384794388","0;36790174","-0;9200267373","0;357558787226","0;970909426","FALSE"
"32da550461e78890f9b869d63531a795","32da550461e78890f9b869d63531a795"," 0;1224630330","0;29700013"," 0;4123332581","0;680095174988","0;997240708","FALSE"
"0b60ee0e38c3fc59567c45781ede7c8e","0b60ee0e38c3fc59567c45781ede7c8e"," 0;5662080628","0;25825377"," 2;1924484333","0;028347142684","0;493400969","FALSE"
"727705172701b25d75a9814166f61e54","727705172701b25d75a9814166f61e54","-0;0477457348","0;29947109","-0;1594335368","0;873327318302","0;997926688","FALSE"
"494fd7abdb4751d2122ffcb09b56359a","494fd7abdb4751d2122ffcb09b56359a"," 0;0506062194","0;18369899"," 0;2754844707","0;782944055048","0;997926688","FALSE"
"e51a42a8e8014b68450dae3c48a791db","e51a42a8e8014b68450dae3c48a791db"," 0;2075593284","0;26130683"," 0;7943126810","0;427013423463","0;981194343","FALSE"
"79b7b8d45c414c04b0394f6642abe05c","79b7b8d45c414c04b0394f6642abe05c"," 0;2393314897","0;17557165"," 1;3631556352","0;172833465865","0;835729365","FALSE"
"538dba44ddcb4053c09c3bc69ace258e","538dba44ddcb4053c09c3bc69ace258e","-0;0138745048","0;24648783","-0;0562888022","0;955111739269","0;997926688","FALSE"
"99e8517202303e369b09b5629f7709b0","99e8517202303e369b09b5629f7709b0"," 0;1386095351","0;33777228"," 0;4103638499","0;681539060507","0;997240708","FALSE"
"0bc1b28e0da630e6335990562a7ae292","0bc1b28e0da630e6335990562a7ae292","-0;3789950245","0;27368958","-1;3847623654","0;166125142180","0;835600380","FALSE"
"4f4f9492b137f51543a7b2f848d60b98","4f4f9492b137f51543a7b2f848d60b98"," 0;0347915531","0;18202148"," 0;1911398233","0;848416048245","0;997926688","FALSE"
"877068c36063ecf94fac96d4229d3582","877068c36063ecf94fac96d4229d3582","-0;2822201458","0;27768291","-1;0163396439","0;309467676358","0;947738528","FALSE"
"474806b1355a5db1b90aa1d8e33adb5f","474806b1355a5db1b90aa1d8e33adb5f","-0;8133242617","0;22948441","-3;5441372894","0;000393900074","0;055244645","FALSE"
"72f058799a28e938745525e8d4c2e567","72f058799a28e938745525e8d4c2e567","-0;1528178295","0;21142325","-0;7228052243","0;469799557226","0;981194343","FALSE"
"957bb0fe38740142ff0c6f75351dbba7","957bb0fe38740142ff0c6f75351dbba7","-0;0598503593","0;17316184","-0;3456324993","0;729618918671","0;997543052","FALSE"
"7dc5d0d0e03804e9870dce0232e1afa9","7dc5d0d0e03804e9870dce0232e1afa9"," 0;5785021341","0;37216610"," 1;5544192194","0;120084451706","0;744283432","FALSE"
"a9e29dca0a31a46e4aeeec32e2fd8fdb","a9e29dca0a31a46e4aeeec32e2fd8fdb"," 0;0724818582","0;35860212"," 0;2021233375","0;839820303699","0;997926688","FALSE"
"d57d92e1876924ef14fea6ae117b97bb","d57d92e1876924ef14fea6ae117b97bb"," 0;0559110417","0;26948495"," 0;2074737099","0;835639922400","0;997926688","FALSE"
"fbac826e11b253661b44dddc5cff997c","fbac826e11b253661b44dddc5cff997c"," 0;0552627864","0;23588595"," 0;2342775704","0;814769497672","0;997926688","FALSE"
"9ee35ed616df91aca89932056d27d60d","9ee35ed616df91aca89932056d27d60d","-0;1156752876","0;28046470","-0;4124415265","0;680015831121","0;997240708","FALSE"
"07a7cdeea5aa2e75283d76e36d49342d","07a7cdeea5aa2e75283d76e36d49342d"," 0;1194458455","0;25032505"," 0;4771629663","0;633246080027","0;997240708","FALSE"
"a83d5208bdd44a521e3df7ef39722f2e","a83d5208bdd44a521e3df7ef39722f2e","-0;1170372715","0;17828140","-0;6564749427","0;511518584715","0;990245474","FALSE"
"1f250e981554452d6d09e6884159d0fb","1f250e981554452d6d09e6884159d0fb","-0;0392569936","0;19710038","-0;1991725968","0;842127734574","0;997926688","FALSE"
"195f28a7f99915e5461981f5da73bac8","195f28a7f99915e5461981f5da73bac8"," 0;0423081911","0;45431239"," 0;0931257705","0;925803644501","0;997926688","FALSE"
"c9ae22b1fb3dd4ad5c9e1e47e874054e","c9ae22b1fb3dd4ad5c9e1e47e874054e","-0;4339792575","0;34224690","-1;2680297625","0;204787322203","0;864127410","FALSE"
"7b17029070189baa1db86234d3a6ae4e","7b17029070189baa1db86234d3a6ae4e","-0;3275102635","0;31000786","-1;0564579252","0;290759053796","0;938502566","FALSE"
"825b31824070ac279ba4792a7b5bf57c","825b31824070ac279ba4792a7b5bf57c"," 0;1794166177","0;55577322"," 0;3228234313","0;746828966678","0;997723954","FALSE"
"c58a6007062497ce63694a91c9597615","c58a6007062497ce63694a91c9597615","-0;1416509794","0;25339566","-0;5590110780","0;576154159794","0;997240708","FALSE"
"e7d1c27aa84f0c390c28039f5bc22729","e7d1c27aa84f0c390c28039f5bc22729"," 0;1802109514","0;19450402"," 0;9265153265","0;354178235873","0;968822726","FALSE"
"115a3617f78f70b8574d38a6e34b567f","115a3617f78f70b8574d38a6e34b567f","-0;9914840166","0;45142935","-2;1963215603","0;028068935596","0;493400969","FALSE"
"4e7e85963171b005b0ed977b8a46fa4c","4e7e85963171b005b0ed977b8a46fa4c","-0;0714763869","0;31780406","-0;2249070917","0;822051552209","0;997926688","FALSE"
"d44745c5c8118e7477e6267109fb9555","d44745c5c8118e7477e6267109fb9555","-0;2626224415","0;27257204","-0;9634973611","0;335297987818","0;959558392","FALSE"
"b387219dad8f64d8175270689b1f690a","b387219dad8f64d8175270689b1f690a"," 0;1891315453","0;29770496"," 0;6352985927","0;525233691242","0;991290627","FALSE"
"91b9a6096765bfe3b18e76acf5982435","91b9a6096765bfe3b18e76acf5982435"," 0;0157998070","0;29484222"," 0;0535873297","0;957263951417","0;997926688","FALSE"
"99da8983d892a038abaf5b7710009cde","99da8983d892a038abaf5b7710009cde"," 0;1810196632","0;34504171"," 0;5246312534","0;599839556049","0;997240708","FALSE"
"3317f8c67b7978d4c16e4a4a01121eb9","3317f8c67b7978d4c16e4a4a01121eb9","-0;0368901487","0;31232225","-0;1181156604","0;905976015075","0;997926688","FALSE"
"2608e38f5c5565c0afee7492c301471f","2608e38f5c5565c0afee7492c301471f","-0;6175011292","0;38521880","-1;6029880491","0;108937292615","0;735766328","FALSE"
"f561ec1393d3a11a0e93ed2d473d795f","f561ec1393d3a11a0e93ed2d473d795f","-0;0991087199","0;34528164","-0;2870373315","0;774083735982","0;997926688","FALSE"
"9fc4e00760c7b7b9c04dcf5ccaba668c","9fc4e00760c7b7b9c04dcf5ccaba668c","-0;3750250336","0;28818767","-1;3013222920","0;193148159947","0;860548686","FALSE"
"f1428328440337cab0b024fae3917094","f1428328440337cab0b024fae3917094"," 0;1145867613","0;35960173"," 0;3186490830","0;749992629193","0;997723954","FALSE"
"fc68b15c5ada48e38d954c85698e4301","fc68b15c5ada48e38d954c85698e4301","-0;1032023876","0;32490891","-0;3176348384","0;750761944470","0;997723954","FALSE"
"d54ab281f7a66100f796a9dda1f9e8c2","d54ab281f7a66100f796a9dda1f9e8c2"," 0;0743184244","0;31413559"," 0;2365807217","0;812982077535","0;997926688","FALSE"
"a4b4970186fce13e9e5afb56cde5c158","a4b4970186fce13e9e5afb56cde5c158","-0;1341059061","0;47563118","-0;2819535608","0;777979119222","0;997926688","FALSE"
"d276ed46e8712699334ef8f1934ab016","d276ed46e8712699334ef8f1934ab016"," 0;1733772768","0;24339193"," 0;7123378239","0;476255607301","0;981194343","FALSE"
"9355a2b0039b8a2c707c64d948716a58","9355a2b0039b8a2c707c64d948716a58"," 0;0160282692","0;22441994"," 0;0714208766","0;943062794897","0;997926688","FALSE"
"4bc6d83d430bc131624487f7165afdcf","4bc6d83d430bc131624487f7165afdcf"," 0;3082918894","0;27176008"," 1;1344267076","0;256615601361","0;904326166","FALSE"
"81eb4c04a9694c9febecf4cc0bdab309","81eb4c04a9694c9febecf4cc0bdab309","-0;1367678922","0;17863022","-0;7656481079","0;443885711333","0;981194343","FALSE"
"00b5ced2d56bde827ffed4bc7cf926f9","00b5ced2d56bde827ffed4bc7cf926f9","-0;1350602319","0;30734394","-0;4394432827","0;660340370177","0;997240708","FALSE"
"01fb9882985b9d4dcb8829c9436c44af","01fb9882985b9d4dcb8829c9436c44af","-0;1289445996","0;30720496","-0;4197347556","0;674679232261","0;997240708","FALSE"
"8ed237645833ea47c9f4d6b8d2da0ee3","8ed237645833ea47c9f4d6b8d2da0ee3","-0;1647535177","0;31606124","-0;5212708674","0;602178092422","0;997240708","FALSE"
"6241cd36211334990cb70df9c8bb0b2b","6241cd36211334990cb70df9c8bb0b2b"," 0;8930901737","0;44328496"," 2;0147089437","0;043935154545","0;586875189","FALSE"
"0e2f958bed4edd96cf84378fdd5eaf84","0e2f958bed4edd96cf84378fdd5eaf84"," 0;0346048118","0;41239395"," 0;0839120255","0;933126378316","0;997926688","FALSE"
"30465b2b817de05daf67498e42a68fdd","30465b2b817de05daf67498e42a68fdd","-0;3510930371","0;24182828","-1;4518278725","0;146549471803","0;806672847","FALSE"
"ddf4f0d3421dbfb08efa6ba8263787dd","ddf4f0d3421dbfb08efa6ba8263787dd","-0;0913233460","0;25048887","-0;3645804613","0;715424601988","0;997240708","FALSE"
"0831be3d1e17fb03121219159726364a","0831be3d1e17fb03121219159726364a"," 0;0138073423","0;33018444"," 0;0418170592","0;966644535598","0;997926688","FALSE"
"c424c461a08bc04e3282ad887efaa910","c424c461a08bc04e3282ad887efaa910"," 0;0648624502","0;24723561"," 0;2623507596","0;793051031491","0;997926688","FALSE"
"b8a2511db38334dd294e66c4bf8de443","b8a2511db38334dd294e66c4bf8de443","-0;5348348454","0;28001706","-1;9100081058","0;056132169665","0;606110083","FALSE"
"60d7024738c647330b4bcb197b17e994","60d7024738c647330b4bcb197b17e994"," 0;1032771758","0;30878947"," 0;3344582203","0;738033812721","0;997723954","FALSE"
"54438dbaea32b7b74aedf9b1cf6355b3","54438dbaea32b7b74aedf9b1cf6355b3","-0;2254776285","0;25104909","-0;8981415732","0;369110077611","0;972256305","FALSE"
"35536dc3f39cb92f6694f1a4a590e157","35536dc3f39cb92f6694f1a4a590e157","-0;5447028985","0;26875422","-2;0267696731","0;042685973309","0;584530912","FALSE"
"bce306269629385a564ae298962d0727","bce306269629385a564ae298962d0727"," 0;0580675153","0;32159116"," 0;1805631595","0;856710474957","0;997926688","FALSE"
"8b789202982d57ac59ed5d2b3ad97b9d","8b789202982d57ac59ed5d2b3ad97b9d"," 0;2280242270","0;29125793"," 0;7828944897","0;433689073604","0;981194343","FALSE"
"46a68359fbe043298e7bee84d7d12505","46a68359fbe043298e7bee84d7d12505"," 0;2888193997","0;22957636"," 1;2580537357","0;208372323294","0;867937943","FALSE"
"f544fd90acee1fef19d7afdb690da5b0","f544fd90acee1fef19d7afdb690da5b0"," 0;2730954214","0;19701666"," 1;3861539643","0;165699895158","0;835600380","FALSE"
"0e968972532625b04be0b0e81d101f9f","0e968972532625b04be0b0e81d101f9f"," 0;3286751512","0;23638933"," 1;3903975911","0;164408177551","0;835600380","FALSE"
"5867c61c0b02733696ed5e4cd64f56ef","5867c61c0b02733696ed5e4cd64f56ef"," 0;4086222649","0;34290920"," 1;1916340007","0;233404787054","0;893141862","FALSE"
"f7c9b0c5445e1d054a715592cc2792dc","f7c9b0c5445e1d054a715592cc2792dc"," 0;1403532973","0;35235805"," 0;3983257884","0;690390053501","0;997240708","FALSE"
"eb9fbb77997c441505926bd7a4b090c1","eb9fbb77997c441505926bd7a4b090c1"," 0;7723529887","0;27149703"," 2;8447935109","0;004444022154","0;199594560","FALSE"
"e977c7754c378326e330fc15869849d0","e977c7754c378326e330fc15869849d0","-0;0469057581","0;35897435","-0;1306660438","0;896039495112","0;997926688","FALSE"
"d4812f5e68ea5b7cf3dd8d220f1c8ebe","d4812f5e68ea5b7cf3dd8d220f1c8ebe","-0;4052216603","0;40883988","-0;9911500365","0;321612323350","0;959558392","FALSE"
"553dfe0b1aa333a70463d706d6be212e","553dfe0b1aa333a70463d706d6be212e"," 0;2216951055","0;29645631"," 0;7478171217","0;454570473191","0;981194343","FALSE"
"69d480c47909d062b11cfe64355e2e86","69d480c47909d062b11cfe64355e2e86"," 0;2803968651","0;28533356"," 0;9826985215","0;325755838633","0;959558392","FALSE"
"f5797ade5ae4bc7a13f1366c53d1f1ba","f5797ade5ae4bc7a13f1366c53d1f1ba","-0;2320679699","0;32101539","-0;7229185093","0;469729951231","0;981194343","FALSE"
"dddfef0534b17c632b9413a14e3e1473","dddfef0534b17c632b9413a14e3e1473"," 0;0861945186","0;43702777"," 0;1972289297","0;843648392624","0;997926688","FALSE"
"d8d5e11749406d95a041f3ef5a58883c","d8d5e11749406d95a041f3ef5a58883c","-0;4953634583","0;39785258","-1;2450929939","0;213097569163","0;873530968","FALSE"
"6563d2afda8467b4f56bce47bf16a883","6563d2afda8467b4f56bce47bf16a883"," 0;2115795867","0;29850808"," 0;7087901440","0;478454714941","0;981194343","FALSE"
"9a6d190dc764487aa7aa447884f10e3a","9a6d190dc764487aa7aa447884f10e3a","-0;3475359040","0;30347942","-1;1451712452","0;252138227305","0;903325279","FALSE"
"6835eafae976e24ff091a953ce9728df","6835eafae976e24ff091a953ce9728df"," 0;4622659669","0;23482222"," 1;9685785108","0;049001512260","0;589913341","FALSE"
"962600657d20af49b49b2875cf47d8fc","962600657d20af49b49b2875cf47d8fc"," 0;3865962303","0;30389738"," 1;2721275433","0;203327806390","0;864127410","FALSE"
"80d9aa36d453897a9d99e896828f5f79","80d9aa36d453897a9d99e896828f5f79"," 0;4638000437","0;22497760"," 2;0615387917","0;039251666611","0;580594801","FALSE"
"806b1af5a0b7e8fc2838a353bfc13428","806b1af5a0b7e8fc2838a353bfc13428","-0;0639702792","0;34884367","-0;1833780701","0;854501381593","0;997926688","FALSE"
"bdfa2012cdf76b3b61a07c02b9e908aa","bdfa2012cdf76b3b61a07c02b9e908aa","-0;5281160783","0;42592955","-1;2399141436","0;215007151942","0;873530968","FALSE"
"1911f3a0d5942b7a003a85c0ee258c34","1911f3a0d5942b7a003a85c0ee258c34"," 0;3293197010","0;45116559"," 0;7299308908","0;465432428970","0;981194343","FALSE"
"3b06b2d544ae5faef9cd465166f12198","3b06b2d544ae5faef9cd465166f12198"," 0;6871388150","0;37950104"," 1;8106375257","0;070196979395","0;660862054","FALSE"
"1aaeb5fcf3c9e5624e7f411d6292334c","1aaeb5fcf3c9e5624e7f411d6292334c"," 0;2296833569","0;35379691"," 0;6491954828","0;516212031084","0;990245474","FALSE"
"d0e8e34018155569ad29b211aac45cb1","d0e8e34018155569ad29b211aac45cb1","-0;0808911088","0;29739334","-0;2720004007","0;785621711264","0;997926688","FALSE"
"786b1841a3915a6faedcce4f7b57f0da","786b1841a3915a6faedcce4f7b57f0da"," 0;0293419189","0;26616291"," 0;1102404491","0;912218683986","0;997926688","FALSE"
"6ea6a0b362afb2722ffa4368a281a9d3","6ea6a0b362afb2722ffa4368a281a9d3"," 0;0441279763","0;25340931"," 0;1741371561","0;861757672922","0;997926688","FALSE"
"72510f7b547b7d185ab845e5c23da933","72510f7b547b7d185ab845e5c23da933"," 0;3002491117","0;28127090"," 1;0674730789","0;285758263960","0;934112131","FALSE"
"48c7d63411bcbb3676e5838f059f75a4","48c7d63411bcbb3676e5838f059f75a4","-0;1967452471","0;31675714","-0;6211233193","0;534518487158","0;994281388","FALSE"
"e51d5eddf4517194a317a2989ed08785","e51d5eddf4517194a317a2989ed08785","-0;1281955359","0;21537430","-0;5952220710","0;551695038961","0;997240708","FALSE"
"f0823586f83aaf28db8f46675076f82a","f0823586f83aaf28db8f46675076f82a","-0;3386402340","0;28465203","-1;1896638752","0;234178529292","0;893141862","FALSE"
"6134e97c876db1780f9f4b769da1b217","6134e97c876db1780f9f4b769da1b217","-0;2092802865","0;35237496","-0;5939136112","0;552569894778","0;997240708","FALSE"
"220e29a3e775d9def00987bd7b2675c6","220e29a3e775d9def00987bd7b2675c6"," 0;1871005289","0;56599803"," 0;3305674583","0;740971229998","0;997723954","FALSE"
"6ffe8de50b32c5260e48b43ae3bb01c2","6ffe8de50b32c5260e48b43ae3bb01c2","-0;1244933044","0;37323953","-0;3335480133","0;738720652927","0;997723954","FALSE"
"7d897bfb0171703342faf2bc991f5c9f","7d897bfb0171703342faf2bc991f5c9f","-0;2202551824","0;22544731","-0;9769696535","0;328584176251","0;959558392","FALSE"
"e56c456020260312e32ef85bd3930e41","e56c456020260312e32ef85bd3930e41"," 0;0275212363","0;27893424"," 0;0986656801","0;921403719137","0;997926688","FALSE"
"ffa67ab353d0ef40887c95532ca694b8","ffa67ab353d0ef40887c95532ca694b8","-0;0617714935","0;22206133","-0;2781731168","0;780879470407","0;997926688","FALSE"
"cbbac1e1a5ae59bff338b46f0c1030ae","cbbac1e1a5ae59bff338b46f0c1030ae"," 0;0477162197","0;36837781"," 0;1295306575","0;896937768118","0;997926688","FALSE"
"913da990e605201857dbdf6a3f91dd1b","913da990e605201857dbdf6a3f91dd1b"," 0;1913476293","0;20171381"," 0;9486094792","0;342819268090","0;959856400","FALSE"
"668e3ba31088c497c7f8ca21e2181aa0","668e3ba31088c497c7f8ca21e2181aa0","-0;3444902758","0;41072947","-0;8387279304","0;401622001219","0;981194343","FALSE"
"4fe5867ae70bf904124441b74215569d","4fe5867ae70bf904124441b74215569d"," 0;3583641177","0;16749328"," 2;1395730613","0;032389285606","0;517796750","FALSE"
"ccf60a37516a9372a2a32ba8316197bb","ccf60a37516a9372a2a32ba8316197bb","-1;2687096518","0;46473933","-2;7299381868","0;006334620185","0;254947895","FALSE"
"78353b90fe463776e399dd3b77861232","78353b90fe463776e399dd3b77861232"," 0;2019827948","0;43769056"," 0;4614739553","0;644458602978","0;997240708","FALSE"
"f04bddc7c70b2ae29a72e23281c4f1e4","f04bddc7c70b2ae29a72e23281c4f1e4"," 0;0888945442","0;33259076"," 0;2672790583","0;789254309447","0;997926688","FALSE"
"c876cd5f4244cdf5693204a756290a9f","c876cd5f4244cdf5693204a756290a9f","-0;6076385872","0;29545027","-2;0566526960","0;039719645444","0;580594801","FALSE"
"aef85bc11bc2f94aa008348bc138c566","aef85bc11bc2f94aa008348bc138c566","-0;1111780627","0;32408534","-0;3430518082","0;731559485044","0;997543052","FALSE"
"848be6fb60b978ae49a229d4cb96cc33","848be6fb60b978ae49a229d4cb96cc33","-0;0994675378","0;19724030","-0;5042962253","0;614053229619","0;997240708","FALSE"
"c9e31ad6d049faf19fb4d981f9032907","c9e31ad6d049faf19fb4d981f9032907","-0;0242234522","0;36762459","-0;0658918162","0;947463956182","0;997926688","FALSE"
"cc8848f906c81d14fd77f99352ac14c1","cc8848f906c81d14fd77f99352ac14c1"," 1;4930643889","0;55409965"," 2;6945773703","0;007047796192","0;257173609","FALSE"
