"","average","sd","ratio","ava","avb","cumsum","p","padj"
"c7b464a3ec12b70a836aba7a5a00d0ad",0;0517902789374413,0;0610754612435115,0;847971965875958,0;0653166592432241,0;115189822341244,0;0844648080914441,0;066,0;793723107569721
"917f430f3e5287364bb26f11e9e28af4",0;0157027087260598,0;0136975744388814,1;14638608434839,0;0304402857113085,0;0380757950478294,0;110074368539353,0;203,0;890725501113586
"c032c09a505693009ccdd604646c0c75",0;0150585818789826,0;0201771289106217,0;746319357213175,0;0312776436443889,0;0256930018650671,0;134633421987857,0;286,0;905938959660297
"cc06fd3b8a4060a0a9b143b67440332f",0;0102015232923064,0;0162359143656173,0;628330690996385,0;0031690037083072,0;0210798274413975,0;151271094632291,0;008,0;421026548672566
"aa78e7b32ebae83f1f83f828c843feed",0;0100633419605639,0;014302072218099,0;703628244012708,0;00386226332446201,0;0219802469357761,0;167683407230266,0;001,0;258565217391304
"45379022879ddfb128693484004bb82d",0;00478879274340792,0;00785779405357501,0;609432203333097,0;00898608363544337,0;00489730269325887,0;175493453214962,0;22,0;890725501113586
"6710169f0a78d6963eb957666faa6f9e",0;00469676321651622,0;0129133532118598,0;363713679898622,0;000774114175131963,0;00962422816086634,0;183153408169312,0;054,0;753845070422535
"bbc52ecf29f12fbb93c09da1ee624f78",0;00446236795730346,0;00404568387686996,1;10299472057512,0;0111881237798351,0;0142898381921366,0;190431087704545,0;436,0;94732601299103
"e8c056b04da8c7a1620dbfc8b9a4c626",0;00411227759077347,0;0117919597641781,0;348735721034756,0;00421258385559507,0;00484185625291433,0;197137804575929,0;777,1
"7f7fb1d4262f8ac0ec086d26b46ae819",0;00364053852116811,0;00671809768494704,0;541900206263048,0;00394559117164957,0;0083495571862614,0;203075161814561,0;317,0;935582630272953
"7de317a40dd2edbe0d93b2d915cf7f8c",0;00344462129826297,0;00314072042182841,1;09676151825626,0;00898650341712735,0;0042301910289595,0;208692997494823,0;003,0;318589285714286
"b0b2e87aa1ff3b73ccc246a78e29390f",0;00314238530155769,0;00514952616417963,0;61022804843993,0;00577416063274744,0;00199053379007576,0;21381791624195,0;063,0;78876
"6a4e1673de6c39f133ffc855d363a076",0;00296062260428797,0;00652402520895477,0;45380306014518,0;00536803573449594,0;000896602761950537,0;218646398058093,0;052,0;750592233009709
"a8b6f4d37a6d9d2a09eac583e2639adc",0;00286713288342495,0;00305930929822229,0;937183071058225,0;00703584971169538,0;00229459538724276,0;223322407412352,0;001,0;258565217391304
"4ca08ec0d6761aeb9d3c44e5763e42af",0;00280770964705273,0;00441930029207037,0;635329002668286,0;000691949068401624,0;00579002799865219,0;227901503362023,0;003,0;318589285714286
"19a781246ffe8af93fa424f173156459",0;00272489691524518,0;00340174189025615,0;801029885027518,0;00611761394777112,0;00114669179496427,0;232345539959956,0;001,0;258565217391304
"d22c8d80f6f971974e9ec29b91f9a8ff",0;00262280293806312,0;00605283256938123,0;433318270082472,0;000239501281494441,0;00529065324395615,0;236623071407369,0;003,0;318589285714286
"9fb7493f0e30ebc519e54aaac312d03a",0;00260190976643307,0;0114289578995975,0;227659405983524,0;00440215777606544,0;000880065543297562,0;240866528164157,0;394,0;94732601299103
"c6aff154bd68a14d36c7817b98c32b49",0;00252722264508537,0;00258733835129391,0;976765425295661,0;00350419535896102,0;007234970807171,0;244988177633922,0;005,0;358253012048193
"84f4c96f9512fcaf82a426f937b83fa4",0;00235895223743518,0;00293156870560702,0;80467233564179,0;00316794792287553,0;00376343155806193,0;248835394758829,0;315,0;933385650224215
"bb3d4ad27dcb75f21c9d232b683da879",0;00227759369700548,0;00165660027578519,1;3748601459854,0;00803201350600487,0;00594828198758258,0;2525499241739,0;026,0;633696721311475
"aad6c49abbd36a6cb1be843c334533ae",0;00225238580211983,0;00228358848344023,0;986336118986994,0;00417131948708859,0;00351598521769038,0;256223342012675,0;796,1
"db8552ec57994b474025d1f081008cb2",0;00224283683434214,0;00275542612992822,0;813970953523825,0;0045721462275904,0;00405040096569007,0;259881186432126,0;412,0;94732601299103
"3987f04305f66790cf5390f5a0418c29",0;00212645821261908,0;00234805610685578,0;90562495777265,0;00507320921821847,0;00494739309368186,0;263349228862643,0;131,0;851428415300546
"825b31824070ac279ba4792a7b5bf57c",0;0020609576657179,0;0042754169236366,0;482048348156157,0;00113727935320918,0;00368711730368082,0;266710446397882,0;436,0;94732601299103
"eb9fbb77997c441505926bd7a4b090c1",0;00176129277882081,0;00352933949587823,0;499043172490987,0;00189357732609074,0;00432739000161855,0;269582940225066,0;078,0;823114186851211
"57e45e1a4cca36765103a43cbea312a1",0;00156923271909054,0;0052243793439912,0;300367300260344,0;00102304823128229,0;00257403526881488,0;272142203144444,0;73,1
"1aec68e175b364035a76cc7b727ed8f1",0;00146012497949919,0;00109890602356444,1;32870777681525,0;00492258548672408,0;00511538019757831,0;274523522162476,0;775,1
"b837acad5018efbd5b5e1439b756ba9d",0;00142148074023173,0;00126862479293964,1;1204894844739,0;00398350649028638,0;00437002850951159,0;276841816259219,0;929,1
"cd68cca6aced0549f580ad2b2fdbdaee",0;00141233819763358,0;0010638527515489,1;32756924826045,0;00418854801473163,0;00511571634610163,0;279145199775794,0;262,0;890725501113586
"b43efa7a6dc43aecb8d4bfff0c5e0035",0;00139925882360603,0;0019719456998908,0;709582836729996,0;000857002203535628,0;00305661306886101,0;281427252130618,0;005,0;358253012048193
"496ac0f204f3a2e87a9749fc9e313a5f",0;00137045284055591,0;00361807129883366,0;378779943059081,0;00156760691704539,0;00154295292030571,0;283662324784228,0;61,1
"a26884287bf29630b42e7a709317f261",0;00133631718980063,0;0012118177809089,1;10273773074889,0;00382750322481149,0;00208510441981426,0;285841725577225,0;005,0;358253012048193
"2654f74ad326ff2a5cf7adbf3fde7d3b",0;00132531356475447,0;00135584836964602,0;977479188989604,0;00345178845018671,0;00163122220619736,0;288003180549175,0;005,0;358253012048193
"35735f0a1e4202007babfd9672acc7ba",0;00126071302786886,0;000979343060789828,1;28730480497009,0;00238906384969516,0;00254314704570891,0;290059278452914,0;718,1
"b08c06d6378a45e40da6261f573a2899",0;00125112804532491,0;0022631890797833,0;552816402527315,0;000581608258491506,0;00226326746901353,0;292099744200817,0;157,0;890725501113586
"8b2e3f53688f401ad7532398ae09c0ba",0;00124546261872154,0;00104329379883686,1;19377937462111,0;0038663218114134,0;00415891728245795,0;294130970199859,0;735,1
"eccf0b2ee0c3c447275c741d0019ea51",0;00123608818877943,0;00152120271152311,0;812572959156637,0;00272677924906976,0;00139219125510604,0;296146907433475,0;02,0;585911330049261
"4ad1a2c66293d2709554bca7e2fe4dd9",0;00119909007605868,0;00121607426809218,0;986033589823299,0;00172177972442731,0;00287375432503323,0;298102504414928,0;085,0;838300165837479
"e1d46edb3503e86d3522d905343143d7",0;0011744785668954,0;0014819628651115,0;792515517456661,0;00196973857140153,0;00137310345259673,0;300017962466045,0;409,0;94732601299103
"c6624111632c780728cbfac4dc29812e",0;00116771845480466,0;000987732720404184,1;18222109147789,0;00275745111005772,0;00251310204609119,0;301922395444849,0;827,1
"6a89aee05452fed3961543dfd5229303",0;00116408208604882,0;00104834176808231,1;11040323059744,0;00259650644064534,0;000973457637475584,0;303820897866888,0;002,0;29009756097561
"feb2bf9d8f55049e2c9ebb29c171b9d7",0;00116319356352421,0;0033002233214659,0;352459046016177,0;000478492847490727,0;00200917879960637,0;305717951196818,0;693,1
"384309c310819d707f949254fc50f1d8",0;00112395956559939,0;00336603964323479,0;333911565141062,0;000314071913935705,0;00203708170312105,0;307551017767584,0;625,1
"1f610dfe8a4f7cc60d971ed834128a0b",0;00112328494866374,0;00123366917525746,0;910523640528925,0;00226996395125182,0;000989087583764839,0;309382984105041,0;014,0;533705128205128
"32578b2731941077780063453c44bb4a",0;00105763164751266,0;000892286620932065,1;18530483669908,0;00285458772472797,0;00190908451485206,0;31110787642019,0;019,0;567804020100502
"826cf3d5b79f983b605ec09583bf96db",0;00104959232772979,0;00332922540293836,0;315266225832419,0;000554607565809912,0;00161871686763214,0;312819657402158,0;646,1
"1019b994bd2018cd084b5c8e38649d98",0;00102759319858862,0;000835622542192246,1;22973369757683,0;00261331872448074,0;00254025900921076,0;314495559986496,0;894,1
"e03fe28257a140efec31b519d5c6a458",0;00102757188045563,0;00150592843726248,0;682351069964243,0;00208939946841847,0;000688930369268703,0;316171427803074,0;008,0;421026548672566
"b6989c25ae75fb6c657a4257c412a908",0;000997700565066324,0;000829188679164063,1;20322501999442,0;0021414672978965,0;00241718011051335,0;31779857846706,0;49,0;94732601299103
"35063d5a8b75df89fa4a988d54d7dac6",0;000996131217494547,0;00099812248970442,0;998004982123524,0;00119563558884372,0;00238276585454431,0;319423169680812,0;014,0;533705128205128
"e8b00e66dd1b95e40144e38e34c7ae9f",0;000982919519476656,0;000867822916606643,1;132626830506,0;00327998257346196,0;00376488564838616,0;32102621392551,0;476,0;94732601299103
"3afc13c346e139037ef4512606a08194",0;000982426682164576,0;000817344609178997,1;20197364872988,0;00294970669565752,0;00160599304241195,0;322628454401433,0;001,0;258565217391304
"b230e1148725f23ff6dc929ddf693661",0;0009765962710037,0;000959934058661925,1;01735766346805,0;00143683751034068,0;00169454402515729,0;324221186055047,0;786,1
"ae36c65a316003540a1493825373ee34",0;000971296977731035,0;00123240825352183,0;788129237982122,0;00212601431125544,0;000664426961852925,0;325805275086947,0;001,0;258565217391304
"3b7355b48aa7cdea6d101e3905b9aa07",0;000965138956959554,0;00425764461072057,0;226683775937845,0;000288435253996968,0;00184393102488772,0;327379320997757,0;991,1
"642bebc8985100e9947364f7d440cbd3",0;000958183341701532,0;00161177041712347,0;594491207632167,0;0021790304505391,0;00130204486027168,0;328942022989978,0;182,0;890725501113586
"34ed328c613f375007ac33114ba723ae",0;00095280785989925,0;00259666194379679,0;366935658365321,0;00168029803238232,0;000343752009697631,0;330495958104551,0;15,0;871994134897361
"d1c82034e8f89e5c1a848af71a5688d6",0;000952557276934545,0;00446731484392543,0;213228149394891,7;85932858616517e-05,0;00185287949339936,0;332049484543163,0;562,0;974406413994169
"833e85aa078f656056e61119a61199cd",0;000899773797865498,0;0038673024341672,0;23266186526197,0;000109818766938734,0;00175542156684499,0;333516926362779,0;519,0;950860443622921
"9cbcf8d7de2106c2710612cdd54b6f60",0;000896292753979169,0;00082159115394064,1;09092308221703,0;00197009683303027,0;00221457929674223,0;334978690945087,0;67,1
"bb7ee05288ef77283b417bfca127dcf8",0;000892948504006422,0;000992021818264476,0;900129903965841,0;0018310301526169,0;000852722311762192,0;336435001387392,0;012,0;495583333333333
"caa6a0bfacc7ac68cf36148e9f25ec49",0;000887671091859271,0;000870565088188568,1;01964931043387,0;00179548525538483,0;00139858544726544,0;337882704893928,0;56,0;974377044392523
"cc8848f906c81d14fd77f99352ac14c1",0;000865565506948339,0;00175723210399795,0;492573237752177,0;000117491018550883,0;00170379725175248,0;339294356384032,0;017,0;564798882681564
"c1373edd3c72b0ab6fe489d340d449ee",0;000851772770997937,0;00103951283384758,0;819396108699538,0;00178225370086751,0;00206394616360787,0;340683513289844,0;964,1
"ac8d3dde2172e8fbd40240c640980b92",0;00081806068298629,0;000674300959777144,1;21319815895955,0;00227629125155282,0;00218896673236111,0;342017689123866,0;88,1
"7a1e1b603bb85fe09508717b96deca8d",0;000814334313001591,0;00192440168734227,0;423162335783565,0;000527420019094723,0;00131502456424235,0;343345787618045,0;439,0;94732601299103
"c011de74b8bc9b18473be58b12cfe643",0;000812088806866996,0;00253500375237305,0;320350139958092,0;00147237441883029,0;000209990862531778,0;344670223914442,0;108,0;843495828367104
"54a4cc936ea85699a7d451c74455c79f",0;000808831152405124,0;00115975257507807,0;697416992025798,0;00111422948777906,0;00123095357740432,0;345989347299523,0;959,1
"6b7cea549d41a75428d8ec3c06b226ba",0;000794250284137399,0;000623117047646429,1;27464059463203,0;0027065445152134,0;0021041455722996,0;347284690734674,0;02,0;585911330049261
"b0befc4b43a8d9ad47dfc5e0290d4ea7",0;000788555742731141,0;00057672035705094,1;3673104011161,0;00198150773735395,0;000924482295281986,0;348570746937608,0;005,0;358253012048193
"799818039080365999a8235cb8fb3d85",0;000780482260523555,0;000898173755113785,0;868965783157046,0;0015065823782643,0;000985696934346178,0;349843636091836,0;267,0;890725501113586
"7b613554efbd1e785f8043b4b3473730",0;000778735406329878,0;000781030760699399,0;997061121680449,0;000909684116080687,0;00202389121721114,0;351113676300137,0;002,0;29009756097561
"5a77806568cacec1131c77fa2b8d043c",0;000767130811772033,0;000976661375953195,0;78546242398839,0;002150151878808,0;00160807862984442,0;352364790565724,0;316,0;934951243781095
"559a057a04f03ce27680ea23b988a9ad",0;000766660250352878,0;00177865937327275,0;431032642828187,0;00141153222576864,0;000183667035977858,0;353615137392309,0;053,0;752245823389021
"51cebbac1992efd933d30e4462c406d1",0;00076431752972949,0;000728673503669605,1;04891631969652,0;00126898165707557,0;0017458790110977,0;354861663473922,0;587,0;990325982471021
"6f4b0919f3ae717b7abb44908578652e",0;000758750107306907,0;000817013461198291,0;92868740032027,0;00230882523406159,0;00117506782092583,0;356099109641772,0;002,0;29009756097561
"3fe026007ebb9b6eb138320e0b66e204",0;00075345132969713,0;000556143860608362,1;35477775277953,0;00297248068473073,0;00225381896679445,0;357327914028904,0;037,0;719081699346405
"dfa1ed809c7bbd95f262e16b3022c5db",0;000749032252400993,0;000624612654282155,1;19919480859995,0;00210010598164699,0;000814839078692737,0;358549511339275,0;001,0;258565217391304
"342e1cacfa8ee066c2c1c6730e259437",0;000748059278352578,0;0021008709389306,0;356071029633721,0;00128855433722832,0;000300997060997278,0;359769521825479,0;17,0;890725501113586
"35cf7900898adde1b2dd43ee55a1d998",0;000738773068959249,0;000715050399271759,1;03317622046173,0;00205183959903723,0;0020263797879475,0;360974387425221,0;958,1
"dbaa2be4daa5f1572a4d26d7b4c87213",0;000737542986304351,0;000887694761662422,0;83085202048858,0;0015110084228136,0;000555200746512211,0;362177246882159,0;014,0;533705128205128
"1775ae0ca957b5a0bb5dc58d6a735d42",0;000722262967165107,0;000954141248061246,0;756976987036981,0;00109114829605217,0;00073009362342495,0;363355186143441,0;464,0;94732601299103
"7d216d5194445c4165fbc24070f9f1b7",0;000717533432351386,0;000733995884761965,0;977571464973651,0;00179968663286876,0;0012054037023955,0;364525412002544,0;06,0;777385620915033
"bba457babff8756b57007a1f562e9c3b",0;000706199853852332,0;000562089668098312,1;25638291171866,0;00191720895707179,0;00184979916839161,0;365677153919244,0;821,1
"334118e22e280461737b8c6f5efa0484",0;000704016555328024,0;000591861463877822,1;18949551254,0;00183896226869859,0;00153189067433209,0;366825335092603,0;414,0;94732601299103
"30618f7af5c2dcaae7eedc4c8b3b4103",0;000694807598615878,0;000678029503506277,1;0247453761567,0;00161256070713209,0;00144918603689968,0;367958497370962,0;727,1
"7a4dbf2b6887f5063e918c58e93f9a0c",0;000691742066066792,0;000609831612106679,1;13431651022018,0;00145372622008693,0;000953919577712434,0;36908666006979,0;108,0;843495828367104
"40fd19c9be48faf8fce2e19d8475f7be",0;000688239684709202,0;000894992667649888,0;768989187940961,0;000763509506311413,0;00113050157102569,0;37020911073201,0;525,0;955670339761249
"886a3af4a22ef92d56e945e4b5bffd41",0;000687202194521713,0;000591629004539045,1;16154243495403,0;00172890139850327,0;00103748846555709,0;371329869350638,0;029,0;63639483394834
"b563d1cd28bddf4f98040a0476819f20",0;000680375928481558,0;000557915701469004,1;21949593225305,0;00180104358635828,0;00104021041955358,0;372439495006422,0;012,0;495583333333333
"3c75304d88a18d51284e17da72e475e9",0;000678895801839052,0;000529345863747903,1;28251838416625,0;00304693240195055,0;00303561712158362,0;373546706722461,0;162,0;890725501113586
"eabf0bdde67ffe40bfbf1a065df88354",0;000676253314081885,0;00238486890044302,0;283559953319137,0;000119129039197003,0;00127033782517111,0;374649608803064,0;651,1
"01b5225878865b91a190a4882549ec2e",0;000673268367987842,0;000493238574049912,1;36499536615665,0;00199376570761077,0;0011548488642428,0;375747642732652,0;003,0;318589285714286
"53f3532bbe5e744c76a7ef7104124409",0;000659444799064501,0;000491713565789257,1;34111573270511,0;00263011238622857,0;00218900891791296,0;376823131792426,0;075,0;821408839779006
"913e1ad968e40c296dc9b3a4613dc19b",0;000659421483474647,0;000496887495146049,1;32710420349947,0;00198414412837625,0;00206803050963421,0;377898582826786,0;955,1
"4b339b8b48673f602f337ce89ccdc803",0;000655543298137697,0;00108829481692675,0;602358191862841,0;00101413676940319,0;000567819771359289,0;378967708925522,0;388,0;94732601299103
"3d58f7a5ddf8913b7262aebbb8a3e59f",0;00065464792033205,0;000703316063825329,0;930801888373524,0;00131591352336772,0;000981165279904289,0;380035374751866,0;206,0;890725501113586
"2b0fdf8ce19969ead1a54d1bc92e3429",0;000653514884491144,0;000489577491530123,1;33485484074983,0;00200612240428723,0;00194303707187869,0;381101192709134,0;708,1
"368aca6e3a4f976d22c33241478a02cf",0;000652823251060054,0;000552055309819584,1;18253232864186,0;00157822999026506,0;00149480308620397,0;382165882680876,0;854,1
"f69927f7d85ae141199ddf6ebdbf0069",0;000651769609002027,0;00045890592555216,1;42026845309921,0;00203520631547826,0;00143068583552321,0;383228854266928,0;017,0;564798882681564
"5905e2963b6009b9f4bf69cd64b0c604",0;000631285515403875,0;000544998372810915,1;15832550498806,0;00156836453381221,0;00129344890803504,0;38425841832805,0;125,0;845735891647856
"c40f29ee63930d00d6de9bbfface0cd0",0;000629829988812781,0;000833665402630031,0;75549493456944,0;000946295112020288,0;00104064606118904,0;38528560856967,0;622,1
"d6c004a9f7eb02d87812725127c80df4",0;000614537527481421,0;000547420231308911,1;1226065321189,0;00211472633392692,0;00189475266044802,0;386287858323652,0;596,0;995621348314607
"e309002f48f2079cb08c8dbca2b1081a",0;000614150164962675,0;000508541150628049,1;2076705379775,0;00156972009739589,0;00108551208199137,0;387289476327787,0;056,0;758615034168565
"7251e182735d06be3779216052ab8941",0;000608019895230558,0;000674300043408934,0;901705258918128,0;00146018754908362,0;00129824794808035,0;388281096470023,0;794,1
"a1c0dee298c97cda2af872800f7d5dc2",0;000602926501069473,0;000652353897752406,0;924232235212777,0;000475198933766096,0;00123557904718171,0;389264409791575,0;025,0;633696721311475
"1448356db9a4afda61cc3602848194de",0;000598285414704193,0;000464260219536614,1;28868550336135,0;00143101713827752,0;00168394502163092,0;390240153961595,0;605,1
"326e0542cf81293f7e55f3900bdf820f",0;000585592736140054,0;000557792989061507,1;04983882483952,0;00128469424436532,0;000870675338704575,0;391195197631809,0;252,0;890725501113586
"0ed5b99a4aeca8b560ae63673cb7db5b",0;000584986101416349,0;000836048612499979,0;699703453447646,0;00129230830526156,0;000292870780220628,0;392149251940958,0;001,0;258565217391304
"44de85fbbfdab9723eb228751cb05a67",0;000581907292201701,0;00059933240663591,0;970925793030252,0;000910132613590827,0;0015923573034614,0;393098285017652,0;05,0;750592233009709
"4a2739b3acd1eb053ab8838528cd30cf",0;000580150345716923,0;000575683294436894,1;00775956384907,0;00132928327713383,0;00106272776496084,0;394044452688893,0;634,1
"8dd3642c7755fb3c0a0b05c36efd7541",0;000575708892558553,0;000404820513226018,1;42213369567348,0;00183619449821592,0;00180915421405056,0;394983376790561,0;271,0;891885445489762
"c3a12716420d8365d7e5cc2619ea0cb4",0;000565955219731985,0;000418201784893258,1;35330656199002,0;00201632817064431,0;00201950348447941,0;395906393619274,0;896,1
"57a5329ed08bc508efb053a10376480c",0;000549798703401098,0;00109512599299595,0;502041506564015,0;000806446250895077,0;000846004396475212,0;396803060772348,0;039,0;733965189873418
"5bf1484706e7084ab869bdae9a7cc984",0;000546762163961469,0;000957663529341112,0;570933472153471,0;000535451124684803,0;000809730134433413,0;397694775630776,0;821,1
"036ea9603c37a47ea85e8694a471856c",0;000545658678602083,0;000517477372142139,1;0544590120787,0;00115553765306144,0;000833037513926681,0;398584690814033,0;333,0;94732601299103
"aea588c636b6e18016499dded9224b79",0;000544515146402622,0;000817097025274611,0;666402066779794,0;00120797856798881,0;000756717684357338,0;399472741009695,0;266,0;890725501113586
"712d5e67ccc5704d776e9374c73cfe01",0;000544358717209977,0;000773971814665459,0;703331448116454,0;00154637103812107,0;000975101074778463,0;400360536084859,0;04,0;734418674698795
"01b8c2a6b83647c069fb02c418e47465",0;000543273264257353,0;00288620332976172,0;188231112706188,0,0;00108654652851471,0;401246560893919,0;562,0;974406413994169
"bdfa2012cdf76b3b61a07c02b9e908aa",0;000540449847222607,0;000726811335450169,0;743590283835992,0;00104108120364208,0;000621147242881578,0;402127980989838,0;186,0;890725501113586
"27f094c641d066d596d9d84009f194b3",0;000540301766824552,0;00057944558575271,0;932446083134261,0;00128571047693384,0;000851954551296692,0;403009159581316,0;023,0;630327188940092
"04992aadfecec1a3ef552ba67c238128",0;000537493092455843,0;001958888922127,0;274386712990455,5;21517525180757e-05,0;00103497429301791,0;403885757503478,0;589,0;990325982471021
"220e29a3e775d9def00987bd7b2675c6",0;000536686076855638,0;000957229514615244,0;560666035325246,0;000522442501267511,0;000957448356506141,0;40476103926324,0;879,1
"90fc7b5e2ab975d8d639430e12aaec4a",0;00053656064729008,0;000480568585707253,1;11651211345915,0;00233364153908785,0;00167861661904643,0;405636116459822,0;015,0;543932926829268
"463c91a7bf798117887396192758b183",0;000536259616988732,0;00151973590957814,0;352863687440006,0;000167994649567573,0;000951779295109876,0;406510702705841,0;577,0;98462525107604
"03c4a4f510cf1cbf5f4898e0c2eb5209",0;000534813148367707,0;000821732992702497,0;650835676694476,0;00102176159104536,0;000266208147154851,0;407382929905007,0;021,0;609204878048781
"d407d1b7c8fb9f21d4cef353ba0368ff",0;000531622969159188,0;000555394500787374,0;957198835072213,0;000973005913880791,0;000442088992881626,0;408249954238305,0;002,0;29009756097561
"fb03d40cd446618747e4cff25e3ee747",0;000528418724533443,0;000630155597195777,0;838552774719342,0;000802429842581165,0;000557994703811862,0;409111752766433,0;114,0;843495828367104
"5c4117a54bc8110f79a1cd87b710ec40",0;000527986995756226,0;000516030156870133,1;02317081419934,0;00135938011172261,0;000830818505743677,0;409972847187747,0;045,0;750592233009709
"fa49d35d6a1cb01e83c3152daa1e2f6e",0;000525602572969354,0;000435113505732938,1;20796657893666,0;00155100574333408,0;00151406467381782,0;410830052851997,0;884,1
"efb38024b5809c80f6a448338c25b324",0;000525337060451243,0;000880813703874495,0;59642244227174,0;000975644808154639,0;000528246815371134,0;411686825491664,0;311,0;93080875691998
"6d342b9336b7fe9831ba78fd1a84b399",0;00052302641295671,0;000678835284725229,0;770476174007977,0;00120943375827139,0;00107447917858781,0;412539829694451,0;781,1
"d934b8b78bb656f183003863719167fe",0;000520936815173588,0;000466425494211659,1;11687037187807,0;00118191686553887,0;000936702642592145,0;413389425970512,0;496,0;94732601299103
"5fa6ff3daf92a12f5489b8fd70d7cf5e",0;000520366831333293,0;00044170702085774,1;17808141315664,0;00113135546515791,0;00109499967295068,0;414238092659463,0;885,1
"c1b5a744a0ffcbdd6626038c0f4b8fed",0;000511343630392332,0;000386467476341007,1;32312202629217,0;00145224301042455,0;00150600028827113,0;415072043402653,0;891,1
"532e043b504f6127664ad47c261d190e",0;000510140242108654,0;000482343009345093,1;05762959600327,0;00100043820124356,0;000757324874318871,0;415904031538911,0;251,0;890725501113586
"e76ccd321e94f6336d90382915d996a6",0;000508431805499946,0;000612642192199842,0;82990008192922,0;00111760008402132,0;000535111034502094,0;416733233384512,0;025,0;633696721311475
"67b8247ee1e0ffca3518a2e60a1b8372",0;000507737745955324,0;000497724553721438,1;02011793904684,0;000838789829783352,0;000744331204113335,0;417561303287837,0;716,1
"a848fb9337ed5353811f402bc317c16e",0;000507554350989947,0;00106450602589073,0;476798006441766,6;07523650881938e-05,0;000988512041312632,0;418389074092164,0;026,0;633696721311475
"6b7c6bf7b10509177a47e234a2f742d5",0;000504015840599531,0;000895281831156835,0;562968914434764,0;000884232897907783,0;000286754002032268,0;419211073937013,0;024,0;63153982300885
"c22193f297c4537cbc40783152268c2e",0;000502727638385228,0;000434904654902053,1;15594908612429,0;00220733351156066,0;00181156217263988,0;420030972851822,0;035,0;700824915824916
"bedd29a19644691b19638ca360676c22",0;000500249102275354,0;001693221733517,0;295442169429449,0;000923704844086449,0;00010458481287843,0;420846829520072,0;111,0;843495828367104
"4308b54b684c1f072338accf9d680d22",0;000496012203032028,0;000426321707240848,1;16346926419069,0;000948224509543824,0;000684667075654545,0;421655776225895,0;275,0;89269923580786
"4d5cacc7a399cec034832b72ad80f210",0;000494850178834395,0;000656287985574599,0;754013770953218,0;000730944368428201,0;000528064427501388,0;422462827785508,0;319,0;938690252350322
"8b83c95cc844f76630a97e57b41b586c",0;000492357928267919,0;000822054351296249,0;598935979709309,0;000675913540963008,0;000491770468563635,0;423265814731643,0;689,1
"08da400b0e70bb21e2da6a0b5a98bfa1",0;000489679563841713,0;0012789730348004,0;38286934166531,0;00012818897440345,0;000896091368158466,0;424064433531054,0;356,0;94732601299103
"8f347c3ac1d88c7ae3cb5fc7c434642e",0;00048945565288535,0;00037114076624812,1;31878709480848,0;00142920075545912,0;00123004169794435,0;424862687153904,0;375,0;94732601299103
"d0566d7177499d5cacdb330361254a8d",0;000484250599011065,0;000358402192082653,1;3511373805978,0;00228476351747072,0;00229247505799012,0;425652451850153,0;735,1
"4fe1faf3e476a479aaa9401809a1b520",0;000482939330928107,0;000697377163759436,0;692508094650916,0;000630523140783037,0;00087192488239745,0;426440077998217,0;913,1
"9b15da043b2908ef3d95099c708b15ce",0;000472995582221271,0;00032891164826165,1;4380627281555,0;0013416321970793,0;00128875973002293,0;427211486878417,0;252,0;890725501113586
"36971225c7474c9d69a3c8a525333433",0;000469138527717229,0;00031468796560409,1;49080542948838,0;00126258397107322,0;000973281412961093,0;427976605285287,0;062,0;784497872340426
"d32770b1933e3e1e53c769f13aac1539",0;000467060466261644,0;000929358329194897,0;502562307335491,0;000397272489334822,0;000701470465357072,0;428738334580036,0;923,1
"5326bef2f4926de96e7e0443ee97af8a",0;000465866017198232,0;000494096274473276,0;94286486514164,0;000787385685948368,0;000849630353427551,0;429498115846835,0;944,1
"870de92ef8cc0599b45639a83a370351",0;000465482905004023,0;000584972335807097,0;795734903192964,0;000772787025002176,0;000398153697462775,0;430257272295645,0;124,0;845735891647856
"cdcfd64110a59ed3f3b16498b49a3ed6",0;000462277258400255,0;00105804530878112,0;436916315930558,0;000815603150407494,0;000155530204189519,0;431011200652798,0;08,0;823114186851211
"e0db7fd81e127bc3ef831934b6b3ce03",0;00046074476120938,0;000321311095591118,1;43395222739428,0;00150140038531609,0;00133913960870352,0;431762629659035,0;109,0;843495828367104
"71e266fbf243c7521c6975ebfd8dfae9",0;000448057544974507,0;000983662307966852,0;455499353127197,0;000718197410557992,0;000237532437482502,0;432493367073984,0;175,0;890725501113586
"db05ac1f241ada505007f7abc286f5ae",0;000441270414898254,0;000949349610641468,0;464813394298536,0;000662664611052605,0;000288421764270224,0;433213035352964,0;249,0;890725501113586
"b2a756770d670fed07daff8c91b09fc3",0;000437937069660088,0;000564114634891283,0;776326375124956,0;000566939047654361,0;000503154026501588,0;433927267276481,0;183,0;890725501113586
"50971ec27aa54ab6c36cf5869ac1ef9b",0;000437744642623654,0;0003629106236106,1;20620509333271,0;00109016452397952,0;000547659301766286,0;434641185370587,0;002,0;29009756097561
"f4b0dc68130b96cdf7675a4b923f08cc",0;000435723663646433,0;000465282408812962,0;936471388974409,0;000940222221625217,0;000624472661381114,0;435351807448434,0;119,0;843495828367104
"d4e9c18d5283240c84ca1221f81acb0e",0;000435633610271976,0;00037063124754854,1;17538284522252,0;000832149630272459,0;000940486677844402,0;436062282658159,0;825,1
