"","average","sd","ratio","ava","avb","cumsum","p","padj"
"e1297c7630053f08bb643db625e30020",3;18046665871271e-05,5;07143808227386e-05,0;627133094620509,4;24972873763481e-05,3;10519126694851e-05,0;937455226545163,0;467,0;94732601299103
"0bae6b5dc095a6d2f25ab49c1a6a9b31",3;17672059395569e-05,5;53759938676106e-05,0;573663851803796,4;1907264139127e-05,3;03438778373048e-05,0;937507035707198,0;592,0;992284103720406
"23ead3b292d42edae6fb724772281bec",3;17458844877826e-05,0;000109141792320159,0;290868271566023,5;08130627064529e-05,1;45289545299604e-05,0;937558810096059,0;461,0;94732601299103
"82a09eb8928e2c7def9ba2a7c3302efc",3;17383244760536e-05,5;23164404644332e-05,0;606660625117082,4;34261844244278e-05,2;90799086993256e-05,0;937610572155292,0;376,0;94732601299103
"a46bca587b015f8b40a70a68329ca04b",3;172193234077e-05,4;81794480996198e-05,0;658412115372911,3;94230293286431e-05,3;59981190649913e-05,0;937662307480577,0;783,1
"eb70e897efe93f514540be40b256029f",3;16817486782865e-05,3;48362110011011e-05,0;909448753691527,4;88495416830642e-05,3;50833611279883e-05,0;937713977270295,0;287,0;905938959660297
"0cc9d6799693b6d57a35a36f9d8b04a8",3;16723109741211e-05,4;2656920681766e-05,0;742489389011609,3;39970640739515e-05,4;54844887088905e-05,0;937765631668053,0;929,1
"18900728cb61b3ca40192da76bc26ce1",3;16507850665534e-05,4;6798688136417e-05,0;676317784256945,3;49136563234801e-05,4;0737661232787e-05,0;937817250959191,0;948,1
"4e61470b587973bf8a9ef98a76c248b0",3;16467491939589e-05,4;88706714816435e-05,0;647561169808069,5;5529766896056e-05,1;87505781614723e-05,0;937868863668221,0;066,0;793723107569721
"0c67a012c611d2df95f896d8e1f70d40",3;16444304122208e-05,5;39373608784928e-05,0;5866885197351,3;45597740796477e-05,3;6223631113001e-05,0;937920472595548,0;273,0;89269923580786
"9eca48a9c994025027e6fffd7cd19857",3;16221621255812e-05,6;82529466766992e-05,0;463308379568859,3;92759856514658e-05,2;98052449659835e-05,0;937972045205508,0;748,1
"07689d66aa319f7d6284432b8228723a",3;16084348153354e-05,5;25197248520911e-05,0;601839307124186,4;11844344710171e-05,3;18872533595647e-05,0;938023595427587,0;731,1
"8bd2cd707254d825f4c2fe78db32588c",3;15915518761496e-05,7;17579963605787e-05,0;440251309657593,4;2247860392081e-05,2;59744403145148e-05,0;938075118115267,0;595,0;995068897637795
"1015c0570f9a68ceac38ad11a7d17f6d",3;15642623729711e-05,9;90169021441656e-05,0;318776508752157,4;72306021573481e-05,1;8488625264753e-05,0;938126596296473,0;37,0;94732601299103
"b4d3ad5175a8c2904f5efcd012a25ead",3;15539348108295e-05,4;37146178388362e-05,0;721816554068029,3;71540285518865e-05,4;011924903568e-05,0;93817805763445,0;85,1
"4e39516b22d6eef55f4ced2f5b2393c1",3;15324081353261e-05,6;18317120849814e-05,0;509971454324086,3;51153894492961e-05,3;58209174023542e-05,0;938229483864555,0;616,1
"1a2f8c3bfd6a6d7671686faabd949657",3;15248354414747e-05,4;05402796819642e-05,0;777617611145876,3;03207432394093e-05,4;88840250759743e-05,0;938280897744347,0;633,1
"4b3e306b3b4fa0163b0439e7a54275a8",3;14143516016926e-05,4;6911821217458e-05,0;669646813669255,5;04193664451223e-05,2;25195491525401e-05,0;938332131435954,0;191,0;890725501113586
"1c7c739d6d9e8b5d525fa6947e72261b",3;14122591749577e-05,5;2942539569683e-05,0;59332739665072,5;13619094448584e-05,2;09178990192431e-05,0;938383361715022,0;145,0;867520120724346
"37a0d657100f3f8d35086328accd7e4d",3;14044158065203e-05,4;0104310808845e-05,0;783068332883407,3;72393557110631e-05,4;22532521771395e-05,0;938434579202333,0;997,1
"6bcae85bdeb6f23af94853cee38af90a",3;13931444089669e-05,5;82628280706263e-05,0;538819440259783,3;9000209718575e-05,3;165037534553e-05,0;938485778307113,0;846,1
"714ba8c47838c98beded3f6331e84eaf",3;13694688195847e-05,6;82312507446858e-05,0;459752217308253,4;98946132733653e-05,1;71150987048718e-05,0;938536938799354,0;188,0;890725501113586
"7721c0532a1702027f0bbe2877092ee3",3;13302978566476e-05,4;70149269828694e-05,0;666390439531326,5;58098127039775e-05,1;521612335792e-05,0;938588035407641,0;031,0;663154676258993
"54a549533036d349e3aca34312eb7b36",3;12877611099786e-05,6;81338007939005e-05,0;459210564292775,2;80017277384597e-05,4;00801290565848e-05,0;938639062642712,0;885,1
"157a0bc003e9df7829f35bd01e666143",3;12848057068386e-05,3;25609593165005e-05,0;960807247806879,5;52807690989546e-05,3;10580848772413e-05,0;938690085057814,0;173,0;890725501113586
"67bca1c0acdbf20e30c0c3590dce7fa7",3;12678585935591e-05,7;97222100874087e-05,0;392210132650319,4;23845021602854e-05,2;41727429604983e-05,0;938741079833856,0;587,0;990325982471021
"59ff4d4860758299b1f2b5ccea2e4e16",3;12532991930196e-05,5;66503001599739e-05,0;55168814824924,1;92199485670468e-05,4;89135085672501e-05,0;938792050864959,0;216,0;890725501113586
"993d54893b01a3528028b4b88fb0ea7a",3;12460073224788e-05,5;04875573422762e-05,0;61888530496037,5;93468690019036e-05,8;35516221035917e-06,0;938843010003745,0;002,0;29009756097561
"b0250cb607b65cdeb710e0b29df5af92",3;12060674873834e-05,6;73090867550603e-05,0;463623397550218,4;27660317546178e-05,2;5205646612122e-05,0;938893904004621,0;469,0;94732601299103
"012a53ebe302289439c1aedd521f4620",3;12040980706212e-05,4;06181196261719e-05,0;768230985525858,4;61127853847801e-05,3;11974163993786e-05,0;938944794793573,0;456,0;94732601299103
"5cf31759b487a26e084333ba08da146d",3;11673391162281e-05,2;56315184288714e-05,1;21597708706641,4;91896612910068e-05,5;70010052174604e-05,0;938995625632317,0;874,1
"47706f94a196a21056665d03a5e329e5",3;11647188775792e-05,2;87743201795017e-05,1;08307402861877,5;33612448441099e-05,4;52716628634369e-05,0;939046452197712,0;841,1
"80088faa2567b2a21e5cbcf4d964b257",3;11625806319761e-05,5;78053224480401e-05,0;539095351643224,2;43590601039974e-05,4;56918254548617e-05,0;93909727527584,0;884,1
"b29de74506c8ffdc73c16fcdd7019ed8",3;11611500426961e-05,5;20458362775176e-05,0;598725129067758,1;58297053622161e-05,5;3391403557219e-05,0;939148096020819,0;192,0;890725501113586
"c412c6108227813e95952321f4ffff4c",3;11521813082799e-05,4;84008118716209e-05,0;643629313303844,4;9217416816105e-05,2;22573077608981e-05,0;939198902138681,0;152,0;87591472868217
"49fa2fcb6d325a7d43ba2ade274d7c80",3;11511698258903e-05,7;49746945324706e-05,0;415489119630879,5;48500590776989e-05,1;08270756684908e-05,0;939249706606917,0;099,0;843495828367104
"43c471d557e940c18a9a251aa2be2995",3;11499673572974e-05,5;87538870034312e-05,0;530177132884472,2;63832668902668e-05,4;38726746733652e-05,0;939300509114045,0;977,1
"36cf55831a1631f071cab55654f7316a",3;1119602662608e-05,8;21288337254269e-05,0;378912024571627,3;1378712687073e-05,3;47407412071816e-05,0;939351262099368,0;922,1
"e5d008ae3dca26127d6cc92b5e8945f9",3;11027481076367e-05,5;16386332170921e-05,0;602315479127395,3;22895912018409e-05,4;02921959382832e-05,0;939401987596583,0;992,1
"274448c7857fe993796efceb9351f9fa",3;1079312745229e-05,6;19549540271061e-05,0;501643706032473,1;5011059835042e-05,5;202474052669e-05,0;939452674873047,0;282,0;905048030221263
"30edc8fa0efd6e2aea8662dbdd109f9e",3;10774855306645e-05,4;17807222227607e-05,0;743823559702244,4;05506884961674e-05,3;48525676957881e-05,0;939503359169505,0;373,0;94732601299103
"49062f9522b7aa5182f6314ced310fcd",3;10670677902137e-05,4;66560426731339e-05,0;66587447220643,4;22965968353235e-05,3;16869329094308e-05,0;939554026475662,0;655,1
"bfd675142e623353df7037f29b99368b",3;10652519823466e-05,8;39452325555634e-05,0;370065708755819,5;14457343791714e-05,1;33621079072885e-05,0;939604690820416,0;197,0;890725501113586
"b2013c0fba8a6cedb9661f00d3115455",3;10603183091406e-05,0;000100524555390468,0;308982399260489,5;06161797917065e-05,1;33451699188266e-05,0;939655347118838,0;352,0;94732601299103
"1c8c121d06c2d2714c1efa0c0ca4e414",3;10576649569422e-05,3;79899488477535e-05,0;817523210715742,2;88385802751386e-05,4;98324944960916e-05,0;939705999089907,0;425,0;94732601299103
"026fb43411907677bfc75671978cc554",3;10399293286315e-05,3;3415012717831e-05,0;928921667357855,5;26622245881335e-05,2;82910145075666e-05,0;939756622135924,0;085,0;838300165837479
"bafff4e2d2b8d5d25a07926f6164059b",3;10242452370211e-05,6;96767862070004e-05,0;445259417460102,7;36639370829617e-06,5;71375613351781e-05,0;939807219602744,0;118,0;843495828367104
"bfc9039045f5dd69da658a6f7699f774",3;10203486246372e-05,3;25312514817021e-05,0;953555341763758,4;18604190281447e-05,4;38951012361743e-05,0;939857810714576,0;525,0;955670339761249
"84436864121e88433aee04162ab522df",3;10147166867274e-05,7;3749744702218e-05,0;420539987113944,4;77330477046246e-05,1;80258775824382e-05,0;939908392641275,0;266,0;890725501113586
"a506511f2cb64488eefd478062076de6",3;10085500063093e-05,5;10793992265115e-05,0;607065675710123,5;96296523033751e-05,6;78704935721091e-06,0;93995896451073,0;005,0;358253012048193
"c1ceaf9d6c730c201f39a01404063aac",3;09789136204755e-05,5;7371290310875e-05,0;539972405232854,3;46608567917145e-05,3;47901700354282e-05,0;94000948804618,0;791,1
"ed3c25ea1f11ef6b62b2d7975cf6399d",3;09576351220753e-05,3;51227791784892e-05,0;881411888414433,3;0536004150577e-05,5;06555158190531e-05,0;940059976878509,0;446,0;94732601299103
"8afb556c074ae38f7dec3f48ef228c25",3;09447364654384e-05,5;0215798280031e-05,0;616235079902016,4;24954682412124e-05,2;91717005134462e-05,0;940110444674408,0;62,1
"d02d5dba8f5b36561009dc2570bb4869",3;09439623422035e-05,5;56052185266899e-05,0;556493853672218,4;63452345459536e-05,2;31408785893498e-05,0;94016091120779,0;296,0;917785192909281
"50558cf14b5c8d9505031caf7afd5b8b",3;0933836837976e-05,4;79492343826255e-05,0;645137242257719,3;7992048963683e-05,3;52364199287623e-05,0;940211361227478,0;842,1
"ab32433391eaac0482f74b8d0319ed61",3;09118338223275e-05,8;86034997972519e-05,0;348878248523613,3;88093190683537e-05,2;61961732418837e-05,0;94026177536243,0;642,1
"396ba067a0e021ab65a0f7ebb88aecfb",3;08462521365654e-05,2;90648956071346e-05,1;06128893609353,5;26008470723135e-05,4;06036594019717e-05,0;940312082540157,0;634,1
"1d014ded9d51007177d75f4c3fa061e3",3;08404946104973e-05,4;75570497789526e-05,0;648494697502166,3;54783697051966e-05,3;94740108114136e-05,0;940362380327931,0;723,1
"5feb77d4669a1d04512fe54aeafe0c75",3;0831986665941e-05,4;44238533909262e-05,0;694041248394688,3;95049678252257e-05,3;41339530069262e-05,0;94041266424009,0;332,0;94732601299103
"39d0befac8f67b26a43a56ec618be18d",3;08308305143342e-05,8;06036697821509e-05,0;38249909213391,4;25627853442006e-05,2;21546957939828e-05,0;940462946266681,0;37,0;94732601299103
"83264332d2375fe55b37232f12d9d908",3;08112256894424e-05,6;23373322300101e-05,0;494266029475824,4;2493630667606e-05,2;55351448118422e-05,0;940513196319748,0;525,0;955670339761249
"dfa47534d677754472b6e25e727e1317",3;07902758227384e-05,6;95524810210109e-05,0;442691265225134,6;15805516454768e-05,0,0;940563412205659,0;015,0;543932926829268
"a5de958206eaf98e64d97bd7bd77a86f",3;07812911233986e-05,6;56670073460775e-05,0;468748194373705,2;9980505190323e-05,3;71753838629288e-05,0;940613613438417,0;925,1
"034b98df78b2223524e254920088b1b2",3;07756359857605e-05,3;38970353034712e-05,0;907915270767321,3;71566513509585e-05,4;76047211073776e-05,0;940663805448207,0;278,0;898026072786529
"66de700755155ab01365a84a7cf2eb1a",3;07544185029808e-05,4;30860308985548e-05,0;713790940163217,5;13949436449468e-05,2;09781274714306e-05,0;940713962854386,0;098,0;843495828367104
"89266dcf0da4ee3596482ff5b66e4512",3;0741852056774e-05,6;96508011386898e-05,0;441371119271985,4;59488536444267e-05,2;02717903738501e-05,0;940764099765939,0;373,0;94732601299103
"f544fd90acee1fef19d7afdb690da5b0",3;07356225818942e-05,8;9177505732493e-05,0;344656674678615,2;16111925117386e-05,4;58611848403919e-05,0;940814226517835,0;961,1
"f79c9d8112a3bddd16bf150874fa2d30",3;07323149332331e-05,8;49112807534374e-05,0;361934417435918,3;88081454435096e-05,2;60999091849802e-05,0;940864347875285,0;748,1
"6dc9b7c0a6bf0df9fe70ecb71f4f6706",3;07285694534177e-05,6;36775107658921e-05,0;482565494219616,4;68039782172384e-05,2;00526128774613e-05,0;940914463124228,0;299,0;92084567581564
"802ca29e4108424961dee3f7508f9f00",3;07271696601825e-05,4;08034340452757e-05,0;753053520595533,4;52406083223706e-05,2;93321501153352e-05,0;940964576090248,0;115,0;843495828367104
"f26325909c734ce6bceeb44ae0b3c90c",3;07218945072808e-05,3;45591077922496e-05,0;888966656545766,3;19188847299605e-05,5;30841859576571e-05,0;941014680453017,0;464,0;94732601299103
"e4eca6865814ba1933fc9de0184a0751",3;07092150578513e-05,3;96417244045406e-05,0;774669001390208,3;59289059245494e-05,4;02310902439398e-05,0;941064764136861,0;532,0;959309884778654
"04fdd8cb8783506e13d9257866fca81e",3;0706909919063e-05,4;78368279048051e-05,0;641909408796283,4;55250057781804e-05,2;54660484597217e-05,0;941114844061252,0;268,0;890725501113586
"cbb97de2905828974c6f9d059b383299",3;06828256686337e-05,6;84900904434027e-05,0;447989270710464,3;34971686452172e-05,3;2783372064489e-05,0;94116488470662,0;637,1
"6c06b16b1e2a9bed41c3697792c138ee",3;06593875637574e-05,4;56507396110084e-05,0;671607685330121,2;32561466190603e-05,4;88846420433481e-05,0;941214887126763,0;435,0;94732601299103
"7e904736efa16257914f1bde1fb4fedc",3;06384577385748e-05,4;69872870946966e-05,0;652058453105136,2;96373042912382e-05,4;18283618037364e-05,0;941264855412438,0;518,0;950860443622921
"d8bb06a7df60d426737787df83322059",3;06217637897567e-05,2;57891928560663e-05,1;18738744406084,7;46210061632286e-05,5;20390139837647e-05,0;941314796471937,0;192,0;890725501113586
"60a466c6e8caceb22e4e0e360a737d56",3;06104720069747e-05,5;1212574751808e-05,0;597713982460802,3;46984499333721e-05,3;59785641324792e-05,0;941364719115659,0;744,1
"694b79809393fc345e1e99688643850d",3;06037232079901e-05,4;16224354031045e-05,0;735269882975359,5;04784479549092e-05,1;9653135432871e-05,0;94141463075276,0;033,0;676727586206897
"c9d2afc5bd7dcccf2b1d4ecbf592f161",3;05966279209558e-05,5;70973298183866e-05,0;535867929696127,3;22279004811029e-05,3;62529060978085e-05,0;941464530818151,0;903,1
"6707368833e1d1faaa4157de73588ddc",3;05930407451871e-05,4;91578557470227e-05,0;622342864233657,3;12036268755085e-05,4;00870314393172e-05,0;941514425033213,0;979,1
"85ce37fd2dd241f231fb8131c4e6140f",3;05763860348437e-05,4;31431193504296e-05,0;708719872257897,3;36576339507135e-05,4;02264076084085e-05,0;941564292086096,0;779,1
"a058f315283230863319d31a2acf15e3",3;05692781655414e-05,5;07950681291168e-05,0;601815870939219,2;15422843295767e-05,4;7718241549876e-05,0;941614147546748,0;372,0;94732601299103
"b5cf835c54cd10b219d66976838168bc",3;05507773157527e-05,6;85734436768957e-05,0;445519076739121,1;46193882334217e-05,5;06283805231875e-05,0;94166397283435,0;49,0;94732601299103
"f038855821b76bf00a2382eca08d4cdb",3;05125925004613e-05,4;68173678472776e-05,0;651736607662269,5;24713567591461e-05,2;0311635200011e-05,0;941713735846305,0;143,0;865128179043744
"f82914de00efa046f3247596441d66eb",3;05068172978928e-05,6;58091288460999e-05,0;46356512892361,3;79534470178288e-05,2;87145514581424e-05,0;941763489439478,0;682,1
"9cfec83adc5f53e3b3384c03c833f670",3;048616009294e-05,5;44241221877456e-05,0;560158967521288,1;91821495583675e-05,4;89277256282606e-05,0;941813209342798,0;385,0;94732601299103
"b4b7f8881b36637712f164cf578e010f",3;04809918070955e-05,4;76607028374687e-05,0;63954138299305,5;34601500312839e-05,1;4609115050681e-05,0;941862920817156,0;045,0;750592233009709
"df2ec1d09d56337610a1a9d11950d5eb",3;0434358200773e-05,7;95932088513109e-05,0;382373806006839,5;0892538781571e-05,1;24245651402201e-05,0;941912556236728,0;098,0;843495828367104
"364a4fddbd4c3d01ba73283bd473dea6",3;04297974203335e-05,7;44666837539084e-05,0;408636398001763,2;90562267236581e-05,3;62595745980711e-05,0;94196218421812,1,1
"2c31f1aa3cb255c8bf9b4f9d4d8a3ac5",3;03863878550397e-05,5;1899099200406e-05,0;585489696800017,4;74116473799485e-05,2;06387853150646e-05,0;942011741402816,0;169,0;890725501113586
"4ea40e51bdc8db9e3190e4cfca27633c",3;03657547243855e-05,5;16609012530423e-05,0;587789875667283,2;14095155295322e-05,4;71161499192117e-05,0;942061264936923,0;399,0;94732601299103
"a6e1e2518e1e5513a43326317e266d56",3;03552183222808e-05,5;21623443447645e-05,0;581937386127614,3;48957137252858e-05,3;45782278542192e-05,0;942110771287202,0;626,1
"6ea8a4bcb7a41cb71c5e54a7933de3f2",3;03411432299846e-05,4;1256240183006e-05,0;735431612173002,4;31054248920395e-05,3;14929255128024e-05,0;942160254682403,0;673,1
"4de1311b724854af1a8f05fea9a195ab",3;03082981625099e-05,4;93482332333761e-05,0;614171899917408,4;0046718898891e-05,2;98966765479563e-05,0;942209684510556,0;591,0;992284103720406
"72f058799a28e938745525e8d4c2e567",3;02471028196597e-05,3;74809556235309e-05,0;806999243121495,4;71646008439273e-05,3;22270481195796e-05,0;942259014535174,0;372,0;94732601299103
"09449ae059a6fc91f60182d98ae2cf98",3;0230177008166e-05,8;45765290557492e-05,0;357429860809724,4;07113057038968e-05,2;28875145406521e-05,0;942308316955473,0;574,0;984331034482758
"6d8a496525807f8bc0a3b6e32e2f8dd9",3;02061428879542e-05,3;41223397215613e-05,0;885230706171872,5;17618156945201e-05,2;54151136793515e-05,0;942357580178506,0;028,0;635557251908397
"9da6a8fa40e10fb5605c13229d31e700",3;01861766363443e-05,4;83639281323528e-05,0;624146503438198,4;10043234032705e-05,3;27477389613276e-05,0;942406810838562,0;851,1
"a81356f5ec57538c109d5edaafae2fbe",3;01780127610493e-05,8;17681672438078e-05,0;369067985479821,3;29409486495556e-05,3;09513823981453e-05,0;942456028184148,0;85,1
"cc3ea4a0aaca0bb9bc9ea1d3092efeed",3;01416611615929e-05,5;45959469239752e-05,0;552086058761196,2;86343079609263e-05,4;04028820188982e-05,0;94250518624388,0;984,1
"2753924eb4af0f1cb0b8039b6f3e02c1",3;01324787873429e-05,5;0607755129175e-05,0;595412278423149,2;94917585743513e-05,3;96869554528927e-05,0;942554329328071,0;948,1
"8a3758c0ac0f3f1576425005fa123cd0",3;01157263703101e-05,5;69356379543562e-05,0;528943337641234,3;55097596107558e-05,3;14185280898895e-05,0;942603445090732,0;29,0;908177988414955
"8aac353297e304b7a27b7004eaddfffb",3;00757818892565e-05,7;93089935086232e-05,0;379222841681712,1;79868126639126e-05,4;95549732674249e-05,0;942652495707905,0;715,1
"8bc76387fc4fa0e1a7ccaa0d02f6e593",3;00650809700523e-05,4;65252106498022e-05,0;646210528660553,2;70041178014318e-05,4;39194847299904e-05,0;942701528872941,0;606,1
"cbf3542717a2d0d943fc442f4cc8c1a2",3;00640511228292e-05,6;19504906723851e-05,0;485291573908881,5;27026980570401e-05,1;10869212574103e-05,0;942750560358398,0;072,0;810954545454545
"107f0453546c82f8068c74fe43ff303b",3;00344305508709e-05,3;63562384969669e-05,0;82611490606699,3;88435395187956e-05,3;87949877517622e-05,0;94279954353564,0;944,1
"8e1b846a0b9a979d212157f22da7812a",2;99980705804389e-05,5;33891471492772e-05,0;561875815258178,4;09994393998212e-05,2;64595733618211e-05,0;942848467413377,0;48,0;94732601299103
"5380438fc5b57a16b03ef8f140c400ae",2;99810681806734e-05,3;92732178114547e-05,0;763397293407644,3;73004520699638e-05,3;9039680053687e-05,0;942897363561886,0;814,1
"e166c829a95f089f2f70b559e8438af0",2;99759558162707e-05,4;67521803326446e-05,0;641167013024633,3;80396393868883e-05,3;24008000733856e-05,0;942946251372636,0;766,1
"4a9f92336ca1d9e33ae6462dafe52e43",2;99721766258268e-05,3;58380354693248e-05,0;83632309174651,4;29645236988052e-05,3;46404568319277e-05,0;942995133019901,0;673,1
"9a2e63b35afe382c19a6dab7c8f0c768",2;9944194442726e-05,3;69496224917082e-05,0;810405964213729,2;715621229089e-05,4;77372934457537e-05,0;943043969031001,0;369,0;94732601299103
"a70fe8681686c5bda104c7afd8c477ca",2;99216949950936e-05,8;41325215656013e-05,0;355649568541251,5;1558284221827e-05,1;04464377079325e-05,0;943092768347734,0;178,0;890725501113586
"447144dc891451a450eb44e3fe34beb1",2;99022590667481e-05,2;69283201834153e-05,1;11043907912104,5;84658030909027e-05,4;6758131708194e-05,0;943141535966395,0;693,1
"f9c373e479ad909ae3c5107182e9afbe",2;986917319429e-05,3;32169172499904e-05,0;899215690893128,1;69607135181872e-05,5;57795579275087e-05,0;94319024962528,0;024,0;63153982300885
"3e599da4baf2b3e147ab3588c5f7dc89",2;9848354234645e-05,5;09279601038706e-05,0;586089727013757,1;8078224953551e-05,4;89089129385614e-05,0;943238929330506,0;272,0;89269923580786
"8f638ac7f127f6ead5dfae5662f4facf",2;98480370391841e-05,4;28486909853172e-05,0;696591572643654,2;45627206557243e-05,5;19271299249777e-05,0;943287608518418,0;328,0;94732601299103
"eac1025420c1bf4e4d9ac505c52187af",2;9812431571676e-05,6;75901320745908e-05,0;441076687626173,4;09669552051315e-05,2;31905046125317e-05,0;943336229637345,0;464,0;94732601299103
"a0db49c768a9f3565302043b0e8097f3",2;97887422664399e-05,6;18421550192998e-05,0;481689912926601,3;98010680222147e-05,2;53641353509582e-05,0;943384812121364,0;492,0;94732601299103
"133d10540ef753bac157ef415b4c6033",2;9784074980387e-05,3;61411942121786e-05,0;824103232602941,2;8149681083681e-05,5;0058209747564e-05,0;943433386993502,0;402,0;94732601299103
"43f1b6d0090bb3fc36359c889a9d093a",2;9768941605525e-05,4;34501539258324e-05,0;685128564937637,2;87579382962879e-05,4;26227927415773e-05,0;943481937184607,0;872,1
"00608a56499c76b2ce7bd30041785c6c",2;97346954696441e-05,0;000111671885355254,0;266268411024416,2;07654131278942e-05,4;02761328191472e-05,0;943530431523661,1,1
"1dac0da52c88dff0ab9a838d53896b76",2;97130675562254e-05,5;36831705375562e-05,0;553489431765929,3;77847820149003e-05,2;95231288037936e-05,0;943578890589734,0;785,1
"410874cd85d35eedcfbeabc49cd71cef",2;97124268802817e-05,4;9590968759984e-05,0;599149958616201,2;99952030566021e-05,3;9753850726276e-05,0;943627348610927,0;941,1
"2ead039f225ef298ce5c02cc97486cf8",2;97109665776886e-05,0;000110595710370287,0;268644836930953,5;17142649697218e-05,8;94089509536023e-06,0;943675804250512,0;227,0;890725501113586
"e7a0dbfd93f5136e6bea7e0fc7bd0b80",2;97042899384306e-05,0;000106703351502742,0;278381976949123,0,5;94085798768612e-05,0;943724249001161,0;314,0;932280579131303
"f0bc0887a21a17b28e8daa7e759803f7",2;96889133167602e-05,0;000102293073970658,0;290233856158007,1;4508075145463e-05,4;68041615074525e-05,0;943772668674065,1,1
"9c96555d346a70937ed12a450a8cb264",2;9667997425286e-05,4;21090266556605e-05,0;704551963831676,2;34098654576831e-05,4;91329317264794e-05,0;943821054235224,0;364,0;94732601299103
"5c200f64fcab7b74cf4b83f033f8c570",2;96023698331482e-05,4;39742357488336e-05,0;673175311157816,4;40956005437595e-05,2;60935514346882e-05,0;94386933276429,0;374,0;94732601299103
"1eebc75a92fbff44088ad963c3db38b5",2;95881351524548e-05,3;64417362068697e-05,0;811929897754901,3;09864505334759e-05,4;39108473509595e-05,0;943917588078003,0;628,1
"da4215f1b2dfc97b0cfc241a4a847d8b",2;95827518419668e-05,5;08301874650259e-05,0;581991791045852,1;41273636222119e-05,5;07829182070336e-05,0;943965834612071,0;146,0;870002004008016
"72392be46f01809853ff57824716415c",2;95450957665838e-05,4;94655723102179e-05,0;597286039294057,3;88535154807062e-05,2;94153247985478e-05,0;944014019732815,0;792,1
"bfda266611e4ffefd2b61519884385ba",2;95208117659628e-05,8;46482614847389e-05,0;348746817101318,5;02319690454272e-05,1;0871028012439e-05,0;944062165248763,0;191,0;890725501113586
"08326c83709174742c35320dad09392c",2;95009175862457e-05,9;10338332871113e-05,0;324065421843798,3;35844867181761e-05,2;76563142355272e-05,0;944110278319277,0;539,0;960285500299581
"31357f8a95959bab12007715eef8c923",2;94666462607281e-05,5;09695314195438e-05,0;578122761580449,2;74216970938161e-05,4;00103045346707e-05,0;944158335496658,0;96,1
"9ac7ad06fddc210404db155a8a8a6988",2;94638031139696e-05,4;17826635877455e-05,0;705168138744776,1;83238685455755e-05,5;01383674684583e-05,0;944206388037149,0;179,0;890725501113586
"3bdb104c11d2fd93b9e060b4b98848a0",2;94537040382451e-05,5;29104734304739e-05,0;556670581996364,3;48941095453353e-05,3;19939180891602e-05,0;944254424107048,0;933,1
"623e2ad69c7eb007c393f30000296af3",2;94496853047738e-05,3;68684455953985e-05,0;798777513648402,5;0576695315783e-05,2;26853422350445e-05,0;944302453622793,0;076,0;821767272727273
"bd6c88484970dd09dc6a48d823380616",2;94337383522683e-05,4;81178133915958e-05,0;611701494262188,4;22624274635213e-05,2;55308041863267e-05,0;944350457130639,0;398,0;94732601299103
"e6eb553afa148171093b3bcc84a98301",2;94295156014134e-05,5;05761532859488e-05,0;581885210506699,2;31477467386238e-05,4;39207591789893e-05,0;944398453751597,0;757,1
"b80d2ff43be872156e8805f4a694bafd",2;94212116443886e-05,4;8919450856077e-05,0;60142154356857,3;30291094650162e-05,3;50904425589018e-05,0;944446436829626,0;834,1
"9f6cbb9bb557ccbc10e13303644df154",2;93368010946589e-05,3;2586464814327e-05,0;900275659290314,2;38329870209725e-05,5;5430544058707e-05,0;94449428224242,0;057,0;766920814479638
"b85395cda0487fb7df31427ba5b96b93",2;93256810332156e-05,5;14740963845678e-05,0;569717257669192,3;07419967781803e-05,3;62821304902936e-05,0;944542109519496,0;964,1
"555e270007d9f0409be17f59ec4a2052",2;92749052281787e-05,3;61781038988542e-05,0;80918848898286,4;1381596968084e-05,3;87185684614601e-05,0;944589853986271,0;832,1
"b9ddfe04022886ff82df033672f329f9",2;92512769661219e-05,5;54748014196233e-05,0;527289439846012,1;99637144538387e-05,4;40849980854089e-05,0;944637559917694,0;322,0;941462143559489
"1cc9f34fda08e2dc6e823846b09ff0b5",2;9248642367192e-05,4;84462131996254e-05,0;603734336194065,2;04124845473061e-05,4;54329649525692e-05,0;944685261552348,0;288,0;907650238473768
"c53858392d8e8b690415a523f04c18ac",2;91970129052987e-05,3;29481074546909e-05,0;886151441185185,4;12657247928683e-05,3;78411425825329e-05,0;94473287898447,0;868,1
"6eb6241eb57cb03163d3e34871cb8447",2;91966959704167e-05,3;927296917502e-05,0;743429808943186,1;84610691462694e-05,5;09593203289351e-05,0;944780495899703,0;148,0;871994134897361
"5cd01df2b69be8498db6946b02b17afd",2;91594571296606e-05,3;91766213713255e-05,0;744307602569404,3;75852598631577e-05,3;47894455195471e-05,0;94482805208208,0;891,1
"dfc5cb36f1235aad0084e0526b56949f",2;91330264341503e-05,5;29864654910579e-05,0;54982015056405,2;17313604614412e-05,4;44015433076597e-05,0;944875565158614,0;699,1
"25af41f53a57cabdd9a8e2d46770678e",2;91289548299339e-05,3;77252976331235e-05,0;772133201259573,3;72669198435911e-05,3;598160091004e-05,0;944923071594766,0;977,1
"9160645ae731e3bdf0631e67eafad815",2;91128485269199e-05,6;85421027843959e-05,0;42474402366231,5;56192131844353e-05,4;37254044599913e-06,0;944970551763135,0;02,0;585911330049261
