"","average","sd","ratio","ava","avb","cumsum","p","padj"
"559c1d1063060cf08be4b8cfabb0987f",8;23901203566218e-06,1;89642045740966e-05,0;434450704403176,9;27563866770454e-06,8;53541768872829e-06,0;993354069104354,1,1
"60fc52c7877db5ee83f89db31131066c",8;22919767358032e-06,1;84690868150299e-05,0;445566029116476,9;2134854148737e-06,8;70989723663123e-06,0;993368691794861,1,1
"7181de969b0bd163bd42b96d2d91b3a4",8;21584585157126e-06,2;77562982269639e-05,0;295999336236774,0,1;64316917031425e-05,0;993383290760142,0;121,1
"1e5c97c0302c9de060fd6aa8c76078df",8;20494822826501e-06,2;72189342579169e-05,0;30144267040428,8;74860387039889e-06,8;24453284415772e-06,0;993397870361134,1,1
"76cd93c2046efde97fe450fb0fb7a1cd",8;18568773988639e-06,2;31689819748819e-05,0;353303729475931,5;89495195614156e-06,1;12247394896049e-05,0;993412415737627,0;764,1
"846b6d569f7ca3011b0d199c38851e67",8;18001340980737e-06,1;48960300601172e-05,0;549140500978757,7;67489829385611e-06,1;0795319523844e-05,0;993426951031245,1,1
"893dff368de81d390d111689fe1b841d",8;17827683823485e-06,3;15662225827686e-05,0;259083164505696,0,1;63565536764697e-05,0;993441483239101,0;504,1
"9b6d02162ac78595cba1dd96be0d3ac2",8;16906410939442e-06,4;40162167993162e-05,0;185592145427667,0,1;63381282187888e-05,0;993455999076603,1,1
"c502cbe383b4a0f1d738c08848847aef",8;16294173008088e-06,3;0967635546474e-05,0;263595898945224,0,1;63258834601618e-05,0;993470504035078,0;489,1
"746b7a44b756a43daef8a4ce01256f81",8;15987483145494e-06,2;82368789091752e-05,0;288979347104949,3;90555257989645e-06,1;2871777236062e-05,0;993485003543895,0;744,1
"6aba2750634636ac4900d476a52f11d9",8;15421575005444e-06,2;23296248219945e-05,0;365174776336707,4;30854075879558e-06,1;27236375168433e-05,0;993499492996934,0;349,1
"b9e6bc1f71fe787f65cd3adc84d8f2a5",8;15101575434972e-06,2;20789181618641e-05,0;369176410483218,1;37237126205434e-05,3;21171634121274e-06,0;99351397676381,0;35,1
"443660e0e7e3647b26c1dbf8af209a2a",8;14781203680947e-06,9;11357898150761e-06,0;894029892465103,1;08380205343742e-05,1;27916961355651e-05,0;993528454837912,0;759,1
"2a32f53b9e6aa78cfc5fd5c03503dca3",8;14570471101115e-06,1;76541777104735e-05,0;461403801672318,1;01650560221948e-05,7;48169420278681e-06,0;993542929167448,0;675,1
"9a1ac6f841c70a3b1b65abca4a111ceb",8;14157912539292e-06,1;77438356195372e-05,0;458839864162655,3;92996797076104e-06,1;32355610143123e-05,0;993557396166116,0;186,1
"5cf31759b487a26e084333ba08da146d",8;13866485394201e-06,1;74960901990136e-05,0;465170490170477,3;3476164970541e-06,1;37983084598849e-05,0;993571857986334,0;184,1
"76e3d015f3cc017a91eac5b5a04c03e4",8;13815454911036e-06,2;18446525369109e-05,0;372546761060142,9;24762500422058e-06,7;90590953000498e-06,0;993586318899777,0;745,1
"d90f84b477722d11724b4affc46b2239",8;13256657058624e-06,2;20951728986771e-05,0;36806983171755,6;42803805885049e-06,1;06941668235021e-05,0;993600769883785,0;758,1
"4ed226797ed35362726cd57feb6f9196",8;09929734548501e-06,2;50970929365306e-05,0;322718546166592,6;41833543387948e-06,1;04788492040256e-05,0;993615161750781,1,1
"58518d92f7391518a086dff685148873",8;06369786857291e-06,1;65599798488166e-05,0;486938869623633,1;18819154475455e-05,5;68785461911721e-06,0;993629490360075,0;488,1
"c79e0aa67de5e4c814d5f8b8ed9eb22c",8;0369503375476e-06,1;76062598338571e-05,0;456482547309249,9;65757001201563e-06,7;8443763662839e-06,0;993643771440936,1,1
"e6de00fc31c26c9768e51d1f3cca7cfa",8;02595220515804e-06,1;50916627677986e-05,0;531813646292388,8;92685998816184e-06,9;15890435240595e-06,0;99365803297891,0;949,1
"14a32df01766f4f8fdfd54f2339ebf36",8;01831178863672e-06,2;14142111190861e-05,0;374438812807358,1;02740028231892e-05,6;68548935495896e-06,0;993672280940414,1,1
"59d07467d8c5a6d06e336a52ab6d69e3",8;00090858089232e-06,2;1080597418592e-05,0;379538986586592,2;87948461453515e-06,1;36982294701565e-05,0;993686497977674,0;243,1
"d6d6b7a6fd5053332cfb3c9bbedd0153",7;99727505436155e-06,1;16836960987351e-05,0;684481604689063,8;03971883748688e-06,1;15483927172448e-05,0;99370070855842,0;601,1
"d3419ccfcbb99575f60273033a867137",7;99640040100622e-06,1;24034024928434e-05,0;644694099511811,8;94530216477417e-06,9;99740711321545e-06,0;99371491758497,0;772,1
"9cb2ac696617d3498208e2a7d18cc9e8",7;99114739579425e-06,2;48426432578959e-05,0;32167057719409,1;59822947915885e-05,0,0;993729117277308,0;224,1
"5cf83d5b7e8bc38bcc97abf26a867ae6",7;98934531002475e-06,3;18364365347565e-05,0;250949734946077,0,1;59786906200495e-05,0;99374331376747,0;487,1
"4c3c3c4d63400f1fea1e76c8c2b29bdd",7;98798552165007e-06,2;47582421078562e-05,0;322639446163076,1;01448079683783e-05,6;50748360614707e-06,0;993757507841387,1,1
"bc1989ea618b0f809b0865410472e5c6",7;98246211256722e-06,1;92725174457851e-05,0;414188864273825,5;52873215635099e-06,1;15414012186671e-05,0;993771692100604,0;616,1
"6ae9dddc54cb493c1220970c3967b2d7",7;97616991098246e-06,2;58610016362865e-05,0;308424631928827,1;3820413654638e-05,2;45991480845409e-06,0;993785865179032,0;511,1
"b615bcff643d09a4919c40df64edad30",7;97488092095499e-06,2;28216793516923e-05,0;349443211345603,6;98308169332186e-06,9;79047814660043e-06,0;993800035967019,1,1
"8b2eea220bc115a4c78db697365312fc",7;96722514586204e-06,2;50095417836562e-05,0;318567417779267,6;94899216828486e-06,9;67148854996658e-06,0;993814193151245,1,1
"665b86b4801f25b4065fb892543274b0",7;94804116076349e-06,2;33876088575668e-05,0;339839836093034,5;92071204017728e-06,1;07517415153197e-05,0;993828316246914,1,1
"b628f64f48630555114007f4fe643503",7;94579107388143e-06,2;23999458675325e-05,0;354723673033443,4;81625969272263e-06,1;17196894629663e-05,0;993842435344341,0;62,1
"a0b71b0cd4e279454e1265475c3b3be7",7;9396873228785e-06,2;61817304189257e-05,0;303252962880529,1;36198264250426e-05,2;60717102390124e-06,0;993856543595843,0;484,1
"b8674325f613e871029a68f22726cb46",7;91426410383837e-06,1;47562854173245e-05,0;536331731192098,7;03900191642251e-06,1;06665934689669e-05,0;993870606672119,0;745,1
"030f1798c8290d97886abfd137b0eb3f",7;91375834041022e-06,2;07937619172791e-05,0;380583290887546,8;53479711583527e-06,8;25096066542214e-06,0;99388466884969,1,1
"b8fe443f6556bea5314c4a656d0d2910",7;91334838816429e-06,2;49395164604775e-05,0;317301596472603,6;15505822685083e-06,1;03298164526069e-05,0;993898730298806,1,1
"06a3660c506c4bbf0e6a4b2660ed2ae6",7;91289943898156e-06,3;08496604096237e-05,0;256498753435649,1;00428494911623e-05,6;19601720014375e-06,0;993912790950171,1,1
"8ff87a3c033862a98cec868811fcd732",7;91070009967254e-06,1;93397787599108e-05,0;409037776381937,7;63728388024823e-06,9;29588892218876e-06,0;993926847693469,1,1
"c6c50e764d0f9ba08ba3158e7bf1bc3c",7;91006663844406e-06,2;54909575226697e-05,0;310308729337039,7;93718286702384e-06,8;44601829628315e-06,0;993940903311151,1,1
"578bb06360e46a49b4659d81a60caef1",7;89365925272953e-06,1;8877510670122e-05,0;418151492040901,9;95282352023381e-06,7;03163239849845e-06,0;993954929774094,1,1
"62fda9c642dc083caaaba6c7b6964f70",7;87620342682769e-06,2;15971160565371e-05,0;364687739150417,3;74947858813384e-06,1;26884956455852e-05,0;993968925219293,0;613,1
"847dce774d8de9468433751367d5f775",7;87212654408718e-06,2;93599228842723e-05,0;268124905338364,4;93054768067146e-06,1;12173482129775e-05,0;993982913420166,1,1
"71fdaf1485550fa675b72fe46230fbeb",7;87115779735979e-06,1;68395582464059e-05,0;467420681836458,1;35025914113117e-05,3;35958627511175e-06,0;993996899899645,0;162,1
"83966a25e0853794b09cc81fbce49834",7;86021497985069e-06,2;4564369361425e-05,0;319984399526009,1;67380824852705e-06,1;4359051954955e-05,0;994010866934528,0;309,1
"091cc27e1471a05c52e47f2d6c1d7490",7;85597843096345e-06,1;91801184817701e-05,0;409589671639945,7;92295699590604e-06,8;84539413214168e-06,0;994024826441369,0;61,1
"298f0c673b958629afd3afd4379325c9",7;85377880771432e-06,1;57399368322897e-05,0;498971431168814,1;00898564174235e-05,7;47784148858648e-06,0;994038782039638,1,1
"21adfda92d4b12244d52acb808935b00",7;85083243224176e-06,1;96899556882267e-05,0;398722706975721,1;26196944169461e-05,3;85246305942181e-06,0;99405273240241,0;376,1
"351dccbfa7b3812b45cf87230a596276",7;84710927153802e-06,1;89923593543716e-05,0;413171903770438,9;58161678976196e-06,7;18778110242782e-06,0;994066676149395,0;755,1
"c6489b80378a1e2f27c0c2bb6d1e9323",7;8382362908388e-06,1;25544451540134e-05,0;624339522351019,8;40215555623582e-06,9;72460893208137e-06,0;994080604129733,0;617,1
"d0e191d603c91e87950fdd1e98aacf08",7;83241480468806e-06,4;22022967978494e-05,0;185592145427667,1;56648296093761e-05,0,0;99409452176571,1,1
"45f142473cae0f0f72bba51ff3843b9d",7;77840395573801e-06,1;52657408339802e-05,0;509533342687436,6;95312948201557e-06,1;04048210838829e-05,0;994108343428305,0;788,1
"2caf66e8975ef8f7afcb7ce40d1ec3ca",7;76245608417572e-06,1;9705451479892e-05,0;393924295116848,5;81541288109365e-06,1;06640172806324e-05,0;994122136752684,0;728,1
"7d6e08050c9782778a80212a22ea7880",7;75755845748122e-06,2;98477759816533e-05,0;259904069979941,6;66545476580016e-06,9;29402580021562e-06,0;994135921374333,1,1
"1a0d702d59054ecdb4b15f68a284c7cb",7;75074061684499e-06,3;02153185424176e-05,0;256516925544378,0,1;550148123369e-05,0;994149693881172,0;5,1
"f901592b77ead43b4d88dc1169659f06",7;73745889628702e-06,2;55668462096091e-05,0;302636423470133,3;40164980015307e-06,1;2526821299108e-05,0;994163442787351,0;505,1
"77f94cfb07fddf148eccc2db4457223d",7;73555802352733e-06,9;15909834871591e-06,0;844576368656621,1;00300559398439e-05,1;02205867034115e-05,0;994177188315816,1,1
"5368e86b934e5e1e01a6f03d850ffe88",7;72267404160189e-06,2;70862057979125e-05,0;285114648364559,1;05666107234772e-05,5;35225110815926e-06,0;994190910950376,1,1
"d28e00e56f9f409599163029e9b53da4",7;72202427601088e-06,2;94751222890808e-05,0;261984469488411,7;25316907695054e-06,8;67442408020125e-06,0;994204632430348,1,1
"ef2f20b6a0820f0292a08759f5b79ba1",7;71064864999873e-06,2;1203250311884e-05,0;363654087773377,4;92404658148066e-06,1;12407579296282e-05,0;994218333696654,0;607,1
"a526a86bd8b0c00b6658043accda51eb",7;70049968424534e-06,1;44113706709288e-05,0;5343349956142,9;82334312259111e-06,7;49173624463792e-06,0;99423201692898,1,1
"9babaff2bb4ce046c499c46b51469202",7;6926460947199e-06,1;58829198926969e-05,0;484334501885705,1;28965408867177e-05,3;57582412317197e-06,0;994245686206045,0;175,1
"bcf8d4f7b376a1e5fbf8a973aa37b91d",7;68975977721169e-06,2;14939083015932e-05,0;357764612620112,7;87414401340837e-06,8;31445983556901e-06,0;994259350354331,1,1
"a48c6bba4c32539aa4295cd3601c38cb",7;68392781903973e-06,3;40121020821452e-05,0;225917463157134,0,1;53678556380795e-05,0;994273004139648,0;485,1
"737e1cacf469acd3a6b372594249fec6",7;68301181149626e-06,2;37001589775825e-05,0;324175539023324,6;2363579669473e-06,9;78178463147701e-06,0;994286656297286,1,1
"3e30dea72d774b7978eac24d5dc8ad9d",7;65113416357366e-06,1;55891387420998e-05,0;49079902938519,6;6121875307435e-06,9;95309962206708e-06,0;994300251810644,0;346,1
"8287cb654d570010517a5e43e9bda7f4",7;6071429157717e-06,1;46398065575578e-05,0;519620453034231,8;10968398280337e-06,8;87074131700405e-06,0;994313769154729,1,1
"3620e811cbc234d3236aaddeac63a229",7;59311983496691e-06,1;9890179652372e-05,0;381752199712354,1;29656422773433e-05,2;84141360326763e-06,0;99432726158081,0;346,1
"271e8826706e6cc823424fb1f8f83eef",7;58824718739446e-06,2;16247555626777e-05,0;350905570488439,4;89490636044133e-06,1;09230506696794e-05,0;994340745348549,0;735,1
"f7bd7b7eed7482cd0c341927c785d47c",7;58674559284154e-06,1;89676777097017e-05,0;399982839700035,7;28919127901653e-06,8;91865463413633e-06,0;994354226448062,1,1
"54c586f422098760e4cc6ba90308b9d5",7;58530551276665e-06,4;08708326275745e-05,0;185592145427667,1;51706110255333e-05,0,0;994367704988657,1,1
"a4c38122bb98f39306eb8ee9618fe12d",7;57617552564931e-06,2;98510101621515e-05,0;253799636410805,5;5793608284235e-06,9;94494761143669e-06,0;994381167305924,1,1
"60442c75c3f132c41f1c06aa47936e4c",7;57541099234926e-06,2;28223934105903e-05,0;331928858470822,1;42515464635403e-05,1;12409440144783e-06,0;99439462826467,0;25,1
"2e905a3098e64af93f0c9f738db64ebf",7;57273311090695e-06,2;76593785278997e-05,0;273785367349032,1;51454662218139e-05,0,0;994408084465014,0;227,1
"d9e857ae86409ea9487e78d24ea1cc6a",7;5691276457615e-06,1;08682458803993e-05,0;696444277122247,3;68507537445044e-06,1;40495107638174e-05,0;994421534258707,0;037,1
"9ee094b4b0b1757af113251cd4d69d1a",7;56754841660326e-06,2;585701811576e-05,0;292669030230938,8;61708151759116e-06,6;98358783815932e-06,0;994434981246223,1,1
"e653018ccfca62beffc7db7534b1fcd1",7;54908999241673e-06,2;35783756694074e-05,0;320170061681203,1;18364325977597e-05,3;7635546773928e-06,0;994448395434452,0;496,1
"5201e3f876228901546e85472d9863e8",7;54051109595751e-06,2;37064566079604e-05,0;318078370827696,3;40164980015307e-06,1;2132925698449e-05,0;9944617943786,0;504,1
"194620a073afca8740c20dcfb50c901c",7;53600052121488e-06,2;51940454796459e-05,0;299118318544879,8;36904124263524e-06,7;18174264263699e-06,0;994475185307783,1,1
"5a4d152a26f84c22a43edb73d96a9acf",7;53355141969107e-06,1;54850799712689e-05,0;486503875580163,6;73283502552767e-06,9;7909064416348e-06,0;994488571885089,0;661,1
"2371ac71d068283e1eb55eb8b3dea9ac",7;53349295206093e-06,2;37587295796347e-05,0;317083155764289,1;24403400222571e-05,3;03074524830546e-06,0;994501958358502,0;475,1
"623e2ad69c7eb007c393f30000296af3",7;5282690539445e-06,1;89119912984702e-05,0;398068555295574,5;74317984535981e-06,1;04333231961556e-05,0;994515335549425,0;764,1
"eaa88997b83291e024e5a9fb01d8c2fb",7;52221065419684e-06,2;35242306315224e-05,0;319764364328119,5;27259306126753e-06,1;03856231448818e-05,0;994528701975008,1,1
"993d54893b01a3528028b4b88fb0ea7a",7;50526651106227e-06,3;36799036912356e-05,0;222841091823411,2;83470816679423e-06,1;23648053997833e-05,0;994542038292072,1,1
"157a0bc003e9df7829f35bd01e666143",7;49380458737965e-06,1;58731560203976e-05,0;472105520650702,3;25836523772848e-06,1;26476541636548e-05,0;994555354242125,0;198,1
"97eb035809955dee70bbc0321cf6aff5",7;48504102582982e-06,2;11781497908661e-05,0;353432245014058,1;21487653070745e-05,3;40597797791953e-06,0;994568654619961,0;377,1
"a76875db91d213788289bf14c7934e93",7;48478039227641e-06,2;11364698764446e-05,0;354116862277828,6;85253270234558e-06,8;90469912081564e-06,0;99458195453467,1,1
"76ab6aa58d1fc6f916a2295ea96a04b3",7;47936511078393e-06,1;81046681787507e-05,0;413118044304308,5;67641940737465e-06,1;0132474347148e-05,0;994595244826815,0;475,1
"79351d6dc0481c7c1a5ec3002c5bb30b",7;47108066213614e-06,1;84352359976127e-05,0;405260917902196,5;90047321984378e-06,1;00286481318789e-05,0;994608520398092,0;73,1
"5abe165c23eeba6e0c9568e823f4a947",7;46183924251145e-06,1;53009503098191e-05,0;487671621136039,1;3422747417069e-05,2;251674119708e-06,0;994621779548033,0;086,1
"589a4f68ae2b28575d8aee2977c42f7c",7;44890368694745e-06,2;36323669421163e-05,0;315199222540524,3;30605835192991e-06,1;20805336658013e-05,0;994635015712426,0;617,1
"795bccf375b91f03ea362c00d500c034",7;43753879719582e-06,1;83727878512135e-05,0;404812751196307,4;4634886627388e-06,1;11552738553423e-05,0;994648231682229,0;369,1
"51d2e2cd73bf6e9fab745a768f9cc9ff",7;3953031455509e-06,2;78809739357415e-05,0;265245509808774,0,1;47906062911018e-05,0;994661372602326,0;489,1
"1b03ac13d06dd2c28d6b8434a8cf2780",7;39382917120854e-06,1;81215587838053e-05,0;408012867955719,1;26719128034577e-06,1;40900694854995e-05,0;994674510903278,0;036,1
"3fcbcc26e79c69c5d2a5fd77b7bb0d29",7;36543001450488e-06,1;82789237438811e-05,0;402946591260356,7;97328955082471e-06,7;79032168466025e-06,0;994687598740977,1,1
"a049259be0056bde7df543e9498d8954",7;35887763475724e-06,9;64810454457197e-06,0;762727808427134,9;22212546911698e-06,8;92866481627437e-06,0;99470067493557,0;46,1
"65fa101bda54ca4ba92a04fd1e85b392",7;35294489990373e-06,2;24637725833379e-05,0;327324578835775,1;35693243585004e-05,1;42070680163381e-06,0;994713740588122,0;236,1
"5abb44e90207141196403ab2a81bd6e7",7;35188868568465e-06,2;13722610923305e-05,0;343992086467768,1;06252009648692e-05,4;70604969980778e-06,0;994726804363857,0;746,1
"0d5262f3c74274c5f182ab96f8734168",7;34840434450713e-06,2;76266932497832e-05,0;265989283555129,1;46968086890143e-05,0,0;994739861948169,0;516,1
"1d7a3000bb1e46173cdee5ab7da7bcb0",7;33665904825485e-06,2;78975823613438e-05,0;262985478570389,1;16374409890242e-05,3;3722832043435e-06,0;994752898661937,1,1
"44d722a6dd1f93c9f0b9d649e99547c3",7;32637447109554e-06,2;56354377269912e-05,0;285790886394021,0,1;46527489421911e-05,0;994765917100754,0;234,1
"1f4418947da00197878aaa9e9ec6b564",7;32299258470958e-06,1;76117799368541e-05,0;415800822572489,1;32527622490023e-05,1;89984943693212e-06,0;994778929530202,0;113,1
"2773670201eec795d40b535ceddce383",7;31063856838626e-06,3;93908834425081e-05,0;185592145427667,0,1;46212771367725e-05,0;994791920007455,1,1
"2659a62ea906dba16fd64de6651a4213",7;27920150105011e-06,2;00856042116207e-05,0;362408888692463,7;19083185926427e-06,8;21264684323416e-06,0;994804854623308,1,1
"1dba2ffe5d543bb2fa86b12faab473a2",7;25968629279405e-06,2;43421442271621e-05,0;298235283837212,3;61219476954197e-06,1;13707550826573e-05,0;994817754562043,1,1
"8689589c65ea8aef0d9a5d82d7c36484",7;24383293941204e-06,2;30277009533516e-05,0;314570393027347,3;63570259952736e-06,1;13367236259004e-05,0;994830626330513,0;469,1
"a44ee19eaeef12179ecc8fd9bc2a989a",7;23964013096962e-06,2;75566721025171e-05,0;262718230417538,0,1;44792802619392e-05,0;994843490648666,0;496,1
"0a737f4a6343f13a4473d3768f90304f",7;23827996279653e-06,2;71889879369086e-05,0;26622101490474,1;44765599255931e-05,0,0;994856352549897,0;485,1
"bcff03ceb20d8172087a9ddcd86275b4",7;23441972579788e-06,2;12850106357514e-05,0;339883303306721,0,1;44688394515958e-05,0;994869207591766,0;109,1
"add590fb6792d53ca2b05b0bfda69a0f",7;21579427371184e-06,1;37195819305056e-05,0;525948553699547,4;06760673216607e-06,1;17594499052843e-05,0;994882029537551,0;306,1
"58bb1ff1c3fff4003a49bdf5b4422f5b",7;20756682842667e-06,1;46085947227509e-05,0;493378518961982,1;25768887358945e-05,2;88404717019141e-06,0;994894836863759,0;159,1
"f34d606ba4846337949b09d27df19ad2",7;20032428626226e-06,1;62304951988272e-05,0;443629365466468,7;92442954028024e-06,7;73131095268619e-06,0;994907631320492,1,1
"9f7726694162b0a98f547913058f3f87",7;2002618644295e-06,1;44829221113036e-05,0;497155326051906,1;12151851953844e-05,4;40816955839369e-06,0;994920425666306,0;333,1
"121cadce50547262ee8307fbafe208b9",7;190105016733e-06,2;71256361970414e-05,0;265066779061102,0,1;4380210033466e-05,0;994933201964134,0;493,1
"b29a0b12292fb1903bd70ea1b52212c7",7;18947823423469e-06,2;31456592499306e-05,0;310618857583685,1;43789564684694e-05,0,0;994945977148215,0;23,1
"f038855821b76bf00a2382eca08d4cdb",7;17203361320051e-06,1;5579642070869e-05,0;460346494519977,6;89327146916868e-06,8;80281113642359e-06,0;994958721334463,1,1
"3a5990d0c66d3ca94675f75eb5a8ac76",7;12541978016531e-06,3;83928951505244e-05,0;185592145427667,0,1;42508395603306e-05,0;994971382691293,1,1
"3b117e4187bc5417425d45ee8897afd4",7;10353400816906e-06,3;82749711298401e-05,0;185592145427667,0,1;42070680163381e-05,0;994984005158686,1,1
"0d257beebb33de1e24055bc3e294f02f",7;10048876357112e-06,2;04143945949862e-05,0;347817748429092,8;19901989044819e-06,6;72496780786341e-06,0;994996622214899,1,1
"83264332d2375fe55b37232f12d9d908",7;0734294668197e-06,2;22508711560306e-05,0;317894495780343,1;12928299699499e-05,3;2931103427187e-06,0;995009191188693,0;492,1
"0e394859795b7d8b14f66f901df8fd96",7;07228885489411e-06,2;41590082378597e-05,0;292739204575919,8;95399397702708e-06,5;68282720653525e-06,0;995021758135703,1,1
"5b69b798a9c44eefbeebdca95fe24280",7;0456181103336e-06,1;15192550485436e-05,0;611638346459252,6;65379523787732e-06,9;6798091240549e-06,0;995034277690724,0;943,1
