"","cnth","unobh","cntd","unobd","fisher_p_both","padj"
"2fe0b120ab859048261af0c562863b13",27,3,26,4,1,1
"300327aba870dbbc3c539c2a15f4a339",11,19,12,18,1,1
"30095612ef4344ade882563ae8283131",3,27,3,27,1,1
"300b9259019c52be181dd7aa188d8689",4,26,7,23,0;506177594327247,1
"300eadbda7814b555ff15f27094beb9e",2,28,0,30,0;491525423728814,1
"3015b97fbadff670d63716e1225d5d77",1,29,1,29,1,1
"301e9397499ccceabbb37a0e4bffa9a5",20,10,17,13,0;595909840834582,1
"30465b2b817de05daf67498e42a68fdd",10,20,9,21,1,1
"305a715bd98f2131d40389951ce31707",12,18,12,18,1,1
"30618f7af5c2dcaae7eedc4c8b3b4103",9,21,5,25,0;360360454782322,1
"30623b496185c5d2734aab12ab609f24",22,8,20,10,0;778715677094583,1
"30625b8b1cc432d2af1a44f5bab080ca",12,18,13,17,1,1
"3067c23c5f179b67fafa665511bb7279",6,24,7,23,1,1
"3068f7357f039c37282f5657ff580449",3,27,4,26,1,1
"306a20c547a58b5d95dfe0bfecdd0faa",4,26,4,26,1,1
"30761f0217ee093684ad85e004cfaa06",25,5,26,4,1,1
"307f89a56faa04631e518a95bc034b7e",4,26,2,28,0;670748519990268,1
"30833970dcc845c04d4feafd10d6f682",0,30,1,29,1,1
"30ad16912f012c7c7f7f01c21a37c6be",6,24,4,26,0;730642324178498,1
"30b462368a8e758d9712462a6b36cd35",4,26,1,29,0;353256021409456,1
"30b6f32f00fcad957a09afa53b5d9c08",7,23,2,28,0;145499224993612,1
"30c24bc40fed365a61ee427bc9ad535d",7,23,9,21,0;771023976031026,1
"30df0c1238c5fa055e2eb65a213c7030",17,13,14,16,0;605807173273187,1
"30ff45c20227f2313ecbac648718b30d",0,30,1,29,1,1
"3118db0cb0cdf0c5fe5ff25a0d432e2b",8,22,10,20,0;778715677094583,1
"3127ca0a9a716db358414d9ce92903f9",2,28,3,27,1,1
"3134bfab4f05d29652efcae0620bbc5e",7,23,2,28,0;145499224993612,1
"31357f8a95959bab12007715eef8c923",1,29,0,30,1,1
"3139e9221c8f63f4ccbf2566735aeeff",9,21,8,22,1,1
"313a1036baacccb6a6ca3989be7b9df0",8,22,7,23,1,1
"313aea72968b402ea4fd53177335614d",13,17,4,26,0;0203727917531509,1
"316d9f5649c6bef8c11608480bbf7301",3,27,1,29,0;611953612845674,1
"3192515a0fd8b8040b6ff1491333f2b0",29,1,28,2,1,1
"319e6afa12cc43386ae6d4a1dfac4a48",5,25,4,26,1,1
"31ba23dad4afc372e84cc9cd01f3dbb5",8,22,7,23,1,1
"31cb0b3279ae5323cb1bf30bf6a54436",2,28,4,26,0;670748519990268,1
"31db984a67263f2f17bfc1720e2bfabb",4,26,3,27,1,1
"31e340d0aa71375b777130c5d3ec30a7",0,30,4,26,0;112399643175736,1
"31e625c893cf7de8375789e559244b29",8,22,7,23,1,1
"31e66984d56318575830995009acb3b9",5,25,4,26,1,1
"31f523caea17623baf5f26808d5183e0",23,7,26,4,0;506177594327247,1
"31fceec380b7cabb7cac0acbee9b5faf",13,17,10,20,0;595909840834582,1
"31fdf7c6ed3f159b15f636ade400edf6",1,29,1,29,1,1
"320308330d1c7b96c4722fb8c7c21048",20,10,15,15,0;29491247843872,1
"320aa45994af79d09f5d74fed75e38b6",24,6,23,7,1,1
"3211d9c1b5737dbd7129f32f1ef36dfb",8,22,11,19,0;579559786479708,1
"3220a86c7e1f1382cc266f85abb7aa7f",6,24,6,24,1,1
"322c3d1a8a23e76ba9f101bce95845e3",3,27,1,29,0;611953612845674,1
"3232805757f0f2946a81fc38eae14e11",6,24,4,26,0;730642324178498,1
"3234cee285daef1d7aa9330878f3ded8",15,15,11,19,0;434815558704739,1
"3236bb464b96c2d18560c58c66211a8b",9,21,10,20,1,1
"32392eb4658e8d0fe9e3134e30947267",0,30,2,28,0;491525423728814,1
"32453e71cc759b5de0ab60b3da86e37f",19,11,13,17,0;195356224551557,1
"3245a4ea63464aa8f6fbf9d4f5c1531e",14,16,12,18,0;794774525639185,1
"324a3e8c93b6f7141f68602c20f7cb0e",21,9,23,7,0;771023976031026,1
"32578b2731941077780063453c44bb4a",27,3,28,2,1,1
"3259b089f0b77954fc455a2cd675edc5",9,21,6,24,0;552003431365051,1
"3261b6d14cb1c078f4b150a2969b1ca4",5,25,5,25,1,1
"326e0542cf81293f7e55f3900bdf820f",13,17,8,22,0;278912405414754,1
"329d6c598976ebc2b3a626bf343a4eca",16,14,18,12,0;794774525639185,1
"32a021e7bdb1b2a22d1e9afe4d49cc5c",12,18,10,20,0;789170351739782,1
"32b1b755456fc8df90721e6a866c8a99",15,15,15,15,1,1
"32c42cdf88b525e98c88054ce6318867",2,28,1,29,1,1
"32db01e881b9eaf2eeec12500e3d7f72",14,16,8,22,0;179868806918883,1
"32f8a31c5641b22cce115db1f466f3bc",28,2,29,1,1,1
"3300684d1655d74ce566429b4593d79f",0,30,1,29,1,1
"3301d717341f20fa4263962cc728e83b",0,30,1,29,1,1
"33097f86d53cd540b8f7abefac61a93a",26,4,20,10,0;125278403507509,1
"330f919ce70dac7f95b99c8600bb49ee",15,15,16,14,1,1
"3317f8c67b7978d4c16e4a4a01121eb9",1,29,2,28,1,1
"331a589f135b36e9d426261e7fac10c0",15,15,15,15,1,1
"3327467a7dc75fa0bc5148bfbce8c713",2,28,2,28,1,1
"3329a8fdb8ad6b109a6bcbb9fcfc80e1",19,11,16,14,0;600950466520637,1
"332bec7d7149d255892dec859d98a719",24,6,23,7,1,1
"3335672a06fdd489d279fd72b37822b7",17,13,14,16,0;605807173273187,1
"3336c4d6fb95b06d26fd31258a87f111",11,19,15,15,0;434815558704739,1
"333cd2a2662a9b0455be82c4f06e7fc8",4,26,9,21,0;2092362789628,1
"334118e22e280461737b8c6f5efa0484",9,21,11,19,0;784652573562777,1
"3343933138682c06ff97e82cbde5cbc1",1,29,0,30,1,1
"3345bd2bf165d2b5809f564b356a3e4e",17,13,19,11,0;792494242590731,1
"334f94e67c59f180399090bb630d44db",22,8,19,11,0;579559786479708,1
"3352517f6bfa47a7e045529f25be1e21",4,26,1,29,0;353256021409456,1
"3374a6160ff90936a1acfa58ca93b1bf",0,30,1,29,1,1
"3377784c57dc1224c0530f93805d1f19",3,27,5,25,0;706469199425287,1
"339e727508bdb5378980202d3d787436",15,15,11,19,0;434815558704739,1
"33a6729e4d7669853f2eafbadfd0d28f",17,13,18,12,1,1
"33a8b0f3d89ec63625246c7f9ea0580f",18,12,17,13,1,1
"33ab1a47eebed834d626988e52a953e2",6,24,2,28,0;25421433631758,1
"33e0ea8cb1daf50f7ffcc343a315f369",12,18,14,16,0;794774525639185,1
"33ed97f3d09fc78390021e9b24bd628d",26,4,28,2,0;670748519990268,1
"33eea0a41c1833ca6e90e5a94270c5bf",27,3,22,8,0;180580403773783,1
"3406cb23bcf0d4a4b692cd4164aa7237",5,25,5,25,1,1
"340da637ea7f16328307eba1e6a5372c",1,29,1,29,1,1
"341d7ce3b7ab5d7c4bc30e4a7a520b83",8,22,5,25,0;532092472759053,1
"342aa4854353a89ba842e3ff2112e0b2",4,26,2,28,0;670748519990268,1
"342ab96f36b2139d070b602750beb03e",10,20,6,24,0;38165411884707,1
"342e1cacfa8ee066c2c1c6730e259437",19,11,15,15,0;434815558704739,1
"344fe4ac8ed5e948e5f43eef69089ac4",5,25,6,24,1,1
"34570f7b579ea70ac3c921c4e9d2e30e",0,30,1,29,1,1
"345e595a0d05e06f5cb7ddc514b9fd79",16,14,12,18,0;43789542152343,1
"346c0143c2f0c8e941277297b11e3960",2,28,3,27,1,1
"3473fcb13f5a85277e804d76221a5120",5,25,5,25,1,1
"34791727afa66e170f36d94baeac37f5",12,18,12,18,1,1
"3479588db00fc4afe20244d7225dee4e",28,2,26,4,0;670748519990268,1
"348d23109c91d0bbf30170e189680ab6",4,26,9,21,0;2092362789628,1
"3491f47a40088f24ea2610b0d261b9dc",0,30,1,29,1,1
"34a2e20dee237916006eb45501936961",13,17,12,18,1,1
"34b4dfe806344bf4b7bf6f1a5c2ce56d",21,9,19,11,0;784652573562777,1
"34b9990f1dae44b55d17eab9f785280a",6,24,4,26,0;730642324178498,1
"34be5985ca42ae73333d7030a774b134",3,27,2,28,1,1
"34c55a8834d65e3768b6b3e96dc2e5d9",13,17,12,18,1,1
"34cb22587871bb8c09901fe627a85e2e",21,9,19,11,0;784652573562777,1
"34d07125848b329d9436457e6df59d68",18,12,18,12,1,1
"34d5297863714241e968eb0f00c5390a",24,6,20,10,0;38165411884707,1
"34e496b04ea7e166987b2eaa501a1500",17,13,16,14,1,1
"34eac560e321961be3d160b5eeca5e70",6,24,4,26,0;730642324178498,1
"34ed328c613f375007ac33114ba723ae",26,4,25,5,1,1
"35026fbe2cd035849eab3acb2b635fe7",17,13,17,13,1,1
"35063d5a8b75df89fa4a988d54d7dac6",14,16,18,12,0;43789542152343,1
"351ceebea90c8ff859355b1d48bdcd5d",8,22,11,19,0;579559786479708,1
"351dccbfa7b3812b45cf87230a596276",2,28,3,27,1,1
"35252beabe642d290261278dd19ddaa4",0,30,1,29,1,1
"3528429406dcbe7d9117515a9e206d31",12,18,13,17,1,1
"3537a99f8fc065d48552077f86fb26b8",13,17,17,13,0;43891101679611,1
"354313afc980e7867ffbbc90bf89acd1",25,5,24,6,1,1
"3552e211ab00ff29dadaa62292cb0586",2,28,7,23,0;145499224993612,1
"35735f0a1e4202007babfd9672acc7ba",5,25,2,28,0;42380990998297,1
"35895d40ca045064728482f3111bb2e0",13,17,8,22,0;278912405414754,1
"358b3c0ce00d6e4f172d59a8bc06e18e",0,30,1,29,1,1
"359345d4553b44d51338d9fe25f92fd1",4,26,3,27,1,1
"3599b299a26968966d8a1d0a2cbcde07",2,28,1,29,1,1
"359a21deda48272fd4022fbf7b58deda",3,27,1,29,0;611953612845674,1
"35abbe99c049e4b43040f098d3a6ac5c",11,19,5,25,0;143165081321897,1
"35b11fd71ec5ee57503bf74bb21ade98",12,18,13,17,1,1
"35bb39846e4c21060fa88983f300fa01",1,29,0,30,1,1
"35c56b6f04c49bbf369c59147b9ababd",7,23,3,27,0;298979382156861,1
"35cbdf49a0fa17f18c749faa5d9a2571",1,29,2,28,1,1
"35cf7900898adde1b2dd43ee55a1d998",30,0,30,0,1,1
"35e7695bff162aaf8c819ee7cc5847c7",1,29,0,30,1,1
"35fbee5972298a0639c0e24e67868e41",17,13,17,13,1,1
"35fd49e7582d74c6dd81f06aa8c74daa",8,22,11,19,0;579559786479708,1
"35fee6c0622e3bfc3fe2a3c85c0873e6",21,9,20,10,1,1
"3609a69825e04355c0497adcfefc5d46",4,26,6,24,0;730642324178498,1
"3620e811cbc234d3236aaddeac63a229",1,29,4,26,0;353256021409456,1
"3639eccffa4d22a636017008169af96a",7,23,6,24,1,1
"363b8445666814f1e611dda42a2ec42e",6,24,3,27,0;471644558965516,1
"364a4fddbd4c3d01ba73283bd473dea6",3,27,2,28,1,1
"364d187b0e1479e54b8816d3404addb7",14,16,11,19,0;600950466520637,1
"3667c626054a9a0276488a9cccafef3f",9,21,4,26,0;2092362789628,1
"366a98af0ef6dd44b61ffe74ea357530",1,29,0,30,1,1
"368236f72938685b95150b1285c038ac",3,27,6,24,0;471644558965516,1
"36843ecd9f030f0c0def8ea6c61f83cd",5,25,6,24,1,1
"368480d48fcf86f93a946cedc8eeb25e",10,20,12,18,0;789170351739782,1
"368aca6e3a4f976d22c33241478a02cf",22,8,24,6,0;761068496728027,1
"368aeefd9644a1044b8e9f33d4802a8a",2,28,4,26,0;670748519990268,1
"368bc08b520bebf6adbae7c3b40c99d9",3,27,1,29,0;611953612845674,1
"3692464325b9e2208283c77099b87663",7,23,9,21,0;771023976031026,1
"36971225c7474c9d69a3c8a525333433",4,26,2,28,0;670748519990268,1
"369755a26be1bb28ea1354fa988edd64",3,27,6,24,0;471644558965516,1
"36a8a20a998d6157726d85dab50e0249",10,20,5,25,0;232598470393837,1
"36b1ebfe9f5da567d5694775cb91d4d6",6,24,8,22,0;761068496728027,1
"36b898893d831cc47a9c1ddb2828bae2",11,19,12,18,1,1
"36c7e4f649c0985525c31a6ca5f2345d",5,25,5,25,1,1
"36c8cf18759c65df410c01b5419b17ce",14,16,10,20,0;429569193194763,1
"36cf55831a1631f071cab55654f7316a",6,24,4,26,0;730642324178498,1
"36e891a075bc1ea8e5299f7970fe3061",28,2,30,0,0;491525423728814,1
"36ecaaef848f6dfca76b725c7e2c7d3f",2,28,1,29,1,1
"36f399eb0f41b983e8b7b48419e53e3c",7,23,4,26,0;506177594327247,1
"36f4e0cca0c39176d36236ac8bcb4f1d",8,22,10,20,0;778715677094583,1
"36fa8cac2c7230127ed3729cd3f41bf9",2,28,4,26,0;670748519990268,1
"36fb148726ab1d5426ca1a5ee8007744",7,23,8,22,1,1
"370080179ca44192f9a4fe135ebab387",18,12,18,12,1,1
"370b7a66859a74a41e58e4e54389b68b",0,30,1,29,1,1
"371466fd625edf8218d0853758e8ea6d",0,30,1,29,1,1
"372e5c35d99f25ef7affcfd41eefd866",6,24,5,25,1,1
"3732a14aa6f8749ad2e8f8d842723d39",4,26,7,23,0;506177594327247,1
"3736e19b6c8df0b3e3330485532ee6b9",13,17,17,13,0;43891101679611,1
"373d6b4efb0fd74660c7dcf67c04cbc5",15,15,15,15,1,1
"3742331830ed2c730acd732f1bcf8850",6,24,4,26,0;730642324178498,1
"37696737a97619a0e3ba9564fbcc0877",4,26,2,28,0;670748519990268,1
"376a6f14c11062067b335f4c57d3da89",5,25,2,28,0;42380990998297,1
"37883c9eaead558bdd7be3006224b111",27,3,28,2,1,1
"3790884531dad6fec6cbfc67e1333713",1,29,3,27,0;611953612845674,1
"3792cab5448d5244cfedfc27b94e0cb3",4,26,1,29,0;353256021409456,1
"37a2539e3eb420519d6417974cc125e1",29,1,25,5,0;19450977211905,1
"37a3356f7a1c94ea89474feb9d17b60f",17,13,21,9,0;421975381019902,1
"37e4ea2439030a4e28266e17caebf1fd",18,12,18,12,1,1
"37e653c206df282ae9a21b27eebaf520",3,27,3,27,1,1
"37e76138d860ad9928f7d6bb23b9de41",12,18,7,23,0;266835660720814,1
"37efce74f2b3002ca5cc6323d732cfe5",6,24,8,22,0;761068496728027,1
"37f056ef7ab78c5241d311c7d2227e32",14,16,12,18,0;794774525639185,1
"380004ea48bf2a8032fceaa8601c9eec",10,20,9,21,1,1
"3818eaf7f85c61d25ceb3bd3e6171e56",19,11,19,11,1,1
"381cfdb6a9cc997cbc07a9e3a4380336",19,11,19,11,1,1
"3820e2436fd8d8bd6d972702ed19233d",2,28,0,30,0;491525423728814,1
"38231a7186f8af3aac3c528c479dc389",5,25,3,27,0;706469199425287,1
"382a49cd0601cc8af36f0d251f4fd41c",9,21,6,24,0;552003431365051,1
"383c9c0582d59ba08747105d33b11cfa",27,3,26,4,1,1
"383cd1ecc9d1eefa6362cb2b41af83c8",11,19,6,24,0;251569189287884,1
"384096948b5774e516e7e10042eb907c",19,11,20,10,1,1
"384309c310819d707f949254fc50f1d8",21,9,21,9,1,1
"386f864b3fe983c0cee90355f3ab62b2",11,19,9,21,0;784652573562777,1
"3870965aa37f024de056714246b2bad3",15,15,12,18,0;604208013732714,1
"388cb0b772a800f51b92185a159faf14",1,29,0,30,1,1
"3891e79bc9a1003f95e47dddd38b6762",1,29,5,25,0;19450977211905,1
"38a76c31c45d33aeb13392bc7f4ed01a",1,29,0,30,1,1
"38b9aec41432a5a267ea8e1f24177ae6",14,16,14,16,1,1
"38ba7660069b1696ed03889d20e69a70",27,3,28,2,1,1
"38d76ed4e692e8b41531751bc18e9a4a",11,19,8,22,0;579559786479708,1
"38de0a84b5881874d578a7f9227536a9",6,24,11,19,0;251569189287884,1
"38eade3afe626011fe816f52646c8221",1,29,0,30,1,1
"38f2b89f7b8d2453eaff14c96394bf03",1,29,3,27,0;611953612845674,1
"38f897e725d36512f78c9d03078408f9",30,0,30,0,1,1
"38fa6923a130811f93b7f8838ab50914",11,19,7,23,0;398508976829821,1
"390022682359929e80dc506ef36d8377",15,15,15,15,1,1
"391cf14ffabe32bed28d7d678eb8f0c3",1,29,0,30,1,1
"3938e02553d8aa270d213ab01db632fd",13,17,13,17,1,1
"393e405e3326ad85740c95ebe6cafd39",4,26,6,24,0;730642324178498,1
"3960961749ec12802dfd63adf5f3a84c",1,29,0,30,1,1
"396167561312d5fe18c679440a4f1920",3,27,3,27,1,1
"3964731191abbbf784c02d14349b9992",21,9,21,9,1,1
"396f2e96c25796585587386684f21653",2,28,0,30,0;491525423728814,1
"3976fe116fba5ef45e868d355eee19de",16,14,18,12,0;794774525639185,1
"39820b6334259ef3db89a7a373095025",8,22,6,24,0;761068496728027,1
"3987f04305f66790cf5390f5a0418c29",11,19,8,22,0;579559786479708,1
"39994bcd5288fa835e615b4264dae0c8",3,27,1,29,0;611953612845674,1
"39abd32dcaccccd394530cfe2e15ef37",15,15,13,17,0;79610715858958,1
"39ae38530e090731ee23e8de5c9ac175",4,26,3,27,1,1
"39c3292c86b9b19e48d71ffb7ae6dbfd",7,23,5,25,0;748049793024105,1
"39c662d56ca74cdef20a57259b030663",7,23,11,19,0;398508976829821,1
"39d0befac8f67b26a43a56ec618be18d",6,24,5,25,1,1
"39d8864464dd7d529bdad4aea47ec9ff",0,30,1,29,1,1
"39daf7925fc2d40821435450a39d9339",3,27,3,27,1,1
"39f205f156b3a1305fab9ce28f016c10",2,28,1,29,1,1
"3a073a0eaa55d5e7f3e1776e6777013c",14,16,12,18,0;794774525639185,1
"3a0fda9aeb72e79c18ba1be7a8198bfc",23,7,15,15,0;0596015801738957,1
"3a1bbea94402b883002265a325a704e9",8,22,5,25,0;532092472759053,1
"3a1bc166e3c142c1e2ee3812221d56fa",4,26,13,17,0;0203727917531509,1
"3a48cad176e007f276d49435f3195535",2,28,3,27,1,1
"3a4e076293ff3460e2e071ea8f5b8f8c",20,10,21,9,1,1
"3a5990d0c66d3ca94675f75eb5a8ac76",1,29,0,30,1,1
"3a75d54d2361ecff5988a2a3abdb83da",21,9,18,12,0;588882185892575,1
"3a79d429486ac0cc3de97ff6c520488f",26,4,28,2,0;670748519990268,1
"3a816eafa61e4c84c6848f361b5868a0",1,29,1,29,1,1
"3a8d86e9254ffcca52f3fabc784451d8",7,23,10,20,0;567489732503049,1
"3a93385c2f6627a4a1d23f3a25205c68",5,25,2,28,0;42380990998297,1
"3a99e9ad2c15f646be99d6e703f9f8a0",14,16,16,14,0;796545637818419,1
"3a9c0778306e2ffd8ad6ed1dfc029f57",1,29,2,28,1,1
"3aa63b4cd901d61ceebef251172af425",0,30,1,29,1,1
"3aa9cd1c9d297f2967cd8f603356b0a3",0,30,1,29,1,1
"3ac80a581a106eb3e537f342ff5db6cf",8,22,7,23,1,1
"3ac9819daa199544f7d5933cfafac9aa",3,27,3,27,1,1
"3aca7dc5b2c9ab8c698b01ea4ad402bc",9,21,11,19,0;784652573562777,1
"3ade5c8ada449a63f32ccead31000170",3,27,6,24,0;471644558965516,1
"3ae494096dd006613c1c98a86b7a7113",6,24,8,22,0;761068496728027,1
"3ae6759063e27f0bb0ef767bac9300c7",6,24,7,23,1,1
"3ae9d67ee6c3d3b0b0d7b9ea4b56ef8c",10,20,4,26,0;125278403507509,1
"3af380ab71607fd40ea65c39e96983bb",16,14,12,18,0;43789542152343,1
"3afc13c346e139037ef4512606a08194",30,0,30,0,1,1
"3b0cca20a06e4ce9dca3ca2cbcf27f7f",2,28,4,26,0;670748519990268,1
"3b117e4187bc5417425d45ee8897afd4",1,29,0,30,1,1
"3b231c70dbb801d54fa0cde9beed36ca",11,19,11,19,1,1
"3b316ee384e936c0bfee0dfb7d4b41f2",8,22,11,19,0;579559786479708,1
"3b320e229d41c9c464c31b5be43efaed",27,3,27,3,1,1
"3b369dedb9d6fa6f6a11d9d168c0df54",22,8,18,12,0;411756597048106,1
"3b3f40b2a5eec22a2f0a177ab64bad04",11,19,7,23,0;398508976829821,1
"3b449ccb1a5eecc536f9f5b53b6bc927",27,3,25,5,0;706469199425287,1
"3b603874666163c3fdea9911bbbe1f05",21,9,20,10,1,1
"3b68e3945df0a20c4b6e5365561eee83",3,27,2,28,1,1
"3b7355b48aa7cdea6d101e3905b9aa07",4,26,8,22,0;333411738115205,1
"3b83fe967c2f7d5c1f333b0048c912f0",30,0,29,1,1,1
"3b8cf7e36ebd53136a281a5e61e0f6f7",13,17,15,15,0;79610715858958,1
"3b9d184fd7d6e7672eb3d5719c6c3929",13,17,12,18,1,1
"3b9ed120f7d08f3b1b3131172d1efc8c",2,28,5,25,0;42380990998297,1
"3bb212398ffc78893ab21a265a1285a3",3,27,1,29,0;611953612845674,1
"3bb2b4750a14f9892d416d199c845132",15,15,11,19,0;434815558704739,1
"3bb82fc13dce794a897377812b4839a0",11,19,10,20,1,1
"3bca445aa9d3e4992baff910a62afda6",7,23,4,26,0;506177594327247,1
"3bdb104c11d2fd93b9e060b4b98848a0",15,15,14,16,1,1
"3be45cf793d6e2db025ee8febe7e5714",2,28,0,30,0;491525423728814,1
"3beff21c8fb9dd6a298cb87a2a76c41b",1,29,1,29,1,1
"3bf037b7fd8c94e1a81a8ce62694bb0a",15,15,15,15,1,1
"3bfe801406c8885129d3ff7c01733f75",3,27,1,29,0;611953612845674,1
"3c152c0c4fc088f81794142d7a3234c5",4,26,1,29,0;353256021409456,1
"3c1692c5456a8d504392d4e24a6878e7",7,23,5,25,0;748049793024105,1
"3c20833d2a8f9191d68deba63d726aba",1,29,1,29,1,1
"3c31fe1bbf18864d6faeb00862751692",11,19,11,19,1,1
"3c3e7b1630fda62d130ffeb5170e053f",3,27,4,26,1,1
"3c46310968c5e4288a33c7a90070bad2",7,23,9,21,0;771023976031026,1
"3c60654d4aab1da2b3a39a73f61a08cc",13,17,8,22,0;278912405414754,1
"3c75304d88a18d51284e17da72e475e9",29,1,28,2,1,1
"3c8b82a1681e2300b9d400c783ffaea6",19,11,13,17,0;195356224551557,1
"3c8f65cf1d65d3aac56375e195bf71d3",26,4,22,8,0;333411738115205,1
"3caa2e8a411c4987e512e73465cadbd8",1,29,1,29,1,1
"3cb5941aa4a74dc5288714ebe9e3e848",4,26,3,27,1,1
"3cbfb0c0dcd7972138daa4cee4620e2b",4,26,3,27,1,1
"3cc4f1cd221ebffc5f79ba76f6f27336",1,29,0,30,1,1
"3cc512739e183b4c1918212f61a06a8f",1,29,0,30,1,1
"3cc5b4c7a5e12420e3c23c5b39bd9fda",8,22,8,22,1,1
"3cce38d993f347ca022647e14c46b634",6,24,5,25,1,1
"3cd569c2845d64d49e718bf0f51f40cf",9,21,17,13,0;0672785082558841,1
"3ce6954e8ece1c4a923773f0546d776f",11,19,10,20,1,1
"3cfa35f65098c2821d7b0a1840f659a7",3,27,0,30,0;23728813559322,1
"3d0b2d5676017ad77e2c555f7266be79",1,29,0,30,1,1
"3d0d9ebd5a36dd84c8e9cd884697c681",14,16,15,15,1,1
"3d18c400da198542a5070534769138b4",2,28,2,28,1,1
"3d1b33e89f26beed5a405e62ba10304e",12,18,14,16,0;794774525639185,1
"3d37ff2e9d64496618472a49b42da30f",4,26,1,29,0;353256021409456,1
"3d446b3ddbaf8768d570491be9ff3922",10,20,6,24,0;38165411884707,1
"3d58f7a5ddf8913b7262aebbb8a3e59f",6,24,4,26,0;730642324178498,1
"3d5cef3845fffb0e3395a50e2a36df1e",18,12,17,13,1,1
"3d6b1f401129fe52d5cda65f17927d8b",24,6,23,7,1,1
"3d74120b7c093571dbaea4c108a79303",25,5,24,6,1,1
"3d7d35cf8abd823d49ba5862dd3a4f54",1,29,0,30,1,1
"3d8d003144cb5f0a8e146674aaa5e35e",3,27,1,29,0;611953612845674,1
"3d8d436dfbf4e9607e7d294f2bc9c472",17,13,15,15,0;79610715858958,1
"3d95783571c1ea0216801cb49bad54f5",6,24,11,19,0;251569189287884,1
"3d97d4ec48fc6a296a935dfef73b3231",0,30,1,29,1,1
"3da3f4144c0721be5954bd88864eee5c",20,10,23,7,0;567489732503049,1
"3daaf1d7a6c9561bfd246fd9a2171fd6",0,30,1,29,1,1
"3dcfa00ff681ed79f70577f6d52ec8d8",9,21,11,19,0;784652573562777,1
"3de21db83c726a68ac6d80b6d889c830",13,17,12,18,1,1
"3de40eaddcd9b06f6462ef9779aba84d",24,6,22,8,0;761068496728027,1
"3de7c832613e1d93ca14ddfce2b63f69",29,1,28,2,1,1
"3df18ba02ce2d2ebaea7483a763bdb52",12,18,15,15,0;604208013732714,1
"3df36af3bc6bfdeb92f9d30397186086",2,28,0,30,0;491525423728814,1
"3df77f4bf5674e53a7e2245ed34fd7ae",20,10,19,11,1,1
"3df8b8b124fa24581d3b9625c7f46fc8",2,28,3,27,1,1
"3e01c127ce48540c01d7944924d0a176",5,25,8,22,0;532092472759053,1
"3e07aae4b612bd6071fac19eb8ac4d31",3,27,3,27,1,1
"3e0cc877ffbbec1e698a30dfff8407d5",3,27,0,30,0;23728813559322,1
"3e1e77c39741e9521517c4b3ceab4865",9,21,5,25,0;360360454782322,1
"3e2199d3327bc5c100ba67ea45aaff86",17,13,15,15,0;79610715858958,1
"3e30dea72d774b7978eac24d5dc8ad9d",6,24,2,28,0;25421433631758,1
"3e439f52dc6a3d3a395c948af7e4babe",10,20,9,21,1,1
"3e482ba501803cc2a11f868838a42f8c",2,28,2,28,1,1
"3e49e9eb22d42f6b2c5aed50af3fbb65",14,16,14,16,1,1
"3e4e91f111838cfb6d13141847ecca64",0,30,1,29,1,1
"3e599da4baf2b3e147ab3588c5f7dc89",10,20,7,23,0;567489732503049,1
"3e59d7257ca9bb68fd9126d80541f697",7,23,5,25,0;748049793024105,1
"3e5c20a5b759e9809f9390b58aa3ac74",13,17,13,17,1,1
"3e94d7dd19584d610ef029843ab43c6f",20,10,19,11,1,1
"3ea1ea1ed3f260d47b64e27a464efb0a",3,27,2,28,1,1
"3eaa832f01b7a762fd382f6854f5191b",16,14,11,19,0;29930159468236,1
"3eb10e2f936225249d7282146e49871e",27,3,28,2,1,1
"3eb76f76de14c51a5b534fe946166f92",8,22,8,22,1,1
"3ebbd54618f649a8e9117620f772ee51",8,22,5,25,0;532092472759053,1
"3ec05736c2812246dfb33458e010a317",11,19,6,24,0;251569189287884,1
"3ed51b3722caf402e6d0427d3b18c560",2,28,1,29,1,1
"3edd6baef0d7f57d8d5168718b77161b",25,5,19,11,0;143165081321897,1
"3efa9e0bc4379e26e3d64032ed6bede8",25,5,25,5,1,1
"3f0fe4db5a34e6645f62990484a3d7ab",1,29,1,29,1,1
"3f1d6ed1e12dee5e1e26a4049e86ba49",3,27,7,23,0;298979382156861,1
"3f1edacaeb80d778092b88b2eec0121b",0,30,1,29,1,1
"3f28be21204ca0917202194228729453",4,26,5,25,1,1
"3f294b559493444539cfb8094acd8c62",11,19,7,23,0;398508976829821,1
"3f4653e6c563389222565679a3a0b4cd",7,23,5,25,0;748049793024105,1
"3f57afb5155a5a64a7a0f4e021939ad6",4,26,2,28,0;670748519990268,1
"3f5c943091a8d4eeb9a12be2f7887ab3",19,11,17,13,0;792494242590731,1
"3f672094760f6711494702e8e5aa0c3a",13,17,15,15,0;79610715858958,1
"3f778c43a6c8c28b204ae0180d63a885",3,27,2,28,1,1
"3f79b306c4e2fa9db3fd965c4e9e4f89",11,19,9,21,0;784652573562777,1
"3f83c7e05dc9cc20f6da13bbb4105e66",4,26,5,25,1,1
"3f9e3bceae57996abb7a6c72162b0c5f",8,22,6,24,0;761068496728027,1
"3fa9663e0d7b4f7da89c421e371257c9",6,24,5,25,1,1
"3fb3d7f09255f1546adbd8aa45e1001b",2,28,1,29,1,1
"3fc2ce06fe11625d531c0c5fe98d6cf0",15,15,14,16,1,1
