"","cnth","unobh","cntd","unobd","fisher_p_both","padj"
"d05101998077efef3a871b2e488f77b4",12,18,8,22,0;411756597048106,1
"d0566d7177499d5cacdb330361254a8d",30,0,30,0,1,1
"d0665a2e9acc3e61b445769ac586a535",0,30,3,27,0;23728813559322,1
"d06e4c5c7aeeaaa26b46aa010ca1687a",0,30,2,28,0;491525423728814,1
"d070a8250a0fe6d2777b80cf8298b67b",1,29,0,30,1,1
"d076b9fc2d7c82cabae0784de6e1d37c",15,15,12,18,0;604208013732714,1
"d085cf284c9f7bb0c987b418bf3790d9",1,29,0,30,1,1
"d08fc31168a2b73d629974805bfd10f5",4,26,6,24,0;730642324178498,1
"d09fd56c6f0ea6a94d01d41ac32c71c6",2,28,1,29,1,1
"d0b084525be638b4403ff75c3acf5199",9,21,9,21,1,1
"d0c0661ec09261d222cd6d184acc3540",7,23,5,25,0;748049793024105,1
"d0cdfd303529d97f301d794f065c0b62",8,22,6,24,0;761068496728027,1
"d0d15a51b07a2604ccee17e2c32a4148",20,10,20,10,1,1
"d0d2543bedde5abab92e90928f00f440",7,23,13,17,0;170221703169285,1
"d0d2f46a5598b6be45bba2ad6d1423fa",1,29,1,29,1,1
"d0e191d603c91e87950fdd1e98aacf08",0,30,1,29,1,1
"d0e8e34018155569ad29b211aac45cb1",6,24,7,23,1,1
"d0ec30692cbfd9fe6a9ad14984193dfe",1,29,1,29,1,1
"d0fc7214529aa50fbe261f20dba20a97",18,12,20,10,0;789170351739782,1
"d1000d1e6380651eac5158bb1ce8fd00",26,4,27,3,1,1
"d10c510f60287dc7ce62435aa158a66e",1,29,2,28,1,1
"d112fd5a40a8be21d871a9c69e21154e",3,27,1,29,0;611953612845674,1
"d11d8d48650407757bd355a0184efd39",9,21,4,26,0;2092362789628,1
"d12e705ff9658422ec4d78e0ed45e1e9",18,12,19,11,1,1
"d135ed9900b10747df98c57e67a90650",3,27,2,28,1,1
"d1374dcf882411ae71a329af28eaba38",20,10,20,10,1,1
"d1400c3fb5f795bf73de3175e8668c0a",27,3,26,4,1,1
"d15443b93ef268c810c7a1db6f09e1fc",3,27,1,29,0;611953612845674,1
"d1574108de6f378cc640c10dd5ede815",1,29,0,30,1,1
"d160de01e961cceebd86993830422e4c",13,17,10,20,0;595909840834582,1
"d1665418a6c2a29e79bf77840453d26a",5,25,2,28,0;42380990998297,1
"d167acbbd9ae9eef9bd57016626b4d8a",13,17,11,19,0;792494242590731,1
"d16f6baa992407d65f3eff38f1f85ceb",12,18,10,20,0;789170351739782,1
"d191e078225ecaa757969dbc27d2b4a3",16,14,12,18,0;43789542152343,1
"d19ae9c4a6628ceeb2df88b21aa6cd88",15,15,16,14,1,1
"d1a5833469a7b60c5cc072837c6e1f7a",10,20,11,19,1,1
"d1aebf3b73580e37615825508327b95f",1,29,0,30,1,1
"d1c82034e8f89e5c1a848af71a5688d6",17,13,19,11,0;792494242590731,1
"d1fe0a0b5318cc89876f0aed30826513",9,21,8,22,1,1
"d1fe3f7df8fe4baac20cc058d491cc9e",3,27,0,30,0;23728813559322,1
"d200486b06f0cb2dc67337e1c8164149",11,19,7,23,0;398508976829821,1
"d200b8e7f9730a4397902cabf73582c8",0,30,1,29,1,1
"d2014500e4603112affb3e3592b75d07",3,27,2,28,1,1
"d22c8d80f6f971974e9ec29b91f9a8ff",8,22,12,18,0;411756597048106,1
"d2386c2c9f625cb12741b26bb45e25aa",9,21,6,24,0;552003431365051,1
"d23c7732570bc86902584e7d947f97f3",5,25,5,25,1,1
"d24094e694a8fa85ee4a4a29879d7052",9,21,15,15,0;187187106633885,1
"d24903863558e8fadfe511b5c3788e55",7,23,5,25,0;748049793024105,1
"d269a6b76f323043c5b6c3a2ab38bb60",30,0,28,2,0;491525423728814,1
"d27247b8890de4eb04da833a2072efb4",2,28,2,28,1,1
"d276ed46e8712699334ef8f1934ab016",3,27,5,25,0;706469199425287,1
"d28e00e56f9f409599163029e9b53da4",1,29,1,29,1,1
"d296db5c74647bc822255250d8be1d8b",1,29,1,29,1,1
"d2aac659d047067ee2f39d653b38782b",3,27,5,25,0;706469199425287,1
"d2c513605b03b1bbdb269291b44c9b77",13,17,14,16,1,1
"d2cb73662b1a999e6c69537627174299",14,16,15,15,1,1
"d2db80186c5abdec4ff01f328ab049b6",28,2,24,6,0;25421433631758,1
"d303496c3c57cc79bcd21af50f2b5121",2,28,0,30,0;491525423728814,1
"d326d0222c6b3ae2ea204d79fd221b66",17,13,14,16,0;605807173273187,1
"d33c677feeb825efc6ebf2f4d0471da7",2,28,1,29,1,1
"d3419ccfcbb99575f60273033a867137",9,21,6,24,0;552003431365051,1
"d3533567ec92f5e244234c5c760293a0",0,30,1,29,1,1
"d3639507d143e9e331c2391f415a7a8b",7,23,8,22,1,1
"d373fbb5e070e1c7034577afb7a81a5e",15,15,13,17,0;79610715858958,1
"d37a35f56c6497dc5eb00c5b283cfafa",8,22,9,21,1,1
"d3803c32bef8f8b4fb2a54bfa8ede4e2",17,13,14,16,0;605807173273187,1
"d38a69080b81299b62b4f41646ea4c97",0,30,1,29,1,1
"d38bfeff47f6e43ad599e5202ce953bf",26,4,25,5,1,1
"d39e8ae93798a044bc8b8500006c8735",2,28,1,29,1,1
"d3abebbe7a6bf00763488efff338863f",0,30,2,28,0;491525423728814,1
"d3c7217fa44256805baedb3d4465f098",17,13,17,13,1,1
"d3d5b740b59a4d92351e1f5cd232eff0",7,23,5,25,0;748049793024105,1
"d3d92f2c8e5cfe6eda5811a40fec4b4a",13,17,16,14,0;605807173273187,1
"d3ef284f9b8d0b803f2a20407ab58a5c",13,17,15,15,0;79610715858958,1
"d400d5bd5205f1b9422b2d0c466d7823",12,18,8,22,0;411756597048106,1
"d407d1b7c8fb9f21d4cef353ba0368ff",10,20,10,20,1,1
"d409b8ba9ec2fa4c0c0671272671e066",1,29,2,28,1,1
"d419e5dc2992c8205d2106017930dbe4",7,23,5,25,0;748049793024105,1
"d428cabd1be97b46076a8b71e58055aa",11,19,7,23,0;398508976829821,1
"d44745c5c8118e7477e6267109fb9555",4,26,0,30,0;112399643175736,1
"d447d028b18d1cc76eb821db3428cd93",2,28,1,29,1,1
"d44c3ee7c01b4d401d84bfd43e4aaddf",3,27,2,28,1,1
"d44d3a33f5f7d229dbb1b53aede44a86",2,28,0,30,0;491525423728814,1
"d44ddfccea63d10305bd1f1ae91fadd4",9,21,8,22,1,1
"d44eeb24b04818cc8272396501e26e1d",7,23,7,23,1,1
"d452d9154f955d41326e9b41c6a08690",4,26,5,25,1,1
"d45f10ca6bf3c1f44f2a061377a2a1f8",4,26,2,28,0;670748519990268,1
"d46233c0a3d9249304041a1cdc055a25",4,26,2,28,0;670748519990268,1
"d4625183df556ee2e5d2519c099ee49f",6,24,6,24,1,1
"d4699a1c6305055c2caab45b0e797027",2,28,0,30,0;491525423728814,1
"d46ade0ffe8327af85ed930e45efd461",22,8,14,16,0;0640723959997879,1
"d472f9832838c4b0a1589c58e4ee3c2d",6,24,1,29,0;102789716973482,1
"d4812f5e68ea5b7cf3dd8d220f1c8ebe",2,28,1,29,1,1
"d484414a3bc66c26694f6f94d53b8459",7,23,8,22,1,1
"d49665eafa5064777a3c37ebc8d29cc7",3,27,1,29,0;611953612845674,1
"d49aa0e90950e95cbfe9a29822b9f689",10,20,12,18,0;789170351739782,1
"d4a2afbc59e8d698e557e45671faa402",8,22,5,25,0;532092472759053,1
"d4a602c876a83ca7acc21badc6d567f5",6,24,2,28,0;25421433631758,1
"d4ca9a54fbbb7d05bf021863d8c56f84",0,30,1,29,1,1
"d4cced8b1429e7a6936965727e051400",4,26,2,28,0;670748519990268,1
"d4cd0b2abc14b4718965c3f2933cd2a5",7,23,7,23,1,1
"d4de1d330ad8e2f30c28981e8e759fb1",13,17,15,15,0;79610715858958,1
"d4dfcf82d0f187bbe29c48dfafeec222",1,29,1,29,1,1
"d4e63ae8799cf8ca48470ad8f8231936",29,1,28,2,1,1
"d4e8a2298e6201d2830d1e6fc9928ed0",21,9,25,5,0;360360454782322,1
"d4e9c18d5283240c84ca1221f81acb0e",4,26,3,27,1,1
"d4f0e94885d9ef3e5ae6ef76e1f19000",9,21,1,29,0;0121829150086978,1
"d4fa9305576a570812a76492e80aba52",1,29,0,30,1,1
"d4fb081b4e421a9ba791054485c7db82",0,30,1,29,1,1
"d50a24f2f0d751466177194528b7e6c9",0,30,1,29,1,1
"d50e9ca236168a3c2472d700b0481046",8,22,10,20,0;778715677094583,1
"d5107809e1019bec762211f35eb22d80",15,15,4,26,0;00478888046951364,1
"d517f830868e5046efb7dcf0250233ff",27,3,27,3,1,1
"d536992d246a5b0fc097a0c7e813771f",1,29,1,29,1,1
"d53b8b2bcf052fd014c005025abb98b1",10,20,10,20,1,1
"d547ae76d6e9b9b175d4d5b5acbc4d3c",16,14,14,16,0;796545637818419,1
"d54ab281f7a66100f796a9dda1f9e8c2",4,26,1,29,0;353256021409456,1
"d54ea8524d2f5ca72c2291855f4dd5b8",6,24,9,21,0;552003431365051,1
"d5507090c443f1def5aa59b37f5ad6a3",20,10,24,6,0;38165411884707,1
"d56206ad9083da8718745f89d00f06b3",4,26,7,23,0;506177594327247,1
"d571871260f08f785ca4b80fa5c5cefd",1,29,1,29,1,1
"d57d92e1876924ef14fea6ae117b97bb",4,26,6,24,0;730642324178498,1
"d58a9c4ef8541ff389b25ca6b7583f0e",1,29,2,28,1,1
"d59ba340b8e6fa947a39bb58e7b96cfd",0,30,1,29,1,1
"d5a91d583358bcf60bf0d0ad8fbd21cf",2,28,2,28,1,1
"d5b070978cc48332b1e7e7549d865c8c",1,29,0,30,1,1
"d5b21fe9ab3912bebded5c90448db233",18,12,14,16,0;43789542152343,1
"d5b986fe33a6352d556bb11fa7022792",6,24,4,26,0;730642324178498,1
"d5de8a6ee72bb1a0820661a6c8f80ba0",9,21,10,20,1,1
"d5ef429cd6758284b144e04e835f8cb6",9,21,12,18,0;588882185892575,1
"d609aa62683cdd6f9786fe1538fbc48b",8,22,7,23,1,1
"d62d58ae488a4632f6c72b7384540ded",0,30,1,29,1,1
"d63648789a949efec62e90749557c81b",13,17,21,9,0;0672785082558841,1
"d63876745fbef90d0788050232878571",6,24,4,26,0;730642324178498,1
"d64c86880e08b81b02bdfc5ea38d7379",10,20,10,20,1,1
"d65225e8f5f3f613398c5e5b15793429",27,3,25,5,0;706469199425287,1
"d6625dc0df93b176abbf8f600a4c8955",9,21,11,19,0;784652573562777,1
"d6780814199bc8f63f2c6f5ead0b397d",15,15,12,18,0;604208013732714,1
"d6819e52a761c4d6bf05180072aa152c",29,1,30,0,1,1
"d682df5a659c3fefd8578e0b6acc872f",12,18,5,25,0;0840355678859036,1
"d68415bc11e6bb81a7fd018776f32271",5,25,3,27,0;706469199425287,1
"d699a4511f3d4a0bd3d7d7e10fb8b5fb",8,22,6,24,0;761068496728027,1
"d69ed2343dc3c550fddda301f3439284",1,29,4,26,0;353256021409456,1
"d6a8bd265909e96be40862c1f3d62b4b",14,16,9,21,0;288179642700918,1
"d6ac73279a2ff6d59de27969c91d4243",3,27,5,25,0;706469199425287,1
"d6c004a9f7eb02d87812725127c80df4",30,0,30,0,1,1
"d6c0bca9ad30f97317fff8f7ecb151c9",6,24,11,19,0;251569189287884,1
"d6c5940a4fc8a32f7251f0db62181ddb",10,20,17,13,0;118764899192019,1
"d6c625a36d3891a2ff6138a19f4399cc",9,21,7,23,0;771023976031026,1
"d6d6b7a6fd5053332cfb3c9bbedd0153",9,21,9,21,1,1
"d6d931b9a43eac7906b3533046af923f",6,24,2,28,0;25421433631758,1
"d6da87e41ebf7e0fff4b6be3eec3f56f",22,8,21,9,1,1
"d6dc9e1efce73ca33ef791440b39f8f7",4,26,5,25,1,1
"d6df4aad208cefe8d77c68589f3c517a",2,28,0,30,0;491525423728814,1
"d6e66012dbdab5161f216ceec1c1f9a8",20,10,23,7,0;567489732503049,1
"d6e9500411aeb7595d6cc34591322dc9",2,28,1,29,1,1
"d6f0c773c5e3f5ec4a4d9590d0753814",1,29,1,29,1,1
"d6fcc24d96a62713914c5affaf8b81ca",0,30,2,28,0;491525423728814,1
"d706b7cd7a4f0825d329f8c5bef7af35",5,25,4,26,1,1
"d70855133178b7c02e82c276b4b966ee",19,11,20,10,1,1
"d70c03b575ce9be62b01c5cf5d6638b0",2,28,1,29,1,1
"d72aaf635c1d1a4cbe6d2284a2380379",18,12,21,9,0;588882185892575,1
"d7363fbefd920aaae5ccf33c0d679b32",7,23,7,23,1,1
"d739f4168eb68a53ebdc38882fe6f541",11,19,9,21,0;784652573562777,1
"d7585c4f412c6b8b6037de39e533e4f9",7,23,7,23,1,1
"d765b57b216d52f666639be13a4c151a",5,25,1,29,0;19450977211905,1
"d767b41a5133bd4375ec81a60525fca6",7,23,4,26,0;506177594327247,1
"d768237cfc8b6dfa16494ac05bd7f86a",3,27,5,25,0;706469199425287,1
"d76bebb22928bf7e27e82dbbfb4a8692",29,1,29,1,1,1
"d76cd84fcfd7790780c446c4fe5926b6",1,29,2,28,1,1
"d76f9fedd37813cdbbb773046fa53ac3",20,10,22,8,0;778715677094583,1
"d773d87f3a2a6bdf452daeccc82e0cdd",20,10,16,14,0;429569193194763,1
"d7836c8b9f39529c6c0573e901ab9b05",15,15,13,17,0;79610715858958,1
"d7873710cecec136e4a4ef69f2965d1f",12,18,13,17,1,1
"d7958fa719f85d0024292b9621a8d69e",4,26,3,27,1,1
"d7965730b44a4b118bc2a49e51491978",7,23,4,26,0;506177594327247,1
"d797f61e260a9a07f22b80b556e5b066",1,29,1,29,1,1
"d79a9bfb2ac5c9f9f4d44c78df83c22f",5,25,13,17,0;0470223259482567,1
"d7b30a6c03b02446f54b7d3d715348ad",13,17,12,18,1,1
"d7d3a77b4b1fac89c64ce5f1346cfc77",4,26,1,29,0;353256021409456,1
"d7dc8a180654fe33050c50178a605cd3",8,22,3,27,0;180580403773783,1
"d7ec4c0c10f672b55cf59a9166b707b7",11,19,12,18,1,1
"d800e4e0b85355ff4a27511e77630219",9,21,13,17,0;421975381019902,1
"d80212beb64d9b599b738258f24ea84d",10,20,9,21,1,1
"d8067d534b842ca4de6c1dd0ec9f460e",4,26,3,27,1,1
"d807edd2b9696745dcb55c9fa7b380e8",13,17,5,25,0;0470223259482567,1
"d81c784e8a24e738fd7df5723f9d1e47",10,20,11,19,1,1
"d81cc1009d0223b3bf67d5921f4c59fa",7,23,8,22,1,1
"d81cdbaa7eb5e29c8a0a8c4cbe639f1f",1,29,2,28,1,1
"d81e5a7b906274c6cd11451b7e1fc616",9,21,6,24,0;552003431365051,1
"d8305434e3fe41ff8b3ddaa662e34c06",3,27,4,26,1,1
"d832d1731732dae4e08a61619d67b246",5,25,4,26,1,1
"d8581781dc57aa928dc1676ed2036656",4,26,2,28,0;670748519990268,1
"d86aa5f2c320626768ce86bef9eb6dde",9,21,13,17,0;421975381019902,1
"d8864cc700e7a72752519726668f3fa5",14,16,16,14,0;796545637818419,1
"d88fb3eb65aa60b03195212af1011f2e",2,28,1,29,1,1
"d89542897f0ce82e4c110a50e0cbbb2d",2,28,0,30,0;491525423728814,1
"d89597ff011cda45333d9a4ef1082734",11,19,12,18,1,1
"d8a9dd4813244dcd82f5f1d00be73954",4,26,3,27,1,1
"d8ac9bdf2e5b9f28be2993c719b4f5e5",27,3,24,6,0;471644558965516,1
"d8af0fe04bfca98fc0d71aefc8d28b1a",16,14,10,20,0;192316886243639,1
"d8afcff0202d88b96b8ae1b995739400",10,20,10,20,1,1
"d8bb06a7df60d426737787df83322059",15,15,17,13,0;79610715858958,1
"d8be257cffebbf26b8c5edb8f72598c7",8,22,6,24,0;761068496728027,1
"d8c7d13385ad2433f0e8c320734115f9",8,22,9,21,1,1
"d8cac0392850e9354a4e7bdd4405f25b",0,30,1,29,1,1
"d8d1ac1ca145447b3dcb07e67c7bf40a",24,6,25,5,1,1
"d8d5e11749406d95a041f3ef5a58883c",19,11,16,14,0;600950466520637,1
"d8f40662e64d4d17cd6800f772b9ff01",13,17,9,21,0;421975381019902,1
"d903119e054e9f3ace1af2627241fd2d",18,12,19,11,1,1
"d90a28581d38e7892fb5be04e7840b5d",14,16,17,13,0;605807173273187,1
"d90f84b477722d11724b4affc46b2239",2,28,2,28,1,1
"d91724bdb94376af830f2aea4015e368",0,30,1,29,1,1
"d933d395116ddef2a8b6173993403589",4,26,4,26,1,1
"d934b8b78bb656f183003863719167fe",3,27,3,27,1,1
"d9408e862436f299479f78acee2af3f0",6,24,5,25,1,1
"d94c177a4e410b584946559c6b338136",6,24,10,20,0;38165411884707,1
"d94dea5eb4a36018b1d7abaaa9541780",12,18,14,16,0;794774525639185,1
"d95c989f271f4177d68d3272803d1177",1,29,1,29,1,1
"d98dcf4756a1835531496df05e630627",11,19,10,20,1,1
"d9a31d33072b038f47571506a617e5e9",3,27,2,28,1,1
"d9b839e9558ccf84539bab2eb409f768",2,28,2,28,1,1
"d9df682d51d6165adf930e268f895f43",5,25,4,26,1,1
"d9dfceda2f94dc002a7e385c0ba5915d",11,19,8,22,0;579559786479708,1
"d9e5935c1f3520ed90bbfc26211a095e",14,16,12,18,0;794774525639185,1
"d9e5d015e768efb070c23c79434b3958",25,5,25,5,1,1
"d9e69c3bdc56663c6d69b6be7080f42c",28,2,26,4,0;670748519990268,1
"d9e857ae86409ea9487e78d24ea1cc6a",11,19,6,24,0;251569189287884,1
"d9f186360b4c0929084f906697b3c638",17,13,15,15,0;79610715858958,1
"d9fc77cfabd73f0f14b92ee5c04500bb",7,23,3,27,0;298979382156861,1
"da0026691e094617f41001d85c7a8334",2,28,3,27,1,1
"da0475ee486068a5c5f2c0e8d6ae2ed7",25,5,22,8,0;532092472759053,1
"da0dd743c5c7b3344ba2a1bf9e64e903",9,21,5,25,0;360360454782322,1
"da0e51fd120f4e69e3e504c88aa2797b",5,25,8,22,0;532092472759053,1
"da0e5c2b99e8acf5dca5eb7e443caca3",0,30,1,29,1,1
"da122fe6063e35cbbcbd3bac1770f3eb",5,25,6,24,1,1
"da167c1228c1d3386493b2c6c7fc1842",14,16,17,13,0;605807173273187,1
"da238dca69753a6c44b763bca0c10ee4",8,22,4,26,0;333411738115205,1
"da36368dc5f3d4e9d78bf1e2c9d18f05",22,8,19,11,0;579559786479708,1
"da3bbe685cae0a0a6f2f57e32ef2b8ab",1,29,2,28,1,1
"da4215f1b2dfc97b0cfc241a4a847d8b",17,13,16,14,1,1
"da6e7911b0f09959bf475103658778c9",3,27,1,29,0;611953612845674,1
"da7ce98c669e888b2ba3e1da02ee5b20",1,29,2,28,1,1
"da8958b7f661be26b3f22061d0cd251c",17,13,11,19,0;195356224551557,1
"daa95801938bbc6b9157a52a36ad7fea",4,26,4,26,1,1
"dab9c11ef0b796b2f588afbea4c52d41",2,28,2,28,1,1
"dabe70d38020040d5dc74b193d1b1284",1,29,4,26,0;353256021409456,1
"dac54df03c413ab7dfe57b9b2d257593",9,21,8,22,1,1
"dac5f7c4bdb7713b8f3d0e6a0328c8e9",16,14,16,14,1,1
"dac9aa62f22fdd7aa1cd20058e4d5067",8,22,10,20,0;778715677094583,1
"dada79aed3ba13960ec9c64f8d818ed3",2,28,2,28,1,1
"daf26ea4f2b0c496fa719a72f25da35d",4,26,2,28,0;670748519990268,1
"dafb8c614e97f6b6e251dc42d87019d1",21,9,18,12,0;588882185892575,1
"daff3893a5d989171df9100a7bce1f07",16,14,17,13,1,1
"db05ac1f241ada505007f7abc286f5ae",13,17,12,18,1,1
"db0e45a1142ebde31e318b3da3b5475b",22,8,19,11,0;579559786479708,1
"db11fe706cb38024efa469119a20b360",10,20,11,19,1,1
"db249f46784f190c9a21668fc648027a",7,23,5,25,0;748049793024105,1
"db2b12300145e6ef2ef64fd74eddd8eb",6,24,4,26,0;730642324178498,1
"db3bd008ebcf2285862b7a993d874e18",3,27,3,27,1,1
"db3d6cf1a62f2228fcd1cf3b7b0c59c0",9,21,7,23,0;771023976031026,1
"db46425b8c872e9058f857f80def3422",21,9,14,16,0;115370192097328,1
"db55ba4d942a49be19f676baaaed42f8",2,28,2,28,1,1
"db73fc0fa7d139103a74710e01ffff5e",1,29,0,30,1,1
"db7684e2e29ad9a53b36fae5d3a48564",1,29,0,30,1,1
"db7ab219fb85ae69158ea77d9c28119a",21,9,17,13,0;421975381019902,1
"db7dc7cadf78c5cea1c96ff4808a15e3",3,27,6,24,0;471644558965516,1
"db8552ec57994b474025d1f081008cb2",29,1,30,0,1,1
"db8b4c67f56b83e3e926d69849d14131",10,20,10,20,1,1
"db8b6179eceba2b079ccf790cb14829c",28,2,29,1,1,1
"db971a2ee9551fc662114bc0af8dbd35",8,22,6,24,0;761068496728027,1
"dbaa2be4daa5f1572a4d26d7b4c87213",26,4,27,3,1,1
"dbaa753810241fb8133be15b4fc3e376",27,3,28,2,1,1
"dbba8de1a7b5e9bb0b431d783e91a6ba",4,26,3,27,1,1
"dbd3fc3f373553bb19e2b52089492e81",21,9,15,15,0;187187106633885,1
"dbed5d507e555bccf37ba68a444d43d2",3,27,3,27,1,1
"dbedd4023bc74e54ba31bb78b0b59fc0",22,8,18,12,0;411756597048106,1
"dbfa627060505614d68aa61348658411",8,22,6,24,0;761068496728027,1
"dbfecccc54361ed56b95644d6e08ce43",16,14,12,18,0;43789542152343,1
"dc0386690fb683cb9cccd2bcfe0c2da0",3,27,2,28,1,1
"dc0e1bd156ea58b71fc326648ee7d4d2",1,29,1,29,1,1
"dc32a9a770c3b0cea480dc2c99446b42",1,29,0,30,1,1
"dc40005f6de34c8c493ed90f356003cd",0,30,1,29,1,1
"dc463584f525e1ad3ab5506fe0dbf8fa",9,21,12,18,0;588882185892575,1
"dc50e88bfb8218bf5a87de950e1a89c9",12,18,11,19,1,1
"dc6036cf6fca2abf03b0e30e2778d109",10,20,10,20,1,1
"dc6b517635399d021e1aaf288854410b",9,21,7,23,0;771023976031026,1
"dc7fc2523009e23c4e0ea7e3f68403c3",15,15,11,19,0;434815558704739,1
"dc82f78f216099769e30ef359a1676c2",7,23,8,22,1,1
"dc8895ea5857c0c29824b9502d22047a",0,30,1,29,1,1
"dc94dd3c2b3b33e32fe7519c5929a8c6",20,10,23,7,0;567489732503049,1
"dc9dda227ac4ec31aba9e4fd31eba235",29,1,28,2,1,1
"dca1b8c41fd395d50fdde284bace9c9c",8,22,7,23,1,1
"dca762b742df05f443a18ba254ad3753",4,26,3,27,1,1
"dcbc7f500101567dd3a49c13c37594d5",8,22,15,15,0;110240412487574,1
"dcd3fe4a40c9d1a62338b25359dab79e",23,7,20,10,0;567489732503049,1
"dce084cb435877312ea157bd2a7cca49",3,27,1,29,0;611953612845674,1
"dcfe3c0dffa3db7c6ffcfa369a70517f",13,17,11,19,0;792494242590731,1
"dd0559af63c064b204da739e729a68b1",20,10,16,14,0;429569193194763,1
"dd0b027dab82c6f0a6686604f5de70c6",12,18,12,18,1,1
"dd352330f1eaf32a8a5415c20aa7c6ce",7,23,7,23,1,1
"dd3a27334108f2733b63730807ebea86",10,20,10,20,1,1
"dd3c07f435516bf255b13aba81247223",17,13,13,17,0;43891101679611,1
"dd4060699d04d07061586001ea39bb77",3,27,3,27,1,1
"dd49deb3117bc3a6e1d476124b0f01fa",1,29,0,30,1,1
"dd57f506304bf6ce2cccc4599c710760",14,16,12,18,0;794774525639185,1
"dd649b62ee9dc79fc0bdf9f5c779e84f",0,30,1,29,1,1
"dd6b71a7a2f3c5ac82e47c120f00801e",12,18,14,16,0;794774525639185,1
"dd6cf67d79526a3d47d26d5e3caf3482",26,4,25,5,1,1
"dd7e4a3f9902b0fe09a681193f220635",4,26,3,27,1,1
"dd7fd494d7675fbc9e991d846e660a58",11,19,7,23,0;398508976829821,1
"dd8af45a61a53225249da0880248386f",13,17,9,21,0;421975381019902,1
"dd933be0c9e4b2cad0e7c05f5d298fc7",19,11,18,12,1,1
"dda1120ebf811b18d91ae303899cbf13",12,18,10,20,0;789170351739782,1
"ddc3c29393cfa6012280a13753f450bc",19,11,23,7,0;398508976829821,1
"ddc3f0dc85c1ef002b0d7defc0cb771c",4,26,6,24,0;730642324178498,1
"ddc5ab37daaa3669f4483b5b856b175b",2,28,1,29,1,1
"ddcb4be06c4a7a356c4e53280d6469f6",7,23,8,22,1,1
"dddfef0534b17c632b9413a14e3e1473",30,0,27,3,0;23728813559322,1
"ddeba0e5b22a16a9994e7ce52398c3a1",4,26,6,24,0;730642324178498,1
"ddf4f0d3421dbfb08efa6ba8263787dd",21,9,10,20,0;00920597471336853,1
"de06357461a2f4b6719dc6b177c2abae",1,29,0,30,1,1
"de2205d948e7d53272d9f6c5461e88b4",8,22,6,24,0;761068496728027,1
"de41c7236a60b2768f036549b92c00b9",0,30,2,28,0;491525423728814,1
"de5426bc49fce71713e3d687ffa5012e",12,18,11,19,1,1
"de5921a61a15dfff4ebdad7386f1b7b5",3,27,2,28,1,1
"de6c5909c4416e1e1e9a197f18701141",0,30,2,28,0;491525423728814,1
"de7123b06d17989c272e193142a900b3",8,22,5,25,0;532092472759053,1
"de7aec420cc4d51d498866262ad9099c",3,27,2,28,1,1
"de9ccdd9d81093b44398817159b61671",3,27,2,28,1,1
"deaa91c3bc17834eaf58517f4ed950d3",2,28,4,26,0;670748519990268,1
"deb0f4a760382a73bb42dc7863243272",6,24,2,28,0;25421433631758,1
"deb46e0cb90fc4dc54a803ef19494f1b",24,6,24,6,1,1
"debc24715c39c53557e3ef71c7c89447",2,28,1,29,1,1
"defb07a5d56bfd6d456eb4f584858810",23,7,25,5,0;748049793024105,1
"df25e08efec64fdffd8a5937db6e7016",11,19,9,21,0;784652573562777,1
"df27d1817d37fb803b5db79abfc5f7b1",20,10,17,13,0;595909840834582,1
"df2ec1d09d56337610a1a9d11950d5eb",1,29,0,30,1,1
"df407da7f7a0e74cba70f33982cc0c0d",30,0,28,2,0;491525423728814,1
"df42b16e4113013446ded6955c41e410",25,5,22,8,0;532092472759053,1
"df4b662ee9eb700e13ce287ea0efc6af",25,5,21,9,0;360360454782322,1
"dfa1ed809c7bbd95f262e16b3022c5db",30,0,29,1,1,1
"dfa47534d677754472b6e25e727e1317",8,22,6,24,0;761068496728027,1
"dfac430ef0a8b0e7402149dcfc19552e",30,0,30,0,1,1
"dfaec6b46e286f87af70792da0dd4dc9",1,29,1,29,1,1
"dfb6be04eab2b0b4cd944abac5e23753",27,3,26,4,1,1
"dfbc2ae917971ff4a52146faa442e290",3,27,2,28,1,1
"dfc5cb36f1235aad0084e0526b56949f",6,24,8,22,0;761068496728027,1
"dfc9bf1638207e105df9849a3b0e2520",7,23,9,21,0;771023976031026,1
"dfcb97aef31a965e20178f8331eb69ac",10,20,9,21,1,1
"dff50fe41de95132bfd80e9bd3155f5d",4,26,5,25,1,1
"e008427782852fd1ece71713bbbe4b4d",1,29,0,30,1,1
"e0084b1334e664c1ec52ed9c72f4c7d7",1,29,0,30,1,1
"e023e49578f960840e4866b90663c61d",13,17,14,16,1,1
"e035d5b63fb172e9fe07b58ad505defb",2,28,3,27,1,1
"e0383139e3442884b38990a6c575e8d3",0,30,1,29,1,1
"e03ad5a66ff84693e90e140452a433ad",10,20,8,22,0;778715677094583,1
"e03fe28257a140efec31b519d5c6a458",18,12,16,14,0;794774525639185,1
"e0477003a6318fccbf30c144d6972b22",8,22,17,13,0;0352173856949215,1
"e04fdf03e491d0d84c6beb80096ce619",0,30,4,26,0;112399643175736,1
"e05e14046636239585d9a013ccc2c780",3,27,1,29,0;611953612845674,1
"e06e119324a1126d81d0ca62a36dbd0a",3,27,1,29,0;611953612845674,1
"e0773f8b2f9543e32273a1ab527148b6",19,11,17,13,0;792494242590731,1
"e07e42f3c64fddf1de56544ced5de0f5",30,0,30,0,1,1
